代號,名稱,按盤價,成交金額,市值,市盈率,股息率
0517,中遠海運國際(香港)有限公司,N/A,0,0,N/A,N/A
0518,同得仕(集團)有限公司,N/A,0,0,N/A,N/A
0519,諾科達科技集團有限公司,N/A,0,0,N/A,N/A
0520,呷哺呷哺餐飲管理(中國)控股有限公司,N/A,0,0,N/A,N/A
0521,CWT International Limited,N/A,0,0,N/A,N/A
0522,ASMPT Limited,N/A,0,0,N/A,N/A
0524,長城天下控股有限公司,N/A,0,0,N/A,N/A
0525,廣深鐵路股份有限公司,N/A,0,0,N/A,N/A
0526,利時集團（控股）有限公司,N/A,0,0,N/A,N/A
0527,中國瑞風新能源控股有限公司 ,N/A,0,0,N/A,N/A
0528,金達控股有限公司,N/A,0,0,N/A,N/A
0529,新龍國際集團有限公司,N/A,0,0,N/A,N/A
0532,Wong's Kong King International (Holdings) Limited,N/A,0,0,N/A,N/A
0533,金利來集團有限公司,N/A,0,0,N/A,N/A
0535,金地商置集團有限公司,N/A,0,0,N/A,N/A
0536,貿易通電子貿易有限公司,N/A,0,0,N/A,N/A
0538,味千(中國)控股有限公司,N/A,0,0,N/A,N/A
0540,迅捷環球控股有限公司,N/A,0,0,N/A,N/A
0542,中國文旅農業集團有限公司,N/A,0,0,N/A,N/A
0543,太平洋網絡有限公司,N/A,0,0,N/A,N/A
0544,大同集團有限公司,N/A,0,0,N/A,N/A
0546,阜豐集團有限公司,N/A,0,0,N/A,N/A
0547,數字王國集團有限公司,N/A,0,0,N/A,N/A
0548,深圳高速公路集團股份有限公司,N/A,0,0,N/A,N/A
0550,律齊文化有限公司,N/A,0,0,N/A,N/A
0551,裕元工業(集團)有限公司,N/A,0,0,N/A,N/A
0552,中國通信服務股份有限公司,N/A,0,0,N/A,N/A
0553,南京熊貓電子股份有限公司,N/A,0,0,N/A,N/A
0554,漢思集團控股有限公司,N/A,0,0,N/A,N/A
0556,泛亞環保集團有限公司,N/A,0,0,N/A,N/A
0557,中國天元醫療集團有限公司,N/A,0,0,N/A,N/A
0558,力勁科技集團有限公司,N/A,0,0,N/A,N/A
