date,sno,stype,price,close,type,classification,PATTERN,HHClose,HLLow,BOSS1,BOSS2
2025-09-16 00:00:00+08:00,9997.HK,M,8.949999809265137,8.920000076293945,high,HH,HHHLHH,8.920000076293945,8.850000381469727,False,True
2025-09-24 00:00:00+08:00,8521.HK,S,1.6100000143051147,1.5800000429153442,high,HH,HHHLHH,1.6100000143051147,1.3300000429153442,False,True
2025-09-19 00:00:00+08:00,8418.HK,S,0.550000011920929,0.5299999713897705,high,HH,HHHLHH,0.5099999904632568,0.4399999976158142,False,True
2025-09-18 00:00:00+08:00,8317.HK,S,0.1199999973177909,0.1169999986886978,high,HH,HHHLHH,0.1270000040531158,0.0949999988079071,False,True
2025-09-17 00:00:00+08:00,8106.HK,S,0.5199999809265137,0.4850000143051147,high,HH,HHHLHH,0.4550000131130218,0.3600000143051147,False,True
2025-09-16 00:00:00+08:00,6922.HK,S,6.289999961853027,6.289999961853027,high,HH,HHHLHH,7.699999809265137,5.599999904632568,False,True
2025-09-16 00:00:00+08:00,6609.HK,S,67.9000015258789,64.19999694824219,high,HH,HHHLHH,70.5,56.04999923706055,False,True
2025-09-15 00:00:00+08:00,3718.HK,S,0.4099999964237213,0.4099999964237213,high,HH,HHHLHH,0.4099999964237213,0.395000010728836,False,True
2025-09-17 00:00:00+08:00,2779.HK,S,0.7400000095367432,0.7300000190734863,high,HH,HHHLHH,0.7599999904632568,0.6399999856948853,False,True
2025-09-17 00:00:00+08:00,2343.HK,M,2.539999961853028,2.5299999713897705,high,HH,HHHLHH,2.509999990463257,2.400000095367432,False,True
2025-09-15 00:00:00+08:00,2066.HK,M,1.559999942779541,1.5399999618530271,high,HH,HHHLHH,1.5499999523162842,1.5,False,True
2025-09-19 00:00:00+08:00,1987.HK,S,0.2409999966621399,0.2119999974966049,high,HH,HHHLHH,0.2800000011920929,0.2000000029802322,False,True
2025-09-22 00:00:00+08:00,1481.HK,S,0.7900000214576721,0.7699999809265137,high,HH,HHHLHH,1.0499999523162842,0.75,False,True
2025-09-22 00:00:00+08:00,1199.HK,M,5.730000019073486,5.610000133514404,high,HH,HHHLHH,5.639999866485596,5.489999771118164,False,True
2025-09-19 00:00:00+08:00,1173.HK,S,0.0350000001490116,0.032999999821186,high,HH,HHHLHH,0.0469999983906745,0.0280000008642673,False,True
2025-09-15 00:00:00+08:00,889.HK,S,0.4250000119209289,0.3650000095367431,high,HH,HHHLHH,0.395000010728836,0.3300000131130218,False,True
2025-09-16 00:00:00+08:00,868.HK,L,9.25,9.170000076293944,high,HH,HHHLHH,9.210000038146973,8.420000076293945,False,True
2025-09-15 00:00:00+08:00,618.HK,S,0.1689999997615814,0.1609999984502792,high,HH,HHHLHH,0.1700000017881393,0.1500000059604644,False,True
2025-09-15 00:00:00+08:00,580.HK,M,1.9700000286102293,1.870000004768372,high,HH,HHHLHH,2.049999952316284,1.7799999713897705,False,True
2025-09-17 00:00:00+08:00,199.HK,S,0.2269999980926513,0.2269999980926513,high,HH,HHHLHH,0.3300000131130218,0.2080000042915344,False,True
2025-09-22 00:00:00+08:00,83.HK,L,10.220000267028809,10.100000381469728,high,HH,HHHLHH,9.960000038146973,9.649999618530272,False,True
