index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WHigh,HHHL,SNO
2026-01-05,1833.HK,14.800000190734863,15.899999618530272,14.579999923706056,15.770000457763672,15.770000457763672,25721070,0.0,0.0,14.616573576002027,14.500967836472109,14.828441139343823,14.654408407812328,13.099172056668184,False,False,False,False,1.3199996948242152,0.6493333816528323,0.9740000724792484,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2025/11/03,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,1833.HK
2026-01-06,2601.HK,37.459999084472656,38.97999954223633,37.459999084472656,38.77999877929688,38.77999877929688,31299528,0.0,0.0,36.39076006098902,35.09050472080514,33.75338638484801,32.45947255153767,29.225489118810337,True,True,True,False,1.520000457763672,1.1237503290176394,1.6856254935264592,0.0,0.0,0.0,0.0,0.0,0.0,TP3-2025/11/27,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,2601.HK
2026-01-06,2899.HK,37.20000076293945,38.959999084472656,37.119998931884766,38.2599983215332,38.2599983215332,99962944,0.0,0.0,35.636868313506255,34.42046103462135,32.94062455732424,30.427495322956908,25.097001282651576,True,True,True,False,1.8400001525878904,1.394736842105263,2.0921052631578947,0.0,0.0,0.0,0.0,0.0,0.0,TP3-2025/10/27,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,0.0,0.0,False,2899.HK
