Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_100,SNO
2025-11-06,2596.HK,2.609999895095825,2.609999895095825,2.609999895095825,2.609999895095825,2.609999895095825,11000,0.0,0.0,2.612843891889574,2.611935825122147,2.6121757969176573,2.612764452066008,False,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,0.0,0,0,False,True,2596.HK
2025-11-10,2596.HK,2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,16000,0.0,0.0,2.6141449816476663,2.612637047768837,2.6124826239232037,2.6129077279767614,False,True,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,0.0,0,0,False,True,2596.HK
