index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,WLow,WHigh,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,SVM,MLP,RF,SNO
2026-03-20,1928.HK,16.299999237060547,16.6299991607666,16.100000381469727,16.6299991607666,16.6299991607666,16066759,0.0,0.0,0.0,16.892898239047128,17.30883981177382,18.01373645841015,18.616407055776065,18.776428445107992,False,False,False,False,0.529998779296875,0.4035712650844034,0.605356897626605,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,39.883630430142624,10.1644311623767,30.493293487130096,38.52240181293969,17.24729161616908,18.22529149409877,16.269291738239392,11.340909630272924,1.2161484092472197,0.7887039959785205,1,18.023200073242187,17.334000015258788,False,-15.79747260371341,-6.151242634453284,19.190000534057617,False,-13.34028818158515,0.4%,0.3761353713931603,False,1,False,False,False,False,False,True,False,38.5,True,False,False,False,False,False,False,False,True,1928.HK
