index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,ATR,Price_Increase,Uptrend_Requirement,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Anomaly_Score_AI,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,SNO
2025-04-10,3330.HK,7.599999904632568,8.270000457763672,7.429999828338623,8.15999984741211,8.006608009338379,21887517,0.0,0.0,0.6083974357204432,0.5367231516655582,True,33.35968048504968,39.6606588220636,23.753978530900667,67.74193741349313,6.681724944042478,7.852724947857175,5.510724940227781,35.050829347855085,-1,2.0195263680506312,0.9687597382831974,1,5.796200008392334,6.572500014305115,True,65.85365286332956,7.940000057220459,True,2.7707781940327254,0.9%,0.8570676984360759,True,2,True,True,True,True,True,True,True,67.7,True,True,True,True,True,3330.HK
2025-05-08,0434.HK,4.659999847412109,5.179999828338623,4.599999904632568,5.0,4.920478343963623,22850214,0.0,0.0,0.3314442876325261,0.3157894901951927,True,32.95851420921558,39.626555359808286,14.937741089673883,68.100356952751,4.302305941404224,4.986305908979298,3.618305973829152,31.7969004013612,-1,1.7615826770892853,2.5375396384226168,1,3.982200012207031,4.150499999523163,True,25.313282908501105,4.889999866485596,True,2.249491544331278,5.2%,5.17390612574602,True,2,True,True,True,True,True,True,True,68.1,True,True,True,True,True,434.HK
2024-06-04,6929.HK,4.849999904632568,5.199999809265137,4.690000057220459,5.050000190734863,4.650304794311523,435500,0.0,0.0,0.2548386755960972,0.3988920602450083,True,29.49453274154789,28.536584571597903,15.60975138875902,63.10678645301908,4.460279456115889,4.9712795171510455,3.949279395080733,22.91336523026504,1,2.1571609028768863,1.2349269809828978,1,3.856800031661988,4.471500062942505,True,55.38462125338041,5.0,True,1.0000038146972656,40.7%,40.71829425780245,True,2,True,True,True,True,True,True,True,63.1,True,True,True,True,True,6929.HK
