sno,TP123,TP12,TP1,TP2,TP3,TP1C,CL1,BY1,TOTAL,WR
0010.HK,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,66.67
0013.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0014.HK,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,50.0
0017.HK,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,8.0,25.0
0026.HK,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0,33.33
0028.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0029.HK,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,57.14
0032.HK,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,10.0,80.0
0034.HK,3.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,10.0,40.0
0035.HK,4.0,0.0,1.0,0.0,2.0,2.0,5.0,1.0,15.0,46.67
0038.HK,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,11.0,36.36
0041.HK,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,9.0,55.56
0045.HK,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,8.0,25.0
0051.HK,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,50.0
0053.HK,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,71.43
0062.HK,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,9.0,55.56
0069.HK,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,8.0,62.5
0071.HK,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,80.0
0081.HK,0.0,1.0,2.0,0.0,0.0,2.0,6.0,2.0,13.0,23.08
0085.HK,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,50.0
0086.HK,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,6.0,16.67
0088.HK,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
0095.HK,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,40.0
0098.HK,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,50.0
0107.HK,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,9.0,33.33
0108.HK,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,8.0,25.0
0113.HK,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,6.0,33.33
0116.HK,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,11.0,54.55
0119.HK,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,75.0
0123.HK,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,10.0,40.0
0127.HK,3.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,10.0,40.0
0133.HK,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,40.0
0142.HK,5.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,13.0,69.23
0147.HK,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,6.0,50.0
0148.HK,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,60.0
0152.HK,1.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,12.0,58.33
0165.HK,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,71.43
0173.HK,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,6.0,33.33
0177.HK,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,50.0
0179.HK,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,10.0,50.0
0182.HK,1.0,2.0,3.0,0.0,1.0,0.0,4.0,0.0,11.0,63.64
0189.HK,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,66.67
0200.HK,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,8.0,62.5
0215.HK,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,9.0,55.56
0218.HK,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,60.0
0222.HK,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,9.0,33.33
0230.HK,3.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,9.0,44.44
0242.HK,1.0,3.0,2.0,1.0,2.0,1.0,4.0,0.0,14.0,64.29
0245.HK,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,85.71
0258.HK,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,50.0
0259.HK,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,66.67
0272.HK,1.0,2.0,1.0,0.0,0.0,1.0,5.0,4.0,14.0,28.57
0289.HK,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,9.0,44.44
0290.HK,1.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,10.0,60.0
0297.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
0303.HK,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,9.0,33.33
0308.HK,1.0,3.0,3.0,0.0,4.0,2.0,2.0,0.0,15.0,73.33
0315.HK,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,8.0,50.0
0317.HK,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,6.0,66.67
0323.HK,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,9.0,55.56
0326.HK,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,7.0,71.43
0327.HK,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,40.0
0331.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,33.33
0336.HK,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,7.0,42.86
0338.HK,3.0,1.0,5.0,0.0,1.0,0.0,3.0,0.0,13.0,76.92
