Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50
2025-10-10,9997.HK,8.880000114440918,8.90999984741211,8.859999656677246,8.890000343322754,8.890000343322754,1427000,0.0,0.0,8.895431262465557,8.852955594727883,8.631042594201158,8.19016345240809,7.297487101558303,True,True,True,False
2025-10-10,3969.HK,3.5899999141693115,3.640000104904175,3.559999942779541,3.5999999046325684,3.5999999046325684,9073000,0.0,0.0,3.536373239320365,3.504707606357145,3.4604713650380727,3.3777202173484007,3.201173412768972,True,True,True,False
2025-10-10,3339.HK,2.9800000190734863,2.9800000190734863,2.869999885559082,2.9200000762939453,2.9200000762939453,11967000,0.0,0.0,2.966572438520317,2.9377764843770584,2.816844091761764,2.576133572119919,2.1214696192465854,True,True,True,False
2025-10-10,1982.HK,0.8799999952316284,0.8999999761581421,0.8799999952316284,0.8999999761581421,0.8999999761581421,924000,0.0,0.0,0.885487128339112,0.8843081395835165,0.8691552540445535,0.8436854626512533,0.7763263869629763,True,True,True,False
2025-10-10,1836.HK,15.729999542236328,15.899999618530272,15.579999923706056,15.729999542236328,15.729999542236328,1030614,0.0,0.0,15.474666119774875,15.447343350075084,15.34613482063153,15.066792433377682,14.21286108024344,True,True,True,False
2025-10-10,1330.HK,5.190000057220459,5.25,5.070000171661377,5.230000019073486,5.230000019073486,1185000,0.0,0.0,5.060412551135453,5.016175288446303,4.943441424485663,4.712342757237207,4.046656431050552,True,True,True,False
2025-10-10,1196.HK,12.289999961853027,12.43000030517578,12.029999732971191,12.06999969482422,12.06999969482422,1946000,0.0,0.0,12.21909864088289,12.12649029916556,11.430520856895855,10.249511403676292,8.534462733337847,True,True,True,False
2025-10-10,732.HK,1.2100000381469729,1.2100000381469729,1.190000057220459,1.2100000381469729,1.2100000381469729,1580000,0.0,0.0,1.2047835612107358,1.2019764286829857,1.189891107208984,1.1550619286960466,1.0749124617447332,True,True,True,False
2025-10-10,639.HK,2.8299999237060547,2.869999885559082,2.799999952316284,2.8399999141693115,2.8399999141693115,6786315,0.0,0.0,2.7824667839389203,2.7586966839050646,2.73056285683286,2.651575534275842,2.519392867371648,True,True,True,False
2025-10-10,586.HK,10.84000015258789,10.93000030517578,10.68000030517578,10.850000381469728,10.850000381469728,5915501,0.0,0.0,10.944486222378544,10.868451908995851,10.49821673992287,9.808583341510362,8.589540535010142,True,True,True,False
2025-10-10,579.HK,2.5899999141693115,2.609999895095825,2.549999952316284,2.569999933242798,2.569999933242798,7746000,0.0,0.0,2.5385256917124592,2.508734191125517,2.4737722725958804,2.3952314688807657,2.1650049165874496,True,True,True,False
2025-10-10,551.HK,13.039999961853027,13.210000038146973,13.039999961853027,13.1899995803833,13.1899995803833,3373000,0.0,0.0,13.17959571740354,13.112285845253016,12.861424667472429,12.530309540035354,12.22488459017102,True,True,True,False
2025-10-10,525.HK,2.5899999141693115,2.640000104904175,2.559999942779541,2.5799999237060547,2.5799999237060547,8553537,0.0,0.0,2.526824959408124,2.471696610390816,2.322238762499808,2.1633673742576613,2.0170369686810066,True,True,True,False
2025-10-10,440.HK,34.86000061035156,34.86000061035156,34.20000076293945,34.36000061035156,34.36000061035156,292000,0.0,0.0,33.997829629283466,33.74788861903004,32.66840926387092,31.01767311737546,27.62086778438984,True,True,True,False
2025-10-10,338.HK,1.3700000047683716,1.409999966621399,1.3600000143051147,1.399999976158142,1.399999976158142,21997535,0.0,0.0,1.3668060169762166,1.3576027638968504,1.3469035855301084,1.3165499824159357,1.2490021258146031,True,True,True,False
2025-10-10,303.HK,63.0,63.5,61.150001525878906,61.400001525878906,61.400001525878906,703300,0.0,0.0,62.7806296869903,62.70188050898459,61.40560136745869,58.74840567502296,53.98094601913402,True,True,True,False
2025-10-10,207.HK,0.5699999928474426,0.5799999833106995,0.5699999928474426,0.5699999928474426,0.5699999928474426,14006000,0.0,0.0,0.574245253083593,0.5685505013161116,0.5237949420829164,0.4427037496627142,0.3361395247343249,True,True,True,False
2025-10-10,86.HK,3.9600000381469727,3.990000009536743,3.930000066757202,3.930000066757202,3.930000066757202,223161,0.0,0.0,3.941338015919393,3.9405143572783663,3.853440364523065,3.613939995783457,3.139319489824069,True,True,True,False
2025-10-10,62.HK,10.539999961853027,10.6899995803833,10.5,10.649999618530272,10.649999618530272,256000,0.0,0.0,10.577851333340927,10.454714385385238,10.022406923634884,9.461389599716044,8.745221692579683,True,True,True,False
2025-10-10,32.HK,8.449999809265137,8.529999732971191,8.430000305175781,8.529999732971191,8.529999732971191,10400,0.0,0.0,8.51950897670098,8.472083796998653,8.333635377521771,8.089531081482729,7.834193880379567,True,True,True,False
2025-10-10,14.HK,15.81999969482422,16.079999923706055,15.800000190734863,15.93000030517578,15.93000030517578,737995,0.0,0.0,15.910400113984348,15.821237561754092,15.46843257963924,14.770782327552114,13.529367009921472,True,True,True,False
2025-10-10,10.HK,14.5,14.859999656677246,14.489999771118164,14.829999923706056,14.829999923706056,952612,0.0,0.0,14.547095196665335,14.513821879950315,14.190703520224403,13.412164438446942,11.780252064851332,True,True,True,False
