sno,TP12,TP1,TP2,TP1C,CL1,BY1,,,
1198.HK,3,0,0,0,2,0,5,60.00%,
1200.HK,0,2,0,0,1,0,3,66.67%,
1201.HK,1,0,0,0,4,1,6,16.67%,
1202.HK,0,0,1,1,2,0,4,25.00%,
1203.HK,0,0,1,0,2,1,4,25.00%,
1215.HK,1,0,0,0,3,2,6,16.67%,
1220.HK,1,0,0,1,3,1,6,16.67%,
1221.HK,0,0,0,1,1,0,2,0.00%,
1222.HK,0,0,0,1,2,0,3,0.00%,
1225.HK,5,1,1,0,1,0,8,87.50%,
1226.HK,0,0,0,0,2,1,3,0.00%,
1229.HK,2,0,0,0,4,1,7,28.57%,
1231.HK,1,0,0,0,0,2,3,33.33%,
1235.HK,1,0,0,0,1,1,3,33.33%,
1237.HK,0,0,1,0,0,1,2,50.00%,
1239.HK,0,1,0,0,2,1,4,25.00%,
1240.HK,1,1,0,0,2,0,4,50.00%,
1241.HK,0,1,3,0,3,2,9,44.44%,
1245.HK,0,0,0,0,1,1,2,0.00%,
1247.HK,0,1,0,0,1,0,2,50.00%,
1251.HK,0,0,0,1,3,0,4,0.00%,
1252.HK,0,0,0,0,1,0,1,0.00%,
1253.HK,1,0,0,0,0,1,2,50.00%,
1259.HK,0,0,0,0,0,2,2,0.00%,
1260.HK,0,0,0,0,1,0,1,0.00%,
1262.HK,2,0,0,1,1,0,4,50.00%,
1265.HK,1,0,1,0,3,0,5,40.00%,
1269.HK,3,0,0,1,4,0,8,37.50%,
1272.HK,0,0,0,0,0,1,1,0.00%,
1273.HK,0,0,0,0,0,2,2,0.00%,
1282.HK,0,0,0,0,4,0,4,0.00%,
1283.HK,2,0,0,0,0,0,2,100.00%,
1285.HK,1,0,0,0,2,0,3,33.33%,
1290.HK,0,0,0,1,2,1,4,0.00%,
1292.HK,2,0,0,0,2,0,4,50.00%,
1293.HK,0,0,0,0,2,1,3,0.00%,
1298.HK,0,0,0,0,2,0,2,0.00%,
1301.HK,0,0,0,1,0,0,1,0.00%,
1312.HK,0,0,0,2,1,0,3,0.00%,
1314.HK,0,0,0,1,2,0,3,0.00%,
1315.HK,1,0,0,3,0,2,6,16.67%,
1317.HK,2,0,0,0,1,0,3,66.67%,
1319.HK,0,1,0,0,0,0,1,100.00%,
1323.HK,3,0,0,0,1,0,4,75.00%,
1326.HK,0,1,0,1,2,1,5,20.00%,
1327.HK,0,0,0,0,1,0,1,0.00%,
1328.HK,1,0,0,0,2,0,3,33.33%,
1332.HK,0,0,0,0,3,3,6,0.00%,
1334.HK,0,0,0,0,1,0,1,0.00%,
1335.HK,0,0,0,0,2,3,5,0.00%,
1338.HK,1,0,0,0,0,0,1,100.00%,
1340.HK,2,0,1,0,3,1,7,42.86%,
1343.HK,0,1,0,0,1,0,2,50.00%,
1348.HK,0,0,0,0,1,0,1,0.00%,
1349.HK,2,0,0,0,5,0,7,28.57%,
1351.HK,0,0,0,0,0,1,1,0.00%,
1355.HK,1,1,0,0,0,1,3,66.67%,
1362.HK,0,0,0,1,2,0,3,0.00%,
1370.HK,1,0,0,0,2,0,3,33.33%,
1371.HK,1,0,1,2,1,0,5,40.00%,
1372.HK,0,1,0,0,2,1,4,25.00%,
1373.HK,0,1,0,0,1,0,2,50.00%,
1380.HK,0,0,2,0,1,1,4,50.00%,
1388.HK,1,0,0,0,0,0,1,100.00%,
1389.HK,0,1,0,0,1,0,2,50.00%,
1393.HK,1,1,0,0,2,2,6,33.33%,
1395.HK,0,0,0,1,2,0,3,0.00%,
1397.HK,1,0,0,0,0,0,1,100.00%,
1399.HK,0,0,0,2,0,0,2,0.00%,
1400.HK,1,2,1,0,1,0,5,80.00%,
1401.HK,0,0,0,0,0,1,1,0.00%,
1402.HK,0,1,0,0,0,0,1,100.00%,
1406.HK,0,0,0,0,1,0,1,0.00%,
1413.HK,0,0,0,0,1,0,1,0.00%,
1416.HK,0,1,0,0,0,0,1,100.00%,
1418.HK,1,1,0,0,0,1,3,66.67%,
1419.HK,1,0,1,0,0,0,2,100.00%,
1420.HK,0,0,0,0,1,1,2,0.00%,
1421.HK,0,0,0,0,1,1,2,0.00%,
1427.HK,2,0,0,0,0,0,2,100.00%,
1429.HK,0,0,0,0,1,0,1,0.00%,
1431.HK,1,0,0,1,1,0,3,33.33%,
1442.HK,1,0,0,0,1,0,2,50.00%,
1443.HK,0,0,0,0,2,0,2,0.00%,
1446.HK,1,1,0,0,1,0,3,66.67%,
1447.HK,0,1,0,1,0,1,3,33.33%,
1449.HK,0,0,0,1,0,0,1,0.00%,
1450.HK,0,0,0,0,0,1,1,0.00%,
1451.HK,0,0,0,0,2,0,2,0.00%,
1461.HK,1,0,0,0,2,0,3,33.33%,
1463.HK,0,0,0,0,1,0,1,0.00%,
1466.HK,0,0,0,0,2,1,3,0.00%,
1468.HK,0,0,0,0,4,0,4,0.00%,
1470.HK,1,0,0,0,2,0,3,33.33%,
1473.HK,0,0,0,0,2,0,2,0.00%,
1480.HK,0,0,0,0,1,0,1,0.00%,
1483.HK,1,1,0,0,1,0,3,66.67%,
1488.HK,0,0,0,0,1,0,1,0.00%,
1495.HK,1,0,0,0,0,0,1,100.00%,
1496.HK,2,0,0,0,1,0,3,66.67%,
1502.HK,0,0,0,0,1,0,1,0.00%,
1518.HK,2,0,0,0,0,0,2,100.00%,
1520.HK,0,1,1,0,2,0,4,50.00%,
1522.HK,0,0,0,0,2,0,2,0.00%,
1525.HK,0,0,0,1,1,0,2,0.00%,
1526.HK,0,0,0,1,2,0,3,0.00%,
1527.HK,0,0,0,1,2,0,3,0.00%,
1529.HK,2,1,0,0,0,1,4,75.00%,
1532.HK,0,0,0,0,1,0,1,0.00%,
1536.HK,1,0,0,0,1,1,3,33.33%,
1538.HK,0,1,0,1,1,0,3,33.33%,
1539.HK,0,1,0,0,3,0,4,25.00%,
1542.HK,0,0,0,0,1,0,1,0.00%,
1543.HK,0,0,0,0,1,0,1,0.00%,
1545.HK,0,1,0,0,1,1,3,33.33%,
1549.HK,1,0,0,1,2,0,4,25.00%,
1555.HK,0,0,0,0,1,3,4,0.00%,
1556.HK,1,0,0,1,0,0,2,50.00%,
1557.HK,0,0,0,0,1,0,1,0.00%,
1559.HK,0,0,0,0,1,1,2,0.00%,
1561.HK,0,0,1,0,2,0,3,33.33%,
1563.HK,0,0,0,0,2,0,2,0.00%,
1565.HK,0,0,0,1,0,0,1,0.00%,
1569.HK,0,0,0,0,1,0,1,0.00%,
1572.HK,0,1,0,0,2,0,3,33.33%,
1575.HK,0,1,0,0,2,0,3,33.33%,
1580.HK,1,0,0,1,0,0,2,50.00%,
1581.HK,0,0,0,0,1,0,1,0.00%,
1583.HK,0,0,0,0,0,1,1,0.00%,
1588.HK,1,1,0,0,1,0,3,66.67%,
1593.HK,0,1,0,0,1,0,2,50.00%,
1596.HK,1,0,0,0,1,0,2,50.00%,
1597.HK,0,0,0,0,1,0,1,0.00%,
1598.HK,0,0,0,0,1,0,1,0.00%,
1599.HK,0,0,0,0,3,0,3,0.00%,
1601.HK,0,0,1,0,0,0,1,100.00%,
1608.HK,0,1,0,0,1,0,2,50.00%,
1612.HK,0,0,2,0,0,0,2,100.00%,
1613.HK,0,0,0,0,2,0,2,0.00%,
1616.HK,0,0,0,0,0,1,1,0.00%,
1617.HK,1,0,0,0,5,0,6,16.67%,
1620.HK,1,0,0,0,0,0,1,100.00%,
1621.HK,1,0,0,1,0,1,3,33.33%,
1623.HK,0,0,0,0,2,0,2,0.00%,
1629.HK,0,0,0,0,1,0,1,0.00%,
1631.HK,1,0,0,1,0,0,2,50.00%,
1643.HK,0,0,1,0,0,0,1,100.00%,
1645.HK,1,1,0,2,0,1,5,40.00%,
1652.HK,1,0,1,0,0,0,2,100.00%,
1653.HK,1,0,0,0,0,0,1,100.00%,
1655.HK,0,0,0,1,0,0,1,0.00%,
1661.HK,0,0,0,0,2,0,2,0.00%,
1662.HK,0,0,0,0,1,0,1,0.00%,
1669.HK,0,0,0,0,1,0,1,0.00%,
1671.HK,1,0,0,0,2,0,3,33.33%,
1673.HK,2,0,0,0,3,0,5,40.00%,
1676.HK,0,0,0,0,1,0,1,0.00%,
1679.HK,0,0,0,0,0,1,1,0.00%,
1680.HK,0,0,0,0,0,2,2,0.00%,
1682.HK,0,0,0,0,3,0,3,0.00%,
1689.HK,1,1,0,0,2,0,4,50.00%,
1692.HK,0,0,0,1,0,0,1,0.00%,
1695.HK,0,0,0,0,0,1,1,0.00%,
1697.HK,0,0,1,0,2,0,3,33.33%,
1701.HK,0,0,0,0,0,1,1,0.00%,
1703.HK,0,0,0,2,1,1,4,0.00%,
1707.HK,0,0,0,0,1,1,2,0.00%,
1708.HK,0,1,0,0,1,1,3,33.33%,
1710.HK,0,0,0,0,1,0,1,0.00%,
1711.HK,0,0,0,1,2,1,4,0.00%,
1712.HK,1,0,0,0,0,1,2,50.00%,
1713.HK,0,0,0,0,1,0,1,0.00%,
1715.HK,0,0,0,0,2,0,2,0.00%,
1716.HK,0,0,0,0,1,1,2,0.00%,
1718.HK,0,1,0,1,0,1,3,33.33%,
1719.HK,0,1,0,0,4,0,5,20.00%,
1720.HK,0,0,1,0,0,0,1,100.00%,
1721.HK,0,1,0,0,0,0,1,100.00%,
1723.HK,0,0,0,0,1,0,1,0.00%,
1725.HK,0,0,1,0,0,3,4,25.00%,
1728.HK,1,0,0,2,4,1,8,12.50%,
1731.HK,0,1,0,0,0,1,2,50.00%,
1732.HK,0,0,0,0,1,0,1,0.00%,
1736.HK,0,0,1,0,2,0,3,33.33%,
1737.HK,0,0,1,0,1,0,2,50.00%,
1738.HK,1,0,0,1,2,1,5,20.00%,
1739.HK,0,0,0,0,2,0,2,0.00%,
1740.HK,0,0,2,0,0,0,2,100.00%,
1745.HK,0,0,0,0,0,1,1,0.00%,
1746.HK,0,0,0,0,0,1,1,0.00%,
1748.HK,0,0,0,0,0,1,1,0.00%,
1752.HK,0,0,0,1,1,0,2,0.00%,
1753.HK,0,0,0,0,2,0,2,0.00%,
1757.HK,1,0,0,0,0,0,1,100.00%,
1758.HK,0,0,0,0,1,3,4,0.00%,
1760.HK,2,1,0,0,0,1,4,75.00%,
1762.HK,0,0,1,0,0,0,1,100.00%,
1763.HK,1,0,0,0,0,1,2,50.00%,
1769.HK,0,0,0,0,2,0,2,0.00%,
1771.HK,0,0,0,1,0,0,1,0.00%,
1786.HK,0,0,0,0,2,0,2,0.00%,
1792.HK,0,0,0,0,0,1,1,0.00%,
1795.HK,0,0,1,0,0,0,1,100.00%,
1803.HK,0,1,0,1,1,1,4,25.00%,
1808.HK,1,1,0,0,2,0,4,50.00%,
1812.HK,4,0,0,1,7,0,12,33.33%,
1817.HK,1,0,0,1,0,0,2,50.00%,
1822.HK,0,0,0,0,2,0,2,0.00%,
1823.HK,0,0,0,0,0,1,1,0.00%,
1825.HK,0,0,0,0,0,1,1,0.00%,
1826.HK,0,0,0,0,1,1,2,0.00%,
1827.HK,1,0,0,0,1,0,2,50.00%,
1830.HK,0,0,0,0,1,0,1,0.00%,
1831.HK,1,0,0,0,2,1,4,25.00%,
1832.HK,0,0,0,0,0,1,1,0.00%,
1842.HK,0,0,1,1,2,0,4,25.00%,
1845.HK,0,0,0,0,0,1,1,0.00%,
1846.HK,0,0,0,0,1,0,1,0.00%,
1847.HK,0,0,0,0,1,0,1,0.00%,
1849.HK,0,0,0,0,1,0,1,0.00%,
1851.HK,0,0,0,0,1,2,3,0.00%,
1854.HK,0,0,0,1,2,0,3,0.00%,
1856.HK,1,0,0,0,0,0,1,100.00%,
1858.HK,1,0,0,1,2,2,6,16.67%,
1861.HK,0,0,0,0,0,1,1,0.00%,
1865.HK,1,0,0,0,0,0,1,100.00%,
1868.HK,2,1,1,1,1,1,7,57.14%,
1869.HK,1,0,0,1,1,0,3,33.33%,
1871.HK,0,1,0,0,2,0,3,33.33%,
1875.HK,0,0,0,0,0,1,1,0.00%,
1878.HK,1,0,1,0,4,1,7,28.57%,
1884.HK,1,0,0,1,0,1,3,33.33%,
1889.HK,0,0,0,0,1,0,1,0.00%,
1891.HK,1,0,0,0,0,1,2,50.00%,
1894.HK,0,0,0,0,1,0,1,0.00%,
1900.HK,3,0,0,1,1,0,5,60.00%,
1906.HK,1,1,0,0,0,1,3,66.67%,
1912.HK,0,0,0,0,0,1,1,0.00%,
1915.HK,0,0,0,0,0,1,1,0.00%,
1917.HK,0,0,0,0,3,1,4,0.00%,
1922.HK,0,0,0,1,0,0,1,0.00%,
1925.HK,0,0,0,0,0,1,1,0.00%,
1927.HK,1,0,0,0,1,1,3,33.33%,
1930.HK,0,0,0,0,0,1,1,0.00%,
1933.HK,0,0,0,1,0,0,1,0.00%,
1937.HK,0,0,0,1,0,1,2,0.00%,
1938.HK,1,0,0,0,2,0,3,33.33%,
1941.HK,0,0,0,0,3,0,3,0.00%,
1942.HK,1,0,0,0,1,0,2,50.00%,
1949.HK,1,0,0,0,1,1,3,33.33%,
1955.HK,1,0,0,0,1,0,2,50.00%,
1959.HK,0,0,0,0,2,0,2,0.00%,
1960.HK,0,0,0,0,0,1,1,0.00%,
1961.HK,0,0,0,0,0,2,2,0.00%,
1968.HK,0,0,0,0,1,0,1,0.00%,
1971.HK,0,0,0,0,0,1,1,0.00%,
1975.HK,0,0,0,0,0,1,1,0.00%,
1980.HK,1,1,1,0,4,0,7,42.86%,
1983.HK,0,0,0,0,0,2,2,0.00%,
1985.HK,0,0,0,0,1,0,1,0.00%,
1986.HK,1,0,0,0,1,0,2,50.00%,
1987.HK,0,0,0,0,1,0,1,0.00%,
1991.HK,0,0,1,0,3,1,5,20.00%,
1993.HK,0,0,0,0,1,0,1,0.00%,
2000.HK,2,1,0,1,1,0,5,60.00%,
2002.HK,3,0,0,0,2,1,6,50.00%,
2008.HK,2,2,0,0,2,0,6,66.67%,
2009.HK,1,0,0,1,2,0,4,25.00%,
2012.HK,1,0,0,1,1,2,5,20.00%,
2022.HK,0,0,0,0,1,0,1,0.00%,
2023.HK,1,0,0,0,4,0,5,20.00%,
2028.HK,1,0,0,0,1,0,2,50.00%,
2031.HK,0,0,0,0,1,1,2,0.00%,
2033.HK,0,0,0,0,1,1,2,0.00%,
2051.HK,0,0,0,0,3,0,3,0.00%,
2060.HK,0,0,0,0,1,0,1,0.00%,
2078.HK,0,0,0,0,1,0,1,0.00%,
2086.HK,0,0,0,0,2,0,2,0.00%,
2098.HK,3,0,1,0,2,1,7,57.14%,
2100.HK,0,0,0,0,4,0,4,0.00%,
2101.HK,0,0,0,0,2,0,2,0.00%,
2102.HK,0,0,0,0,0,1,1,0.00%,
2112.HK,1,0,0,0,1,2,4,25.00%,
2116.HK,0,0,0,1,0,0,1,0.00%,
2119.HK,0,0,0,0,0,1,1,0.00%,
2120.HK,1,0,1,0,0,2,4,50.00%,
2125.HK,0,0,0,0,1,0,1,0.00%,
2127.HK,0,0,0,0,1,0,1,0.00%,
2130.HK,1,0,0,0,0,0,1,100.00%,
2131.HK,0,1,0,1,0,0,2,50.00%,
2135.HK,0,0,0,0,1,0,1,0.00%,
2136.HK,1,0,0,0,0,0,1,100.00%,
2137.HK,0,0,0,0,1,1,2,0.00%,
2138.HK,2,0,0,0,0,0,2,100.00%,
2150.HK,0,0,0,0,1,0,1,0.00%,
2159.HK,0,0,1,0,0,0,1,100.00%,
2163.HK,0,0,0,0,2,1,3,0.00%,
2166.HK,1,0,0,0,1,0,2,50.00%,
2170.HK,1,0,0,0,0,0,1,100.00%,
2176.HK,1,1,0,0,1,1,4,50.00%,
2177.HK,0,0,0,0,1,0,1,0.00%,
2178.HK,1,0,0,0,1,1,3,33.33%,
2180.HK,0,0,0,0,0,1,1,0.00%,
2182.HK,2,0,0,0,1,0,3,66.67%,
2185.HK,0,0,1,0,1,0,2,50.00%,
2188.HK,0,1,0,1,0,0,2,50.00%,
2203.HK,0,1,0,0,2,3,6,16.67%,
2211.HK,0,0,1,0,1,0,2,50.00%,
2212.HK,1,0,0,0,3,0,4,25.00%,
2216.HK,0,0,0,0,1,0,1,0.00%,
2218.HK,1,0,0,2,3,0,6,16.67%,
2219.HK,0,0,0,0,1,0,1,0.00%,
2222.HK,0,0,1,0,4,2,7,14.29%,
2223.HK,1,0,0,1,0,0,2,50.00%,
2226.HK,2,0,0,0,1,0,3,66.67%,
2236.HK,1,0,0,0,0,0,1,100.00%,
2237.HK,0,0,0,0,1,0,1,0.00%,
2239.HK,0,1,0,0,0,0,1,100.00%,
2246.HK,0,0,0,0,1,1,2,0.00%,
2250.HK,0,0,0,0,2,0,2,0.00%,
2257.HK,0,0,0,0,2,0,2,0.00%,
2260.HK,1,0,0,0,0,0,1,100.00%,
2263.HK,0,0,0,0,1,0,1,0.00%,
2280.HK,1,0,0,2,2,1,6,16.67%,
2281.HK,0,1,0,0,0,0,1,100.00%,
2293.HK,1,0,0,0,0,0,1,100.00%,
2297.HK,0,0,1,0,0,0,1,100.00%,
2306.HK,0,0,0,0,1,0,1,0.00%,
2307.HK,0,0,0,0,2,0,2,0.00%,
2309.HK,0,0,0,0,0,1,1,0.00%,
2312.HK,0,0,0,0,3,1,4,0.00%,
2317.HK,0,0,0,1,1,0,2,0.00%,
2320.HK,1,0,0,0,1,0,2,50.00%,
2321.HK,0,0,0,0,1,1,2,0.00%,
2322.HK,1,0,1,0,0,3,5,40.00%,
2323.HK,1,0,0,1,1,0,3,33.33%,
2324.HK,1,0,0,0,0,0,1,100.00%,
2326.HK,0,0,0,1,2,0,3,0.00%,
2327.HK,1,1,0,1,3,1,7,28.57%,
2336.HK,0,0,1,0,2,0,3,33.33%,
2339.HK,1,0,1,0,3,1,6,33.33%,
2348.HK,1,0,1,0,3,1,6,33.33%,
2349.HK,2,0,1,2,2,0,7,42.86%,
2350.HK,0,0,0,0,1,0,1,0.00%,
2358.HK,0,0,0,1,2,1,4,0.00%,
2363.HK,0,0,0,0,1,0,1,0.00%,
2369.HK,0,1,0,1,0,0,2,50.00%,
2371.HK,0,0,1,0,2,0,3,33.33%,
2372.HK,0,0,0,0,1,0,1,0.00%,
2377.HK,3,0,0,0,0,0,3,100.00%,
2381.HK,0,0,0,0,1,0,1,0.00%,
2383.HK,0,1,0,2,3,1,7,14.29%,
2392.HK,0,0,0,0,0,1,1,0.00%,
2399.HK,0,1,0,0,1,0,2,50.00%,
2405.HK,0,0,0,2,0,0,2,0.00%,
2407.HK,0,0,0,0,1,0,1,0.00%,
2416.HK,0,0,0,0,1,1,2,0.00%,
2425.HK,0,0,0,0,1,1,2,0.00%,
2427.HK,0,0,0,0,1,0,1,0.00%,
2440.HK,0,0,0,0,1,0,1,0.00%,
2442.HK,0,0,0,0,0,1,1,0.00%,
2450.HK,0,0,0,0,0,1,1,0.00%,
2457.HK,1,0,1,0,0,0,2,100.00%,
2458.HK,0,0,0,0,0,1,1,0.00%,
2483.HK,0,1,0,0,0,0,1,100.00%,
2488.HK,1,1,1,0,6,0,9,33.33%,
2495.HK,0,0,0,0,1,0,1,0.00%,
2496.HK,0,0,0,0,0,1,1,0.00%,
2500.HK,2,0,1,0,0,0,3,100.00%,
2502.HK,0,0,0,0,1,0,1,0.00%,
2505.HK,0,0,1,0,0,0,1,100.00%,
2512.HK,1,0,0,0,0,0,1,100.00%,
2528.HK,0,0,0,1,1,0,2,0.00%,
2530.HK,0,0,0,0,1,0,1,0.00%,
2545.HK,0,1,0,0,0,0,1,100.00%,
2593.HK,0,0,0,0,1,0,1,0.00%,
2623.HK,1,0,0,0,0,1,2,50.00%,
2722.HK,0,0,0,1,1,0,2,0.00%,
2728.HK,1,0,0,0,2,0,3,33.33%,
2738.HK,0,0,0,0,0,1,1,0.00%,
2779.HK,1,1,0,0,0,0,2,100.00%,
2878.HK,3,0,0,0,1,0,4,75.00%,
2882.HK,0,0,0,1,4,0,5,0.00%,
2886.HK,1,0,0,1,0,0,2,50.00%,
3300.HK,1,0,0,0,2,0,3,33.33%,
3303.HK,1,0,0,1,1,1,4,25.00%,
3313.HK,0,0,0,0,4,0,4,0.00%,
3318.HK,1,0,0,2,2,0,5,20.00%,
3322.HK,2,0,0,0,0,0,2,100.00%,
3326.HK,0,0,0,0,1,1,2,0.00%,
3332.HK,0,0,0,1,1,0,2,0.00%,
3363.HK,2,0,0,0,0,1,3,66.67%,
3368.HK,4,0,0,0,3,1,8,50.00%,
3389.HK,3,0,0,3,3,0,9,33.33%,
3390.HK,0,0,0,0,1,0,1,0.00%,
3395.HK,0,0,0,1,0,0,1,0.00%,
3399.HK,0,0,0,1,0,1,2,0.00%,
3601.HK,1,0,0,0,0,0,1,100.00%,
3626.HK,0,0,0,0,0,2,2,0.00%,
3638.HK,1,0,0,0,2,0,3,33.33%,
3639.HK,0,1,0,0,0,0,1,100.00%,
3666.HK,0,0,0,0,1,0,1,0.00%,
3680.HK,0,0,0,0,1,0,1,0.00%,
3683.HK,0,0,0,1,4,0,5,0.00%,
3768.HK,0,0,0,0,1,0,1,0.00%,
3773.HK,2,1,0,0,0,1,4,75.00%,
3778.HK,0,0,0,0,1,0,1,0.00%,
3816.HK,0,0,1,1,0,0,2,50.00%,
3828.HK,0,1,1,1,1,0,4,50.00%,
3836.HK,0,0,0,0,3,0,3,0.00%,
3838.HK,3,0,0,0,1,2,6,50.00%,
3882.HK,0,0,1,0,0,0,1,100.00%,
3889.HK,1,0,1,0,1,1,4,50.00%,
3893.HK,0,0,0,0,1,0,1,0.00%,
3919.HK,2,0,1,0,0,0,3,100.00%,
3989.HK,1,4,0,1,1,0,7,71.43%,
3991.HK,1,0,0,0,1,0,2,50.00%,
3997.HK,0,0,1,0,0,1,2,50.00%,
3999.HK,0,0,0,1,1,0,2,0.00%,
6033.HK,0,0,0,0,3,0,3,0.00%,
6083.HK,0,0,0,0,1,0,1,0.00%,
6100.HK,1,0,0,0,2,0,3,33.33%,
6119.HK,0,0,0,0,1,0,1,0.00%,
6123.HK,0,1,0,1,2,0,4,25.00%,
6133.HK,0,0,0,0,1,1,2,0.00%,
6136.HK,0,1,0,0,1,0,2,50.00%,
6182.HK,1,0,0,0,0,0,1,100.00%,
6193.HK,0,0,1,0,0,1,2,50.00%,
6609.HK,1,0,0,0,1,0,2,50.00%,
6633.HK,1,0,0,0,0,0,1,100.00%,
6661.HK,0,1,0,0,0,0,1,100.00%,
6663.HK,0,1,0,0,0,0,1,100.00%,
6698.HK,0,0,0,2,1,1,4,0.00%,
6812.HK,1,0,0,0,1,0,2,50.00%,
6820.HK,0,0,0,0,1,0,1,0.00%,
6826.HK,3,0,0,0,0,0,3,100.00%,
6828.HK,0,0,0,1,1,1,3,0.00%,
6830.HK,0,0,0,0,2,0,2,0.00%,
6838.HK,1,0,0,0,0,0,1,100.00%,
6839.HK,0,0,0,0,2,1,3,0.00%,
6858.HK,0,0,0,0,1,0,1,0.00%,
6860.HK,1,0,0,0,1,1,3,33.33%,
6878.HK,0,0,0,0,0,1,1,0.00%,
6885.HK,0,0,1,0,0,2,3,33.33%,
6893.HK,0,1,0,0,0,1,2,50.00%,
6898.HK,1,1,0,0,0,0,2,100.00%,
6899.HK,1,0,0,0,0,0,1,100.00%,
6909.HK,0,0,0,0,1,0,1,0.00%,
6911.HK,0,0,0,0,0,1,1,0.00%,
6918.HK,1,0,0,0,1,1,3,33.33%,
6919.HK,0,0,0,0,1,0,1,0.00%,
6928.HK,1,0,0,0,2,0,3,33.33%,
6933.HK,0,0,0,0,0,1,1,0.00%,
6966.HK,2,0,0,0,0,0,2,100.00%,
6988.HK,1,0,0,0,0,0,1,100.00%,
8005.HK,1,0,2,1,0,1,5,60.00%,
8006.HK,0,0,0,0,2,0,2,0.00%,
8007.HK,2,0,0,0,0,3,5,40.00%,
8017.HK,2,0,0,0,1,0,3,66.67%,
8020.HK,0,1,0,0,0,1,2,50.00%,
8026.HK,1,0,0,1,1,0,3,33.33%,
8028.HK,1,0,2,0,2,1,6,50.00%,
8029.HK,3,0,0,0,0,0,3,100.00%,
8031.HK,0,0,0,0,1,0,1,0.00%,
8033.HK,0,1,0,0,1,0,2,50.00%,
8035.HK,0,0,0,0,1,0,1,0.00%,
8036.HK,0,0,0,0,1,0,1,0.00%,
8041.HK,0,0,0,0,2,0,2,0.00%,
8043.HK,0,0,0,0,1,0,1,0.00%,
8047.HK,0,0,0,1,3,0,4,0.00%,
8048.HK,0,0,0,0,2,0,2,0.00%,
8050.HK,0,0,0,0,3,1,4,0.00%,
8051.HK,0,0,0,0,1,1,2,0.00%,
8056.HK,1,0,0,0,0,0,1,100.00%,
8060.HK,0,1,0,0,0,0,1,100.00%,
8062.HK,0,0,0,0,0,1,1,0.00%,
8063.HK,1,0,0,0,1,0,2,50.00%,
8066.HK,0,0,0,0,1,0,1,0.00%,
8069.HK,0,0,0,0,2,0,2,0.00%,
8071.HK,1,0,0,0,1,1,3,33.33%,
8072.HK,0,0,1,0,0,0,1,100.00%,
8073.HK,0,0,0,0,2,0,2,0.00%,
8076.HK,0,0,0,0,0,1,1,0.00%,
8079.HK,1,0,1,1,4,0,7,28.57%,
8081.HK,1,0,0,2,2,0,5,20.00%,
8082.HK,1,0,0,0,3,1,5,20.00%,
8087.HK,0,0,1,0,1,0,2,50.00%,
8092.HK,1,0,0,1,0,1,3,33.33%,
8095.HK,1,0,1,1,2,0,5,40.00%,
8103.HK,1,0,0,1,2,1,5,20.00%,
8106.HK,0,0,1,0,0,0,1,100.00%,
8111.HK,1,2,0,2,1,1,7,42.86%,
8115.HK,0,0,0,0,1,0,1,0.00%,
8117.HK,0,0,0,0,2,0,2,0.00%,
8118.HK,0,0,0,0,1,1,2,0.00%,
8120.HK,1,0,0,1,3,0,5,20.00%,
8123.HK,0,0,0,0,0,1,1,0.00%,
8126.HK,0,0,0,0,0,1,1,0.00%,
8128.HK,1,0,1,1,2,1,6,33.33%,
8130.HK,0,0,1,1,3,3,8,12.50%,
8132.HK,0,0,1,0,1,1,3,33.33%,
8133.HK,0,0,0,1,1,1,3,0.00%,
8136.HK,0,0,0,0,1,1,2,0.00%,
8139.HK,1,0,1,0,1,1,4,50.00%,
8147.HK,0,0,0,0,2,1,3,0.00%,
8152.HK,0,0,0,0,1,0,1,0.00%,
8156.HK,0,0,2,0,2,2,6,33.33%,
8159.HK,0,0,0,0,1,1,2,0.00%,
8162.HK,0,0,0,0,1,0,1,0.00%,
8168.HK,0,0,0,0,4,1,5,0.00%,
8169.HK,0,0,1,0,0,0,1,100.00%,
8172.HK,0,0,0,0,3,4,7,0.00%,
8178.HK,1,0,2,1,2,1,7,42.86%,
8179.HK,1,0,0,1,4,0,6,16.67%,
8186.HK,0,0,0,1,1,1,3,0.00%,
8189.HK,0,0,0,1,2,0,3,0.00%,
8191.HK,0,0,1,2,4,2,9,11.11%,
8193.HK,0,0,0,0,0,2,2,0.00%,
8196.HK,0,0,0,1,0,1,2,0.00%,
8200.HK,2,1,0,0,3,1,7,42.86%,
8201.HK,1,0,0,0,2,0,3,33.33%,
8203.HK,0,1,0,0,3,1,5,20.00%,
8211.HK,0,0,0,0,2,0,2,0.00%,
8219.HK,0,0,0,0,1,0,1,0.00%,
8222.HK,1,0,0,0,1,0,2,50.00%,
8223.HK,0,1,0,0,0,0,1,100.00%,
8227.HK,1,1,0,0,1,1,4,50.00%,
8241.HK,1,0,0,0,0,0,1,100.00%,
8245.HK,1,0,0,0,3,1,5,20.00%,
8246.HK,0,0,0,0,1,0,1,0.00%,
8250.HK,0,1,0,0,1,1,3,33.33%,
8267.HK,0,1,0,1,0,0,2,50.00%,
8277.HK,0,0,0,0,0,1,1,0.00%,
8280.HK,1,0,0,0,1,0,2,50.00%,
8281.HK,0,0,0,0,2,0,2,0.00%,
8283.HK,1,0,0,0,0,1,2,50.00%,
8285.HK,0,0,0,0,1,0,1,0.00%,
