Date,sno,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_10,Capital Gains
2025-10-06,9997.HK,8.930000305175781,8.9399995803833,8.880000114440918,8.9399995803833,421000,0.0,0.0,8.897693993247932,8.840379047902514,8.59761349007049,8.146684464053518,7.25872392437933,True,True,True,True,
2025-10-06,6638.HK,1.950000047683716,1.9600000381469729,1.950000047683716,1.9600000381469729,170000,0.0,0.0,1.940708936371303,1.9281838254355024,1.914434260736357,1.8343739079764616,1.5339469023912748,True,True,True,True,
2025-10-06,3969.HK,3.5899999141693115,3.5899999141693115,3.539999961853028,3.559999942779541,1164000,0.0,0.0,3.506053255825895,3.4843297310842307,3.446761026582573,3.3659949371349653,3.192288950302903,True,True,True,True,
2025-10-06,2518.HK,55.59999847412109,56.04999923706055,55.25,55.25,4600,0.0,0.0,56.12140356841212,56.03127890148065,55.27047676222266,54.43709392096832,53.91419542432077,True,True,True,True,
2025-10-06,2360.HK,2.109999895095825,2.130000114440918,2.0899999141693115,2.130000114440918,294000,0.0,0.0,2.1024101732254423,2.092998809091726,2.0520248760944737,1.94410813570892,1.7543086588737509,True,True,True,True,
2025-10-06,2356.HK,9.859999656677246,9.90999984741211,9.8100004196167,9.859999656677246,556400,0.0,0.0,9.828907267498884,9.826267587846182,9.638918008371707,9.214191970430528,8.175547592639555,True,True,True,True,
2025-10-06,2039.HK,8.050000190734863,8.140000343322754,8.010000228881836,8.140000343322754,210300,0.0,0.0,8.037816005047281,8.016274232675633,7.841230154454153,7.2969498480739645,6.457733216982178,True,True,True,True,
2025-10-06,1766.HK,5.989999771118164,5.989999771118164,5.909999847412109,5.940000057220459,2877890,0.0,0.0,5.935412113866603,5.916308560279475,5.7572185962371565,5.463508422681547,4.983354549190322,True,True,True,True,
2025-10-06,1717.HK,2.549999952316284,2.559999942779541,2.539999961853028,2.549999952316284,76000,0.0,0.0,2.57250354051214,2.562897813660158,2.496920394440962,2.3632295269891235,2.245908744204058,True,True,True,True,
2025-10-06,1571.HK,4.03000020980835,4.070000171661377,3.9700000286102295,4.010000228881836,841000,0.0,0.0,4.027825949597583,4.0071852592446895,3.9081896100208393,3.742461147189265,3.428421282340784,True,True,True,True,
2025-10-06,1199.HK,5.71999979019165,5.789999961853027,5.619999885559082,5.639999866485596,1600000,0.0,0.0,5.642819864921891,5.602326601973588,5.489742431009142,5.246745662587064,4.849923186398021,True,True,True,True,
2025-10-06,1196.HK,12.279999732971191,12.470000267028809,12.130000114440918,12.3100004196167,1210000,0.0,0.0,12.22024733967445,12.0946018241245,11.328203062792356,10.126744012135,8.444552687829786,True,True,True,True,
2025-10-06,1044.HK,25.420000076293945,25.520000457763672,25.200000762939453,25.440000534057617,1311500,0.0,0.0,25.29466705356945,24.99717249025301,24.257008907065003,23.2998895568271,22.47980127373509,True,True,True,True,
2025-10-06,900.HK,7.5,7.5,7.400000095367432,7.46999979019165,136000,0.0,0.0,7.315203090306611,7.23609750187488,7.147925001041765,6.912035579370273,6.331597184702716,True,True,True,True,
2025-10-06,807.HK,1.1399999856948853,1.1399999856948853,1.1299999952316284,1.1399999856948853,47000,0.0,0.0,1.139728861815558,1.1385421870455184,1.1187109975327283,1.0744388168439694,1.0165855365294652,True,True,True,True,
2025-10-06,737.HK,1.840000033378601,1.8600000143051147,1.840000033378601,1.840000033378601,58000,0.0,0.0,1.8459207777155224,1.8349583293954608,1.808891550130388,1.7737192960957016,1.7020508115697646,True,True,True,True,
2025-10-06,639.HK,2.7699999809265137,2.799999952316284,2.759999990463257,2.7799999713897705,1190000,0.0,0.0,2.75051211286435,2.739851284269198,2.7194651419799603,2.641337761237741,2.512167427332185,True,True,True,True,
2025-10-06,551.HK,13.489999771118164,13.489999771118164,13.0600004196167,13.15999984741211,2951500,0.0,0.0,13.162855989736016,13.084770806100853,12.81825197348129,12.488896866651707,12.201198608003876,True,True,True,True,
2025-10-06,548.HK,7.130000114440918,7.130000114440918,7.03000020980835,7.070000171661377,1448000,0.0,0.0,7.218140523698173,7.214740673659891,7.10581233066345,6.931894249159201,6.7257038647786,True,True,True,True,
2025-10-06,517.HK,5.880000114440918,5.960000038146973,5.809999942779541,5.820000171661377,1518000,0.0,0.0,5.868771773453256,5.86747753185248,5.725901056073254,5.3909927855298525,4.662778112850682,True,True,True,True,
2025-10-06,440.HK,33.79999923706055,33.79999923706055,33.560001373291016,33.599998474121094,33200,0.0,0.0,33.73628349985014,33.577946007709386,32.46330170459103,30.816440509518507,27.45938794718092,True,True,True,True,
2025-10-06,338.HK,1.3600000143051147,1.3700000047683716,1.350000023841858,1.3700000047683716,1889810,0.0,0.0,1.3542096195452131,1.3502853735823033,1.342631961184963,1.3126139094554516,1.2458181829349164,True,True,True,True,
2025-10-06,303.HK,63.20000076293945,63.20000076293945,62.150001525878906,62.34999847412109,651400,0.0,0.0,62.90715685304118,62.70381993905742,61.23717760386146,58.50167766747754,53.76805532716186,True,True,True,True,
2025-10-06,215.HK,1.090000033378601,1.090000033378601,1.0700000524520874,1.0800000429153442,4786000,0.0,0.0,1.0973566677414808,1.0965491823570754,1.081662722769232,1.0458615849326662,0.9838092973466632,True,True,True,True,
2025-10-06,133.HK,15.729999542236328,15.949999809265137,15.729999542236328,15.789999961853027,141880,0.0,0.0,15.696772410055727,15.642783699319647,15.41415329572514,14.926992227315507,13.752593124334712,True,True,True,True,
