Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,tp3_price,T1_50,SNO
2017-10-03,1093.HK,6.8125,7.125,6.791666030883789,7.052083015441895,5.79406213760376,26764412,0.0,0.0,6.777162232273338,6.6571279017609015,6.4900727758120045,6.21386853880853,5.499744806968041,True,True,True,HH,HHHLHH,6.59375,2017-10-13,7.125,2017-10-23,7.2395830154418945,6.59375,6.239583015441895,TP1-2017/09/06,True,True,True,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1093.HK
2017-11-01,1093.HK,7.135416030883789,7.3333330154418945,7.083333015441895,7.125,5.853971481323242,41080874,0.0,0.0,6.997779357959553,6.9172909655202455,6.739891162923249,6.447929508311492,5.704441489561229,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2017/09/06,False,False,False,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,1093.HK
2017-11-06,1093.HK,7.5625,7.979166030883789,7.3333330154418945,7.96875,6.54720401763916,64767905,0.0,0.0,7.265218613500444,7.071517690238883,6.831623903244353,6.511897406718462,5.7480543771730686,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2017/09/06,False,False,False,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,1093.HK
2002-03-28,0011.HK,87.5,88.25,86.75,87.25,27.63064765930176,2311498,0.0,0.0,87.8412619825162,87.92337473879988,87.24129442989937,86.32138870299742,86.1809395237122,False,False,False,LH,LHLLHH,82.5,2002-04-12,92.5,2002-05-08,93.75,82.5,82.5,SB1-2002/03/28,True,True,True,False,False,False,False,False,False,True,0.82,14,5,5.0,4.0,True,88.12,93.75,99.38,105.01,False,11.HK
2004-10-21,0011.HK,103.5,104.0,103.0,104.0,37.78342819213867,1460431,0.0,0.0,103.83756364371968,103.97013619968486,103.43532741400377,102.35582422998498,99.52639277112684,False,False,False,LH,LHLLHH,102.0,2004-10-25,108.0,2004-11-15,108.5,102.5,102.5,SB1-2004/10/21,True,True,True,False,False,False,False,False,False,True,0.73,11,2,6.0,3.0,True,105.25,108.5,111.75,115.0,True,11.HK
2010-10-21,0011.HK,117.5,117.5,116.0,116.4000015258789,57.72774124145508,880643,0.0,0.0,116.47821842234586,115.4818050147031,112.99429510546727,110.84390331041294,109.8329119758914,True,True,True,LH,LHLLHH,112.9000015258789,2010-10-29,122.3000030517578,2010-11-09,122.6999969482422,114.5,113.9000015258789,SB1-2010/10/21,True,True,True,False,False,False,False,False,False,True,0.86,6,2,0.0,4.0,True,117.8,122.6999969482422,127.5999938964844,132.4999908447266,False,11.HK
2018-01-30,0011.HK,188.0,189.3999938964844,187.0,187.6000061035156,129.06326293945312,1521145,0.0,0.0,188.04184832222117,189.08657071136875,188.82599575196545,185.74428604290588,174.68569450492097,False,False,False,LH,LHLLHH,175.0,2018-02-07,196.3000030517578,2018-02-23,197.5,177.10000610351562,177.10000610351562,SB1-2018/01/30,True,True,True,False,False,False,False,False,False,True,0.7,7,3,3.0,1.0,True,186.25,197.5,208.75,220.0,True,11.HK
2018-03-05,0011.HK,190.0,191.3000030517578,185.0,185.0,129.33163452148438,2035477,3.1,0.0,191.6392852764355,189.81458981537116,188.6359281560657,186.5032614374207,176.7529215283596,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2018/01/30,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,11.HK
2018-04-30,0011.HK,196.5,201.6000061035156,195.6000061035156,199.6000061035156,139.5383758544922,2302241,0.0,0.0,193.8761579307869,191.2637440183369,189.35454309418049,187.74528508388863,179.76044794707752,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2018/01/30,False,False,False,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,11.HK
2004-01-21,1171.HK,2.4358971118927,2.483973979949951,2.3717939853668213,2.45192289352417,0.520645797252655,38201280,0.0,0.0,2.422629372327352,2.4056282598602468,2.244532864326056,1.987265076014875,1.58020221739492,True,True,True,LH,LHLLHH,2.0833330154418945,2004-02-03,2.6762819290161133,2004-02-09,2.6923069953918457,2.131409883499145,2.131409883499145,SB1-2004/01/21,True,True,True,False,False,False,False,False,False,True,1.0,4,2,2.0,0.0,True,2.39,2.6923069953918457,2.9946139907836917,3.296920986175537,False,1171.HK
2007-02-08,1171.HK,3.7179479598999023,3.78461503982544,3.682050943374634,3.743588924407959,0.8694795966148376,18532606,0.0,0.0,3.707199897462442,3.631330067284841,3.4229664375751767,3.220134566397973,3.0776330563354786,True,True,True,LH,LHLLHH,3.4974350929260254,2007-02-13,4.282051086425781,2007-02-26,4.333333015441895,3.61025595664978,3.323076009750366,SB1-2007/02/08,True,True,True,False,False,False,False,False,False,True,0.86,6,2,4.0,0.0,True,3.92,4.333333015441895,4.746666030883791,5.159999046325686,False,1171.HK
2007-02-27,1171.HK,4.15384578704834,4.15384578704834,3.887178897857666,3.90256404876709,0.906402587890625,110500519,0.0,0.0,3.899412000413693,3.783445508279011,3.5734145485088247,3.341586999985134,3.1409166231593364,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2007/02/08,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1171.HK
2007-03-05,1171.HK,3.58974289894104,3.682050943374634,3.3435890674591064,3.3435890674591064,0.7765762805938721,50673513,0.0,0.0,3.711417132161311,3.719096396855903,3.574186128078192,3.3599943260046574,3.1548205846737902,False,False,False,LL,LLHLLH,3.5435891151428223,2007-03-14,3.712820053100586,2007-03-16,3.810256004333496,3.3435890674591064,3.3435890674591064,CL1-2007/02/08,False,False,False,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1171.HK
2009-07-02,1171.HK,5.723075866699219,5.723075866699219,5.497435092926025,5.538461208343506,1.3839679956436155,53026094,0.0,0.0,5.351425131503272,5.251579567932748,4.8296529675219695,4.295580100701272,4.329763376346364,False,True,True,LH,LHLLHH,4.717947959899902,2009-07-13,6.317947864532471,2009-07-28,6.348717212677002,4.733333110809326,4.733333110809326,SB1-2009/07/02,True,True,True,False,False,False,False,False,False,True,0.73,8,4,3.0,1.0,True,5.53,6.348717212677002,7.167434425354004,7.986151638031005,False,1171.HK
2003-10-20,1193.HK,8.0,8.300000190734863,8.0,8.300000190734863,5.236600875854492,245886,0.0,0.0,8.045344119371824,7.857575129792744,7.400613802900036,6.789644006400958,6.295303900580073,True,True,True,LH,LHLLHH,7.099999904632568,2003-10-24,8.5,2003-11-05,9.100000381469728,7.400000095367432,7.300000190734863,SB1-2003/10/20,True,True,True,False,False,False,False,False,False,True,0.75,6,1,3.0,2.0,True,8.1,9.100000381469728,10.100000762939455,11.100001144409186,False,1193.HK
2016-08-04,1193.HK,23.350000381469727,23.39999961853028,22.799999237060547,23.100000381469727,17.497093200683594,2346385,0.0,0.0,23.17992698100682,23.150033006108607,22.83792427877312,22.417665312100112,22.02859766155931,True,True,True,LH,LHLLHH,22.39999961853028,2016-08-09,27.0,2016-08-19,27.64999961853028,22.5,22.5,SB1-2016/08/04,True,True,True,False,False,False,False,False,False,True,0.88,7,2,4.0,1.0,True,25.02,27.64999961853028,30.27999923706056,32.90999885559084,False,1193.HK
2006-10-24,0012.HK,22.578956604003903,22.578956604003903,22.19408798217773,22.27106285095215,10.649394035339355,3047421,0.0,0.0,22.390527398425697,22.406754615736237,22.20313310017161,21.84447944254698,21.04889781066569,False,False,False,LH,LHLLHH,21.75790405273437,2006-10-31,24.015798568725582,2006-11-08,24.323694229125977,21.80921936035156,21.80921936035156,SB1-2006/10/24,True,True,True,False,False,False,False,False,False,True,0.83,5,3,1.0,1.0,True,23.04,24.323694229125977,25.607388458251958,26.89108268737793,True,12.HK
2009-07-08,0012.HK,22.322378158569336,22.7329044342041,21.937509536743164,22.219745635986328,11.488378524780272,5493302,0.0,0.0,22.42097326047376,22.38806186885696,21.357006245024017,19.70706161128965,19.852765555671432,False,True,True,LH,LHLLHH,20.29540252685547,2009-07-13,27.27435302734375,2009-08-04,27.83882713317871,20.885534286499023,20.885534286499023,SB1-2009/07/08,True,True,True,False,False,False,False,False,False,True,0.75,12,6,4.0,2.0,True,24.07,27.83882713317871,31.60765426635742,35.37648139953613,False,12.HK
2014-07-03,0012.HK,29.18330192565918,29.276439666748047,28.77970314025879,28.81074905395508,16.50298309326172,4878031,0.0,0.0,28.68930552535911,28.56620053209121,27.844363271152385,26.93949087324205,26.347294240424457,True,True,True,LH,LHLLHH,27.81727409362793,2014-07-11,30.704559326171875,2014-07-31,30.9218807220459,27.84832191467285,27.84832191467285,SB1-2014/07/03,True,True,True,False,False,False,False,False,False,True,0.71,10,4,2.0,4.0,True,29.37,30.9218807220459,32.47376144409179,34.02564216613769,False,12.HK
2014-12-12,0012.HK,31.915355682373047,32.59836959838867,31.915355682373047,32.10163116455078,18.50034523010254,2502806,0.0,0.0,32.19244125156739,32.176500053260845,32.13176202646194,31.53235559185137,29.628589720346948,True,True,True,LH,LHLLHH,31.108158111572266,2014-12-17,33.43661117553711,2014-12-29,34.119625091552734,31.232341766357425,31.232341766357425,SB1-2014/12/12,True,True,True,False,False,False,False,False,False,True,0.83,5,2,2.0,1.0,True,32.61,34.119625091552734,35.62925018310547,37.13887527465821,True,12.HK
2016-08-26,0012.HK,34.93613815307617,35.086402893066406,34.63561248779297,34.74831008911133,20.874521255493164,1788756,0.0,0.0,34.75514455150399,34.58081698648129,33.88691584053416,33.10208326497881,32.60706917981489,True,True,True,LH,LHLLHH,33.95943069458008,2016-09-02,35.61231994628906,2016-09-09,36.21337127685547,34.03456115722656,33.99699401855469,SB1-2016/08/26,True,True,True,False,False,False,False,False,False,True,0.8,4,3,0.0,1.0,True,35.09,36.21337127685547,37.33674255371093,38.4601138305664,False,12.HK
2017-05-02,0012.HK,37.11495208740234,37.41547775268555,36.85198974609375,37.002254486083984,22.43633270263672,3493516,0.0,0.0,36.99607720062279,36.6908139706616,35.674900752057624,34.6337001466037,33.65714804153883,True,True,True,LH,LHLLHH,36.100677490234375,2017-05-05,37.71600341796875,2017-05-16,37.82870101928711,36.3636360168457,36.17580795288086,SB1-2017/05/02,True,True,True,False,False,False,False,False,False,True,0.71,5,2,1.0,2.0,True,36.96,37.82870101928711,38.69740203857422,39.566103057861326,False,12.HK
2017-11-27,0012.HK,43.6363639831543,43.6363639831543,43.01652908325195,43.223140716552734,27.05066680908203,1819988,0.0,0.0,43.09056612023936,43.12072112839306,42.77444137626719,41.49147357020183,38.57996035358091,False,False,False,LH,LHLLHH,39.421485900878906,2017-12-11,44.214874267578125,2018-01-09,44.58677673339844,39.54545211791992,39.54545211791992,SB1-2017/11/27,True,True,True,False,False,False,False,False,False,True,0.72,13,8,4.0,1.0,True,42.0,44.58677673339844,47.17355346679688,49.76033020019531,False,12.HK
2021-04-29,0012.HK,35.0,35.0,34.70000076293945,34.79999923706055,24.90987777709961,1600410,0.0,0.0,34.864518873040645,34.70560988745968,34.03795366751672,33.045221309438865,32.54369538424966,True,True,True,LH,LHLLHH,33.849998474121094,2021-05-03,36.0,2021-05-10,36.0,34.20000076293945,34.20000076293945,SB1-2021/04/29,True,True,True,False,False,False,False,False,False,True,0.8,4,1,2.0,1.0,True,34.92,36.0,37.08,38.16,False,12.HK
2025-09-02,0012.HK,27.18000030517578,27.3799991607666,27.040000915527344,27.15999984741211,26.65999984741211,4584189,0.0,0.0,27.20255223361065,27.34160294603412,27.016912165576628,26.0589979366919,24.736259703394985,False,False,False,LH,LHLLHH,25.76000022888184,2025-09-05,28.15999984741211,2025-09-12,28.239999771118164,25.89999961853028,25.89999961853028,SB1-2025/09/02,True,True,True,False,False,False,False,False,False,True,0.8,4,2,1.0,1.0,True,27.0,28.239999771118164,29.479999542236328,30.71999931335449,False,12.HK
2020-10-23,1208.HK,2.0199999809265137,2.039999961853028,1.9700000286102293,1.9900000095367432,1.9900000095367432,9524000,0.0,0.0,1.9670938806482663,1.9802820587057988,1.9825415781337208,1.9169642918436216,1.9476152486088945,False,False,False,LH,LHLLHH,1.809999942779541,2020-10-30,3.380000114440918,2020-11-30,3.470000028610229,1.8600000143051147,1.8600000143051147,SB1-2020/10/23,True,True,True,False,False,False,False,False,False,True,0.71,15,4,7.0,4.0,True,2.64,3.470000028610229,4.300000057220458,5.130000085830687,False,1208.HK
2025-07-25,1209.HK,38.900001525878906,39.0,38.20000076293945,38.29999923706055,37.39274597167969,3333101,0.0,0.0,37.79862833683896,37.86595195362249,37.64921294245595,36.32886001492438,33.36507382391152,False,False,False,LH,LHLLHH,36.0,2025-08-01,39.93999862670898,2025-08-14,40.79999923706055,36.29999923706055,36.29999923706055,SB1-2025/07/25,True,True,True,False,False,False,False,False,False,True,0.78,7,1,3.0,3.0,True,38.4,40.79999923706055,43.199998474121095,45.59999771118164,False,1209.HK
2004-05-12,1211.HK,2.11403489112854,2.2192978858947754,2.11403489112854,2.1973679065704346,1.791356086730957,6507120,0.0,0.0,2.1357014696786467,2.1771401950715608,2.1921168018199397,2.121890950738926,1.9020300222676156,False,False,False,LH,LHLLHH,1.894736051559448,2004-05-17,2.390350103378296,2004-05-28,2.416666030883789,1.9385960102081297,1.9385960102081297,SB1-2004/05/12,True,True,True,False,False,False,False,False,False,True,0.88,7,4,2.0,1.0,True,2.16,2.416666030883789,2.673332061767578,2.929998092651367,False,1211.HK
2014-08-18,1211.HK,17.28333282470703,17.616666793823242,17.200000762939453,17.483333587646484,16.554899215698242,8870184,0.0,0.0,17.18879246546582,16.87081868812936,16.143097827024434,15.44048905628229,13.84541181756538,True,True,True,LH,LHLLHH,14.966666221618652,2014-08-25,18.983333587646484,2014-09-04,19.26666641235352,16.16666603088379,16.16666603088379,SB1-2014/08/18,True,True,True,False,False,False,False,False,False,True,0.75,6,3,2.0,1.0,True,17.12,19.26666641235352,21.41333282470704,23.55999923706056,False,1211.HK
2017-01-27,1288.HK,3.259999990463257,3.2799999713897705,3.25,3.259999990463257,1.7489995956420898,26403092,0.0,0.0,3.255960153503005,3.2456358020278806,3.233678081026326,3.200412261486393,3.14498323324991,True,True,True,LH,LHLLHH,3.2100000381469727,2017-02-03,3.700000047683716,2017-02-16,3.740000009536743,3.2100000381469727,3.150000095367432,SB1-2017/01/27,True,True,True,False,False,False,False,False,False,True,0.78,7,2,3.0,2.0,True,3.48,3.740000009536743,4.000000019073486,4.2600000286102295,True,1288.HK
2023-02-21,1288.HK,2.809999942779541,2.819999933242798,2.7799999713897705,2.789999961853028,2.2109882831573486,80334316,0.0,0.0,2.7827063348780063,2.776163877241161,2.7168627018199354,2.65402493659376,2.6684703425578444,False,True,True,LH,LHLLHH,2.720000028610229,2023-02-28,2.859999895095825,2023-03-07,2.9200000762939453,2.720000028610229,2.720000028610229,SB1-2023/02/21,True,True,True,False,False,False,False,False,False,True,0.8,4,2,1.0,1.0,True,2.82,2.9200000762939453,3.020000152587891,3.1200002288818363,False,1288.HK
2025-09-29,1288.HK,5.210000038146973,5.309999942779541,5.179999828338623,5.260000228881836,5.152552604675293,162764386,0.0,0.0,5.273492542008047,5.332796597786902,5.355514752129328,5.254914312635536,4.78211695404602,False,False,False,LH,LHLLHH,5.050000190734863,2025-10-08,6.019999980926514,2025-10-30,6.179999828338623,5.059999942779541,5.059999942779541,SB1-2025/09/29,True,True,True,False,False,False,False,False,False,True,0.8,12,4,6.0,2.0,True,5.62,6.179999828338623,6.739999656677246,7.299999485015869,False,1288.HK
2019-03-18,1299.HK,78.1500015258789,79.44999694824219,77.9000015258789,79.05000305175781,68.48324584960938,22596723,0.0,0.0,77.95239171521274,76.58275701141045,73.3944638171496,70.38685195388136,67.31829170332283,True,True,True,LH,LHLLHH,74.05000305175781,2019-03-25,80.8499984741211,2019-04-03,81.5,74.69999694824219,74.6500015258789,SB1-2019/03/18,True,True,True,False,False,False,False,False,False,True,0.71,5,2,1.0,2.0,True,77.78,81.5,85.22,88.94,False,1299.HK
2013-10-17,1308.HK,3.039999961853028,3.200000047683716,2.9800000190734863,3.140000104904175,1.1163774728775024,1291000,0.0,0.0,3.106083915046969,3.057026298710112,2.947215096551437,2.8517154981533546,2.699512257875606,True,True,True,LH,LHLLHH,2.809999942779541,2013-10-28,3.400000095367432,2013-11-06,3.559999942779541,2.9600000381469727,2.950000047683716,SB1-2013/10/17,True,True,True,False,False,False,False,False,False,True,0.71,5,3,2.0,0.0,True,3.18,3.559999942779541,3.939999885559082,4.319999828338623,False,1308.HK
2013-12-17,1308.HK,3.240000009536743,3.299999952316284,3.220000028610229,3.2799999713897705,1.2014904022216797,7656000,0.0,0.0,3.271088253713493,3.2775855904826465,3.218948285401342,3.094576490038858,2.8650084704015355,False,False,False,LH,LHLLHH,3.039999961853028,2013-12-20,3.799999952316284,2014-01-06,3.9700000286102295,3.0999999046325684,3.0999999046325684,SB1-2013/12/17,True,True,True,False,False,False,False,False,False,True,0.88,7,3,3.0,1.0,True,3.5,3.9700000286102295,4.440000057220459,4.9100000858306885,False,1308.HK
2014-10-21,1308.HK,3.900000095367432,4.119999885559082,3.900000095367432,3.9700000286102295,1.5197491645812988,1723000,0.0,0.0,3.9506555487552255,3.9118934310583673,3.773209164719984,3.634289123600671,3.4241027206659838,True,True,True,LH,LHLLHH,3.700000047683716,2014-10-27,4.329999923706055,2014-11-06,4.349999904632568,3.7699999809265137,3.5899999141693115,SB1-2014/10/21,True,True,True,False,False,False,False,False,False,True,0.75,6,3,2.0,1.0,True,4.02,4.349999904632568,4.679999809265137,5.009999713897706,False,1308.HK
2015-03-23,1308.HK,4.239999771118164,4.269999980926514,4.170000076293945,4.190000057220459,1.6428037881851196,1983000,0.0,0.0,4.231262558760131,4.271216635370484,4.269059008538479,4.183773586048821,3.8874816574452793,False,False,False,LH,LHLLHH,4.019999980926514,2015-03-31,5.960000038146973,2015-04-14,6.179999828338623,4.079999923706055,4.079999923706055,SB1-2015/03/23,True,True,True,False,False,False,False,False,False,True,0.71,5,2,1.0,2.0,True,5.1,6.179999828338623,7.2599996566772464,8.33999948501587,True,1308.HK
2015-05-08,1308.HK,5.179999828338623,5.190000057220459,4.949999809265137,5.0,2.001298666000366,8277000,0.0,0.0,5.469776343323355,5.38046506377968,5.015741996423994,4.67057739473872,4.169906821045688,True,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2015/03/23,False,False,False,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1308.HK
2019-09-25,1308.HK,8.100000381469727,8.289999961853027,8.100000381469727,8.229999542236328,4.213542938232422,2111681,0.0,0.0,8.170544474546922,8.074926178210104,7.97718853128562,7.915374109960549,7.7023742202745185,True,True,True,LH,LHLLHH,7.630000114440918,2019-10-03,8.380000114440918,2019-10-21,8.789999961853027,7.710000038146973,7.710000038146973,SB1-2019/09/25,True,True,True,False,False,False,False,False,False,True,0.82,9,2,6.0,1.0,True,8.21,8.789999961853027,9.369999923706054,9.94999988555908,False,1308.HK
2016-11-01,1336.HK,33.45000076293945,34.75,33.45000076293945,34.5,21.777563095092773,3215495,0.0,0.0,34.23379187798624,34.22535276077514,33.2775597836068,31.617526041408382,30.78024394154963,True,True,True,LH,LHLLHH,32.95000076293945,2016-11-09,39.95000076293945,2016-11-25,40.25,33.25,33.25,SB1-2016/11/01,True,True,True,False,False,False,False,False,False,True,0.75,9,5,4.0,0.0,True,36.6,40.25,43.9,47.55,False,1336.HK
2025-04-03,1339.HK,4.210000038146973,4.329999923706055,4.179999828338623,4.320000171661377,4.177919387817383,57030743,0.0,0.0,4.21705869939186,4.193820934733465,4.09119649165572,3.919349627107515,3.5030470495590773,True,True,True,LH,LHLLHH,3.660000085830689,2025-04-07,4.579999923706055,2025-04-25,4.630000114440918,4.010000228881836,3.900000095367432,SB1-2025/04/03,True,True,True,False,False,False,False,False,False,True,0.92,11,5,4.0,2.0,True,4.15,4.630000114440918,5.110000228881836,5.590000343322753,False,1339.HK
2015-03-24,0136.HK,2.1600000858306885,2.259999990463257,2.119999885559082,2.180000066757202,2.180000066757202,6627800,0.0,0.0,2.2120851980415384,2.2520338674602955,2.364318615142569,2.4038028644508693,2.459493584553708,False,False,False,LH,LHLLHH,2.0999999046325684,2015-04-01,5.800000190734863,2015-04-21,6.300000190734863,2.0999999046325684,2.059999942779541,SB1-2015/03/24,True,True,True,False,False,False,False,False,False,True,0.73,8,5,2.0,1.0,True,4.2,6.300000190734863,8.400000381469727,10.50000057220459,False,136.HK
2025-02-26,0136.HK,2.369999885559082,2.400000095367432,2.3299999237060547,2.369999885559082,2.369999885559082,35170197,0.0,0.0,2.3748390535844406,2.3956749375772923,2.361921327206634,2.2769982437991456,2.1381931529235607,False,False,False,LH,LHLLHH,2.25,2025-02-28,2.680000066757202,2025-03-06,2.680000066757202,2.259999990463257,2.259999990463257,SB1-2025/02/26,True,True,True,False,False,False,False,False,False,True,1.0,4,3,1.0,0.0,True,2.47,2.680000066757202,2.890000133514404,3.100000200271606,False,136.HK
2020-09-15,1378.HK,5.0,5.059999942779541,4.940000057220459,5.039999961853027,3.203123092651367,4180700,0.0,0.0,5.00916061815841,4.977369309850255,4.73432252493288,4.438402840079211,4.446210001982383,False,True,True,LH,LHLLHH,4.5,2020-09-29,5.349999904632568,2020-10-08,5.670000076293945,4.610000133514404,4.610000133514404,SB1-2020/09/15,True,True,True,False,False,False,False,False,False,True,0.8,4,1,1.0,2.0,True,5.09,5.670000076293945,6.250000152587891,6.830000228881836,False,1378.HK
2010-09-28,1398.HK,5.739458084106445,5.808135032653809,5.719834804534912,5.739458084106445,2.349292278289795,209645386,0.0,0.0,5.756282475942839,5.730364076972218,5.701204537817827,5.696127648233413,5.614198412193215,True,True,True,LH,LHLLHH,5.621725082397461,2010-10-05,6.180953979492188,2010-10-18,6.318308830261231,5.64134693145752,5.602103233337402,SB1-2010/09/28,True,True,True,False,False,False,False,False,False,True,0.78,7,1,2.0,4.0,True,5.97,6.318308830261231,6.666617660522463,7.014926490783695,False,1398.HK
