index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,HFH,FlatCount,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS1,BOSS2,rolling_22_low,rolling_33_low,MA150,WLow,WHigh,HHHL,MA_20,MA_50,MA_150,MA_200,High_52W,Low_52W,Trend_Template,Depth_60D,Depth_20D,Depth_5D,Contraction_Structure,Vol_MA50,Vol_MA10,Volume_Contraction,Resistance,Breakout_Detected,VCP,SVM,MLP,RF,SNO
2026-03-30,2015.HK,68.05000305175781,69.3499984741211,68.0,68.80000305175781,68.80000305175781,10179093,0.0,0.0,-0.0159884600977139,68.59889497871967,68.54466777749472,68.95225572610539,72.61346414181044,82.53640635663308,False,False,False,False,0,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,63.45000076293945,63.45000076293945,77.57100011189779,0.0,0.0,False,68.1425006866455,68.04800010681153,77.57100011189779,85.42825004577637,128.10000610351562,61.150001525878906,False,0.1911375296282395,0.1343792889321325,0.1125874019169307,False,12638976.12,14152812.8,False,73.30000305175781,False,False,True,False,False,2015.HK
