Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50
2025-10-14,3326.HK,0.2479999959468841,0.248999997973442,0.2479999959468841,0.2479999959468841,0.2479999959468841,6387000,0.0,0.0,0.2429650155668649,0.2397358107365301,0.2301651554006067,0.2148674472779665,0.1948901740981586,True,True,True,False
2025-10-14,1556.HK,0.3499999940395355,0.3499999940395355,0.3400000035762787,0.3449999988079071,0.3449999988079071,145000,0.0,0.0,0.3442846353036706,0.343840838298892,0.3387307485558473,0.3212371512780246,0.2730318078504462,True,True,True,False
2025-10-14,1455.HK,0.2430000007152557,0.2440000027418136,0.238999992609024,0.238999992609024,0.238999992609024,380000,0.0,0.0,0.244151527581366,0.2426236411570052,0.2353396947670264,0.2180329399655075,0.1902672954245504,True,True,True,False
2025-10-14,1319.HK,0.2380000054836273,0.2419999986886978,0.2360000014305114,0.238999992609024,0.238999992609024,1024000,0.0,0.0,0.2421273568642852,0.2403507275815086,0.2320688804265117,0.2226155507405574,0.2147347916053563,True,True,True,False
2025-10-14,1203.HK,0.8999999761581421,0.8999999761581421,0.8600000143051147,0.8700000047683716,0.8700000047683716,412000,0.0,0.0,0.8900273434023667,0.8892577475572235,0.8811512952256587,0.8417060369153315,0.7378115722245534,True,True,True,False
2025-10-14,1045.HK,2.0999999046325684,2.109999895095825,2.059999942779541,2.059999942779541,2.059999942779541,760000,0.0,0.0,2.106387203387292,2.1049005809777706,2.088764175109933,2.0532202824340344,2.0155961722177302,True,True,True,False
2025-10-14,951.HK,1.4600000381469729,1.5,1.440000057220459,1.4500000476837158,1.4500000476837158,638000,0.0,0.0,1.4894605005058972,1.4817528635150026,1.4538937503251348,1.420061278361914,1.391707321715852,True,True,True,False
2025-10-14,640.HK,1.2599999904632568,1.2699999809265137,1.2599999904632568,1.2699999809265137,1.2699999809265137,136000,0.0,0.0,1.2450374863625688,1.2289007401749132,1.1851287692470416,1.1075421182730525,0.9426546871205014,True,True,True,False
2025-10-14,635.HK,0.5299999713897705,0.5299999713897705,0.5199999809265137,0.5199999809265137,0.5199999809265137,94000,0.0,0.0,0.5217103992917594,0.5213697495532721,0.5193437613821629,0.5145201316862316,0.5091725656768441,True,True,True,False
2025-10-14,450.HK,0.9100000262260436,0.9100000262260436,0.8999999761581421,0.9100000262260436,0.9100000262260436,166000,0.0,0.0,0.924677103131986,0.924511504858628,0.9227477954908782,0.917976787545464,0.904292433988674,True,True,True,False
2025-10-14,408.HK,1.7999999523162842,1.820000052452088,1.7699999809265137,1.7899999618530271,1.7899999618530271,414000,0.0,0.0,1.8276829945032929,1.8216770711861197,1.7739796825219862,1.6884261206759614,1.5657810217574637,True,True,True,False
2025-10-14,306.HK,2.3499999046325684,2.359999895095825,2.3399999141693115,2.359999895095825,2.359999895095825,14000,0.0,0.0,2.390342759605084,2.3892594439687307,2.2770863686258784,2.0725228277721865,1.8511177871636768,True,True,True,False
2025-10-14,240.HK,1.350000023841858,1.3600000143051147,1.340000033378601,1.350000023841858,1.350000023841858,210000,0.0,0.0,1.3508444351758546,1.340990131121234,1.2914613696400543,1.2040651109762233,1.049803681701045,True,True,True,False
2025-10-14,40.HK,0.6899999976158142,0.6899999976158142,0.6800000071525574,0.6800000071525574,0.6800000071525574,21000,0.0,0.0,0.6853376660501688,0.6835390673007062,0.6681612944124625,0.6371815465060836,0.5852267085049363,True,True,True,False
