Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50
2025-10-13,9997.HK,8.880000114440918,8.930000305175781,8.859999656677246,8.930000305175781,8.930000305175781,3435500,0.0,0.0,8.901716542958324,8.85965513476683,8.642766426004085,8.204813687116197,7.310495174915756,True,True,True,False
2025-10-13,3969.HK,3.4800000190734863,3.640000104904175,3.470000028610229,3.640000104904175,3.640000104904175,13086000,0.0,0.0,3.555214487608331,3.5164721714481915,3.4675117077778626,3.382913878471152,3.204670039612449,True,True,True,False
2025-10-13,1982.HK,0.8700000047683716,0.8799999952316284,0.8600000143051147,0.8799999952316284,0.8799999952316284,1068000,0.0,0.0,0.884489467774115,0.8839335183355264,0.8695805380119492,0.8444045622430254,0.777152470875073,True,True,True,False
2025-10-13,1836.HK,15.380000114440918,15.739999771118164,15.100000381469728,15.710000038146973,15.710000038146973,1278399,0.0,0.0,15.51745410493344,15.470183062081336,15.360404044847517,15.079529217486895,14.224790469731202,True,True,True,False
2025-10-13,1196.HK,12.09000015258789,12.300000190734863,12.0,12.289999961853027,12.289999961853027,1652000,0.0,0.0,12.231989790150188,12.140708530703602,11.464225919835354,10.289917117699597,8.564387332768247,True,True,True,False
2025-10-13,732.HK,1.190000057220459,1.190000057220459,1.149999976158142,1.1799999475479126,1.1799999475479126,5998000,0.0,0.0,1.200277449635677,1.2000654303234142,1.1895032185948224,1.155555750855151,1.0757498124333986,True,True,True,False
2025-10-13,639.HK,2.819999933242798,2.859999895095825,2.759999990463257,2.8499999046325684,2.8499999046325684,9132909,0.0,0.0,2.794745533155947,2.7666360944031085,2.7352466626274348,2.6555047295691585,2.5220271849539686,True,True,True,False
2025-10-13,579.HK,2.5299999713897705,2.569999933242798,2.4800000190734863,2.569999933242798,2.569999933242798,21678000,0.0,0.0,2.5442482810816114,2.5140616469618027,2.47754590634674,2.398692230551084,2.1682319684789984,True,True,True,False
2025-10-13,576.HK,7.079999923706055,7.309999942779541,7.03000020980835,7.309999942779541,7.309999942779541,7902680,0.0,0.0,7.18345977213608,7.180417330970768,7.17940146303956,7.000267256854945,6.349216291574565,True,True,True,False
2025-10-13,551.HK,12.800000190734863,13.489999771118164,12.699999809265137,13.479999542236328,13.479999542236328,7887863,0.0,0.0,13.234214594645865,13.144260949338522,12.8856825057002,12.549115283062507,12.234885513549596,True,True,True,False
2025-10-13,525.HK,2.5,2.5799999237060547,2.470000028610229,2.5799999237060547,2.5799999237060547,6466000,0.0,0.0,2.5364931347350206,2.4811142898095326,2.332347043331426,2.171617523751689,2.021522729278628,True,True,True,False
2025-10-13,440.HK,34.0,34.36000061035156,33.08000183105469,34.36000061035156,34.36000061035156,555495,0.0,0.0,34.063678898568575,33.80111574874822,32.73474618290545,31.08385783684629,27.67456609279635,True,True,True,False
2025-10-13,338.HK,1.3600000143051147,1.3899999856948853,1.340000033378601,1.3899999856948853,1.3899999856948853,15928522,0.0,0.0,1.3710231021977926,1.3604199136184187,1.348593640438531,1.31800443792641,1.2501256147392092,True,True,True,False
2025-10-13,207.HK,0.5699999928474426,0.5799999833106995,0.5600000023841858,0.5699999928474426,0.5699999928474426,25512000,0.0,0.0,0.5734733875861111,0.5686765440579664,0.5256069048579959,0.4452244673495431,0.3380029547526541,True,True,True,False
2025-10-13,86.HK,3.869999885559082,3.950000047683716,3.819999933242798,3.950000047683716,3.950000047683716,1101000,0.0,0.0,3.942912930785633,3.941339199922865,3.857227018991158,3.620594651765965,3.1457790944414112,True,True,True,False
2025-10-13,62.HK,10.5,10.5600004196167,10.460000038146973,10.539999961853027,10.539999961853027,140000,0.0,0.0,10.570969265797675,10.462130522469394,10.042704689839525,9.48274822077298,8.75952271616748,True,True,True,False
2025-10-13,53.HK,78.0,78.0,78.0,78.0,78.0,1000,0.0,0.0,76.91728417584386,76.27635307900054,74.55231898321375,72.30397261876865,69.87127448322926,True,True,True,False
2025-10-13,32.HK,8.239999771118164,8.350000381469727,8.239999771118164,8.350000381469727,8.350000381469727,3540,0.0,0.0,8.48868923211348,8.461467847822743,8.33427714282888,8.094688896129691,7.838303927150727,True,True,True,False
2025-10-13,14.HK,15.550000190734863,15.949999809265137,15.460000038146973,15.859999656677246,15.859999656677246,1831396,0.0,0.0,15.901236394473964,15.824608178703931,15.483788151289303,14.792350987674132,13.547937780911772,True,True,True,False
2025-10-13,10.HK,14.710000038146973,14.739999771118164,14.300000190734863,14.699999809265137,14.699999809265137,515000,0.0,0.0,14.574896035319844,14.530011265108126,14.210675923716195,13.437666128958304,11.803516986950914,True,True,True,False
