股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值,type
00775.HK,長江生命科技,050103,0.790,0.000,0.000%,2.41百萬,1.91百萬,無盈利,2.16,0.00%,75.93億,00775.HK,1.42,0.85,0.15%,0.41%,30.76%,0.32%,N/A,141.58%,2023/12,00775.HK,53.23億,N/A,6.86千萬,1.289%,1.73千萬,0.324%,0.002,-86.861%,2023/12,0775.HK,7593000000.000001,M
00777.HK,網龍,070204,8.760,+0.130,+1.506%,96.85萬,8.41百萬,14.07,0.75,10.27%,46.07億,00777.HK,1.45,1.23,5.30%,9.33%,61.93%,7.75%,159.42%,29.99%,2023/12,00777.HK,77.84億,-12.000%,9.00億,11.562%,6.03億,7.745%,1.129,-35.071%,2023/12,0777.HK,4607000000.0,M
00799.HK,IGG,070204,3.040,+0.090,+3.051%,1.71百萬,5.19百萬,6.01,1.14,4.90%,34.81億,00799.HK,2.20,2.20,1.98%,2.67%,74.42%,1.39%,N/A,2.31%,2023/12,00799.HK,52.66億,14.000%,9.15千萬,1.737%,7.31千萬,1.387%,0.063,N/A,2023/12,0799.HK,3481000000.0,M
00806.HK,惠理集團,040203,2.210,+0.020,+0.913%,1.83百萬,4.00百萬,129.24,1.14,0.45%,40.37億,00806.HK,1.86,1.86,0.49%,0.65%,54.76%,4.48%,"3,846.15%",3.39%,2023/12,00806.HK,5.15億,-11.000%,1.00千萬,1.949%,2.31千萬,4.484%,0.013,N/A,2023/12,0806.HK,4036999999.9999995,M
00811.HK,新華文軒,100203,10.270,+0.030,+0.293%,47.38萬,4.84百萬,7.71,0.82,6.36%,45.39億,00811.HK,1.78,1.44,7.25%,12.08%,38.04%,13.31%,45.31%,2.57%,2023/12,00811.HK,130.10億,5.000%,17.59億,13.518%,17.31億,13.305%,1.403,10.071%,2023/12,0811.HK,4539000000.0,M
00819.HK,天能動力,060103,7.000,-0.090,-1.269%,4.71百萬,3.28千萬,6.49,0.46,2.43%,78.83億,00819.HK,1.26,0.93,3.90%,11.49%,7.11%,2.17%,24.21%,57.26%,2023/12,00819.HK,919.61億,9.000%,28.11億,3.057%,19.97億,2.172%,1.776,-1.613%,2023/12,0819.HK,7883000000.0,M
00826.HK,天工國際,080403,3.560,-0.070,-1.928%,1.46千萬,5.18千萬,25.59,1.29,1.43%,97.01億,00826.HK,1.52,1.06,2.73%,5.24%,22.14%,7.17%,30.08%,40.98%,2023/12,00826.HK,56.60億,N/A,6.87億,12.136%,4.06億,7.170%,0.146,-28.597%,2023/12,0826.HK,9701000000.0,M
00839.HK,中教控股,100104,2.830,+0.040,+1.434%,3.93百萬,1.10千萬,7.29,0.43,0.00%,79.25億,00839.HK,0.85,0.85,3.86%,8.86%,56.34%,24.57%,54.08%,55.73%,2023/08,00839.HK,60.37億,11.000%,16.78億,27.796%,14.83億,24.573%,0.595,-32.112%,2023/08,0839.HK,7925000000.0,M
00855.HK,中國水務,120103,5.360,-0.110,-2.011%,70.05萬,3.77百萬,8.14,0.66,5.22%,87.19億,00855.HK,0.81,0.67,2.42%,11.99%,37.14%,11.93%,29.79%,198.35%,2024/03,00855.HK,128.59億,-9.000%,40.50億,31.498%,15.34億,11.926%,0.940,-17.544%,2024/03,0855.HK,8719000000.0,M
00861.HK,神州控股,070202,2.560,+0.040,+1.587%,73.90萬,1.88百萬,無盈利,0.69,2.73%,42.84億,00861.HK,1.50,1.35,-8.04%,-29.13%,14.67%,-10.03%,-5.18%,54.03%,2023/12,00861.HK,200.35億,N/A,-6.00億,-2.996%,-20.10億,-10.033%,-1.352,N/A,2023/12,0861.HK,4284000000.0000005,M
00874.HK,白雲山,050202,18.830,+0.020,+0.106%,1.05百萬,1.99千萬,10.15,0.80,4.63%,41.41億,00874.HK,1.55,1.23,5.16%,11.61%,18.79%,5.37%,30.02%,34.22%,2023/12,00874.HK,827.80億,3.000%,56.14億,6.781%,44.46億,5.371%,2.735,-0.637%,2023/12,0874.HK,4140999999.9999995,M
00900.HK,ＡＥＯＮ信貸財務,040201,7.670,+0.030,+0.393%,1.40萬,10.68萬,8.02,0.76,6.39%,32.12億,00900.HK,3.31,3.31,5.19%,9.64%,100.00%,28.69%,51.24%,76.22%,2024/02,00900.HK,13.67億,32.000%,4.60億,33.675%,3.92億,28.688%,0.937,4.988%,2024/02,0900.HK,3211999999.9999995,M
00909.HK,明源雲,070203,2.460,+0.020,+0.820%,3.11百萬,7.58百萬,無盈利,0.95,4.07%,47.04億,00909.HK,5.96,5.95,-10.01%,-11.87%,79.48%,-35.72%,-28.51%,2.69%,2023/12,00909.HK,17.97億,-12.000%,-8.37億,-46.548%,-6.42億,-35.717%,-0.351,49.847%,2023/12,0909.HK,4704000000.0,M
00917.HK,趣致集團,100201,20.300,+0.080,+0.396%,2.15百萬,4.37千萬,16.85,2.40,0.00%,53.77億,00917.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,00917.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,0917.HK,5377000000.0,M
00933.HK,非凡領越,020605,0.550,0.000,0.000%,41.40萬,22.79萬,無盈利,0.83,0.00%,54.77億,00933.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,00933.HK,112.19億,62.000%,-10.83億,-9.656%,-1.19億,-1.061%,-0.010,N/A,2023/12,0933.HK,5477000000.0,M
00956.HK,新天綠色能源,120102,4.530,-0.030,-0.658%,1.11千萬,5.07千萬,10.76,0.83,5.08%,97.21億,00956.HK,0.69,0.64,2.73%,10.34%,25.02%,10.62%,41.96%,196.98%,2023/12,00956.HK,222.33億,6.000%,36.86億,16.577%,23.61億,10.620%,0.559,-6.495%,2023/12,0956.HK,9721000000.0,M
00995.HK,安徽皖通高速公路,100503,14.150,+0.260,+1.872%,1.52百萬,2.13千萬,13.21,1.65,4.67%,76.83億,00995.HK,2.92,2.92,7.61%,13.07%,39.11%,25.00%,60.13%,51.66%,2023/12,00995.HK,72.69億,23.000%,27.06億,37.230%,18.17億,24.998%,1.096,11.444%,2023/12,0995.HK,7683000000.0,M
00999.HK,小菜園,100402,8.020,+0.110,+1.391%,71.84萬,5.72百萬,13.37,3.75,4.28%,94.36億,00999.HK,1.47,0.79,-9.50%,-31.61%,61.32%,-9.68%,N/A,183.02%,2020/02,00999.HK,77.19億,-12.000%,-3.80億,-4.923%,-7.47億,-9.680%,-0.625,N/A,2020/02,0999.HK,9436000000.0,M
01033.HK,中石化油服,030203,1.090,-0.010,-0.909%,2.12億,2.32億,31.32,2.25,0.00%,58.97億,01033.HK,0.60,0.58,0.77%,7.18%,6.81%,0.72%,N/A,261.48%,2023/12,01033.HK,876.75億,5.000%,5.54億,0.526%,6.32億,0.720%,0.033,-2.828%,2023/12,1033.HK,5897000000.0,M
01050.HK,嘉利國際,070303,2.510,+0.080,+3.292%,4.79百萬,1.19千萬,24.80,4.70,2.19%,52.39億,01050.HK,1.11,0.68,7.06%,17.09%,12.69%,5.82%,65.48%,53.71%,2024/03,01050.HK,29.16億,-5.000%,2.28億,7.832%,1.70億,5.818%,0.084,-56.021%,2024/03,1050.HK,5239000000.0,M
01051.HK,國際資源,040201,10.900,+0.080,+0.739%,10.32萬,1.14百萬,13.32,0.40,1.10%,49.14億,01051.HK,26.65,26.65,0.45%,0.46%,100.00%,7.98%,97.23%,N/A,2023/12,01051.HK,8.91億,217.000%,5.54千萬,7.958%,5.55千萬,7.980%,0.123,N/A,2023/12,1051.HK,4914000000.0,M
01052.HK,越秀交通基建,100503,4.420,-0.070,-1.559%,99.70萬,4.43百萬,10.59,0.59,5.66%,73.95億,01052.HK,0.34,0.34,2.10%,6.59%,54.13%,19.29%,59.83%,147.08%,2023/12,01052.HK,43.48億,17.000%,19.78億,45.488%,8.39億,19.293%,0.501,64.131%,2023/12,1052.HK,7395000000.0,M
01071.HK,華電國際電力股份,120101,4.570,-0.080,-1.720%,1.02千萬,4.67千萬,9.36,1.00,5.03%,78.48億,01071.HK,0.45,0.38,1.59%,8.77%,100.00%,3.09%,42.25%,286.94%,2023/12,01071.HK,"1,275.71億",6.000%,44.95億,3.524%,39.39億,3.088%,0.389,N/A,2023/12,1071.HK,7848000000.0,M
01104.HK,亞太資源,080403,2.740,-0.160,-5.517%,7.68百萬,2.08千萬,15.43,0.96,4.02%,40.65億,01104.HK,7.75,7.56,9.24%,10.15%,7.86%,32.82%,34.03%,7.33%,2024/06,01104.HK,11.89億,175.000%,4.38億,30.060%,3.90億,32.816%,0.294,N/A,2024/06,1104.HK,4065000000.0,M
01112.HK,Ｈ＆Ｈ國際控股,050103,13.610,+0.310,+2.331%,73.41萬,9.93百萬,無盈利,1.42,2.57%,87.86億,01112.HK,0.61,0.33,2.90%,9.24%,59.56%,4.18%,62.15%,146.50%,2023/12,01112.HK,152.66億,5.000%,10.42億,6.827%,6.38億,4.178%,0.998,-7.889%,2023/12,1112.HK,8786000000.0,M
01115.HK,５１００藏冰川,020204,0.540,-0.030,-5.263%,3.75千萬,2.06千萬,無盈利,0.98,0.00%,30.39億,01115.HK,1.56,1.45,-8.85%,-12.36%,24.68%,-112.23%,N/A,26.26%,2023/12,01115.HK,3.45億,-2.000%,-9.14千萬,-26.520%,-3.87億,-112.225%,-0.098,-136.215%,2023/12,1115.HK,3039000000.0,M
01126.HK,德林國際,020502,8.310,-0.050,-0.598%,1.36百萬,1.12千萬,7.62,1.42,7.22%,56.25億,01126.HK,3.59,2.68,17.99%,22.56%,25.12%,15.50%,44.86%,3.41%,2023/12,01126.HK,53.52億,-14.000%,10.40億,19.422%,8.30億,15.504%,1.226,20.776%,2023/12,1126.HK,5625000000.0,M
01167.HK,加科思－Ｂ,050204,7.010,+0.020,+0.286%,3.63百萬,2.54千萬,無盈利,6.43,0.00%,55.15億,01167.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01167.HK,6.96千萬,-35.000%,-4.36億,-626.382%,-3.94億,-565.364%,-0.504,8.777%,2023/12,1167.HK,5515000000.0,M
01205.HK,中信資源,030203,0.560,-0.030,-5.085%,2.80千萬,1.54千萬,7.68,0.54,4.64%,44.00億,01205.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01205.HK,38.26億,-34.000%,8.09億,21.155%,5.52億,14.424%,0.070,-58.706%,2023/12,1205.HK,4400000000.0,M
01223.HK,新灃集團,100301,1.440,-0.030,-2.041%,1.37百萬,1.98百萬,無盈利,1.85,0.35%,42.83億,01223.HK,1.23,1.19,-4.22%,-8.14%,90.44%,-67.57%,-7.23%,64.69%,2023/12,01223.HK,3.05億,9.000%,-2.13億,-69.937%,-2.06億,-67.573%,-0.069,-153.480%,2023/12,1223.HK,4283000000.0,M
01224.HK,中渝置地,090201,1.200,0.000,0.000%,5.20萬,6.24萬,無盈利,0.36,0.00%,46.59億,01224.HK,1.55,1.55,-7.64%,-14.32%,93.06%,-409.58%,N/A,83.90%,2023/12,01224.HK,4.73億,-5.000%,-18.63億,-393.825%,-19.37億,-409.582%,-0.499,0.160%,2023/12,1224.HK,4659000000.0,M
01234.HK,中國利郎,020601,3.600,+0.290,+8.761%,3.40百萬,1.22千萬,8.79,1.01,8.33%,43.11億,01234.HK,1.65,1.14,8.16%,13.37%,48.16%,14.97%,74.13%,31.94%,2023/12,01234.HK,38.85億,11.000%,6.69億,17.231%,5.81億,14.968%,0.486,15.038%,2023/12,1234.HK,4311000000.0,M
01250.HK,山高新能源,120105,1.740,+0.040,+2.353%,4.14萬,7.03萬,12.93,0.28,0.00%,39.09億,01250.HK,1.54,1.53,0.69%,2.63%,48.58%,7.62%,N/A,221.36%,2023/12,01250.HK,49.63億,-6.000%,6.55億,13.200%,3.78億,7.620%,0.168,22.400%,2023/12,1250.HK,3909000000.0000005,M
01280.HK,奇點國峰,100306,2.360,+0.210,+9.767%,1.34百萬,3.10百萬,無盈利,20.15,0.00%,45.63億,01280.HK,1.08,0.85,17.81%,-12.91%,19.31%,17.46%,N/A,-113.94%,2023/12,01280.HK,3.51億,18.000%,9.37千萬,26.717%,6.12千萬,17.465%,0.280,N/A,2023/12,1280.HK,4563000000.0,M
01302.HK,先健科技,050101,1.700,-0.040,-2.299%,1.11千萬,1.88千萬,31.48,2.12,0.00%,78.74億,01302.HK,2.90,2.27,5.61%,7.81%,78.57%,20.77%,N/A,0.28%,2023/12,01302.HK,13.89億,12.000%,4.20億,30.247%,2.89億,20.774%,0.066,-24.281%,2023/12,1302.HK,7873999999.999999,M
01333.HK,博雷頓,060203,19.270,-0.020,-0.104%,50.04萬,9.59百萬,N/A,N/A,0.00%,48.28億,01333.HK,0.85,0.72,1.40%,4.92%,29.10%,8.77%,N/A,184.70%,2020/12,01333.HK,243.17億,-7.000%,23.43億,9.634%,21.33億,8.771%,0.298,-37.990%,2020/12,1333.HK,4828000000.0,M
01405.HK,達勢股份,100402,64.000,+0.200,+0.313%,19.01萬,1.22千萬,142.03,3.50,0.00%,84.18億,01405.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01405.HK,33.44億,N/A,2.49百萬,0.075%,-2.92千萬,-0.872%,-0.241,N/A,2023/12,1405.HK,8418000000.000001,M
01448.HK,福壽園,100101,2.760,-0.030,-1.075%,4.38百萬,1.21千萬,15.80,1.08,19.83%,64.03億,01448.HK,3.21,2.76,9.13%,13.37%,100.00%,30.11%,97.80%,4.26%,2023/12,01448.HK,28.81億,17.000%,15.04億,52.214%,8.67億,30.108%,0.381,16.607%,2023/12,1448.HK,6403000000.0,M
01458.HK,周黑鴨,020203,1.420,+0.020,+1.429%,93.05萬,1.31百萬,29.83,0.84,3.52%,30.67億,01458.HK,3.11,2.65,2.36%,2.94%,52.42%,4.21%,310.16%,7.19%,2023/12,01458.HK,30.08億,13.000%,2.34億,7.766%,1.27億,4.213%,0.055,385.861%,2023/12,1458.HK,3067000000.0,M
01475.HK,日清食品,020203,7.440,+0.080,+1.087%,3.70萬,27.35萬,38.63,2.15,2.13%,77.65億,01475.HK,2.79,2.33,7.05%,9.09%,33.99%,8.61%,50.00%,0.27%,2023/12,01475.HK,38.33億,-5.000%,4.57億,11.921%,3.30億,8.613%,0.316,5.607%,2023/12,1475.HK,7765000000.000001,M
01477.HK,歐康維視生物－Ｂ,050204,6.910,-0.130,-1.847%,42.40萬,2.93百萬,無盈利,1.40,0.00%,56.34億,01477.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01477.HK,2.70億,50.000%,-4.16億,-154.030%,-4.16億,-154.155%,-0.647,10.419%,2023/12,1477.HK,5634000000.0,M
01501.HK,瑛泰醫療,050101,30.120,-0.320,-1.051%,15.60萬,4.72百萬,25.75,2.81,0.00%,41.99億,01501.HK,2.29,1.88,7.71%,9.49%,58.19%,20.78%,29.35%,5.75%,2023/12,01501.HK,8.25億,24.000%,1.95億,23.687%,1.72億,20.782%,1.009,13.163%,2023/12,1501.HK,4199000000.0,M
01513.HK,麗珠醫藥,050202,27.960,+0.260,+0.939%,99.28萬,2.75千萬,11.74,1.73,4.29%,83.83億,01513.HK,2.14,1.88,7.80%,13.91%,64.08%,15.72%,64.29%,29.49%,2023/12,01513.HK,136.26億,-4.000%,26.47億,19.430%,21.42億,15.717%,2.302,0.030%,2023/12,1513.HK,8383000000.0,M
01515.HK,華潤醫療,050102,2.870,+0.020,+0.702%,4.09百萬,1.16千萬,6.03,0.56,5.01%,37.21億,01515.HK,0.66,0.60,1.89%,4.43%,18.86%,2.55%,30.00%,39.77%,2023/12,01515.HK,110.80億,24.000%,5.95億,5.374%,2.82億,2.549%,0.219,-7.455%,2023/12,1515.HK,3721000000.0,M
01516.HK,融創服務,090203,1.210,-0.040,-3.200%,7.36百萬,8.97百萬,無盈利,0.67,12.89%,36.99億,01516.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01516.HK,76.84億,-4.000%,-4.52億,-5.884%,-4.77億,-6.207%,-0.153,14.974%,2023/12,1516.HK,3699000000.0,M
01523.HK,珩灣科技,070301,8.250,+0.100,+1.227%,89.90萬,7.38百萬,25.70,19.87,4.19%,91.21億,01523.HK,2.87,2.25,32.95%,55.95%,54.01%,29.81%,96.87%,8.91%,2023/12,01523.HK,7.36億,8.000%,2.57億,34.957%,2.19億,29.810%,0.200,23.719%,2023/12,1523.HK,9121000000.0,M
01551.HK,廣州農商銀行,040101,1.490,0.000,0.000%,0.00,0.00,14.27,0.24,3.30%,39.86億,01551.HK,0.75,N/A,0.15%,2.24%,N/A,10.96%,23.53%,N/A,2023/12,01551.HK,199.01億,-21.000%,31.93億,16.045%,21.80億,10.956%,0.186,-33.923%,2023/12,1551.HK,3986000000.0,M
01571.HK,信邦控股,020102,4.050,+0.050,+1.250%,99.60萬,4.04百萬,6.78,1.10,12.35%,40.65億,01571.HK,2.80,2.07,13.70%,17.46%,35.55%,19.57%,52.34%,4.80%,2023/12,01571.HK,34.01億,4.000%,8.21億,24.130%,6.66億,19.575%,0.669,37.849%,2023/12,1571.HK,4065000000.0,M
01576.HK,齊魯高速,100503,1.800,-0.010,-0.552%,6.10萬,10.98萬,6.99,0.83,6.08%,36.00億,01576.HK,1.11,1.08,3.62%,8.87%,14.48%,9.36%,60.00%,121.06%,2023/12,01576.HK,61.48億,85.000%,7.80億,12.690%,5.76億,9.365%,0.274,-37.710%,2023/12,1576.HK,3600000000.0,M
01578.HK,天津銀行,040101,2.290,-0.020,-0.866%,70.35萬,1.62百萬,3.44,0.19,6.43%,40.41億,01578.HK,0.68,N/A,0.45%,5.86%,N/A,22.85%,19.35%,N/A,2023/12,01578.HK,180.39億,1.000%,42.71億,23.677%,41.22億,22.848%,0.680,2.113%,2023/12,1578.HK,4040999999.9999995,M
01606.HK,國銀金租,040201,1.460,-0.030,-2.013%,2.22百萬,3.26百萬,3.85,0.43,6.68%,40.44億,01606.HK,1.17,1.17,1.01%,11.13%,100.00%,18.04%,29.84%,920.88%,2023/12,01606.HK,292.20億,3.000%,59.40億,23.554%,45.49億,18.039%,0.362,18.766%,2023/12,1606.HK,4044000000.0,M
01610.HK,中糧家佳康,020701,1.650,-0.020,-1.198%,2.58千萬,4.28千萬,13.21,0.76,0.00%,75.60億,01610.HK,0.82,0.67,-0.84%,-1.49%,10.59%,-1.17%,N/A,54.89%,2023/12,01610.HK,126.81億,-12.000%,-1.95億,-1.534%,-1.49億,-1.173%,-0.034,N/A,2023/12,1610.HK,7559999999.999999,M
01618.HK,中國中冶,090101,1.820,-0.040,-2.151%,2.56千萬,4.64千萬,5.26,0.35,3.37%,52.25億,01618.HK,1.08,0.90,1.04%,7.02%,9.69%,1.09%,21.82%,45.10%,2023/12,01618.HK,"6,948.49億",3.000%,150.35億,2.164%,75.51億,1.087%,0.362,-28.740%,2023/12,1618.HK,5225000000.0,M
01675.HK,亞信科技,070203,6.430,+0.010,+0.156%,1.06百萬,6.78百萬,10.13,0.85,6.41%,60.44億,01675.HK,1.96,1.93,4.72%,8.06%,37.71%,6.75%,159.17%,2.68%,2023/12,01675.HK,86.50億,N/A,7.15億,8.269%,5.84億,6.755%,0.636,-38.739%,2023/12,1675.HK,6044000000.0,M
01691.HK,ＪＳ環球生活,020402,1.780,+0.010,+0.565%,4.35百萬,7.68百萬,127.14,1.49,0.00%,61.85億,01691.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01691.HK,111.60億,-3.000%,6.37億,5.711%,10.29億,9.219%,0.297,-60.810%,2023/12,1691.HK,6185000000.0,M
01717.HK,澳優,020206,1.980,+0.040,+2.062%,27.80萬,53.64萬,14.04,0.58,3.03%,35.21億,01717.HK,1.24,0.73,1.74%,3.06%,38.64%,2.36%,47.02%,42.43%,2023/12,01717.HK,80.92億,-7.000%,3.09億,3.816%,1.91億,2.362%,0.106,-21.973%,2023/12,1717.HK,3521000000.0,M
01762.HK,萬咖壹聯,100201,2.080,+0.090,+4.523%,2.26千萬,4.74千萬,"1,300.00",2.25,0.00%,36.28億,01762.HK,3.18,3.18,0.78%,1.17%,10.64%,0.74%,N/A,23.94%,2023/12,01762.HK,23.00億,-11.000%,5.33千萬,2.319%,1.70千萬,0.738%,0.011,N/A,2023/12,1762.HK,3628000000.0,M
01773.HK,天立國際控股,100104,2.330,+0.010,+0.431%,1.55百萬,3.60百萬,6.61,1.51,4.51%,48.97億,01773.HK,0.48,0.47,5.65%,23.29%,33.69%,17.34%,29.99%,102.44%,2024/08,01773.HK,36.53億,47.000%,8.02億,21.949%,6.33億,17.343%,0.303,77.035%,2024/08,1773.HK,4897000000.0,M
01782.HK,國際商業數字技術,070203,4.490,0.000,0.000%,1.00萬,4.49萬,無盈利,19.55,0.00%,35.92億,01782.HK,5.42,5.29,-16.27%,-19.44%,45.88%,-39.23%,N/A,5.78%,2023/12,01782.HK,1.32億,12.000%,-5.26千萬,-39.894%,-5.17千萬,-39.229%,-0.077,-270.305%,2023/12,1782.HK,3592000000.0,M
01789.HK,愛康醫療,050101,5.970,+0.040,+0.675%,2.23百萬,1.33千萬,22.87,2.39,1.21%,67.10億,01789.HK,3.96,2.77,6.06%,7.61%,61.66%,16.65%,25.66%,3.52%,2023/12,01789.HK,11.99億,1.000%,2.32億,19.334%,2.00億,16.648%,0.175,-13.625%,2023/12,1789.HK,6709999999.999999,M
01798.HK,大唐新能源,120105,1.990,-0.060,-2.927%,3.51千萬,7.01千萬,7.07,0.72,4.98%,49.77億,01798.HK,1.18,1.18,2.71%,15.50%,100.00%,21.51%,22.73%,322.39%,2023/12,01798.HK,144.78億,-2.000%,58.17億,41.451%,24.55億,21.506%,0.338,-25.703%,2023/12,1798.HK,4977000000.0,M
01809.HK,浦林成山,020103,7.570,+0.030,+0.398%,15.65萬,1.17百萬,3.46,0.69,8.59%,48.35億,01809.HK,1.09,0.74,9.75%,19.02%,21.33%,10.39%,16.89%,22.86%,2023/12,01809.HK,109.06億,18.000%,13.18億,12.087%,11.33億,10.387%,1.776,153.902%,2023/12,1809.HK,4835000000.0,M
01837.HK,五谷磨房,020203,1.380,0.000,0.000%,2.86百萬,3.97百萬,14.98,1.87,2.90%,30.20億,01837.HK,4.79,4.45,9.06%,10.92%,64.03%,8.26%,45.49%,0.41%,2023/12,01837.HK,20.23億,4.000%,2.04億,10.076%,1.67億,8.258%,0.078,27.763%,2023/12,1837.HK,3020000000.0,M
01857.HK,中國光大水務,120103,1.480,+0.010,+0.680%,60.70萬,89.65萬,5.03,0.33,6.97%,42.34億,01857.HK,1.21,1.20,3.47%,10.41%,42.10%,17.71%,29.97%,135.12%,2023/12,01857.HK,67.05億,N/A,16.64億,24.820%,11.87億,17.710%,0.415,17.525%,2023/12,1857.HK,4234000000.0000005,M
01872.HK,冠轈控股,100302,5.920,-0.080,-1.333%,2.31百萬,1.40千萬,無盈利,7.90,0.00%,38.58億,01872.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01872.HK,10.71億,2.000%,7.00千萬,6.541%,4.59千萬,4.287%,0.188,56.184%,2023/12,1872.HK,3858000000.0,M
01873.HK,維亞生物,050204,2.350,-0.040,-1.674%,6.98百萬,1.63千萬,28.21,1.24,0.00%,50.05億,01873.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01873.HK,23.63億,-11.000%,-5.24千萬,-2.219%,-1.27億,-5.387%,-0.066,79.177%,2023/12,1873.HK,5005000000.0,M
01875.HK,東曜藥業－Ｂ,050201,4.210,-0.130,-2.995%,1.38百萬,5.84百萬,82.55,4.19,0.00%,32.53億,01875.HK,1.81,1.48,-2.65%,-5.50%,73.53%,-4.84%,N/A,50.34%,2023/12,01875.HK,8.56億,71.000%,-3.62千萬,-4.235%,-4.14千萬,-4.837%,-0.055,39.267%,2023/12,1875.HK,3253000000.0,M
01877.HK,君實生物,050201,20.240,+0.180,+0.897%,2.63百萬,5.21千萬,無盈利,3.19,0.00%,52.68億,01877.HK,2.24,2.02,-20.08%,-31.82%,55.59%,-151.85%,N/A,24.94%,2023/12,01877.HK,16.47億,N/A,-26.69億,-162.020%,-25.01億,-151.850%,-2.543,13.292%,2023/12,1877.HK,5268000000.0,M
01880.HK,中國中免,100403,72.750,+3.750,+5.435%,3.23百萬,2.33億,32.73,2.58,1.57%,84.67億,01880.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01880.HK,740.37億,20.000%,98.11億,13.251%,74.43億,10.053%,3.598,24.108%,2023/12,1880.HK,8467000000.0,M
01896.HK,貓眼娛樂,100202,6.280,+0.300,+5.017%,8.31百萬,5.13千萬,37.20,0.75,5.10%,72.98億,01896.HK,2.08,2.07,7.26%,10.07%,50.13%,19.14%,N/A,3.08%,2023/12,01896.HK,52.15億,99.000%,12.04億,23.085%,9.98億,19.137%,0.866,752.956%,2023/12,1896.HK,7298000000.0,M
01905.HK,海通恆信,040201,0.810,0.000,0.000%,83.60萬,67.70萬,4.50,0.36,11.15%,46.94億,01905.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01905.HK,97.70億,-2.000%,23.59億,25.585%,16.10億,17.458%,0.197,2.888%,2023/12,1905.HK,4694000000.0,M
01921.HK,達力普控股,030202,6.060,+0.210,+3.590%,5.42百萬,3.23千萬,無盈利,6.51,0.00%,91.32億,01921.HK,1.15,0.87,3.26%,9.21%,13.72%,3.49%,40.54%,121.50%,2023/12,01921.HK,42.20億,-11.000%,2.65億,6.269%,1.47億,3.494%,0.099,-12.545%,2023/12,1921.HK,9132000000.0,M
01951.HK,錦欣生殖,050204,2.310,+0.090,+4.054%,2.56千萬,5.86千萬,20.57,0.58,0.00%,63.40億,01951.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01951.HK,30.57億,14.000%,5.03億,16.464%,3.78億,12.360%,0.143,152.648%,2023/12,1951.HK,6340000000.0,M
01958.HK,北京汽車,020101,1.520,-0.020,-1.299%,5.86百萬,8.96百萬,11.99,0.20,0.00%,38.31億,01958.HK,1.06,0.75,1.80%,5.32%,20.24%,1.53%,34.21%,23.58%,2023/12,01958.HK,"2,169.92億",N/A,247.40億,11.401%,33.22億,1.531%,0.417,-28.990%,2023/12,1958.HK,3831000000.0,M
02005.HK,石四藥集團,050202,2.480,+0.030,+1.224%,2.94百萬,7.25百萬,6.92,1.02,7.06%,71.90億,02005.HK,2.03,1.60,11.02%,19.02%,56.01%,20.40%,38.28%,48.67%,2023/12,02005.HK,64.63億,N/A,16.39億,25.358%,13.19億,20.403%,0.444,18.080%,2023/12,2005.HK,7190000000.000001,M
02013.HK,微盟集團,070203,1.690,-0.010,-0.588%,7.68千萬,1.27億,無盈利,3.11,0.00%,69.84億,02013.HK,1.09,1.09,-9.64%,-28.08%,66.59%,-34.04%,N/A,66.59%,2023/12,02013.HK,24.42億,17.000%,-6.62億,-27.126%,-8.31億,-34.038%,-0.307,62.728%,2023/12,2013.HK,6984000000.0,M
02025.HK,瑞豐動力,020102,11.690,+0.010,+0.086%,56.80萬,6.61百萬,454.86,8.84,0.17%,93.52億,02025.HK,1.32,0.76,0.69%,1.14%,12.21%,1.57%,195.48%,24.73%,2023/12,02025.HK,7.88億,16.000%,2.50千萬,3.168%,1.24千萬,1.568%,0.015,-47.676%,2023/12,2025.HK,9352000000.0,M
