,Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,F20D,F30D,DT,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,BOSS_PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,cl_price,tp1_price,tp2_price,tp3_price,HHHL_PATTERN,WLow,WLDate,WHigh,WHDate,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP
0,2026-02-20,0182.HK,0.3449999988079071,0.3499999940395355,0.3400000035762787,0.3400000035762787,0.3400000035762787,7968000,0.0,0.0,-0.0441176921747956,,,True,0.3376184411054137,0.3349769425207862,0.3375309073494975,0.3547056673871029,0.4086076478811359,False,False,False,False,0.0099999904632568,0.0089285692998341,0.0133928539497512,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,18.431570680072262,25.92592510830385,14.81482380865755,56.24999534338618,0.3352194879513756,0.3547194812756554,0.3157194946270958,11.63416449529828,0.551187013728059,0.6343579152279913,1,0.3289000004529952,0.3347500026226043,True,6.250003492459733,0.0,0.3549999892711639,False,-4.225348210765038,7.3%,7.332577435551735,False,1,False,False,False,False,False,False,True,56.2,True,False,False,False,False,False
1,2026-02-20,0240.HK,1.4900000095367432,1.5499999523162842,1.4900000095367432,1.5099999904632568,1.5099999904632568,970000,0.0,0.0,0.0993377331824507,,,True,1.433216017677974,1.4234256141095405,1.4226115216695887,1.3939934074429996,1.2782136379619016,True,True,True,False,0.059999942779541,0.0164285727909633,0.0246428591864449,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,28.26126383342768,37.77775423027253,11.111096393920327,73.6842270373031,1.4239227899319808,1.4789228090054671,1.3689227708584946,7.725140641384575,3.820400698660644,2.5935321232662774,1,1.4265999817848205,1.4189999639987945,True,-1.30718832029433,6.338030711168223,1.4500000476837158,True,4.137926952167151,65.4%,65.43500532821669,False,1,False,False,False,True,True,True,True,73.7,True,False,False,True,True,False
2,2026-02-23,0240.HK,1.5299999713897705,1.7200000286102295,1.5299999713897705,1.659999966621399,1.659999966621399,1970000,0.0,0.0,0.0,,,True,1.4744494629404148,1.4439972969366586,1.4319208724520127,1.3992608640603936,1.2812557601026149,True,True,True,False,0.1900000572204589,0.0161538490882286,0.0242307736323429,HH,HHHLLH,1.5299999713897705,2026-02-24,1.659999966621399,2026-02-25,1.7200000286102295,0.12,1.3799999952316284,1.3799999952316284,,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,LHLLHHHLHH,1.4500000476837158,2026-02-12,1.4199999570846558,2026-02-13,False,29.28690313256704,53.124996507540914,7.812491268852294,84.84849579516226,1.4464063305690682,1.5204063553646003,1.372406305773536,10.232259529231715,3.8871303012273,3.5093559037812128,1,1.4291999816894532,1.4314999639987946,True,8.496731873370125,16.9014096331015,1.5499999523162842,True,7.096775334781995,60.8%,60.82989698650472,False,1,False,False,False,True,True,True,True,84.8,True,False,False,True,False,False
3,2026-02-20,0374.HK,2.799999952316284,2.799999952316284,2.720000028610229,2.720000028610229,2.720000028610229,4000,0.0,0.0,0.0,,,True,2.670862709364652,2.623760290270085,2.6079546580338167,2.672118393762548,2.915323127309483,False,False,False,False,0.0799999237060551,0.0224999785423278,0.0337499678134918,HH,HHHLLH,2.720000028610229,2026-02-21,2.720000028610229,2026-02-22,2.799999952316284,0.03,2.7100000381469727,2.7100000381469727,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,LHLLLHHLHH,2.549999952316284,2025-09-08,2.5,2025-10-03,False,36.98369508767485,46.72898383253468,19.626163851171405,62.6865804421208,2.6290064871300025,2.766006380318479,2.492006593941526,10.42217992683879,1.3494940748380146,0.5939043946518332,1,2.559799976348877,2.6104999780654907,True,0.7407400212333652,8.800001144409162,2.7300000190734863,False,-0.3663000144099302,36.1%,36.10296996892322,True,2,True,True,False,False,False,True,True,62.7,True,False,True,False,True,False
4,2026-02-20,0565.HK,1.75,2.039999961853028,1.75,1.8600000143051147,1.8600000143051147,17690000,0.0,0.0,0.021505355669565,,,True,1.6042375422528172,1.515972943928319,1.4731962359990642,1.4432269471786177,1.2863513949022765,True,True,True,False,0.2899999618530278,0.0926666498184204,0.1389999747276306,HH,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,HHHLLHHLHH,1.590000033378601,2026-02-06,1.4500000476837158,2026-02-09,False,47.03197996812821,52.70936015554285,7.389167797540103,76.08696215544946,1.5248673578100973,1.7598673244314964,1.2898673911886982,30.822348634820123,2.754941851102381,0.3390338161318462,1,1.4328000020980836,1.477000004053116,True,28.27585883713233,34.78261019797467,1.7899999618530271,True,3.9106175387636775,-3.6%,-3.620534253442731,False,1,False,False,False,False,False,True,True,76.1,True,True,False,False,False,False
5,2026-02-23,0565.HK,1.840000033378601,1.9299999475479128,1.830000042915344,1.899999976158142,1.899999976158142,3875000,0.0,0.0,0.0,,,True,1.6580125302356037,1.5493665989048253,1.48993363757393,1.4522719576534595,1.2912410250318052,True,True,True,False,0.0999999046325688,0.0949999764561653,0.142499964684248,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,52.41838298201734,51.44230931798922,7.211543724338126,79.5698953675518,1.5605942738432446,1.8015942347425975,1.3195943129438914,30.8856651518844,2.3952175228622736,0.9094071837678354,1,1.4426000022888184,1.5035000026226044,True,34.7517745486808,37.68115816835444,2.039999961853028,False,-6.862744525137988,-9.8%,-9.754250852914293,False,1,False,False,False,False,False,True,True,79.6,True,True,False,False,False,False
6,2026-02-20,0691.HK,0.550000011920929,0.550000011920929,0.5199999809265137,0.5199999809265137,0.5199999809265137,241000,0.0,0.0,0.0,,,True,0.5426668727061393,0.572045806349472,0.6393540703722123,0.6813229217608181,0.6958952010655702,False,False,False,False,0.0300000309944152,0.0214285765375409,0.0321428648063114,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,26.928985447677167,31.25000620881692,12.5,46.1538391000434,0.5667055454177405,0.6287055458945777,0.5047055449409034,21.880851873836733,1.4515605087084311,0.9051783936727132,1,0.6503999972343445,0.5529999971389771,False,-36.58536762655102,-28.76712776165459,0.6200000047683716,False,-16.129035979478314,-5.5%,-5.513740208124873,False,1,False,False,False,True,False,True,True,46.2,True,False,False,True,True,False
7,2026-02-20,0732.HK,1.0299999713897705,1.0299999713897705,1.0199999809265137,1.0299999713897705,1.0299999713897705,416000,0.0,0.0,0.0,,,True,1.0314097391328232,1.0425787682458745,1.0626075849097556,1.086200665083846,1.0933081521193526,False,False,False,True,0.0099999904632568,0.0177777873145208,0.0266666809717813,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,44.85830807176116,8.333333333333565,8.333333333333288,46.15384615384622,1.0408143858109016,1.0768143991623418,1.0048143724594614,6.917662523158247,0.5918667017995463,1.7053641975117972,1,1.0635999989509584,1.039499980211258,False,-0.9615375798128936,-4.629636068402729,1.100000023841858,False,-6.363640994079741,7.5%,7.4686436188476035,False,1,False,False,False,False,False,True,True,46.2,True,False,False,False,True,False
8,2026-02-23,0732.HK,1.0299999713897705,1.0299999713897705,1.0199999809265137,1.0299999713897705,1.0299999713897705,348000,0.0,0.0,0.0,,,True,1.0311534177249957,1.0414849598236045,1.0613288549677955,1.085087780060201,1.0928037044641368,False,False,False,True,0.0099999904632568,0.017222225666046,0.0258333384990691,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,42.95354276102029,4.166666666666787,8.333333333333295,41.66666666666661,1.0397844415803177,1.0747844439645031,1.004784439196132,6.732165049707968,0.5185245712909091,1.5582044569182356,1,1.062999999523163,1.037499976158142,False,-2.830186132944906,-8.035717231734662,1.0800000429153442,False,-4.629636068402729,7.4%,7.353771895685202,False,1,False,False,False,False,False,True,False,41.7,True,False,False,False,False,False
9,2026-02-20,1057.HK,5.78000020980835,6.170000076293945,5.75,6.159999847412109,6.159999847412109,3704500,0.0,0.0,0.1444805787936267,,,True,5.7493315859718646,5.660766012551801,5.394646791237227,5.146313320270624,4.619591804198841,True,True,True,False,0.4200000762939453,0.2331250309944152,0.3496875464916229,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,21.2484900646266,20.82260909366492,19.537281618686915,56.78392152455677,5.678495458381471,6.284495500343141,5.072495416419802,21.3436832486046,1.8954805193164053,0.8063953898136046,1,5.244400000572204,5.725999975204468,True,52.09875450140144,20.54793906973085,6.53000020980835,False,-5.666161569803371,-3.5%,-3.544109046716981,True,2,True,False,True,False,False,True,True,56.8,True,True,False,True,True,False
