index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WLDate,WHigh,WHDate,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,LLDate,HHDate,SNO
2026-02-03,1099.HK,20.6200008392334,21.059999465942383,20.57999992370605,20.979999542236328,20.979999542236328,5997748,0.0,0.0,20.849047268130946,20.64616043722716,20.336160486746877,19.958804599018823,19.64265375157202,True,True,True,False,0.4799995422363317,0.3929411944221035,0.5894117916331553,HL,LLHHHLHHHL,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,20.13999938964844,2026-01-19,21.459999084472656,2026-01-30,True,29.7611748347226,17.905401922298793,13.513504805746848,58.3999951171912,20.675447343728425,21.537447236916897,19.813447450539947,8.338391705463625,1.1923245367810087,1.0143889380851212,1,20.325199966430663,20.703999996185303,True,2.6418737478942416,7.31457985156827,21.459999084472656,False,-2.2367174404197945,-0.5%,-0.4648114143085635,True,2,False,True,False,False,False,True,True,58.4,True,False,False,False,True,False,,,1099.HK
2026-02-02,1112.HK,15.15999984741211,15.329999923706056,14.720000267028809,15.050000190734863,15.050000190734863,1342849,0.0,0.0,14.70029639321948,14.265217873833654,13.889074221737364,13.469594870502451,12.368012075790416,True,True,True,False,0.6099996566772479,0.5093748569488521,0.7640622854232781,HL,LLHHHLHHHL,16.309999465942383,16.020000457763672,15.170000076293944,-0.07,13.100000381469728,13.100000381469728,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,13.40999984741211,2026-01-21,15.9399995803833,2026-01-30,True,39.62787001127728,31.955923251012287,11.202942536691696,64.74654342438141,14.313905833230743,15.668905756936798,12.958905909524688,18.93263710817948,1.3713255269072244,0.3895890193062539,1,13.93680004119873,14.112000131607056,True,16.12654433978474,11.234297766167654,15.9399995803833,False,-5.583434210021705,-2.8%,-2.775895383108762,False,1,False,False,False,False,False,True,True,64.7,True,False,False,False,True,False,2026-02-10,2026-02-11,1112.HK
2026-02-11,1112.HK,15.81999969482422,16.309999465942383,15.170000076293944,16.020000457763672,16.020000457763672,2308704,0.0,0.0,15.51457342867412,14.950535814368008,14.329126263030652,13.758243617017229,12.547945155985817,True,True,True,False,1.1399993896484393,0.6573330561319988,0.9859995841979982,HL,HLHHHLHHHL,16.309999465942383,16.020000457763672,15.170000076293944,-0.07,13.40999984741211,13.100000381469728,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,14.720000267028809,2026-02-02,16.309999465942383,2026-02-10,True,50.79971857685437,21.115533307370036,9.64143735098832,76.88172539199354,15.024853715657128,16.710853395222557,13.338854036091698,22.44280991313053,1.3487845543235453,0.0677567771029346,1,14.197400035858154,14.803499984741212,True,14.592281704760431,21.5478003553052,16.309999465942383,False,-1.7780442530624874,-25.3%,-25.280499047311423,False,1,False,False,False,False,False,True,True,76.9,True,False,False,False,False,False,2026-02-12,2026-02-13,1112.HK
2026-02-02,1138.HK,14.119999885559082,14.1899995803833,13.43000030517578,13.670000076293944,13.670000076293944,34033411,0.0,0.0,13.43172229695236,12.48413314162052,11.368007794162734,10.30902938353775,8.90766461719889,True,True,True,False,0.7599992752075213,0.5888234306784236,0.8832351460176353,HL,LLHHHLHHHL,15.600000381469728,14.800000190734863,14.420000076293944,-0.08,11.359999656677246,9.380000114440918,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,11.579999923706056,2026-01-16,14.68000030517578,2026-01-29,True,74.17973737142788,33.985590380989485,10.092685179083055,77.53425258837684,12.614688410558736,13.959688105382954,11.269688715734516,21.32434271937195,0.8977673838708258,0.0670500867535821,1,10.940400009155274,12.34850001335144,True,17.94650471373477,40.63785700360442,14.68000030517578,False,-6.880110407938729,-3.5%,-3.514542015281963,False,1,False,False,False,False,False,True,True,77.5,True,False,False,False,False,False,2026-02-04,2026-02-06,1138.HK
2026-02-06,1138.HK,14.699999809265137,14.920000076293944,14.420000076293944,14.800000190734863,14.800000190734863,8286019,0.0,0.0,14.21188382391206,13.20022787246203,11.87907467618328,10.655926631227702,9.09382933930762,True,True,True,False,0.5,0.6438888443840874,0.9658332665761312,HL,HLHHHLHHHL,16.18000030517578,16.1299991607666,15.0,-0.07,12.020000457763672,9.850000381469728,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,13.43000030517578,2026-02-02,15.600000381469728,2026-02-04,True,72.62015579533725,30.99299216724367,10.431284652002605,70.21739626201159,13.346527816758927,14.78552766035634,11.907527973161514,21.563658553807443,1.2885849817479198,1.5363770562890164,1,11.251000022888183,13.308500003814697,True,42.71938624941407,53.36788368691101,15.600000381469728,False,-5.12820622546353,-9.3%,-9.260460507415702,False,1,False,False,False,False,False,True,True,70.2,True,True,False,False,True,False,2026-02-10,2026-02-11,1138.HK
2026-02-11,1138.HK,15.5,16.18000030517578,15.0,16.1299991607666,16.1299991607666,20719574,0.0,0.0,14.977192285641912,13.839090046405593,12.329419513120328,10.95874069781629,9.254101011130388,True,True,True,False,1.1800003051757812,0.6611764571245978,0.9917646856868968,HL,HLHHHLHHHL,16.18000030517578,16.1299991607666,15.0,-0.07,12.520000457763672,10.420000076293944,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,14.420000076293944,2026-02-06,16.18000030517578,2026-02-10,True,67.47345580197842,35.22825918385855,8.957785990566112,79.54144573348411,14.002981628085006,15.536981547976364,12.468981708193647,21.90961840319348,1.7646279107124412,0.4313471153050575,1,11.559799976348875,13.933999919891358,True,52.16979792721591,63.59026087636096,16.18000030517578,False,-0.3090305529424801,-12.0%,-12.006130549622672,False,1,False,False,False,False,False,True,True,79.5,True,True,False,False,False,False,2026-02-12,2026-02-13,1138.HK
2026-02-05,1157.HK,9.300000190734863,9.359999656677246,9.09000015258789,9.289999961853027,9.289999961853027,12470644,0.0,0.0,8.864795666230528,8.546493467028647,8.14052740225853,7.688381450508445,6.857572351906719,True,True,True,False,0.2699995040893554,0.2549997866153717,0.3824996799230575,HL,HLHHHLHHHL,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,8.130000114440918,2026-01-29,9.539999961853027,2026-02-04,True,46.31604126924757,26.93967532709101,4.525866277084935,70.90908539196872,8.588578323505983,9.22157793440686,7.955578712605104,14.74049806749574,2.0134117308378365,0.0359689946548684,1,7.981799964904785,8.55049991607666,True,27.08618378347914,23.046354002128904,9.539999961853027,False,-2.620545083853864,-8.1%,-8.062429059922883,True,2,True,True,False,False,False,True,True,70.9,True,True,True,False,True,False,,,1157.HK
2026-02-03,0119.HK,2.25,2.319999933242798,2.180000066757202,2.319999933242798,2.319999933242798,27564000,0.0,0.0,2.2364850193945016,2.140873339130501,2.0352250502480023,1.923816833602093,1.756275702393345,True,True,True,False,0.1399998664855957,0.088823486776913,0.1332352301653695,HL,HLHHHLHHHL,2.440000057220459,2.190000057220459,2.1700000762939453,-0.11,1.940000057220459,1.940000057220459,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,2.039999961853028,2026-01-26,2.4800000190734863,2026-01-29,True,39.80661269584947,34.37499906867738,13.749987706541235,69.87950388277395,2.1529955666877547,2.3579955142356672,1.947995619139842,19.04322988117359,1.3989372156940514,0.1760605726676005,1,2.000599994659424,2.1115000009536744,True,14.285712607891748,27.472520130813184,2.4800000190734863,False,-6.451616314521787,-8.8%,-8.756816024797075,True,2,True,True,True,False,False,True,True,69.9,True,False,True,True,True,False,2026-02-04,2026-02-10,119.HK
2026-02-02,1277.HK,1.75,1.7699999809265137,1.659999966621399,1.6799999475479126,1.6799999475479126,18762000,0.0,0.0,1.6357103860917912,1.569015709757512,1.5206495799366662,1.4632449067804203,1.3461093180154855,True,True,True,False,0.1100000143051147,0.0631249919533729,0.0946874879300594,HL,HLHHHLHHHL,1.919999957084656,1.7699999809265137,1.649999976158142,-0.14,1.409999966621399,1.350000023841858,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,False,1.409999966621399,2026-01-14,1.7699999809265137,2026-01-30,True,48.01263841450991,33.999995470046464,8.000017166139765,69.64285524219818,1.5762499477735112,1.723249938713605,1.4292499568334174,18.65186306876453,1.2852338059875354,0.2318884055680853,1,1.515200011730194,1.5570000112056734,True,-7.182320405601388,22.62773297084428,1.7699999809265137,False,-5.08474770330168,-2.6%,-2.5542121059155543,False,1,False,False,False,False,False,True,True,69.6,True,False,False,False,True,False,2026-02-05,2026-02-06,1277.HK
2026-02-05,1651.HK,42.79999923706055,43.0,40.79999923706055,43.0,43.0,2177126,0.0,0.0,41.210842953567735,39.06374438675489,36.60434962004116,33.91647281044552,27.628560257535284,True,True,True,False,2.200000762939453,1.6439997355143234,2.4659996032714853,HL,LLHHHLHHHL,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,False,38.27999877929688,2026-01-30,44.70000076293945,2026-02-03,True,58.54994517960073,32.14931886642177,13.305231807730078,69.29133030477256,39.35085263778711,43.56685224105859,35.13485303451562,21.427742072470483,1.5061652171432305,0.6486566581198103,1,35.17719978332519,38.908999633789065,True,34.375,36.85550571479165,44.70000076293945,False,-3.803133632939253,5.7%,5.70083990766177,False,1,False,False,False,True,False,True,True,69.3,True,True,False,True,True,False,,,1651.HK
