sno,TP123,TP12,TP1,TP2,TP3,TP1C,CL1,BY1,TOTAL,WR
0013.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0014.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0017.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0069.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0081.HK,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
0085.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0095.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0119.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0
0123.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0127.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0152.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0165.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0182.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0200.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0218.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0222.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0230.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
0245.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
0272.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0
0290.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
0326.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0331.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0345.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0347.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
0371.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0390.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0410.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0412.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0434.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
