Date,sno,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,T1_22,T1_10,EMA250
2025-10-07,WTFCN,26.405000686645508,26.479999542236328,26.31999969482422,26.43000030517578,44900,0.0,0.0,26.383792460288277,26.276024421808277,25.998279452690213,25.61667376165388,False,True,True,True,
2025-10-07,WDAY,238.91000366210932,238.91000366210932,229.75,233.1699981689453,1975100,0.0,0.0,236.6735293452517,235.1968631584621,233.71399482880489,235.92957768666585,False,True,False,True,240.93335724506687
2025-10-07,VREX,11.859999656677246,11.960000038146973,11.539999961853027,11.5600004196167,200800,0.0,0.0,11.923313229409777,11.766926234935786,11.00840892533053,10.417872317341253,False,True,False,True,11.255143809740852
2025-10-07,VNOM,38.7400016784668,38.84700012207031,37.67699813842773,38.310001373291016,1396900,0.0,0.0,38.60665883341757,38.52004821363237,38.41024370577111,38.91447439843221,False,True,False,True,39.89196041604395
2025-10-07,VBNK,12.239999771118164,12.630000114440918,12.239999771118164,12.510000228881836,39800,0.0,0.0,12.44394199317261,12.272920114175156,11.899423687992163,11.702481709045353,False,True,False,True,11.750538013121846
2025-10-07,UTMD,62.900001525878906,64.02999877929688,62.900001525878906,63.220001220703125,7900,0.0,0.0,63.05778403093268,62.46072287629792,60.78274149852444,59.17997501137074,False,True,True,True,60.062185125637775
2025-10-07,UMBFO,27.549999237060547,27.549999237060547,27.25,27.31999969482422,28800,0.0,0.0,27.270385508523425,26.910886092784704,26.37906877277994,25.881602228978974,False,True,True,True,
2025-10-07,SVRA,3.430000066757202,3.4649999141693115,3.390000104904175,3.430000066757202,925100,0.0,0.0,3.4949736179342663,3.4746046043346253,3.2698244320387797,3.065743680877437,False,True,False,True,3.1181868131673336
2025-10-07,STRC,99.3000030517578,99.4000015258789,98.5500030517578,98.6999969482422,609200,0.0,0.0,98.18726577929212,97.49867221456051,96.3481600510216,,False,True,True,True,
2025-10-07,STRA,83.5199966430664,84.23999786376953,79.73999786376953,80.19999694824219,149900,0.0,0.0,83.88564383618358,83.34385685745474,82.22163601419201,82.46060222035067,False,True,True,True,85.380216531234
2025-10-07,STGW,5.53000020980835,5.590000152587891,5.420000076293945,5.429999828338623,972200,0.0,0.0,5.427182657153406,5.421944234921787,5.379370376723638,5.372821388246017,False,True,False,True,5.688562632578367
2025-10-07,SND,2.190000057220459,2.190000057220459,2.0899999141693115,2.150000095367432,44700,0.0,0.0,2.1285301665019154,2.0791164673775464,2.0151291762726204,1.989721956453156,False,True,False,True,1.990483398623623
