Date,sno,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,T1_22,T1_10,EMA250
2025-10-07,SIGI,84.30999755859375,85.05999755859375,82.94999694824219,84.23999786376953,807600,0.0,0.0,81.83843265833875,80.46429466364224,80.35260215140075,81.89522256445912,False,True,False,True,85.54666186036754
2025-10-07,SEER,2.2799999713897705,2.2799999713897705,2.2100000381469727,2.220000028610229,65300,0.0,0.0,2.219797883765409,2.1824120919222976,2.143800335466637,2.118087615724123,False,True,False,True,2.141546464612205
2025-10-07,RVSB,5.25,5.409999847412109,5.159999847412109,5.25,41200,0.0,0.0,5.23802454312165,5.179045307590187,5.1769633509762665,5.2633064677277535,False,True,False,True,5.259869093895075
2025-10-07,REYN,24.57999992370605,24.8799991607666,24.5,24.82999992370605,1396200,0.0,0.0,24.217743382413605,23.74465521237186,23.19865090200081,22.98678512399852,False,True,False,True,23.857374849247563
2025-10-07,PNTG,25.459999084472656,25.905000686645508,24.950000762939453,25.01000022888184,162200,0.0,0.0,25.245071389300414,25.038669137496537,25.002799497606507,25.403164238158787,False,True,False,True,25.765011963656107
2025-10-07,PLUS,73.47000122070312,73.5,71.94000244140625,72.44000244140625,129500,0.0,0.0,72.55952184245531,72.4665343398518,71.59710310638799,70.66946465039555,False,True,False,True,71.82038287580966
2025-10-07,OXSQH,25.39999961853028,25.475000381469727,25.39999961853028,25.39999961853028,5700,0.0,0.0,25.35664785694425,25.26899510473929,25.128755997565936,,False,True,True,True,
2025-10-07,ODP,27.739999771118164,27.75,27.65999984741211,27.71999931335449,1980900,0.0,0.0,27.215909961891967,25.478753019445502,22.960606017079463,21.10508728591652,False,True,False,True,22.947937898212174
2025-10-07,NDSN,234.97000122070312,235.5200042724609,230.41000366210932,230.8500061035156,161900,0.0,0.0,229.6215191398477,227.0313591181392,222.91934167154372,218.4028398043179,False,True,True,True,219.0673424999644
2025-10-07,MNRO,18.309999465942383,18.309999465942383,17.43000030517578,17.709999084472656,482800,0.0,0.0,18.15958079181632,17.8759557288265,17.09002005818536,16.5877680115785,False,True,False,True,18.33010288821504
2025-10-07,MEOH,39.9900016784668,41.34999847412109,39.13999938964844,39.18999862670898,672100,0.0,0.0,39.22569178702401,38.67381981808904,37.20360141474698,36.35346586579382,False,True,True,True,37.89476599834093
2025-10-07,LVTX,1.6150000095367432,1.6399999856948853,1.600000023841858,1.6200000047683716,49300,0.0,0.0,1.5831196290719411,1.5649661487485436,1.5261176946608572,1.4650625435458164,False,True,False,True,1.4902587817349169
2025-10-07,KLIC,41.7400016784668,41.77000045776367,39.56999969482422,40.04999923706055,444400,0.0,0.0,40.83688699376488,40.24737295435335,38.59718445363822,37.33557628351067,False,True,False,True,38.46047812283204
2025-10-07,JD,36.03499984741211,36.13999938964844,34.722999572753906,34.88999938964844,14298700,0.0,0.0,35.22206186480538,34.53425651978462,33.66213919985696,33.630167827184,False,True,False,True,33.78280418616685
2025-10-07,JAKK,18.729999542236328,18.790000915527344,18.170000076293945,18.200000762939453,94300,0.0,0.0,18.536278704601056,18.33134216759253,18.31065402455384,19.09124275061551,False,True,False,True,21.001617861900087
2025-10-07,INMD,15.270000457763672,15.46500015258789,14.984999656677246,15.029999732971191,653500,0.0,0.0,15.097439027688376,14.992251141254076,14.823323776924596,14.9395356985353,False,True,True,True,16.22983741280573
2025-10-07,INGN,8.420000076293945,8.84000015258789,8.239999771118164,8.59000015258789,165700,0.0,0.0,8.458312721502592,8.342689465787089,7.966591306522741,7.70905068888961,False,True,False,True,8.04439191636328
2025-10-07,IMKTA,71.12000274658203,71.37000274658203,69.9800033569336,71.20999908447266,83100,0.0,0.0,70.40103016209386,69.56299069323427,67.99388040738657,66.44071996486771,False,True,True,True,66.54179536767253
2025-10-07,IAS,10.199999809265137,10.199999809265137,10.1899995803833,10.1899995803833,8027300,0.0,0.0,9.966953374622989,9.550051177214751,9.096572296905176,8.843846169795714,False,True,False,True,9.262513667846932
2025-10-07,HTLD,8.649999618530273,8.680000305175781,8.359999656677246,8.40999984741211,407400,0.0,0.0,8.496712894548441,8.477350543802944,8.464825182519007,8.630383672371769,False,True,True,True,9.537291335409543
2025-10-07,HOPE,11.100000381469728,11.260000228881836,10.949999809265137,10.960000038146973,1116300,0.0,0.0,10.86739674922818,10.861958621630231,10.778692405850006,10.676094365935096,False,True,True,True,10.70260559340047
2025-10-07,HOLX,68.26000213623047,68.44999694824219,67.0999984741211,67.7300033569336,1160900,0.0,0.0,67.3695432976276,67.0403934680034,66.52408123348157,65.78759291492034,False,True,False,True,67.32564214620808
2025-10-07,GLIBK,36.20000076293945,36.70000076293945,35.92499923706055,36.09000015258789,182900,0.0,0.0,36.34324051289099,36.147346526434376,35.50433639902191,34.36176445763724,False,True,True,True,
2025-10-07,GLIBA,36.33000183105469,36.869998931884766,36.09000015258789,36.09000015258789,21100,0.0,0.0,36.61832482530448,36.47438866988377,35.903011514324014,34.96622512856318,False,True,True,True,
2025-10-07,GLBE,36.18000030517578,36.18999862670898,34.29999923706055,34.70000076293945,779500,0.0,0.0,35.856964633907694,35.76108178062047,35.058923732411415,35.277713222842856,False,True,False,True,37.12880267114791
2025-10-07,GIII,27.290000915527344,27.549999237060547,26.31999969482422,26.809999465942383,386500,0.0,0.0,26.977275622647777,26.83906784619437,26.291408991646964,26.020888314927603,False,True,True,True,26.664063299612035
2025-10-07,FLYW,13.600000381469728,13.664999961853027,12.635000228881836,12.68000030517578,2940400,0.0,0.0,13.313699897242028,13.235274787364665,12.798157996454137,12.514966270536098,False,True,False,True,14.076955968310804
2025-10-07,FITBO,20.959999084472656,21.13999938964844,20.920000076293945,21.01000022888184,19000,0.0,0.0,20.864595062000447,20.72579353192212,20.475548788587144,20.36547474975017,False,True,True,True,20.40673064311203
2025-10-07,FANG,147.6999969482422,149.07000732421875,145.66000366210938,148.91000366210938,1358100,0.0,0.0,145.5876151830333,143.77550241357372,142.65707258020416,143.07053747786443,False,True,False,True,149.49828896962728
2025-10-07,EXE,107.33000183105467,109.34500122070312,107.0250015258789,109.01000213623048,3227900,0.0,0.0,106.27288542982618,103.25150689066436,101.64211854564276,102.11535526147064,False,True,False,True,98.84899727535448
2025-10-07,ERII,15.770000457763672,15.890000343322754,15.43000030517578,15.56999969482422,291500,0.0,0.0,15.51564385869474,15.17464581121864,14.659761473637404,14.361616277285703,False,True,False,True,14.79308503188678
2025-10-07,COKE,118.91999816894533,120.18000030517578,118.25,119.81999969482422,395700,0.0,0.0,118.28466570776128,117.74905508847344,117.07673350044632,117.68982273239502,False,True,False,True,117.4447309530795
2025-10-07,CMPR,63.68000030517578,63.77999877929688,62.36000061035156,63.02000045776367,174700,0.0,0.0,62.96295410209342,62.12542309781066,59.34552883377689,56.25957867005274,False,True,False,True,58.93844902123427
2025-10-07,BUSEP,25.63999938964844,25.670000076293945,25.600000381469727,25.65999984741211,21300,0.0,0.0,25.572774026318868,25.511396132798705,25.420172501795577,25.29591002483466,False,True,True,True,
2025-10-07,ARLP,25.170000076293945,25.3700008392334,24.850000381469727,25.299999237060547,269300,0.0,0.0,24.99437082710545,24.47424151850986,24.420600879227106,24.669695357834694,False,True,False,True,24.147907543770355
2025-10-07,APOG,44.0,44.22999954223633,42.470001220703125,42.88999938964844,128700,0.0,0.0,43.81652093972785,43.6626193881962,43.19543116396119,43.59500885254324,False,True,False,True,48.18179581891191
2025-10-07,APA,25.020000457763672,25.440000534057617,24.81999969482422,25.07999992370605,5984200,0.0,0.0,24.53215269063449,23.90907521913281,22.552123874059312,21.262532461991874,False,True,False,True,21.63350531438647
2025-10-07,AMWD,66.01000213623047,67.0,64.88999938964844,65.12999725341797,183200,0.0,0.0,66.71264373160118,66.47935054661305,64.4106248913948,62.99539701847898,False,True,False,True,67.58357692440978
2025-10-07,AMRK,25.76000022888184,26.00200080871582,25.40999984741211,25.57999992370605,178700,0.0,0.0,26.19480574633367,25.88328161502385,24.82209439050524,24.256512075891024,False,True,False,True,25.944580901565192
2025-10-07,AMCX,7.940000057220459,8.130000114440918,7.71999979019165,7.929999828338623,781600,0.0,0.0,8.04929249715887,7.9387624219662705,7.515693433614489,7.2280411628400865,False,True,False,True,7.979166320828375
2025-10-07,AEBI,12.220000267028809,12.354999542236328,12.024999618530272,12.119999885559082,153200,0.0,0.0,12.391208262802875,12.328911779982796,11.96232572045986,11.6208561939207,False,True,False,True,
2025-10-07,ACGLN,18.059999465942383,18.09000015258789,17.899999618530273,17.920000076293945,19800,0.0,0.0,18.018779885020983,17.94274870294259,17.647814912115223,17.374712487932413,False,True,True,True,17.39497690709681
2025-10-07,ACGL,91.6500015258789,94.11000061035156,91.6500015258789,94.0999984741211,2143800,0.0,0.0,90.92975322915308,90.4691840999382,90.342628326259,90.69333790825016,False,True,True,True,91.2820784916378
