sno,TP123,TP12,TP1,TP2,TP3,TP1C,CL1,BY1,TOTAL,WR
0007.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0025.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0031.HK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
0033.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0036.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0037.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
0039.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
0040.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0042.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
0046.HK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0050.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0052.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0055.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0057.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,33.33
0058.HK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
0059.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0060.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0
0064.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
0065.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
0070.HK,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0
0072.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0077.HK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0078.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
0079.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0082.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0084.HK,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
0089.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
0092.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0093.HK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
0097.HK,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0
0099.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0103.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0104.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0105.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0111.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0115.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0117.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0118.HK,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
0120.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0124.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
0125.HK,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,50.0
0126.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
0130.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0131.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0139.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0145.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0146.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
0150.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0156.HK,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
0158.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
0159.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0160.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0162.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0163.HK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0
0164.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0171.HK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
0185.HK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0
0187.HK,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,66.67
0205.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0206.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0210.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0213.HK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0214.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0216.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0217.HK,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,100.0
0219.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0223.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0224.HK,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,100.0
0225.HK,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,66.67
0227.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0229.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0236.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0237.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0239.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0240.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0243.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0244.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0251.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0254.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0255.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0256.HK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,50.0
0262.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0264.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
0265.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0271.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0280.HK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,50.0
0286.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0287.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0294.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0
0295.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0298.HK,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,66.67
0305.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0309.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0312.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0318.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0321.HK,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0
0328.HK,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,66.67
0330.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
0332.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0334.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0351.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
0355.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
0362.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0366.HK,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0374.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0375.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0
0383.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
0387.HK,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,33.33
0389.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0398.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0403.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0406.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0408.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0413.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0418.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
