Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,ATR,Upper_KC,Lower_KC,KC_Width,ADX,PlusDI,MinusDI,RSI,Anomaly_Score,VCP,Price_Increase,Uptrend,Contractions,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Volume_Contraction,Breakout_Detected,Reason,SNO
2026-01-26,2025.HK,15.479999542236328,16.5,15.130000114440918,16.5,16.5,356000,0.0,0.0,14.27361477921599,12.961224218131788,11.430157458141684,9.696257093310356,6.742634005907854,True,True,True,0.7032682405415118,14.367760699214813,11.554687737048765,0.2170375972842725,100.0,10.15666104494807,0.0,94.22482469783014,-1,Insufficient data,10.8%,False,1,True,True,83.4,False,False,False,"Analysis error: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().",2025.HK
2026-01-27,2025.HK,16.5,17.969999313354492,16.489999771118164,17.5,17.5,296000,0.0,0.0,14.86023027390399,13.355900373076851,11.668190498998872,9.85078665581906,6.828350069605799,True,True,True,0.7587490478054273,14.873398468687704,11.838402277465995,0.2272401041070752,100.0,18.155555178520903,0.0,95.29231176431132,-1,Insufficient data,10.8%,False,1,True,True,83.4,False,False,False,"Analysis error: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().",2025.HK
2026-01-28,2025.HK,18.06999969482422,18.600000381469727,16.799999237060547,18.39999961853028,18.39999961853028,404000,0.0,0.0,15.50382470019968,13.794517698768455,11.9321830134903,10.020078001615325,6.920554448481691,True,True,True,0.8331241975628382,15.460766093894131,12.12826930364278,0.2415812472043781,100.0,15.353707438727431,0.0,96.00756846682808,-1,Insufficient data,10.8%,False,1,True,True,83.4,False,False,False,"Analysis error: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().",2025.HK
2026-01-29,2025.HK,19.5,19.600000381469727,17.5,19.200000762939453,19.200000762939453,742000,0.0,0.0,16.175856711606908,14.264559704348542,12.217195474253014,10.201858650354415,7.01839864222239,True,True,True,0.9236153535561872,16.111790411460916,12.417328997236169,0.2589958253740207,100.0,20.59376823899246,0.0,96.51450304532293,-1,Insufficient data,10.8%,False,1,True,True,83.4,False,False,False,"Analysis error: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().",2025.HK
2026-01-30,2025.HK,19.5,19.5,17.729999542236328,18.280000686645508,18.280000686645508,540000,0.0,0.0,16.558428343432105,14.613728485417845,12.45495254140566,10.361821858993842,7.108132523054446,True,True,True,0.9840714324281504,16.581871350274145,12.645585620561544,0.2693553348579305,100.0,17.94798330270453,0.0,83.39972367203649,-1,Insufficient data,10.8%,False,1,True,True,83.4,False,False,False,"Analysis error: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().",2025.HK
