Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_100,SNO
2025-11-17,0235.HK,0.0309999994933605,0.0320000015199184,0.0299999993294477,0.0309999994933605,0.0309999994933605,15215000,0.0,0.0,0.0331652137844052,0.0341250295839764,0.0333611300847069,0.0314272578900263,0.0288932803576415,False,False,0.0,0.0,0.0,0.0,0.0,BY1-2025/09/10,True,False,False,False,False,False,False,0.0,0,0,False,False,235.HK
2025-11-12,8007.HK,0.2899999916553497,0.3499999940395355,0.2899999916553497,0.3400000035762787,0.3400000035762787,1954300,0.0,0.0,0.2838503772212207,0.2722988831460048,0.2658299933415346,0.2760248227938321,0.6472806654109001,False,True,0.0,0.0,0.0,0.0,0.0,TP2-2025/08/19,False,True,True,False,False,False,False,0.0,0,0,False,False,8007.HK
2025-11-17,0860.HK,0.7599999904632568,0.8399999737739563,0.699999988079071,0.7699999809265137,0.7699999809265137,475000,0.0,0.0,0.7650732758771317,0.7284577858274829,0.7103016600970985,0.7149520805591465,0.6988643716994608,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/10,True,False,False,False,False,False,False,0.0,0,0,False,False,860.HK
