Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_150,SNO
2025-07-09,2130.HK,3.450000047683716,3.450000047683716,3.380000114440918,3.380000114440918,3.3701171875,4000,0.0,0.0,3.422817902104872,3.419396500830977,3.41133486683596,3.42139659526122,3.748859305238285,False,True,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0,0,False,True,2130.HK
2025-07-10,2130.HK,3.440000057220459,3.440000057220459,3.440000057220459,3.440000057220459,3.4299416542053223,2000,0.0,0.0,3.424113129759499,3.4203134706896154,3.4120645447720133,3.421565804349222,3.746318128736029,False,True,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0,0,False,True,2130.HK
