index,price,type,date,consensus_ratio,window,close,volume,classification
4116,142.0,high,2016-10-11 08:00:00+08:00,1.0,5,139.60000610351562,1481712,HH
4129,138.3000030517578,low,2016-10-31 08:00:00+08:00,1.0,5,140.10000610351562,1390198,HL
4130,142.5,high,2016-11-01 08:00:00+08:00,0.5,3,141.5,1298928,-H
4136,136.1999969482422,low,2016-11-09 08:00:00+08:00,1.0,5,138.60000610351562,2751937,LL
4160,144.5,low,2016-12-13 08:00:00+08:00,1.0,5,146.89999389648438,1506868,HL
4170,142.10000610351562,low,2016-12-29 08:00:00+08:00,1.0,5,143.1999969482422,1083504,LL
4180,147.5,low,2017-01-13 08:00:00+08:00,0.5,3,150.0,1122608,HL
4203,164.39999389648438,high,2017-02-17 08:00:00+08:00,1.0,5,163.5,937660,HH
4207,164.3000030517578,high,2017-02-23 08:00:00+08:00,0.5,3,161.89999389648438,2371701,-H
4209,158.1999969482422,low,2017-02-27 08:00:00+08:00,0.5,3,159.39999389648438,1636887,HL
4212,163.60000610351562,high,2017-03-02 08:00:00+08:00,0.5,3,161.0,1288561,-H
4215,155.89999389648438,low,2017-03-07 08:00:00+08:00,1.0,5,156.60000610351562,1118745,LL
4219,160.5,high,2017-03-13 08:00:00+08:00,0.5,3,159.89999389648438,990775,LH
4229,156.5,low,2017-03-27 08:00:00+08:00,1.0,5,157.3000030517578,723843,-L
4233,156.6999969482422,low,2017-03-31 08:00:00+08:00,0.5,3,157.60000610351562,1163273,-L
4235,159.5,high,2017-04-05 08:00:00+08:00,1.0,5,159.3000030517578,1343098,LH
4244,153.0,low,2017-04-20 08:00:00+08:00,1.0,5,154.5,857412,LL
4248,158.60000610351562,high,2017-04-26 08:00:00+08:00,0.5,3,158.5,812197,LH
4260,165.3000030517578,high,2017-05-16 08:00:00+08:00,1.0,5,165.3000030517578,1130539,HH
4264,161.10000610351562,low,2017-05-22 08:00:00+08:00,1.0,5,161.10000610351562,966375,HL
4273,165.89999389648438,high,2017-06-05 08:00:00+08:00,1.0,5,163.89999389648438,823867,-H
4277,160.10000610351562,low,2017-06-09 08:00:00+08:00,1.0,5,163.89999389648438,1341438,LL
4285,159.0,low,2017-06-21 08:00:00+08:00,1.0,5,161.10000610351562,799653,LL
4290,159.6999969482422,low,2017-06-28 08:00:00+08:00,0.5,3,160.89999389648438,882970,-L
4291,165.39999389648438,high,2017-06-29 08:00:00+08:00,1.0,5,165.39999389648438,1953544,-H
4294,160.0,low,2017-07-04 08:00:00+08:00,0.5,3,160.6999969482422,1082494,-L
4300,165.89999389648438,high,2017-07-12 08:00:00+08:00,1.0,5,164.1999969482422,1227451,-H
4321,179.60000610351562,high,2017-08-10 08:00:00+08:00,0.5,3,176.3000030517578,2695359,HH
4322,168.0,low,2017-08-11 08:00:00+08:00,1.0,5,175.1999969482422,2240157,HL
4326,180.0,high,2017-08-17 08:00:00+08:00,1.0,5,178.10000610351562,1042681,-H
4328,171.89999389648438,low,2017-08-21 08:00:00+08:00,1.0,5,175.1999969482422,1234118,HL
4344,183.8000030517578,high,2017-09-13 08:00:00+08:00,1.0,5,183.0,884603,HH
4346,178.8000030517578,low,2017-09-15 08:00:00+08:00,0.5,3,180.3000030517578,1549754,-L
4359,195.3000030517578,high,2017-10-06 08:00:00+08:00,1.0,5,191.5,1008342,HH
4361,188.3000030517578,low,2017-10-10 08:00:00+08:00,0.5,3,190.6999969482422,852018,HL
4365,192.6999969482422,high,2017-10-16 08:00:00+08:00,1.0,5,192.3000030517578,421613,LH
4380,180.3000030517578,low,2017-11-06 08:00:00+08:00,1.0,5,182.6999969482422,1005361,LL
4384,183.5,low,2017-11-10 08:00:00+08:00,0.5,3,185.6999969482422,787584,HL
4389,188.5,high,2017-11-17 08:00:00+08:00,1.0,5,185.8000030517578,956303,LH
4391,182.8999938964844,low,2017-11-21 08:00:00+08:00,1.0,5,184.5,966829,-L
4399,194.0,high,2017-12-01 08:00:00+08:00,1.0,5,192.6999969482422,1688621,HH
4405,184.8000030517578,low,2017-12-11 08:00:00+08:00,1.0,5,187.6999969482422,1166801,HL
4408,192.3000030517578,high,2017-12-14 08:00:00+08:00,1.0,5,188.3000030517578,1123394,LH
4418,194.8000030517578,high,2018-01-02 08:00:00+08:00,1.0,5,194.5,518446,HH
4421,185.6000061035156,low,2018-01-05 08:00:00+08:00,1.0,5,194.0,769063,-L
4425,189.0,low,2018-01-11 08:00:00+08:00,0.5,3,190.5,1605868,HL
4438,189.3999938964844,high,2018-01-30 08:00:00+08:00,0.5,3,187.6000061035156,1521145,LH
4454,197.5,high,2018-02-23 08:00:00+08:00,1.0,5,196.3000030517578,1201294,HH
4466,193.3999938964844,high,2018-03-13 08:00:00+08:00,1.0,5,191.1999969482422,2564635,LH
4474,182.1999969482422,low,2018-03-23 08:00:00+08:00,0.5,3,184.6000061035156,2209642,LL
4479,178.8000030517578,low,2018-04-03 08:00:00+08:00,1.0,5,181.0,1579773,LL
4491,196.3000030517578,high,2018-04-20 08:00:00+08:00,1.0,5,194.3000030517578,1838576,HH
4493,190.5,low,2018-04-24 08:00:00+08:00,0.5,3,192.6999969482422,766155,HL
4498,203.3999938964844,high,2018-05-02 08:00:00+08:00,1.0,5,202.1999969482422,1936295,HH
4502,194.3999938964844,low,2018-05-08 08:00:00+08:00,1.0,5,197.5,1080809,HL
4506,204.1999969482422,high,2018-05-14 08:00:00+08:00,1.0,5,203.1999969482422,1120759,-H
4511,201.0,high,2018-05-21 08:00:00+08:00,0.5,3,199.6999969482422,1152674,LH
4518,192.5,low,2018-05-31 08:00:00+08:00,1.0,5,196.3000030517578,4606413,LL
4524,203.6000061035156,high,2018-06-08 08:00:00+08:00,1.0,5,200.1999969482422,1999560,HH
4536,199.0,high,2018-06-27 08:00:00+08:00,1.0,5,196.3999938964844,2121821,LH
4541,193.0,low,2018-07-05 08:00:00+08:00,1.0,5,195.5,1229789,-L
4552,197.5,low,2018-07-20 08:00:00+08:00,1.0,5,198.3999938964844,1247999,HL
4559,215.6000061035156,high,2018-07-31 08:00:00+08:00,1.0,5,213.6000061035156,3269093,HH
4567,216.8000030517578,high,2018-08-10 08:00:00+08:00,1.0,5,209.0,2292161,HH
4572,205.0,low,2018-08-17 08:00:00+08:00,0.5,3,207.1999969482422,1413033,HL
4574,209.3999938964844,high,2018-08-21 08:00:00+08:00,0.5,3,208.0,992620,LH
4581,215.6000061035156,high,2018-08-30 08:00:00+08:00,1.0,5,212.0,961590,HH
4588,200.3999938964844,low,2018-09-10 08:00:00+08:00,1.0,5,201.1999969482422,1590068,LL
4592,209.1999969482422,high,2018-09-14 08:00:00+08:00,0.5,3,208.1999969482422,1705768,LH
4599,205.8000030517578,low,2018-09-26 08:00:00+08:00,0.5,3,209.0,1448978,HL
4601,215.0,high,2018-09-28 08:00:00+08:00,1.0,5,212.6000061035156,2003172,HH
4605,206.8000030517578,low,2018-10-05 08:00:00+08:00,0.5,3,209.6000061035156,1117524,-L
4607,212.0,high,2018-10-09 08:00:00+08:00,1.0,5,210.1999969482422,1114815,LH
4621,181.3000030517578,low,2018-10-30 08:00:00+08:00,1.0,5,182.1000061035156,3258857,LL
4624,192.6000061035156,high,2018-11-02 08:00:00+08:00,0.5,3,192.3000030517578,2673149,LH
4631,175.3000030517578,low,2018-11-13 08:00:00+08:00,1.0,5,179.5,2325153,LL
4634,181.8999938964844,high,2018-11-16 08:00:00+08:00,0.5,3,180.8000030517578,2122841,LH
4637,174.60000610351562,low,2018-11-21 08:00:00+08:00,1.0,5,177.1999969482422,2685865,-L
4646,187.3000030517578,high,2018-12-04 08:00:00+08:00,1.0,5,187.1999969482422,2372810,HH
4651,176.3000030517578,low,2018-12-11 08:00:00+08:00,1.0,5,176.3000030517578,1496852,HL
4666,166.0,low,2019-01-04 08:00:00+08:00,1.0,5,167.8000030517578,3691241,LL
4669,176.0,high,2019-01-09 08:00:00+08:00,0.5,3,174.60000610351562,3005290,LH
4682,180.8000030517578,high,2019-01-28 08:00:00+08:00,1.0,5,178.60000610351562,1157040,HH
4688,177.1999969482422,low,2019-02-08 08:00:00+08:00,0.5,3,179.3000030517578,1124003,HL
4702,195.8999938964844,high,2019-02-28 08:00:00+08:00,1.0,5,194.5,2179075,HH
4709,186.5,low,2019-03-11 08:00:00+08:00,1.0,5,188.8000030517578,1032129,HL
4715,193.0,high,2019-03-19 08:00:00+08:00,1.0,5,192.0,833510,LH
4728,199.6999969482422,high,2019-04-08 08:00:00+08:00,0.5,3,195.6999969482422,4011630,HH
4740,208.0,high,2019-04-26 08:00:00+08:00,0.5,3,205.8000030517578,1363921,HH
4744,212.6000061035156,high,2019-05-03 08:00:00+08:00,1.0,5,212.6000061035156,3287266,HH
4750,199.3999938964844,low,2019-05-14 08:00:00+08:00,1.0,5,204.0,1898402,HL
4753,206.1999969482422,high,2019-05-17 08:00:00+08:00,0.5,3,200.3999938964844,1215911,LH
4767,193.0,low,2019-06-06 08:00:00+08:00,0.5,3,195.1000061035156,1433992,LL
4769,202.8000030517578,high,2019-06-11 08:00:00+08:00,1.0,5,201.3999938964844,966457,LH
4772,192.1999969482422,low,2019-06-14 08:00:00+08:00,1.0,5,194.1999969482422,2228112,-L
4776,202.0,high,2019-06-20 08:00:00+08:00,1.0,5,200.6000061035156,1027197,-H
4782,197.5,high,2019-06-28 08:00:00+08:00,0.5,3,194.5,1316205,LH
4786,196.6999969482422,high,2019-07-05 08:00:00+08:00,0.5,3,195.0,444717,-H
4787,192.8000030517578,low,2019-07-08 08:00:00+08:00,1.0,5,193.6000061035156,1166466,-L
4791,195.8000030517578,high,2019-07-12 08:00:00+08:00,0.5,3,195.1000061035156,755407,-H
4796,197.3999938964844,high,2019-07-19 08:00:00+08:00,1.0,5,196.6999969482422,1042032,HH
4800,196.8999938964844,high,2019-07-25 08:00:00+08:00,0.5,3,195.8000030517578,643587,-H
4808,170.10000610351562,low,2019-08-06 08:00:00+08:00,0.5,3,173.3000030517578,4651273,LL
4815,163.0,low,2019-08-15 08:00:00+08:00,1.0,5,169.39999389648438,3373076,LL
4817,175.0,high,2019-08-19 08:00:00+08:00,1.0,5,174.1999969482422,3015383,LH
4822,162.0,low,2019-08-26 08:00:00+08:00,0.5,3,165.8000030517578,2677532,LL
4828,160.10000610351562,low,2019-09-03 08:00:00+08:00,1.0,5,160.6999969482422,1653065,LL
4829,173.5,high,2019-09-04 08:00:00+08:00,0.5,3,171.6999969482422,4913957,LH
4835,179.6999969482422,high,2019-09-12 08:00:00+08:00,1.0,5,177.39999389648438,2026351,HH
4853,157.0,low,2019-10-10 08:00:00+08:00,1.0,5,158.0,2045361,LL
4857,159.60000610351562,low,2019-10-16 08:00:00+08:00,0.5,3,162.39999389648438,3057096,HL
4858,166.8000030517578,high,2019-10-17 08:00:00+08:00,0.5,3,165.39999389648438,2758933,LH
4868,161.5,low,2019-10-31 08:00:00+08:00,1.0,5,163.8000030517578,1502375,HL
4873,172.0,high,2019-11-07 08:00:00+08:00,1.0,5,171.10000610351562,2408819,HH
4880,159.0,low,2019-11-18 08:00:00+08:00,1.0,5,160.8000030517578,1784547,LL
4886,165.39999389648438,high,2019-11-26 08:00:00+08:00,1.0,5,162.10000610351562,2709424,LH
4892,156.0,low,2019-12-04 08:00:00+08:00,1.0,5,156.60000610351562,2609122,LL
4894,160.60000610351562,high,2019-12-06 08:00:00+08:00,0.5,3,159.5,1607069,LH
4897,156.6999969482422,low,2019-12-11 08:00:00+08:00,0.5,3,157.10000610351562,2095551,-L
4904,160.3000030517578,low,2019-12-20 08:00:00+08:00,1.0,5,160.8000030517578,1841372,HL
4908,163.8000030517578,high,2019-12-30 08:00:00+08:00,1.0,5,163.10000610351562,1437286,HH
4914,158.6999969482422,low,2020-01-08 08:00:00+08:00,1.0,5,160.5,1670242,LL
4921,173.8000030517578,high,2020-01-17 08:00:00+08:00,1.0,5,173.5,2922873,HH
4930,156.0,low,2020-02-03 08:00:00+08:00,1.0,5,157.1999969482422,2327368,LL
4940,165.1999969482422,high,2020-02-17 08:00:00+08:00,1.0,5,164.5,847763,LH
4942,161.1999969482422,low,2020-02-19 08:00:00+08:00,0.5,3,163.6999969482422,2270285,HL
4947,160.0,low,2020-02-26 08:00:00+08:00,0.5,3,161.60000610351562,1846793,LL
4948,163.6999969482422,high,2020-02-27 08:00:00+08:00,0.5,3,163.39999389648438,1846003,LH
4964,124.4000015258789,low,2020-03-23 08:00:00+08:00,1.0,5,125.0999984741211,6508837,LL
4967,138.8000030517578,high,2020-03-26 08:00:00+08:00,1.0,5,132.10000610351562,3385090,LH
4972,126.6999969482422,low,2020-04-02 08:00:00+08:00,1.0,5,131.0,3706786,HL
4986,131.3000030517578,low,2020-04-24 08:00:00+08:00,0.5,3,132.39999389648438,4079513,HL
4989,137.0,high,2020-04-29 08:00:00+08:00,1.0,5,136.5,1813199,LH
4990,131.1999969482422,low,2020-05-04 08:00:00+08:00,1.0,5,132.10000610351562,3159259,-L
4995,137.89999389648438,high,2020-05-11 08:00:00+08:00,1.0,5,137.5,1713219,HH
4999,130.0,low,2020-05-15 08:00:00+08:00,0.5,3,131.39999389648438,1935246,LL
5001,135.6999969482422,high,2020-05-19 08:00:00+08:00,0.5,3,134.1999969482422,1946944,LH
5005,118.4000015258789,low,2020-05-25 08:00:00+08:00,0.5,3,119.3000030517578,6373515,LL
5008,125.5999984741211,high,2020-05-28 08:00:00+08:00,0.5,3,121.5,3317112,LH
5009,117.5,low,2020-05-29 08:00:00+08:00,1.0,5,117.9000015258789,7492812,LL
5016,140.39999389648438,high,2020-06-09 08:00:00+08:00,1.0,5,138.5,4713244,HH
5019,125.1999969482422,low,2020-06-12 08:00:00+08:00,0.5,3,129.5,5963189,HL
5024,136.60000610351562,high,2020-06-19 08:00:00+08:00,1.0,5,135.3000030517578,9207415,LH
5029,129.0,low,2020-06-29 08:00:00+08:00,1.0,5,130.0,4087817,HL
5034,137.5,high,2020-07-07 08:00:00+08:00,1.0,5,134.0,2828551,HH
5039,127.3000030517578,low,2020-07-14 08:00:00+08:00,0.5,3,129.10000610351562,2777298,LL
5045,131.1999969482422,high,2020-07-22 08:00:00+08:00,1.0,5,127.5,1339172,LH
5048,122.0,low,2020-07-27 08:00:00+08:00,0.5,3,122.5,2796334,LL
5051,127.6999969482422,high,2020-07-30 08:00:00+08:00,0.5,3,123.9000015258789,2384510,LH
5054,114.0,low,2020-08-04 08:00:00+08:00,1.0,5,119.0,8359120,LL
5061,127.1999969482422,high,2020-08-13 08:00:00+08:00,1.0,5,124.6999969482422,3034923,-H
5066,120.4000015258789,low,2020-08-20 08:00:00+08:00,0.5,3,121.5,2228884,HL
5071,119.0,low,2020-08-27 08:00:00+08:00,0.5,3,120.0,1828773,LL
5073,125.0,high,2020-08-31 08:00:00+08:00,1.0,5,121.9000015258789,2282795,LH
5077,118.3000030517578,low,2020-09-04 08:00:00+08:00,1.0,5,119.0999984741211,3022828,LL
5079,122.3000030517578,high,2020-09-08 08:00:00+08:00,0.5,3,122.1999969482422,2548450,LH
5084,122.3000030517578,high,2020-09-15 08:00:00+08:00,0.5,3,121.9000015258789,1069782,-H
5091,110.0,low,2020-09-24 08:00:00+08:00,1.0,5,111.0999984741211,3009414,LL
5098,117.9000015258789,high,2020-10-07 08:00:00+08:00,1.0,5,117.6999969482422,1764004,LH
5106,112.5999984741211,low,2020-10-20 08:00:00+08:00,1.0,5,114.0,2813362,HL
5110,124.5999984741211,high,2020-10-27 08:00:00+08:00,0.5,3,123.8000030517578,5491248,HH
5113,118.6999969482422,low,2020-10-30 08:00:00+08:00,0.5,3,119.1999969482422,2455566,HL
5121,135.0,high,2020-11-11 08:00:00+08:00,1.0,5,135.0,4637721,HH
5123,128.10000610351562,low,2020-11-13 08:00:00+08:00,0.5,3,129.3000030517578,1876166,HL
5133,138.6999969482422,high,2020-11-27 08:00:00+08:00,1.0,5,137.60000610351562,2752721,HH
5136,132.39999389648438,low,2020-12-02 08:00:00+08:00,1.0,5,135.5,2486493,HL
5146,138.5,high,2020-12-16 08:00:00+08:00,1.0,5,137.3000030517578,1566107,-H
5151,130.5,low,2020-12-23 08:00:00+08:00,1.0,5,131.60000610351562,953724,LL
5160,147.89999389648438,high,2021-01-11 08:00:00+08:00,1.0,5,145.89999389648438,1979223,HH
5168,147.60000610351562,high,2021-01-21 08:00:00+08:00,1.0,5,146.5,2976672,-H
5177,138.5,low,2021-02-03 08:00:00+08:00,1.0,5,139.8000030517578,1359560,HL
5178,142.0,high,2021-02-04 08:00:00+08:00,0.5,3,139.89999389648438,1458076,LH
5188,156.3000030517578,high,2021-02-23 08:00:00+08:00,1.0,5,152.5,5310892,HH
5189,147.10000610351562,low,2021-02-24 08:00:00+08:00,0.5,3,149.10000610351562,4252229,HL
5193,145.8000030517578,low,2021-03-02 08:00:00+08:00,1.0,5,147.10000610351562,2362020,LL
5197,147.1999969482422,low,2021-03-08 08:00:00+08:00,0.5,3,149.10000610351562,2601237,HL
5200,154.0,high,2021-03-11 08:00:00+08:00,1.0,5,152.39999389648438,1992173,LH
5204,149.5,low,2021-03-17 08:00:00+08:00,0.5,3,150.89999389648438,1933314,HL
5206,154.5,high,2021-03-19 08:00:00+08:00,1.0,5,151.3000030517578,5079120,-H
5210,146.0,low,2021-03-25 08:00:00+08:00,1.0,5,150.0,1875863,LL
5218,154.5,high,2021-04-09 08:00:00+08:00,1.0,5,153.6999969482422,1763288,-H
5220,150.3000030517578,low,2021-04-13 08:00:00+08:00,0.5,3,152.8000030517578,1289805,HL
5225,152.89999389648438,high,2021-04-20 08:00:00+08:00,0.5,3,152.8000030517578,1315004,LH
5228,148.8000030517578,low,2021-04-23 08:00:00+08:00,1.0,5,150.3000030517578,1816274,LL
5232,154.3000030517578,high,2021-04-29 08:00:00+08:00,0.5,3,153.60000610351562,1318901,HH
5234,149.0,low,2021-05-03 08:00:00+08:00,1.0,5,150.10000610351562,1762991,-L
5238,163.0,high,2021-05-07 08:00:00+08:00,1.0,5,162.3000030517578,2579201,HH
5242,156.39999389648438,low,2021-05-13 08:00:00+08:00,1.0,5,158.39999389648438,1622750,HL
5245,161.8000030517578,high,2021-05-18 08:00:00+08:00,0.5,3,160.60000610351562,1103427,LH
5246,157.60000610351562,low,2021-05-20 08:00:00+08:00,0.5,3,159.0,1198453,HL
5252,166.6999969482422,high,2021-05-28 08:00:00+08:00,1.0,5,165.1999969482422,4432521,HH
5258,158.10000610351562,low,2021-06-07 08:00:00+08:00,0.5,3,160.6999969482422,1734347,-L
5260,162.5,high,2021-06-09 08:00:00+08:00,0.5,3,160.8000030517578,760761,LH
5268,150.5,low,2021-06-22 08:00:00+08:00,1.0,5,151.8000030517578,1378124,LL
5276,157.6999969482422,high,2021-07-05 08:00:00+08:00,1.0,5,156.89999389648438,1214511,LH
5281,151.60000610351562,low,2021-07-12 08:00:00+08:00,0.5,3,153.10000610351562,929184,HL
5284,155.89999389648438,high,2021-07-15 08:00:00+08:00,1.0,5,153.89999389648438,859650,LH
5288,148.5,low,2021-07-21 08:00:00+08:00,1.0,5,149.3000030517578,1086072,LL
5292,153.6999969482422,high,2021-07-27 08:00:00+08:00,1.0,5,150.60000610351562,2788646,LH
5295,147.1999969482422,low,2021-07-30 08:00:00+08:00,0.5,3,149.10000610351562,2538321,LL
5302,146.0,low,2021-08-10 08:00:00+08:00,1.0,5,147.3000030517578,1046038,LL
5304,149.3000030517578,high,2021-08-12 08:00:00+08:00,0.5,3,148.8000030517578,1088784,LH
5317,138.0,low,2021-08-31 08:00:00+08:00,0.5,3,139.1999969482422,2769821,LL
5318,142.0,high,2021-09-01 08:00:00+08:00,0.5,3,141.39999389648438,1254242,LH
5323,136.5,low,2021-09-08 08:00:00+08:00,1.0,5,139.10000610351562,1730280,LL
5332,131.8000030517578,low,2021-09-21 08:00:00+08:00,0.5,3,133.5,1967299,LL
5347,148.8000030517578,high,2021-10-18 08:00:00+08:00,1.0,5,148.3000030517578,1336190,HH
5350,143.8000030517578,low,2021-10-21 08:00:00+08:00,0.5,3,145.1999969482422,663321,HL
5358,149.10000610351562,high,2021-11-02 08:00:00+08:00,1.0,5,147.6999969482422,855768,-H
5364,141.60000610351562,low,2021-11-10 08:00:00+08:00,1.0,5,145.39999389648438,1853191,LL
5368,146.8000030517578,high,2021-11-16 08:00:00+08:00,0.5,3,145.6999969482422,836623,LH
5373,141.8000030517578,low,2021-11-23 08:00:00+08:00,0.5,3,144.0,884976,-L
5374,146.6999969482422,high,2021-11-24 08:00:00+08:00,1.0,5,145.60000610351562,1108287,-H
5378,136.1999969482422,low,2021-11-30 08:00:00+08:00,1.0,5,138.0,4227542,LL
5386,146.6999969482422,high,2021-12-10 08:00:00+08:00,1.0,5,145.3000030517578,1028741,-H
5398,145.0,high,2021-12-29 08:00:00+08:00,0.5,3,144.89999389648438,499957,HL
5406,157.8000030517578,high,2022-01-10 08:00:00+08:00,0.5,3,154.60000610351562,3600590,HH
5410,157.8000030517578,high,2022-01-14 08:00:00+08:00,0.5,3,157.3000030517578,2993538,-H
5413,154.0,low,2022-01-19 08:00:00+08:00,0.5,3,154.8000030517578,1301092,HL
5417,152.8000030517578,low,2022-01-25 08:00:00+08:00,1.0,5,156.3000030517578,1502848,LL
5421,154.60000610351562,low,2022-02-04 08:00:00+08:00,0.5,3,159.1999969482422,3120021,HL
5427,169.5,high,2022-02-14 08:00:00+08:00,1.0,5,167.89999389648438,2553610,HH
5442,133.5,low,2022-03-07 08:00:00+08:00,1.0,5,135.0,2866697,LL
5450,147.8000030517578,high,2022-03-17 08:00:00+08:00,0.5,3,145.3000030517578,4898930,LH
5460,153.5,high,2022-03-31 08:00:00+08:00,1.0,5,151.1999969482422,1500334,HH
5472,154.0,high,2022-04-21 08:00:00+08:00,1.0,5,154.0,1637504,-H
5476,138.1999969482422,low,2022-04-27 08:00:00+08:00,1.0,5,140.10000610351562,4749912,HL
5481,144.89999389648438,high,2022-05-05 08:00:00+08:00,1.0,5,143.1999969482422,1663611,LH
5485,136.10000610351562,low,2022-05-12 08:00:00+08:00,0.5,3,136.1999969482422,1686858,LL
5487,140.0,high,2022-05-16 08:00:00+08:00,0.5,3,138.60000610351562,843936,LH
5490,135.1999969482422,low,2022-05-19 08:00:00+08:00,1.0,5,136.1999969482422,1885231,LL
5497,139.8000030517578,high,2022-05-30 08:00:00+08:00,0.5,3,138.10000610351562,1340624,-H
5498,136.10000610351562,low,2022-05-31 08:00:00+08:00,1.0,5,137.10000610351562,3050052,HL
5501,140.5,high,2022-06-06 08:00:00+08:00,1.0,5,140.3000030517578,836896,HH
5507,133.0,low,2022-06-14 08:00:00+08:00,1.0,5,137.0,2048848,LL
5513,141.39999389648438,high,2022-06-22 08:00:00+08:00,1.0,5,138.39999389648438,1290259,HH
5516,135.0,low,2022-06-27 08:00:00+08:00,0.5,3,136.60000610351562,3073684,HL
5519,139.8000030517578,high,2022-06-30 08:00:00+08:00,1.0,5,138.5,1778311,LH
5529,123.0,low,2022-07-15 08:00:00+08:00,1.0,5,125.1999969482422,3447869,LL
5536,130.60000610351562,high,2022-07-26 08:00:00+08:00,0.5,3,129.8000030517578,1116924,LH
5540,131.39999389648438,high,2022-08-01 08:00:00+08:00,1.0,5,130.1999969482422,2980229,HH
5542,123.5,low,2022-08-03 08:00:00+08:00,1.0,5,124.5999984741211,1517396,-L
5546,129.0,high,2022-08-09 08:00:00+08:00,0.5,3,128.5,702648,LH
5552,129.0,high,2022-08-17 08:00:00+08:00,1.0,5,128.8000030517578,1029310,-H
5557,122.3000030517578,low,2022-08-24 08:00:00+08:00,0.5,3,123.4000015258789,966603,LL
5561,124.6999969482422,high,2022-08-30 08:00:00+08:00,0.5,3,123.0,845242,LH
5567,119.0,low,2022-09-07 08:00:00+08:00,1.0,5,120.5999984741211,971365,LL
5570,123.3000030517578,high,2022-09-13 08:00:00+08:00,0.5,3,122.3000030517578,745024,HH
5573,119.3000030517578,low,2022-09-16 08:00:00+08:00,1.0,5,121.5999984741211,1747956,-L
5578,125.4000015258789,high,2022-09-23 08:00:00+08:00,1.0,5,124.9000015258789,1281308,HH
5582,116.0999984741211,low,2022-09-29 08:00:00+08:00,1.0,5,117.3000030517578,1569992,LL
5586,123.5,high,2022-10-06 08:00:00+08:00,1.0,5,122.0999984741211,794669,LH
5591,116.1999969482422,low,2022-10-13 08:00:00+08:00,1.0,5,117.4000015258789,1195099,-L
5597,120.0,high,2022-10-21 08:00:00+08:00,0.5,3,118.8000030517578,829611,LH
5599,110.5,low,2022-10-25 08:00:00+08:00,0.5,3,111.9000015258789,1927163,LL
5606,108.3000030517578,low,2022-11-03 08:00:00+08:00,1.0,5,110.0,1163315,LL
5614,126.3000030517578,high,2022-11-15 08:00:00+08:00,1.0,5,125.9000015258789,3362316,HH
5618,120.1999969482422,low,2022-11-21 08:00:00+08:00,0.5,3,122.0999984741211,869613,HL
5621,124.8000030517578,high,2022-11-24 08:00:00+08:00,1.0,5,124.0999984741211,900823,LH
5623,116.8000030517578,low,2022-11-28 08:00:00+08:00,1.0,5,117.8000030517578,2222968,LL
5628,126.1999969482422,high,2022-12-05 08:00:00+08:00,0.5,3,124.5,3096544,HH
5631,121.5999984741211,low,2022-12-08 08:00:00+08:00,0.5,3,123.5,1354507,HL
5635,131.3000030517578,high,2022-12-14 08:00:00+08:00,1.0,5,128.1999969482422,1324097,HH
5637,125.0999984741211,low,2022-12-16 08:00:00+08:00,0.5,3,129.0,2758399,HL
5643,132.39999389648438,high,2022-12-28 08:00:00+08:00,0.5,3,130.3000030517578,1077691,HH
5646,125.9000015258789,low,2023-01-03 08:00:00+08:00,1.0,5,129.89999389648438,1184126,HL
5657,126.1999969482422,low,2023-01-18 08:00:00+08:00,1.0,5,128.0,1244849,-L
5662,135.5,high,2023-01-30 08:00:00+08:00,1.0,5,133.3000030517578,3162598,HH
5667,123.4000015258789,low,2023-02-06 08:00:00+08:00,1.0,5,124.6999969482422,1010513,LL
5673,127.1999969482422,high,2023-02-14 08:00:00+08:00,0.5,3,125.5,930190,LH
5677,123.0,low,2023-02-20 08:00:00+08:00,1.0,5,124.0999984741211,758729,-L
5679,132.6999969482422,high,2023-02-22 08:00:00+08:00,1.0,5,131.60000610351562,3447070,HH
5682,126.4000015258789,low,2023-02-27 08:00:00+08:00,0.5,3,127.4000015258789,1088673,HL
5686,130.5,high,2023-03-03 08:00:00+08:00,0.5,3,128.89999389648438,995380,LH
5698,112.6999969482422,low,2023-03-21 08:00:00+08:00,0.5,3,113.0999984741211,1439018,LL
5702,110.6999969482422,low,2023-03-27 08:00:00+08:00,1.0,5,111.0999984741211,1745611,LL
5718,115.5999984741211,high,2023-04-21 08:00:00+08:00,0.5,3,115.0,3055298,LH
5721,112.5999984741211,low,2023-04-26 08:00:00+08:00,0.5,3,113.4000015258789,1006487,HL
5724,117.5,high,2023-05-02 08:00:00+08:00,1.0,5,115.6999969482422,1128687,HH
5725,112.4000015258789,low,2023-05-03 08:00:00+08:00,1.0,5,113.1999969482422,1966680,-L
5729,116.4000015258789,high,2023-05-09 08:00:00+08:00,0.5,3,114.5,1401769,LH
5735,110.8000030517578,low,2023-05-17 08:00:00+08:00,0.5,3,111.0999984741211,734714,LL
5739,114.0,high,2023-05-23 08:00:00+08:00,0.5,3,112.4000015258789,1073471,LH
5745,103.8000030517578,low,2023-06-01 08:00:00+08:00,1.0,5,104.5999984741211,1256196,LL
5753,114.9000015258789,high,2023-06-13 08:00:00+08:00,0.5,3,114.0999984741211,1114039,HH
5759,116.0,high,2023-06-21 08:00:00+08:00,1.0,5,115.8000030517578,2188404,HH
5764,109.3000030517578,low,2023-06-29 08:00:00+08:00,0.5,3,110.0999984741211,1291399,HL
5765,112.6999969482422,high,2023-06-30 08:00:00+08:00,0.5,3,111.5,1335239,LH
