index,price,type,date,consensus_ratio,window,close,volume,classification
2276,83.44999694824219,low,2009-04-28 08:00:00+08:00,1.0,5,84.30000305175781,1665980,LL
2282,106.9000015258789,high,2009-05-07 08:00:00+08:00,1.0,5,102.5999984741211,8183851,HH
2293,95.5999984741211,low,2009-05-22 08:00:00+08:00,1.0,5,96.9000015258789,3229345,HL
2302,119.0,high,2009-06-05 08:00:00+08:00,1.0,5,118.3000030517578,4432334,HH
2313,112.0999984741211,high,2009-06-22 08:00:00+08:00,0.5,3,108.3000030517578,3085410,LH
2314,104.0,low,2009-06-23 08:00:00+08:00,1.0,5,106.0999984741211,5615927,HL
2319,112.0,high,2009-06-30 08:00:00+08:00,1.0,5,109.0,2209493,-H
2327,104.0,low,2009-07-13 08:00:00+08:00,1.0,5,104.0999984741211,2079683,-L
2341,127.0,high,2009-07-31 08:00:00+08:00,1.0,5,125.9000015258789,3240292,HH
2346,115.0,low,2009-08-07 08:00:00+08:00,0.5,3,115.8000030517578,3334916,HL
2354,111.0999984741211,low,2009-08-19 08:00:00+08:00,1.0,5,112.5,3679296,LL
2357,115.0,high,2009-08-24 08:00:00+08:00,0.5,3,113.8000030517578,1476600,LH
2364,108.0999984741211,low,2009-09-02 08:00:00+08:00,1.0,5,109.0999984741211,2127311,LL
2369,115.1999969482422,high,2009-09-09 08:00:00+08:00,1.0,5,113.8000030517578,1770435,-H
2372,112.0999984741211,low,2009-09-14 08:00:00+08:00,0.5,3,112.4000015258789,1696934,HL
2375,116.3000030517578,high,2009-09-17 08:00:00+08:00,1.0,5,113.6999969482422,5118118,HH
2380,109.1999969482422,low,2009-09-24 08:00:00+08:00,0.5,3,110.0999984741211,2940219,LL
2384,111.9000015258789,high,2009-09-30 08:00:00+08:00,0.5,3,111.6999969482422,2509083,LH
2384,109.1999969482422,low,2009-09-30 08:00:00+08:00,0.5,3,111.6999969482422,2509083,-L
2391,109.8000030517578,low,2009-10-12 08:00:00+08:00,0.5,3,110.0999984741211,1779920,HL
2394,113.9000015258789,high,2009-10-15 08:00:00+08:00,1.0,5,112.1999969482422,2544778,HH
2403,109.3000030517578,low,2009-10-29 08:00:00+08:00,1.0,5,110.0,2963951,-L
2411,118.0,high,2009-11-10 08:00:00+08:00,1.0,5,116.5999984741211,3661590,HH
2414,114.4000015258789,low,2009-11-13 08:00:00+08:00,0.5,3,115.0,1850638,HL
2424,111.4000015258789,low,2009-11-27 08:00:00+08:00,1.0,5,111.6999969482422,4805191,LL
2440,111.0,low,2009-12-21 08:00:00+08:00,1.0,5,111.0999984741211,2008057,-L
2453,116.0,high,2010-01-11 08:00:00+08:00,1.0,5,114.5,2120885,LH
2460,115.5,high,2010-01-20 08:00:00+08:00,1.0,5,114.9000015258789,4245589,-H
2468,108.0999984741211,low,2010-02-01 08:00:00+08:00,0.5,3,109.3000030517578,1803039,LL
2469,110.8000030517578,high,2010-02-02 08:00:00+08:00,0.5,3,109.5999984741211,1742467,LH
2472,107.0999984741211,low,2010-02-05 08:00:00+08:00,1.0,5,107.5999984741211,3333758,LL
2478,111.5,high,2010-02-17 08:00:00+08:00,0.5,3,109.9000015258789,1202430,HH
2480,108.8000030517578,low,2010-02-19 08:00:00+08:00,0.5,3,109.0999984741211,1133867,HL
2486,115.1999969482422,high,2010-03-01 08:00:00+08:00,1.0,5,114.9000015258789,2750018,HH
2487,108.5,low,2010-03-02 08:00:00+08:00,1.0,5,109.0,13089939,-L
2494,112.4000015258789,high,2010-03-11 08:00:00+08:00,1.0,5,112.0999984741211,1965505,LH
2497,108.5,low,2010-03-16 08:00:00+08:00,0.5,3,109.0,2530623,-L
2506,109.9000015258789,high,2010-03-29 08:00:00+08:00,1.0,5,109.5,1107154,LH
2508,108.0,low,2010-03-31 08:00:00+08:00,0.5,3,108.1999969482422,1281773,-L
2515,110.8000030517578,high,2010-04-14 08:00:00+08:00,1.0,5,110.0,1634744,HH
2529,108.0,high,2010-05-04 08:00:00+08:00,0.5,3,107.4000015258789,1436229,LH
2532,104.9000015258789,low,2010-05-07 08:00:00+08:00,1.0,5,106.4000015258789,3663782,LL
2536,108.5,high,2010-05-13 08:00:00+08:00,1.0,5,107.9000015258789,1351841,-H
2545,101.0,low,2010-05-27 08:00:00+08:00,1.0,5,102.9000015258789,2295142,LL
2546,104.9000015258789,high,2010-05-28 08:00:00+08:00,0.5,3,104.5999984741211,2218880,LH
2551,104.3000030517578,high,2010-06-04 08:00:00+08:00,0.5,3,103.0999984741211,1464918,LH
2552,101.5,low,2010-06-07 08:00:00+08:00,1.0,5,102.0,1692211,-L
2564,106.3000030517578,high,2010-06-24 08:00:00+08:00,1.0,5,105.8000030517578,1571829,HH
2569,103.8000030517578,low,2010-07-02 08:00:00+08:00,1.0,5,104.3000030517578,1179548,HL
2578,106.3000030517578,high,2010-07-15 08:00:00+08:00,1.0,5,105.4000015258789,1029135,-H
2583,104.5,low,2010-07-22 08:00:00+08:00,1.0,5,105.1999969482422,1040381,HL
2606,108.5999984741211,high,2010-08-24 08:00:00+08:00,0.5,3,107.1999969482422,949739,HH
2620,112.3000030517578,high,2010-09-13 08:00:00+08:00,0.5,3,112.0999984741211,1641172,HH
2632,113.9000015258789,low,2010-09-30 08:00:00+08:00,0.5,3,114.0999984741211,1798367,HL
2636,118.0,high,2010-10-07 08:00:00+08:00,0.5,3,116.9000015258789,914660,HH
2641,118.1999969482422,high,2010-10-14 08:00:00+08:00,1.0,5,117.4000015258789,2317515,-H
2642,115.9000015258789,low,2010-10-15 08:00:00+08:00,1.0,5,116.1999969482422,1847391,HL
2646,117.5,high,2010-10-21 08:00:00+08:00,0.5,3,116.4000015258789,880643,LH
2652,112.9000015258789,low,2010-10-29 08:00:00+08:00,1.0,5,113.4000015258789,2763219,LL
2662,118.5,low,2010-11-12 08:00:00+08:00,0.5,3,120.4000015258789,2010585,HL
2667,130.60000610351562,high,2010-11-19 08:00:00+08:00,1.0,5,129.60000610351562,6638032,HH
2676,131.1999969482422,high,2010-12-02 08:00:00+08:00,1.0,5,129.10000610351562,3108882,-H
2679,126.5999984741211,low,2010-12-07 08:00:00+08:00,0.5,3,128.5,1430968,HL
2685,125.0,low,2010-12-15 08:00:00+08:00,1.0,5,128.3000030517578,2455591,LL
2690,131.5,high,2010-12-22 08:00:00+08:00,1.0,5,131.39999389648438,1248022,-H
2693,126.0,low,2010-12-28 08:00:00+08:00,1.0,5,127.3000030517578,1316560,HL
2702,133.89999389648438,high,2011-01-10 08:00:00+08:00,1.0,5,130.89999389648438,1708435,HH
2704,130.0,low,2011-01-12 08:00:00+08:00,0.5,3,131.5,1494113,HL
2709,133.89999389648438,high,2011-01-19 08:00:00+08:00,1.0,5,132.3000030517578,1734572,-H
2713,128.5,low,2011-01-25 08:00:00+08:00,0.5,3,129.5,1455059,LL
2717,128.0,low,2011-01-31 08:00:00+08:00,0.5,3,128.60000610351562,2285601,-L
2720,134.39999389648438,high,2011-02-07 08:00:00+08:00,1.0,5,133.89999389648438,1895789,-H
2727,120.0,low,2011-02-16 08:00:00+08:00,0.5,3,120.5,4665646,LL
2729,125.0,high,2011-02-18 08:00:00+08:00,0.5,3,124.0,4555710,LH
2731,120.0,low,2011-02-22 08:00:00+08:00,0.5,3,121.9000015258789,2071333,-L
2736,128.5,high,2011-03-01 08:00:00+08:00,0.5,3,127.9000015258789,4543795,HH
2743,130.39999389648438,high,2011-03-10 08:00:00+08:00,1.0,5,128.0,1407620,HH
2746,120.0999984741211,low,2011-03-15 08:00:00+08:00,1.0,5,122.0999984741211,4219362,-L
2755,126.1999969482422,high,2011-03-28 08:00:00+08:00,1.0,5,124.8000030517578,1549737,LH
2766,121.1999969482422,low,2011-04-13 08:00:00+08:00,1.0,5,121.9000015258789,9335181,HL
2780,120.0,low,2011-05-06 08:00:00+08:00,1.0,5,120.5999984741211,1517926,LL
2782,122.5,high,2011-05-11 08:00:00+08:00,1.0,5,121.0999984741211,1850047,LH
2786,120.0,low,2011-05-17 08:00:00+08:00,1.0,5,120.9000015258789,1854012,-L
2789,124.1999969482422,high,2011-05-20 08:00:00+08:00,1.0,5,123.9000015258789,1949599,HH
2792,121.3000030517578,low,2011-05-25 08:00:00+08:00,0.5,3,123.5,1634351,HL
2802,121.0999984741211,low,2011-06-09 08:00:00+08:00,1.0,5,122.1999969482422,1464048,-L
2806,123.8000030517578,high,2011-06-15 08:00:00+08:00,1.0,5,123.0,864686,-H
2811,120.1999969482422,low,2011-06-22 08:00:00+08:00,1.0,5,120.5,1967092,LL
2818,125.0,high,2011-07-04 08:00:00+08:00,1.0,5,123.9000015258789,1242367,HH
2822,124.9000015258789,high,2011-07-08 08:00:00+08:00,0.5,3,124.0999984741211,1543011,-H
2826,120.6999969482422,low,2011-07-14 08:00:00+08:00,1.0,5,121.0999984741211,1673855,-L
2830,123.3000030517578,high,2011-07-20 08:00:00+08:00,1.0,5,121.5,1092608,LH
2838,124.3000030517578,high,2011-08-01 08:00:00+08:00,1.0,5,123.5999984741211,2340800,HH
2844,108.1999969482422,low,2011-08-09 08:00:00+08:00,1.0,5,112.0,5633023,LL
2853,107.0,low,2011-08-22 08:00:00+08:00,1.0,5,109.6999969482422,2428269,LL
2855,112.0,high,2011-08-24 08:00:00+08:00,0.5,3,110.0999984741211,793271,LH
2857,109.5999984741211,low,2011-08-26 08:00:00+08:00,0.5,3,110.3000030517578,1436505,HL
2861,116.6999969482422,high,2011-09-01 08:00:00+08:00,1.0,5,112.8000030517578,2553178,HH
2864,108.0,low,2011-09-06 08:00:00+08:00,0.5,3,108.6999969482422,3452264,LL
2882,84.4000015258789,low,2011-10-04 08:00:00+08:00,1.0,5,84.6500015258789,4857854,LL
2890,100.4000015258789,high,2011-10-17 08:00:00+08:00,1.0,5,99.9000015258789,2044191,LH
2893,93.4000015258789,low,2011-10-20 08:00:00+08:00,1.0,5,93.9499969482422,2328395,HL
2899,102.5,high,2011-10-28 08:00:00+08:00,1.0,5,102.1999969482422,3548508,HH
2903,97.0,low,2011-11-03 08:00:00+08:00,0.5,3,97.5999984741211,2684697,HL
2908,96.0500030517578,low,2011-11-10 08:00:00+08:00,0.5,3,96.0999984741211,3436723,LL
2915,91.0500030517578,low,2011-11-21 08:00:00+08:00,1.0,5,91.1999969482422,1894875,LL
2923,97.4499969482422,high,2011-12-01 08:00:00+08:00,1.0,5,96.4499969482422,3395177,LH
2929,92.0999984741211,low,2011-12-09 08:00:00+08:00,0.5,3,92.8000030517578,1779869,HL
2936,91.1500015258789,low,2011-12-20 08:00:00+08:00,1.0,5,91.5500030517578,2082782,LL
2937,93.8000030517578,high,2011-12-21 08:00:00+08:00,0.5,3,92.4000015258789,1834283,LH
2947,94.4000015258789,high,2012-01-09 08:00:00+08:00,1.0,5,94.1500015258789,1015040,HH
2949,92.0,low,2012-01-11 08:00:00+08:00,1.0,5,92.5999984741211,2208588,HL
2958,102.5,high,2012-01-27 08:00:00+08:00,1.0,5,102.4000015258789,2070349,HH
2962,99.1999969482422,low,2012-02-02 08:00:00+08:00,1.0,5,99.6999969482422,5243226,HL
2974,103.8000030517578,high,2012-02-20 08:00:00+08:00,0.5,3,102.0999984741211,1476748,HH
2979,100.0999984741211,low,2012-02-27 08:00:00+08:00,1.0,5,101.5,3160271,HL
2981,109.0,high,2012-02-29 08:00:00+08:00,1.0,5,108.5999984741211,3773717,HH
2988,109.4000015258789,high,2012-03-09 08:00:00+08:00,1.0,5,108.6999969482422,2791864,-H
2996,102.4000015258789,low,2012-03-22 08:00:00+08:00,1.0,5,104.0,1653486,HL
3007,100.0999984741211,low,2012-04-11 08:00:00+08:00,1.0,5,100.5999984741211,2146760,LL
3014,105.3000030517578,high,2012-04-20 08:00:00+08:00,0.5,3,105.0999984741211,613010,LH
3016,103.4000015258789,low,2012-04-24 08:00:00+08:00,1.0,5,104.0999984741211,547073,HL
3021,108.4000015258789,high,2012-05-02 08:00:00+08:00,1.0,5,107.8000030517578,2307312,HH
3024,105.0,low,2012-05-07 08:00:00+08:00,0.5,3,105.5,2283471,HL
3027,108.0,high,2012-05-10 08:00:00+08:00,0.5,3,105.6999969482422,1514463,-H
3036,99.4000015258789,low,2012-05-23 08:00:00+08:00,1.0,5,100.0,2012571,LL
3041,102.1999969482422,high,2012-05-30 08:00:00+08:00,1.0,5,100.4000015258789,1662908,LH
3044,99.1999969482422,low,2012-06-04 08:00:00+08:00,1.0,5,99.5,1451557,-L
3047,101.6999969482422,high,2012-06-07 08:00:00+08:00,0.5,3,100.5999984741211,858629,-H
3054,105.6999969482422,high,2012-06-18 08:00:00+08:00,1.0,5,104.0999984741211,1225235,HH
3064,107.8000030517578,high,2012-07-03 08:00:00+08:00,0.5,3,107.1999969482422,1714731,HH
3068,108.0,high,2012-07-09 08:00:00+08:00,1.0,5,107.3000030517578,2667607,-H
3073,105.1999969482422,low,2012-07-16 08:00:00+08:00,1.0,5,105.8000030517578,478759,HL
3076,108.0,high,2012-07-19 08:00:00+08:00,1.0,5,107.5999984741211,1572533,-H
3080,104.1999969482422,low,2012-07-25 08:00:00+08:00,1.0,5,106.0,1044056,LL
3103,109.5999984741211,low,2012-08-27 08:00:00+08:00,0.5,3,111.0,459582,HL
3105,111.8000030517578,high,2012-08-29 08:00:00+08:00,1.0,5,111.0,1188616,HH
3111,109.0,low,2012-09-06 08:00:00+08:00,1.0,5,110.0999984741211,1402409,LL
3121,117.9000015258789,high,2012-09-20 08:00:00+08:00,0.5,3,116.1999969482422,1386281,HH
3130,119.9000015258789,high,2012-10-05 08:00:00+08:00,1.0,5,118.9000015258789,1331815,HH
3142,118.3000030517578,low,2012-10-24 08:00:00+08:00,1.0,5,119.3000030517578,1757995,HL
3144,120.0,high,2012-10-26 08:00:00+08:00,1.0,5,119.0999984741211,904836,-H
3148,118.1999969482422,low,2012-11-01 08:00:00+08:00,0.5,3,118.6999969482422,1393717,-L
3152,119.8000030517578,high,2012-11-07 08:00:00+08:00,1.0,5,119.5,1021514,-H
3162,114.0999984741211,low,2012-11-21 08:00:00+08:00,0.5,3,115.5999984741211,991291,LL
3170,119.9000015258789,high,2012-12-03 08:00:00+08:00,1.0,5,117.9000015258789,1295978,-H
3171,116.8000030517578,low,2012-12-04 08:00:00+08:00,0.5,3,117.0,1282393,HL
3174,119.4000015258789,high,2012-12-07 08:00:00+08:00,0.5,3,118.0,1107699,-H
3178,117.3000030517578,low,2012-12-13 08:00:00+08:00,0.5,3,117.5999984741211,1499725,-L
3180,119.1999969482422,high,2012-12-17 08:00:00+08:00,1.0,5,118.0999984741211,1710685,-H
3212,127.5999984741211,high,2013-02-04 08:00:00+08:00,0.5,3,126.5999984741211,2421667,HH
3213,123.1999969482422,low,2013-02-05 08:00:00+08:00,1.0,5,124.0999984741211,3535490,HL
3217,129.0,high,2013-02-14 08:00:00+08:00,1.0,5,126.5,1499346,HH
3221,128.8000030517578,high,2013-02-20 08:00:00+08:00,0.5,3,127.3000030517578,1671125,-H
3225,122.6999969482422,low,2013-02-26 08:00:00+08:00,1.0,5,122.8000030517578,2212886,-L
3238,131.5,high,2013-03-15 08:00:00+08:00,1.0,5,129.10000610351562,2908174,HH
3241,123.0,low,2013-03-20 08:00:00+08:00,1.0,5,123.3000030517578,2032314,-L
3249,128.10000610351562,high,2013-04-03 08:00:00+08:00,1.0,5,125.5,1344690,LH
3257,122.0999984741211,low,2013-04-16 08:00:00+08:00,0.5,3,123.0,1491259,LL
3268,127.8000030517578,low,2013-05-02 08:00:00+08:00,0.5,3,128.8000030517578,722573,HL
3279,132.8000030517578,high,2013-05-20 08:00:00+08:00,1.0,5,132.1999969482422,2041220,HH
3286,128.6999969482422,high,2013-05-29 08:00:00+08:00,0.5,3,126.1999969482422,1066013,LH
3296,114.3000030517578,low,2013-06-13 08:00:00+08:00,1.0,5,116.4000015258789,3722213,LL
3304,110.5999984741211,low,2013-06-25 08:00:00+08:00,1.0,5,111.4000015258789,2534492,LL
3309,112.1999969482422,low,2013-07-03 08:00:00+08:00,0.5,3,112.5,1866827,HL
3311,116.5,high,2013-07-05 08:00:00+08:00,0.5,3,116.4000015258789,1247729,LH
3316,118.5,high,2013-07-12 08:00:00+08:00,1.0,5,117.4000015258789,1197806,HH
3323,114.3000030517578,low,2013-07-23 08:00:00+08:00,1.0,5,118.0,1752670,HL
3325,119.8000030517578,high,2013-07-25 08:00:00+08:00,0.5,3,118.9000015258789,860539,HH
3339,128.0,high,2013-08-15 08:00:00+08:00,1.0,5,125.8000030517578,1552489,HH
3346,123.0999984741211,high,2013-08-26 08:00:00+08:00,0.5,3,122.4000015258789,724177,LH
3350,119.5,low,2013-08-30 08:00:00+08:00,0.5,3,120.5,1314747,HL
3354,126.3000030517578,high,2013-09-05 08:00:00+08:00,0.5,3,125.0999984741211,1926976,HH
3364,128.1999969482422,high,2013-09-19 08:00:00+08:00,1.0,5,127.5999984741211,1602206,HH
3370,125.3000030517578,low,2013-09-30 08:00:00+08:00,1.0,5,126.5,1693297,HL
3377,125.5999984741211,low,2013-10-10 08:00:00+08:00,1.0,5,126.9000015258789,879418,-L
3384,126.0,low,2013-10-22 08:00:00+08:00,1.0,5,127.8000030517578,694390,-L
3385,129.39999389648438,high,2013-10-23 08:00:00+08:00,1.0,5,128.6999969482422,2006888,HH
3392,129.39999389648438,high,2013-11-01 08:00:00+08:00,1.0,5,128.5,982981,-H
3396,125.5,low,2013-11-07 08:00:00+08:00,0.5,3,125.5999984741211,1530342,-L
3398,128.60000610351562,high,2013-11-11 08:00:00+08:00,0.5,3,128.5,1171872,LH
3401,123.8000030517578,low,2013-11-14 08:00:00+08:00,1.0,5,124.5999984741211,1938215,LL
3409,127.6999969482422,high,2013-11-26 08:00:00+08:00,0.5,3,127.1999969482422,1722445,LH
3413,127.6999969482422,high,2013-12-02 08:00:00+08:00,0.5,3,127.5999984741211,938948,-H
3416,125.5,low,2013-12-05 08:00:00+08:00,0.5,3,126.1999969482422,1108057,HL
3418,127.1999969482422,high,2013-12-09 08:00:00+08:00,0.5,3,126.5999984741211,675901,-H
3426,122.5,low,2013-12-19 08:00:00+08:00,1.0,5,123.1999969482422,930817,LL
3430,126.4000015258789,high,2013-12-27 08:00:00+08:00,1.0,5,125.5999984741211,389695,LH
3444,125.0,high,2014-01-17 08:00:00+08:00,1.0,5,124.3000030517578,988213,LH
3448,124.5,high,2014-01-23 08:00:00+08:00,0.5,3,123.3000030517578,964496,-H
3454,123.0,high,2014-02-04 08:00:00+08:00,0.5,3,120.1999969482422,2148085,LH
3456,117.5999984741211,low,2014-02-06 08:00:00+08:00,1.0,5,117.8000030517578,1521291,LL
3465,125.4000015258789,high,2014-02-19 08:00:00+08:00,0.5,3,124.1999969482422,1419964,HH
3470,126.4000015258789,high,2014-02-26 08:00:00+08:00,1.0,5,124.8000030517578,1993575,HH
3491,125.3000030517578,high,2014-03-27 08:00:00+08:00,1.0,5,122.6999969482422,2228238,LH
3501,128.89999389648438,high,2014-04-10 08:00:00+08:00,1.0,5,127.5999984741211,1579140,HH
3510,123.5999984741211,low,2014-04-25 08:00:00+08:00,1.0,5,124.1999969482422,734936,HL
3513,126.6999969482422,high,2014-04-30 08:00:00+08:00,0.5,3,126.3000030517578,1376330,LH
3518,123.9000015258789,low,2014-05-09 08:00:00+08:00,1.0,5,124.5999984741211,657584,-L
3519,127.5999984741211,high,2014-05-12 08:00:00+08:00,1.0,5,126.4000015258789,1424974,HH
3526,124.5,low,2014-05-21 08:00:00+08:00,1.0,5,125.5,921056,-L
3534,130.0,high,2014-06-03 08:00:00+08:00,1.0,5,129.3000030517578,2691407,HH
3537,127.9000015258789,low,2014-06-06 08:00:00+08:00,0.5,3,128.10000610351562,869739,HL
3548,125.1999969482422,low,2014-06-23 08:00:00+08:00,1.0,5,125.8000030517578,1546943,LL
3548,128.6999969482422,high,2014-06-23 08:00:00+08:00,1.0,5,125.8000030517578,1546943,LH
3555,129.10000610351562,high,2014-07-03 08:00:00+08:00,1.0,5,128.6999969482422,582291,-H
3566,127.5999984741211,low,2014-07-18 08:00:00+08:00,0.5,3,128.6999969482422,356308,HL
3575,132.0,high,2014-07-31 08:00:00+08:00,1.0,5,131.8000030517578,1113027,HH
3579,129.0,low,2014-08-06 08:00:00+08:00,1.0,5,129.8000030517578,1093380,HL
3587,129.1999969482422,low,2014-08-18 08:00:00+08:00,1.0,5,129.8000030517578,696166,-L
3593,133.0,high,2014-08-26 08:00:00+08:00,1.0,5,132.60000610351562,611451,HH
3603,133.0,high,2014-09-10 08:00:00+08:00,1.0,5,131.10000610351562,1376801,-H
3614,130.0,high,2014-09-25 08:00:00+08:00,0.5,3,128.3000030517578,1019923,LH
3617,123.1999969482422,low,2014-09-30 08:00:00+08:00,1.0,5,124.6999969482422,2474764,LL
3624,126.0,low,2014-10-13 08:00:00+08:00,0.5,3,128.5,964117,HL
3634,128.0,low,2014-10-27 08:00:00+08:00,0.5,3,128.6999969482422,357347,HL
3639,131.6999969482422,high,2014-11-03 08:00:00+08:00,0.5,3,130.60000610351562,478360,HH
3644,133.0,high,2014-11-10 08:00:00+08:00,1.0,5,130.39999389648438,1098339,HH
3645,129.5,low,2014-11-11 08:00:00+08:00,1.0,5,130.0,1636612,HL
3649,132.8000030517578,high,2014-11-17 08:00:00+08:00,0.5,3,131.6999969482422,1165918,-H
3657,130.39999389648438,high,2014-11-27 08:00:00+08:00,1.0,5,128.89999389648438,892092,LH
3659,126.1999969482422,low,2014-12-01 08:00:00+08:00,1.0,5,126.4000015258789,2966354,LL
3664,129.60000610351562,high,2014-12-08 08:00:00+08:00,1.0,5,127.4000015258789,1376266,LH
3668,128.10000610351562,high,2014-12-12 08:00:00+08:00,0.5,3,127.1999969482422,679544,LH
3671,125.0,low,2014-12-17 08:00:00+08:00,1.0,5,125.3000030517578,2228847,LL
3692,129.39999389648438,low,2015-01-20 08:00:00+08:00,0.5,3,131.0,1421732,HL
3704,148.39999389648438,high,2015-02-05 08:00:00+08:00,1.0,5,144.89999389648438,3982630,HH
3709,139.6999969482422,low,2015-02-12 08:00:00+08:00,1.0,5,139.8000030517578,1939927,HL
3714,146.0,high,2015-02-23 08:00:00+08:00,1.0,5,142.6999969482422,1177859,LH
3715,139.5,low,2015-02-24 08:00:00+08:00,1.0,5,142.1999969482422,2451612,-L
3719,139.60000610351562,low,2015-03-02 08:00:00+08:00,0.5,3,140.39999389648438,1392320,-L
3723,143.0,high,2015-03-06 08:00:00+08:00,1.0,5,141.10000610351562,1841108,LH
3729,134.0,low,2015-03-16 08:00:00+08:00,1.0,5,136.0,864591,LL
3739,141.6999969482422,high,2015-03-30 08:00:00+08:00,0.5,3,140.39999389648438,1266150,LH
3740,137.8000030517578,low,2015-03-31 08:00:00+08:00,1.0,5,140.5,1251332,HL
3765,150.60000610351562,low,2015-05-11 08:00:00+08:00,1.0,5,151.6999969482422,1548125,-L
3770,159.60000610351562,high,2015-05-18 08:00:00+08:00,0.5,3,157.1999969482422,1168145,HH
3775,161.5,high,2015-05-26 08:00:00+08:00,1.0,5,159.60000610351562,1698354,HH
3786,149.8000030517578,low,2015-06-10 08:00:00+08:00,1.0,5,151.5,1208910,LL
3790,154.8000030517578,high,2015-06-16 08:00:00+08:00,0.5,3,152.8000030517578,1286786,LH
3791,150.10000610351562,low,2015-06-17 08:00:00+08:00,0.5,3,152.5,1220513,-L
3795,157.0,high,2015-06-23 08:00:00+08:00,1.0,5,156.10000610351562,1244627,HH
3827,162.10000610351562,high,2015-08-07 08:00:00+08:00,1.0,5,160.5,924339,HH
3839,130.8000030517578,low,2015-08-25 08:00:00+08:00,1.0,5,138.1999969482422,4565919,LL
3842,141.1999969482422,high,2015-08-28 08:00:00+08:00,0.5,3,138.10000610351562,2097820,LH
3845,133.1999969482422,low,2015-09-02 08:00:00+08:00,1.0,5,135.5,2203372,HL
3849,148.10000610351562,high,2015-09-09 08:00:00+08:00,0.5,3,147.89999389648438,3905425,HH
3854,149.0,high,2015-09-16 08:00:00+08:00,0.5,3,147.1999969482422,1610330,HH
3855,143.0,low,2015-09-17 08:00:00+08:00,0.5,3,146.6999969482422,2784386,HL
3858,149.39999389648438,high,2015-09-22 08:00:00+08:00,1.0,5,146.60000610351562,970952,-H
3862,137.39999389648438,low,2015-09-29 08:00:00+08:00,1.0,5,139.5,2905833,LL
3866,147.0,high,2015-10-06 08:00:00+08:00,1.0,5,141.10000610351562,1395942,LH
3872,139.1999969482422,low,2015-10-14 08:00:00+08:00,1.0,5,140.5,1637056,HL
3884,140.10000610351562,low,2015-11-02 08:00:00+08:00,1.0,5,141.1999969482422,732050,HL
3886,147.39999389648438,high,2015-11-04 08:00:00+08:00,1.0,5,144.89999389648438,2114087,-H
3892,145.0,high,2015-11-12 08:00:00+08:00,0.5,3,144.6999969482422,1729713,LH
3894,139.60000610351562,low,2015-11-16 08:00:00+08:00,1.0,5,140.10000610351562,1616296,-L
3898,144.3000030517578,high,2015-11-20 08:00:00+08:00,0.5,3,144.1999969482422,1144649,-H
3902,144.60000610351562,high,2015-11-26 08:00:00+08:00,1.0,5,142.1999969482422,972305,-H
3904,139.89999389648438,low,2015-11-30 08:00:00+08:00,1.0,5,140.5,2913437,-L
3911,141.0,low,2015-12-09 08:00:00+08:00,1.0,5,143.3000030517578,1875418,HL
3917,148.0,high,2015-12-17 08:00:00+08:00,1.0,5,147.1999969482422,2126063,HH
3926,148.89999389648438,high,2015-12-31 08:00:00+08:00,1.0,5,147.5,300317,HH
3940,121.0999984741211,low,2016-01-21 08:00:00+08:00,1.0,5,121.4000015258789,3830091,LL
3947,130.0,high,2016-02-01 08:00:00+08:00,1.0,5,127.6999969482422,2837075,LH
3953,122.1999969482422,low,2016-02-12 08:00:00+08:00,1.0,5,124.0999984741211,2275667,HL
3959,136.0,high,2016-02-22 08:00:00+08:00,1.0,5,134.5,5081834,HH
3968,138.0,high,2016-03-04 08:00:00+08:00,1.0,5,137.89999389648438,3147253,HH
3970,129.0,low,2016-03-08 08:00:00+08:00,1.0,5,130.39999389648438,1258369,HL
3978,137.0,high,2016-03-18 08:00:00+08:00,1.0,5,135.10000610351562,2257470,LH
3981,132.39999389648438,low,2016-03-23 08:00:00+08:00,0.5,3,133.39999389648438,1081654,HL
3987,140.0,high,2016-04-05 08:00:00+08:00,1.0,5,134.60000610351562,1813479,HH
3990,133.1999969482422,low,2016-04-08 08:00:00+08:00,1.0,5,133.89999389648438,1034890,HL
4001,139.10000610351562,low,2016-04-25 08:00:00+08:00,0.5,3,140.6999969482422,694260,HL
4004,144.5,high,2016-04-28 08:00:00+08:00,1.0,5,144.3000030517578,2141752,HH
4037,129.6999969482422,low,2016-06-16 08:00:00+08:00,1.0,5,129.8000030517578,3319033,LL
4043,133.60000610351562,high,2016-06-24 08:00:00+08:00,0.5,3,129.8000030517578,5438114,LH
4043,127.5999984741211,low,2016-06-24 08:00:00+08:00,1.0,5,129.8000030517578,5438114,LL
4048,133.8000030517578,high,2016-07-04 08:00:00+08:00,0.5,3,133.39999389648438,2161477,-H
4052,131.0,low,2016-07-08 08:00:00+08:00,1.0,5,131.6999969482422,878605,HL
4068,139.5,high,2016-08-01 08:00:00+08:00,1.0,5,138.3000030517578,992536,HH
4070,133.0,low,2016-08-04 08:00:00+08:00,1.0,5,133.60000610351562,2774476,HL
4080,137.39999389648438,high,2016-08-18 08:00:00+08:00,1.0,5,137.3000030517578,1776537,LH
4081,134.1999969482422,low,2016-08-19 08:00:00+08:00,0.5,3,135.8000030517578,1084885,HL
4098,140.8000030517578,high,2016-09-13 08:00:00+08:00,1.0,5,138.0,1762645,HH
4103,140.5,high,2016-09-21 08:00:00+08:00,0.5,3,139.60000610351562,615892,-H
4109,140.3000030517578,high,2016-09-29 08:00:00+08:00,0.5,3,140.0,711706,-H
