Date,sno,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_10,Adj Close,Capital Gains
2025-10-03,ZWS,46.869998931884766,47.369998931884766,46.619998931884766,46.84000015258789,780500,0.0,0.0,46.80294967954019,46.480300823873634,44.77667937937284,42.08146666673055,38.26343027107707,True,True,True,True,,
2025-10-03,YOKE,27.459999084472656,27.459999084472656,27.410999298095703,27.434999465942383,900,0.0,0.0,27.413213258223305,27.309372372084493,26.9383262418726,26.21209519166848,24.89625585107524,True,True,True,True,,0.0
2025-10-03,XOM,111.9000015258789,113.75,111.9000015258789,113.26000213623048,12948600,0.0,0.0,113.24032497132475,112.87346878246566,111.51899822752856,110.15348138737386,108.92867411889912,True,True,True,True,,
2025-10-03,XAIX,42.209999084472656,42.2400016784668,41.82500076293945,41.8650016784668,31500,0.0,0.0,41.60907190293547,41.01041250349893,39.88830053379343,38.33344972223148,35.592222973083906,True,True,True,True,,0.0
2025-10-03,WTRG,38.619998931884766,39.40999984741211,38.59999847412109,39.380001068115234,1595400,0.0,0.0,38.65691319131526,38.43378253205364,38.2776018068632,38.08438594997571,37.632522378527646,True,True,True,True,,
2025-10-03,WRB,76.23999786376953,77.30999755859375,75.76000213623047,76.86000061035156,2113300,0.0,0.0,75.44660756853298,74.24283158298653,72.7807765961351,71.16080025381736,66.26523638283669,True,True,True,True,,
2025-10-03,WIW,8.859999656677246,8.90999984741211,8.859999656677246,8.869999885559082,200100,0.0,0.0,8.884207064060138,8.865595450442298,8.785591698239163,8.646012711310387,8.352451098802467,True,True,True,True,,
2025-10-03,WES,39.02000045776367,39.18000030517578,38.52000045776367,38.61000061035156,2241100,0.0,0.0,38.86249407248823,38.724461682301104,38.59162785012656,38.32329432303542,36.998929923337926,True,True,True,True,,
2025-10-03,WEEI,21.170000076293945,21.209999084472656,21.1200008392334,21.1259994506836,12500,0.0,0.0,21.18065685336154,21.0790840299114,20.823551988840865,20.53706825599016,20.32664135033659,True,True,True,True,,0.0
2025-10-03,WEA,11.25,11.3100004196167,11.25,11.289999961853027,12100,0.0,0.0,11.24133185207742,11.18042000389724,11.01838283873544,10.829402113182867,10.51128943931455,True,True,True,True,,
