Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price
2025-09-08,1898.HK,9.390000343322754,9.670000076293944,9.270000457763672,9.539999961853027,9.539999961853027,20705246,0.0,0.0,9.404031782582404,9.490223689064512,9.370132856352996,9.032699983180024,8.494114238185212,False,False,LH,LHLLHH,9.140000343322754,2025-10-02,11.100000381469728,2025-10-20,11.170000076293944,9.210000038146973,SB1-2025/09/08,False,False,False,False,False,True,0.73,8.0,5.0,1.0,2.0,10.16,11.170000076293944,12.180000152587889
2025-09-11,1816.HK,2.9600000381469727,3.0,2.940000057220459,2.9600000381469727,2.9600000381469727,40681253,0.0,0.0,2.9475266692081883,2.9782530359960524,2.9362352803646936,2.825604881686941,2.685302579901859,False,False,LH,LHLLHH,2.740000009536743,2025-09-22,3.240000009536743,2025-10-16,3.299999952316284,2.7699999809265137,SB1-2025/09/11,False,False,False,False,False,True,0.62,10.0,3.0,4.0,3.0,3.02,3.299999952316284,3.5799999046325683
2025-08-26,1658.HK,5.670000076293945,5.710000038146973,5.550000190734863,5.550000190734863,5.550000190734863,50191554,0.0,0.0,5.596859641610836,5.615779366359507,5.550563763764495,5.344492454535002,4.874669370936648,False,False,LH,LHLLHH,5.409999847412109,2025-08-29,5.840000152587891,2025-09-12,5.880000114440918,5.420000076293945,SB1-2025/08/26,False,False,False,False,False,True,0.6,6.0,4.0,1.0,1.0,5.64,5.880000114440918,6.120000228881836
2025-09-19,1548.HK,17.309999465942383,17.559999465942383,16.860000610351562,17.059999465942383,17.059999465942383,11608334,0.0,0.0,17.207091023038473,17.32048650235097,16.925662780657095,15.776849174369849,14.27942489404975,False,False,LH,LHLLHH,15.359999656677246,2025-09-26,17.65999984741211,2025-10-08,17.65999984741211,15.699999809265137,SB1-2025/09/19,False,False,False,False,False,True,0.83,5.0,3.0,2.0,0.0,16.51,17.65999984741211,18.809999694824217
2025-09-29,1288.HK,5.210000038146973,5.309999942779541,5.179999828338623,5.260000228881836,5.260000228881836,162764386,0.0,0.0,5.273491548870376,5.332165726173521,5.34326081788731,5.214508199298035,4.67436392218378,False,False,LH,LHLLHH,5.050000190734863,2025-10-08,5.960000038146973,2025-10-23,5.96999979019165,5.059999942779541,SB1-2025/09/29,False,False,False,False,False,True,0.82,9.0,4.0,4.0,1.0,5.51,5.96999979019165,6.429999580383301
2025-09-12,914.HK,24.559999465942383,24.940000534057617,23.63999938964844,23.84000015258789,23.84000015258789,11914306,0.0,0.0,24.011849972949616,23.866646675823347,23.212402715661806,22.28088800842868,20.86973233860593,True,True,LH,LHLLHH,22.420000076293945,2025-09-18,25.0,2025-10-16,25.89999961853028,22.68000030517578,SB1-2025/09/12,False,False,False,False,False,True,0.72,13.0,4.0,6.0,3.0,24.16,25.89999961853028,27.63999923706056
2025-09-29,883.HK,19.190000534057617,19.299999237060547,19.1299991607666,19.280000686645508,19.280000686645508,55799995,0.0,0.0,19.149663515247056,19.050750074349192,18.650020574069263,18.115544317557724,17.31398449412095,True,True,LH,LHLLHH,18.420000076293945,2025-10-13,19.920000076293945,2025-10-23,20.15999984741211,18.450000762939453,SB1-2025/09/29,False,False,False,False,False,True,0.62,5.0,3.0,2.0,0.0,19.29,20.15999984741211,21.02999969482422
2025-09-29,857.HK,7.159999847412109,7.329999923706055,7.119999885559082,7.28000020980835,7.28000020980835,151161198,0.0,0.0,7.197708277707919,7.249346280361754,7.175617972505192,6.881710530015074,6.336091446513287,False,False,LH,LHLLHH,6.989999771118164,2025-09-30,8.010000228881836,2025-10-23,8.149999618530273,7.03000020980835,SB1-2025/09/29,False,False,False,False,False,True,0.67,10.0,3.0,6.0,1.0,7.57,8.149999618530273,8.729999237060547
2025-09-26,293.HK,10.5,10.649999618530272,10.380000114440918,10.56999969482422,10.56999969482422,5894287,0.0,0.0,10.552602340560307,10.579897377392832,10.631587961231812,10.464567737536802,9.687491708319143,False,False,LH,LHLLHH,10.350000381469728,2025-10-13,11.170000076293944,2025-10-23,11.18000030517578,10.380000114440918,SB1-2025/09/26,False,False,False,False,False,True,0.62,5.0,3.0,1.0,1.0,10.77,11.18000030517578,11.59000061035156
2025-08-25,267.HK,11.649999618530272,11.829999923706056,11.600000381469728,11.670000076293944,11.458706855773926,19788873,0.0,0.0,11.429014554263231,11.40561166487141,11.053390715568778,10.420879431753168,9.286238247307836,True,True,LH,LHLLHH,10.920000076293944,2025-09-04,12.34000015258789,2025-09-12,12.520000457763672,11.050000190734863,SB1-2025/08/25,False,False,False,False,False,True,0.67,4.0,3.0,1.0,0.0,11.72,12.520000457763672,13.320000915527345
2025-09-01,3.HK,7.070000171661377,7.079999923706055,7.039999961853027,7.050000190734863,6.929999828338623,16376597,0.0,0.0,6.911150393666693,6.899907207967548,6.816235856719684,6.656121931600282,6.311501851394618,True,True,LH,LHLLHH,6.78000020980835,2025-09-04,7.119999885559082,2025-09-11,7.139999866485596,6.829999923706055,SB1-2025/09/01,False,False,False,False,False,True,0.8,4.0,2.0,2.0,0.0,6.96,7.139999866485596,7.319999732971191
