Date,index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,MA_50,MA_20,Price_Increase_50D,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_width,Volume_MA_20,Volume_Change,Volume_Ratio,Price_zscore,Volume_zscore,Anomaly_Score,Resistance,Support,Resistance_Distance,Breakout,Has_Contractions,Contraction_Count,Volatility_Decreasing,Volume_Decrease,Volume_Spike,Condition1_Uptrend,Condition2_Contraction,Condition3_Volume,Condition4_Momentum,Condition5_Anomaly,Condition6_Breakout,Passed_All,SNO
2023-12-14,217,1415.HK,20.75,21.89999961853028,20.75,21.75,21.75,4020600,0.0,0.0,18.58340000152588,19.89850006103516,43.46965843613012,25.86954294019129,29.351315249822328,9.76236665097008,64.42952985769128,19.81875293327486,21.87575271202242,17.7617531545273,20.758115161665323,3436339.7,1.0062874251497007,1.1700240229451122,2.61989884503761,0.2961464270466018,1,21.64999961853028,18.39999961853028,0.4618955345575568,True,True,2,True,True,True,True,True,True,True,True,True,True,1415.HK
2025-01-06,471,1952.HK,48.79999923706055,52.75,48.54999923706055,52.75,52.75,5640929,0.0,0.0,40.02899993896485,47.7299997329712,82.21070331551867,35.06818380380288,26.90761386895008,13.386878669156005,66.41791413017651,46.61224853566191,52.86224929860137,40.362247772722455,26.81698892151805,5235864.5,0.7400843863634401,1.0773634420829643,2.673132624896829,0.1330568569327763,1,52.150001525878906,34.79999923706055,1.1505243654179964,True,True,2,True,True,True,True,True,True,True,True,True,True,1952.HK
