index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,SNO
2026-01-02,0326.HK,2.650000095367432,2.9800000190734863,2.650000095367432,2.950000047683716,2.950000047683716,17977250,0.0,0.0,2.408031152488727,2.209511052789016,2.110356000600984,2.072414038568612,1.76914232347497,True,True,True,False,0.3299999237060542,0.1346666256586711,0.2019999384880066,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2025/12/02,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,326.HK
2026-01-05,0326.HK,3.109999895095825,3.309999942779541,3.109999895095825,3.220000028610229,3.220000028610229,13942208,0.0,0.0,2.555661857238091,2.297379659382165,2.153871452679778,2.0951385136189407,1.7807029426393943,True,True,True,False,0.2000000476837158,0.1456249579787255,0.2184374369680882,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2025/12/02,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,326.HK
2026-01-05,3336.HK,2.039999961853028,2.0799999237060547,1.899999976158142,1.9800000190734863,1.9800000190734863,2698000,0.0,0.0,1.9366842042841876,1.8585481785236877,1.7670878815790725,1.6428617688442797,1.4590065358164326,True,True,True,False,0.1799999475479126,0.0921428629330226,0.1382142943995339,HL,HLLHLL,2.0799999237060547,2026-01-06,1.9800000190734863,2026-01-07,1.899999976158142,-0.09,1.659999966621399,1.600000023841858,BY1-2025/11/21,True,True,True,True,False,False,False,False,False,False,False,False,0.0,0,0,False,3336.HK
2026-01-06,0400.HK,3.0199999809265137,3.359999895095825,3.009999990463257,3.359999895095825,3.359999895095825,24546000,0.0,0.0,3.052254723105334,3.0005954820469656,2.8878692046341614,2.661129137211856,2.1653702877730883,True,True,True,False,0.3499999046325683,0.1170587960411522,0.1755881940617283,HL,HLLHLL,3.359999895095825,2026-01-07,3.359999895095825,2026-01-08,3.009999990463257,-0.1,2.8499999046325684,2.8499999046325684,TP1-2025/12/10,True,True,True,True,True,False,False,False,False,False,False,False,0.0,0,0,False,400.HK
2026-01-05,9676.HK,7.0,7.539999961853027,7.0,7.199999809265137,7.199999809265137,822428,0.0,0.0,7.2593891961687165,7.301330468002316,7.495647051664005,7.614087796349668,8.683799706280594,False,False,False,False,0.5399999618530273,0.2913332939147949,0.4369999408721923,HL,HLLHLL,7.539999961853027,2026-01-06,7.199999809265137,2026-01-07,7.0,-0.07,6.409999847412109,6.409999847412109,BY1-2025/12/11,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,9676.HK
