index,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F20D,F30D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,BOSS_PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,cl_price,tp1_price,tp2_price,tp3_price,HHHL_PATTERN,WLow,WLDate,WHigh,WHDate,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,Prediction
2026-01-02,53.0,54.09999847412109,52.95000076293945,54.0,54.0,4093491,0.0,0.0,0.1712962962962962,0.1759259259259258,54.17380244894744,54.35134338176687,53.76780764968939,52.38919932902097,48.97751787507784,False,False,True,False,1.1499977111816335,0.9266667683919266,1.8533335367838533,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,20.382969553061777,17.88077178134964,28.80793254807842,43.52942654829452,54.35830480050652,56.51830502938835,52.19830457162468,7.947268542714774,0.7393976721955381,1.1814742025397384,1,53.70599998474121,54.90749988555908,True,6.403940886699508,-1.0082479280529204,57.75,False,-6.493506493506493,,-0.7762518660608952,False,1,False,False,False,False,False,True,False,43.5,True,False,False,False,False,False,0.0
2026-01-05,53.900001525878906,54.0,52.70000076293945,53.59999847412109,53.59999847412109,7425766,0.0,0.0,0.1473880923652106,0.1856343478767723,54.069474453524464,54.28600904197158,53.76122689770632,52.41317554971602,49.014350389811256,False,False,True,False,1.2999992370605469,0.9433334350585932,1.8866668701171865,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,20.594445872303528,18.24322356369549,24.66214796850604,44.848478122857095,54.28608515037457,56.4710853792564,52.101084921492735,8.049945848293527,0.9638914493579626,0.4629683396471427,1,53.76999992370605,54.7924997329712,False,6.349200101906896,-1.8315018826858995,57.75,False,-7.186149828361755,,-1.751825875676538,False,1,False,False,False,False,False,True,False,44.8,True,False,False,False,False,False,1.0
2026-01-06,54.0,55.400001525878906,53.79999923706055,55.34999847412109,55.34999847412109,8590646,0.0,0.0,0.1562782613250337,0.1481481660161809,54.30229700272385,54.3785298621585,53.82353166540887,52.471330459110185,49.06483364147907,False,False,True,False,1.6000022888183594,0.9500002543131506,1.9000005086263008,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,20.621606670024928,25.545156975356797,21.80684943618544,55.61223099601632,54.387410228826624,56.60241076288424,52.17240969476901,8.145269372960923,0.550888790036446,1.131628292416204,1,53.85299987792968,54.71749973297118,True,8.105464158870799,3.748828598317873,57.75,False,-4.155846798058724,,-2.7702889553571475,False,1,False,False,False,True,False,True,True,55.6,True,False,False,True,True,False,1.0
2026-01-07,55.59999847412109,55.59999847412109,54.54999923706055,54.70000076293945,54.70000076293945,4814958,0.0,0.0,0.1937843170196098,0.1617915603415709,54.3746067773085,54.40648385353076,53.85790300256693,52.515462544334525,49.10973537153055,False,False,True,False,1.0499992370605398,0.973333485921223,1.946666971842446,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,19.77457545744493,25.23073636568503,21.538461538461515,53.17073679055057,54.417180755884985,56.66718113735471,52.16718037441526,8.269448546271473,0.1054753814834483,0.8242772292935484,1,53.915999908447255,54.59499969482421,True,6.110575310376132,2.626644551442052,57.75,False,-5.281383960278004,,-3.696214560910005,False,1,False,False,False,False,False,False,True,53.2,True,False,False,False,False,False,1.0
2026-01-08,54.79999923706055,55.09999847412109,54.59999847412109,55.09999847412109,55.09999847412109,5429241,0.0,0.0,0.1932849695246528,0.1533575498538024,54.506496176728966,54.46678947271253,53.90661262890239,52.56664147363723,49.15746655163088,True,True,True,False,0.5,0.9968752861022944,1.993750572204589,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,19.300213652064645,21.241806191927083,22.875818134174107,48.3870808961664,54.482211014764616,56.72221154882223,52.242210480707,8.22286941860923,0.8465031692673218,0.4906936016031974,1,54.00399986267089,54.47499961853026,True,8.678496341163632,3.08699286740832,57.75,False,-4.588747230959157,,-4.624657506631724,False,1,False,False,False,False,False,False,False,48.4,True,False,False,False,False,False,1.0
2026-01-09,55.400001525878906,57.150001525878906,55.25,57.150001525878906,57.150001525878906,11028764,0.0,0.0,0.126859139220093,0.1119859587104921,54.98713351293805,54.70011225994439,54.03380435035245,52.65740107863212,49.22115208927429,True,True,True,False,1.9000015258789065,0.9666669209798168,1.933333841959633,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,20.02233586434556,31.92770184514121,21.084334442276365,61.21495560336005,54.736286301537405,57.03628706447686,52.43628553859795,8.40393427595344,2.969660334739979,2.1724943840675417,1,54.12899986267089,54.52749977111815,True,12.278978020899146,6.922358671891576,57.54999923706055,False,-0.6950438166540471,,-5.658201869182234,False,1,False,False,False,True,True,True,True,61.2,True,False,False,True,True,False,0.0
2026-01-12,57.20000076293945,58.70000076293945,57.20000076293945,58.650001525878906,58.650001525878906,14699673,0.0,0.0,0.1125319403650635,0.0835464208644487,55.65310951529092,55.04358089176479,54.21483169056917,52.77606643402315,49.29628236366954,True,True,True,False,1.5,0.9866668701171866,1.9733337402343727,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,23.024323708984888,41.38971124475736,12.386700054673437,72.85068623105255,55.10902108480802,57.444021695159584,52.77402047445646,8.474113908712694,3.0957404358002365,2.809620331796448,1,54.27899986267089,54.70499992370604,True,14.662756160829124,7.221207875404039,57.150001525878906,True,2.6246718459329585,,-6.944433370737446,False,1,False,False,False,True,True,True,True,72.9,True,False,False,True,True,False,0.0
2026-01-13,58.650001525878906,59.45000076293945,58.54999923706055,59.20000076293945,59.20000076293945,11650652,0.0,0.0,0.0878378495933192,0.0734797030077791,56.2979988330452,55.40500870664955,54.41032851693663,52.90327305439773,49.375196454500376,True,True,True,False,0.9000015258789062,0.9400001525878896,1.8800003051757797,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,26.282052234745063,45.64562184013143,12.312303780856324,73.09417408565312,55.49863819701102,57.76363873106864,53.2336376629534,8.162364366553433,2.628012897842956,1.5385350596060503,1,54.42599990844726,54.942499923706045,True,14.175511099555452,8.029199976527082,58.70000076293945,False,0.8517887453174916,,-8.677849711268703,False,1,False,False,False,True,True,True,True,73.1,True,False,False,True,True,False,0.007692307692307693
2026-01-14,59.59999847412109,59.79999923706055,58.54999923706055,59.25,59.25,12961619,0.0,0.0,0.0810127097343089,0.072573826785832,56.83472631794607,55.73935577563655,54.600119555488135,53.02895081569678,49.453880148090015,True,True,True,False,1.25,0.97812533378601,1.95625066757202,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,29.68026709820925,44.54019429080297,11.781601194569848,73.09417408565314,55.85591074967664,58.1909113600282,53.52091013932508,8.360800420267363,2.1657104193289918,1.70828716989395,1,54.563999938964834,55.192499923706045,True,13.180519058257255,7.336955038195693,59.45000076293945,False,-0.3364184362872736,,-9.838011449664808,False,1,False,False,False,True,True,True,True,73.1,True,False,False,True,True,False,0.007692307692307693
2026-01-15,59.20000076293945,59.75,58.400001525878906,59.45000076293945,59.45000076293945,9597261,0.0,0.0,0.0681244606406343,0.0689654906897325,57.31023076249032,56.06202055714115,54.79031097538819,53.15610031960257,49.53353051155495,True,True,True,False,1.3499984741210938,1.0093750953674308,2.018750190734861,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,,,False,,,,,,,0.0,,0.0,,False,32.58553396980999,41.17643538918768,12.324911294943126,72.09302325581396,56.19820503665405,58.58320526553589,53.813204807772216,8.487816389602735,1.918786270564745,0.6259225927596814,1,54.72399993896484,55.46249999999999,True,15.54907654299312,8.287794372675485,59.79999923706055,False,-0.5852817367666204,,-10.78555370339418,False,1,False,False,False,False,False,True,True,72.1,True,False,False,False,True,False,0.013793103448275862
