Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,SNO
2025-09-29,1288.HK,5.210000038146973,5.309999942779541,5.179999828338623,5.260000228881836,5.260000228881836,162764386,0.0,0.0,LH,LHLLHH,5.050000190734863,2025-10-08,6.059999942779541,2025-10-27,6.170000076293945,5.059999942779541,SB1-2025/09/29,False,False,False,False,False,True,0.85,11.0,4.0,5.0,2.0,True,5.61,6.170000076293945,6.73000015258789,1288.HK
2025-09-10,0136.HK,2.8299999237060547,2.890000104904175,2.789999961853028,2.8399999141693115,2.8399999141693115,62663200,0.0,0.0,LH,LHLLHH,2.690000057220459,2025-09-18,3.049999952316284,2025-09-24,3.0899999141693115,2.720000028610229,,False,False,False,False,False,True,0.5,2.0,2.0,0.0,0.0,False,,,,136.HK
2025-09-19,1548.HK,17.309999465942383,17.559999465942383,16.860000610351562,17.059999465942383,17.059999465942383,11608334,0.0,0.0,LH,LHLLHH,15.359999656677246,2025-09-26,17.65999984741211,2025-10-08,17.65999984741211,15.699999809265137,SB1-2025/09/19,False,False,False,False,False,True,0.83,5.0,3.0,2.0,0.0,True,16.51,17.65999984741211,18.809999694824217,1548.HK
2025-09-25,1658.HK,5.46999979019165,5.46999979019165,5.329999923706055,5.329999923706055,5.329999923706055,38980013,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2025/08/26,False,False,False,True,False,False,0.0,,,,,False,,,,1658.HK
2025-09-11,1816.HK,2.9600000381469727,3.0,2.940000057220459,2.9600000381469727,2.9600000381469727,40681253,0.0,0.0,LH,LHLLHH,2.740000009536743,2025-09-22,3.240000009536743,2025-10-16,3.299999952316284,2.7699999809265137,SB1-2025/09/11,False,False,False,False,False,True,0.62,10.0,3.0,4.0,3.0,True,3.02,3.299999952316284,3.5799999046325683,1816.HK
2025-09-08,1898.HK,9.390000343322754,9.670000076293944,9.270000457763672,9.539999961853027,9.539999961853027,20705246,0.0,0.0,LH,LHLLHH,9.140000343322754,2025-10-02,11.100000381469728,2025-10-20,11.170000076293944,9.210000038146973,SB1-2025/09/08,False,False,False,False,False,True,0.73,8.0,5.0,1.0,2.0,True,10.16,11.170000076293944,12.180000152587889,1898.HK
2025-10-02,1913.HK,47.13999938964844,48.31999969482422,46.959999084472656,47.77999877929688,47.77999877929688,2326189,0.0,0.0,LH,LHLLHH,42.29999923706055,2025-10-14,50.25,2025-10-27,52.0,42.59999847412109,,False,False,False,False,False,True,0.56,5.0,3.0,0.0,2.0,False,,,,1913.HK
2025-09-02,0002.HK,65.69999694824219,65.69999694824219,65.30000305175781,65.30000305175781,65.30000305175781,3880863,0.63,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2025/06/25,False,False,False,True,False,False,0.0,,,,,False,,,,2.HK
2025-09-15,0023.HK,12.489999771118164,12.489999771118164,12.239999771118164,12.239999771118164,12.239999771118164,765141,0.0,0.0,LH,LHLLHH,11.640000343322754,2025-09-26,12.789999961853027,2025-10-09,13.199999809265137,11.68000030517578,,False,False,False,False,False,True,0.57,4.0,2.0,0.0,2.0,False,,,,23.HK
2025-10-02,2331.HK,17.829999923706055,17.850000381469727,17.43000030517578,17.540000915527344,17.540000915527344,4618208,0.0,0.0,LH,LHLLHH,16.43000030517578,2025-10-14,18.15999984741211,2025-10-24,18.82999992370605,16.469999313354492,,False,False,False,False,False,True,0.38,3.0,1.0,2.0,0.0,False,,,,2331.HK
2025-09-26,0293.HK,10.5,10.649999618530272,10.380000114440918,10.56999969482422,10.56999969482422,5894287,0.0,0.0,LH,LHLLHH,10.350000381469728,2025-10-13,11.260000228881836,2025-10-28,11.350000381469728,10.380000114440918,SB1-2025/09/26,False,False,False,False,False,True,0.64,7.0,4.0,1.0,2.0,True,10.85,11.350000381469728,11.850000762939455,293.HK
2025-09-25,0003.HK,6.840000152587891,6.840000152587891,6.760000228881836,6.769999980926514,6.769999980926514,22080144,0.0,0.0,,,0.0,,0.0,,0.0,0.0,CL1-2025/09/01,False,False,False,True,False,False,0.0,,,,,False,,,,3.HK
2025-09-01,0003.HK,7.070000171661377,7.079999923706055,7.039999961853027,7.050000190734863,6.929999828338623,16376597,0.0,0.0,LH,LHLLHH,6.78000020980835,2025-09-04,7.119999885559082,2025-09-11,7.139999866485596,6.829999923706055,SB1-2025/09/01,False,False,False,False,False,True,1.0,5.0,2.0,2.0,1.0,True,6.96,7.139999866485596,7.319999732971191,3.HK
2025-09-29,80883.HK,17.579999923706055,17.639999389648438,17.579999923706055,17.6200008392334,17.6200008392334,219000,0.0,0.0,LH,LHLLHH,16.979999542236328,2025-10-08,18.350000381469727,2025-10-27,18.5,17.219999313354492,SB1-2025/09/29,False,False,False,False,False,True,0.77,10.0,4.0,3.0,3.0,True,17.74,18.5,19.26,80883.HK
2025-10-02,82331.HK,16.06999969482422,16.06999969482422,16.059999465942383,16.059999465942383,16.059999465942383,3500,0.0,0.0,LH,LHLLHH,15.170000076293944,2025-10-14,16.979999542236328,2025-10-23,17.020000457763672,15.270000457763672,SB1-2025/10/02,False,False,False,False,False,True,0.67,4.0,3.0,0.0,0.0,True,16.1,17.020000457763672,17.940000915527342,82331.HK
2025-09-29,0857.HK,7.159999847412109,7.329999923706055,7.119999885559082,7.28000020980835,7.28000020980835,151161198,0.0,0.0,LH,LHLLHH,6.989999771118164,2025-09-30,8.010000228881836,2025-10-23,8.149999618530273,7.03000020980835,SB1-2025/09/29,False,False,False,False,False,True,0.73,11.0,3.0,6.0,2.0,True,7.57,8.149999618530273,8.729999237060547,857.HK
2025-09-29,0883.HK,19.190000534057617,19.299999237060547,19.1299991607666,19.280000686645508,19.280000686645508,55799995,0.0,0.0,LH,LHLLHH,18.420000076293945,2025-10-13,20.059999465942383,2025-10-27,20.239999771118164,18.450000762939453,SB1-2025/09/29,False,False,False,False,False,True,0.6,6.0,3.0,2.0,1.0,True,19.33,20.239999771118164,21.14999954223633,883.HK
2025-09-12,0914.HK,24.559999465942383,24.940000534057617,23.63999938964844,23.84000015258789,23.84000015258789,11914306,0.0,0.0,LH,LHLLHH,22.420000076293945,2025-09-18,25.0,2025-10-16,25.89999961853028,22.68000030517578,SB1-2025/09/12,False,False,False,False,False,True,0.72,13.0,4.0,6.0,3.0,True,24.16,25.89999961853028,27.639999237060557,914.HK
