index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,WLow,WLDate,WHigh,WHDate,HHHL,SNO
2026-01-08,1115.HK,0.5899999737739563,0.6299999952316284,0.5899999737739563,0.6100000143051147,0.6100000143051147,17210000,0.0,0.0,0.5861269550812349,0.5743821432824721,0.56625768568928,0.5382940887331286,0.4579134380517242,True,True,True,False,0.0400000214576721,0.0253846186857957,0.0380769280286935,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2025/12/01,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,1115.HK
2026-01-06,2198.HK,3.2300000190734863,3.4100000858306885,3.119999885559082,3.400000095367432,3.400000095367432,8296400,0.0,0.0,3.1263805538521483,3.028355965989332,2.845560892980909,2.590689316981646,2.198795430618984,True,True,True,False,0.2900002002716064,0.1331249624490738,0.1996874436736107,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2025/10/28,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,2198.HK
2026-01-02,0326.HK,2.650000095367432,2.9800000190734863,2.650000095367432,2.950000047683716,2.950000047683716,17977250,0.0,0.0,2.408031152488727,2.209511052789016,2.110355990860908,2.0724041625570924,1.7685144588012804,True,True,True,False,0.3299999237060542,0.134666625658671,0.2019999384880066,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2025/12/02,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,326.HK
2026-01-05,0326.HK,3.109999895095825,3.309999942779541,3.109999895095825,3.220000028610229,3.220000028610229,13932208,0.0,0.0,2.555661857238091,2.297379659382165,2.153871443321666,2.095128833172006,1.7800800808714712,True,True,True,False,0.2000000476837158,0.1456249579787254,0.2184374369680881,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP2-2025/12/02,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,326.HK
2026-01-07,0326.HK,3.400000095367432,3.569999933242798,3.309999942779541,3.5299999713897705,3.5299999713897705,12070604,0.0,0.0,2.8584182770535045,2.492106677650088,2.2547886742956886,2.148869493875337,1.8068285444237824,True,True,True,False,0.2599999904632568,0.1618749648332595,0.2428124472498893,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP3-2025/12/02,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,326.HK
2026-01-05,3336.HK,2.039999961853028,2.0799999237060547,1.899999976158142,1.9800000190734863,1.9800000190734863,2698000,0.0,0.0,1.9366842042841876,1.8585481785236877,1.767087881482407,1.6428615720533264,1.4589950131822111,True,True,True,False,0.1799999475479126,0.0921428629330226,0.1382142943995339,,,0.0,,0.0,,0.0,0.0,0.0,0.0,BY1-2025/11/21,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,3336.HK
2026-01-06,3983.HK,2.430000066757202,2.539999961853028,2.4100000858306885,2.5,2.5,3374000,0.0,0.0,2.436571159942281,2.4433227714646337,2.439882381366433,2.383117227356349,2.2591635244937747,False,False,False,False,0.1299998760223393,0.0560000260670979,0.0840000391006469,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TU2-2025/10/27,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0,0,False,0.0,,0.0,,False,3983.HK
2026-01-05,9676.HK,7.0,7.539999961853027,7.0,7.199999809265137,7.199999809265137,822128,0.0,0.0,7.2593891961687165,7.301330468002316,7.495647051747099,7.6140883361237375,8.683863099577806,False,False,False,False,0.5399999618530273,0.2913332939147949,0.4369999408721923,HL,HLHHHLLHLL,8.220000267028809,2026-01-09,8.09000015258789,2026-01-10,7.5,-0.09,6.78000020980835,6.409999847412109,BY1-2025/12/11,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0,0,False,7.5,2026-01-10,8.220000267028809,2026-01-11,False,9676.HK
2026-01-08,9676.HK,7.579999923706055,7.800000190734863,7.079999923706055,7.579999923706055,7.579999923706055,559500,0.0,0.0,7.336645166696851,7.329468353575368,7.486414426047578,7.602319398622395,8.653673162798247,False,False,False,False,0.7200002670288086,0.2879999796549479,0.4319999694824218,,,0.0,,0.0,,0.0,0.0,0.0,0.0,TP1-2025/12/11,False,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,False,0.0,,0.0,,False,9676.HK
