Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_50,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,BOSS_STATUS,BOSS1,bullish_count,bullish_ratio,strong_bullish,medium_bullish,weak_bullish,buy_price,tp1,tp2
2025-09-29,1288.HK,5.210000038146973,5.309999942779541,5.179999828338623,5.260000228881836,5.260000228881836,162764386,0.0,0.0,5.273491548870376,5.332165726173521,5.34326081788731,5.214508199298035,4.67436392218378,False,False,False,False,LH,LHLLHH,5.050000190734863,2025-10-08,5.760000228881836,2025-10-21,5.840000152587891,SB-20250929,True,7,0.78,3,3,1,5.45,5.840000152587891,6.230000305175781
2025-09-29,857.HK,7.159999847412109,7.329999923706055,7.119999885559082,7.28000020980835,7.28000020980835,151161198,0.0,0.0,7.197708277707919,7.249346280361754,7.175617972505192,6.881710530015074,6.336091446513287,False,False,False,False,LH,LHLLHH,6.989999771118164,2025-09-30,7.800000190734863,2025-10-21,7.889999866485596,SB-20250929,True,8,0.62,3,4,1,7.44,7.889999866485596,8.33999973297119
