index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,HFH,FlatCount,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS1,BOSS2,rolling_22_low,rolling_33_low,MA150,WLow,WHigh,HHHL,MA_20,MA_50,MA_150,MA_200,High_52W,Low_52W,Trend_Template,Depth_60D,Depth_20D,Depth_5D,Contraction_Structure,Vol_MA50,Vol_MA10,Volume_Contraction,Resistance,Breakout_Detected,VCP,SVM,MLP,RF,SNO
2026-03-30,3618.HK,6.599999904632568,6.849999904632568,6.599999904632568,6.829999923706055,6.829999923706055,12979920,0.0,0.0,-0.0058565098535642,6.537150110711044,6.3451424256532905,6.198913464796822,6.162428992577414,5.981627999204811,True,True,True,True,9,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,5.739999771118164,5.739999771118164,6.1474666627248125,0.0,0.0,False,6.273000001907349,6.065999965667725,6.1474666627248125,6.273049995899201,7.139999866485596,4.800000190734863,False,0.1795620490799792,0.1562043371855511,0.0832116354394012,False,13444621.54,14859581.0,False,6.800000190734863,False,False,False,False,False,3618.HK
