Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_100,classification,PATTERN,LLDate,HHDate,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,tp3_price,SNO
2025-10-15,AREN,4.96999979019165,5.099999904632568,4.820000171661377,4.880000114440918,4.880000114440918,162800,0.0,0.0,4.975488282234632,5.322563541869776,5.67081942009865,5.492005833448999,4.302367132713129,False,False,4.190000057220459,5.610000133514404,5.949999809265137,4.199999809265137,4.199999809265137,SB1-2025/10/15,False,False,False,False,False,False,True,0.8,4,2,True,False,LH,LHLLHH,2025-10-21,2025-10-28,0.0,2.0,5.07,5.949999809265137,6.829999618530273,7.70999942779541,AREN
2025-11-04,AREN,5.159999847412109,5.159999847412109,4.940000057220459,4.949999809265137,4.949999809265137,198800,0.0,0.0,5.214358932352582,5.191895987535894,5.417084421025023,5.384534287548327,4.379999275605464,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/15,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,AREN
2025-10-13,AWX,2.5999999046325684,2.75,2.569999933242798,2.75,2.75,29500,0.0,0.0,2.625807035987361,2.5887933812813606,2.557358201321814,2.578730470051166,2.649644816334999,False,True,0.0,0.0,0.0,0.0,0.0,TP2-2025/08/28,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,AWX
2025-10-15,BDL,32.619998931884766,33.619998931884766,32.619998931884766,33.619998931884766,33.619998931884766,1100,0.0,0.0,31.644370683853676,30.93688711709355,30.458954797676945,29.56006389215249,28.105383492034512,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2025/09/04,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,BDL
2025-11-07,GAU,1.9800000190734863,2.190000057220459,1.940000057220459,2.039999961853028,2.039999961853028,5643300,0.0,0.0,2.3641056004906744,2.466067907786936,2.391757270753923,2.1457038181116457,1.7716287426017634,False,False,2.319999933242798,2.240000009536743,2.2100000381469727,1.940000057220459,1.940000057220459,BY1-2025/07/22,True,False,False,False,False,False,False,0.0,0,0,False,False,LL,LLLHHL,2025-11-18,2025-11-18,,,,,,,GAU
2025-10-23,INUV,2.9800000190734863,3.0299999713897705,2.9100000858306885,2.9800000190734863,2.9800000190734863,113100,0.0,0.0,3.1919154582926383,3.3606488971521213,3.609263668154709,3.832080646792155,3.842365187320515,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/06/09,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,,,,,INUV
2025-10-24,OBE,6.25,6.25,5.960000038146973,6.059999942779541,6.059999942779541,465700,0.0,0.0,5.983422170364992,6.124566115498312,6.112094780196762,5.9313668379006605,5.859934425577187,False,False,5.440000057220459,6.300000190734863,6.409999847412109,5.579999923706055,5.579999923706055,SB1-2025/10/24,False,False,False,False,False,False,True,0.71,5,2,True,False,LH,LHLLHH,2025-10-31,2025-11-16,2.0,1.0,5.92,6.409999847412109,6.899999694824219,7.389999542236328,OBE
2025-11-06,OZ,64.58000183105469,64.87000274658203,63.0,63.0,63.0,8700,0.0,0.0,64.90155331311328,64.56533510121959,64.21434168409287,64.20718642973091,65.10169978403779,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/06,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,OZ
2025-10-20,UTG,40.13999938964844,40.33000183105469,38.95000076293945,39.04999923706055,39.04999923706055,700200,0.0,0.0,40.33492029718219,39.91718421759484,38.97562872314916,37.64565503690999,35.03407628527795,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/08/29,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,UTG
