Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,T1_22,T1_50,EMA250
2025-10-10,2596.HK,2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,2.619999885559082,1000,0.0,0.0,2.613030019275704,2.6053558330056683,2.5925706909641058,2.5804376197694747,False,True,True,True,
2025-10-10,2480.HK,25.0,25.020000457763672,25.0,25.0,25.0,8000,0.0,0.0,24.720553187399705,24.696383321802333,24.387389693295457,23.92514896190756,False,True,True,False,24.05803030181613
2025-10-10,34.HK,3.690000057220459,3.690000057220459,3.650000095367432,3.690000057220459,3.690000057220459,51330,0.0,0.0,3.663058898832796,3.609572594871693,3.481151019464228,3.3625642295220084,False,True,True,False,3.524911657039602
