Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_150,SNO
2025-07-09,2130.HK,3.450000047683716,3.450000047683716,3.380000114440918,3.380000114440918,3.3701171875,4000,0.0,0.0,3.4228179026037333,3.419396497601446,3.4113348618336543,3.4213965945221045,3.748859306423945,False,True,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0,0,False,True,2130.HK
2025-07-10,2130.HK,3.440000057220459,3.440000057220459,3.440000057220459,3.440000057220459,3.4299416542053223,2000,0.0,0.0,3.424113130167658,3.4203134677409137,3.4120645399658764,3.4215658036247425,3.7463181299122414,False,True,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0,0,False,True,2130.HK
