date,sno,stype,price,close,type,classification,PATTERN,HHClose,HLLow,BOSS1,BOSS2
2025-09-17 08:00:00+08:00,9877.HK,M,9.600000381469728,9.380000114440918,high,HH,HHHLHH,10.449999809265137,8.050000190734863,False,True
2025-09-19 08:00:00+08:00,9866.HK,L,60.34999847412109,58.650001525878906,high,HH,HHHLHH,61.20000076293945,52.150001525878906,False,True
2025-09-22 08:00:00+08:00,8537.HK,S,0.209999993443489,0.1949999928474426,high,HH,HHHLHH,0.2199999988079071,0.1909999996423721,False,True
2025-09-24 08:00:00+08:00,8521.HK,S,1.6100000143051147,1.5800000429153442,high,HH,HHHLHH,1.6100000143051147,1.3300000429153442,False,True
2025-09-18 08:00:00+08:00,8317.HK,S,0.1199999973177909,0.1169999986886978,high,HH,HHHLHH,0.1270000040531158,0.0949999988079071,False,True
2025-09-16 08:00:00+08:00,8299.HK,M,0.3400000035762787,0.324999988079071,high,HH,HHHLHH,0.5199999809265137,0.3000000119209289,False,True
2025-09-18 08:00:00+08:00,8237.HK,S,0.395000010728836,0.3849999904632568,high,HH,HHHLHH,0.4300000071525574,0.3050000071525574,False,True
2025-09-23 08:00:00+08:00,8168.HK,S,0.0560000017285347,0.0520000010728836,high,HH,HHHLHH,0.0850000008940696,0.0489999987185001,False,True
2025-09-15 08:00:00+08:00,8041.HK,S,0.8899999856948853,0.8100000023841858,high,HH,HHHLHH,0.8399999737739563,0.7099999785423279,False,True
2025-09-16 08:00:00+08:00,6922.HK,S,6.289999961853027,6.289999961853027,high,HH,HHHLHH,7.699999809265137,5.599999904632568,False,True
2025-09-29 08:00:00+08:00,6898.HK,S,0.8399999737739563,0.8399999737739563,high,HH,HHHLHH,0.8299999833106995,0.6899999976158142,False,True
2025-09-15 08:00:00+08:00,6182.HK,S,0.5099999904632568,0.5099999904632568,high,HH,HHHLHH,0.5400000214576721,0.4199999868869781,False,True
2025-09-18 08:00:00+08:00,3898.HK,M,40.15999984741211,38.959999084472656,high,HH,HHHLHH,45.58000183105469,38.20000076293945,False,True
2025-09-24 08:00:00+08:00,3788.HK,M,4.579999923706055,4.230000019073486,high,HH,HHHLHH,4.820000171661377,4.0,False,True
2025-09-19 08:00:00+08:00,3773.HK,S,1.7100000381469729,1.6399999856948853,high,HH,HHHLHH,1.659999966621399,1.559999942779541,False,True
2025-09-16 08:00:00+08:00,2899.HK,L,30.280000686645508,29.3799991607666,high,HH,HHHLHH,36.13999938964844,27.84000015258789,False,True
2025-09-18 08:00:00+08:00,2878.HK,S,0.550000011920929,0.5199999809265137,high,HH,HHHLHH,0.6000000238418579,0.4850000143051147,False,True
2025-09-17 08:00:00+08:00,2779.HK,S,0.7400000095367432,0.7300000190734863,high,HH,HHHLHH,0.7599999904632568,0.6399999856948853,False,True
2025-09-18 08:00:00+08:00,2533.HK,M,21.299999237060547,19.959999084472656,high,HH,HHHLHH,20.780000686645508,19.290000915527344,False,True
2025-09-18 08:00:00+08:00,2521.HK,S,0.3350000083446502,0.3149999976158142,high,HH,HHHLHH,0.4199999868869781,0.3100000023841858,False,True
