股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值
01848.HK,中國飛機租賃,100502,4.760,-0.120,-2.459%,33.35萬,1.59百萬,13.76,0.84,6.30%,35.60億,01848.HK,0.76,0.76,0.05%,0.65%,100.00%,0.67%,789.47%,"1,166.67%",2023/12,01848.HK,47.64億,14.000%,5.14億,12.243%,2.83千萬,0.673%,0.038,-61.616%,2023/12,1848.HK,3560000000.0
02357.HK,中航科工,100502,3.930,-0.050,-1.256%,2.13千萬,8.41千萬,13.49,0.86,2.24%,244.08億,02357.HK,1.69,1.22,1.32%,7.75%,25.18%,2.89%,28.30%,40.09%,2023/12,02357.HK,928.75億,4.000%,76.62億,8.249%,26.82億,2.888%,0.341,0.401%,2023/12,2357.HK,24408000000.0
02588.HK,中銀航空租賃,100502,70.900,-0.350,-0.491%,48.40萬,3.44千萬,6.86,1.00,5.14%,492.05億,02588.HK,0.24,0.24,3.16%,13.29%,100.00%,31.04%,35.02%,287.47%,2023/12,02588.HK,192.25億,6.000%,67.22億,34.964%,59.67億,31.037%,8.592,"3,568.075%",2023/12,2588.HK,49205000000.0
00098.HK,興發鋁業,080401,7.600,-0.170,-2.188%,11.30萬,85.98萬,3.64,0.51,8.42%,31.97億,00098.HK,1.80,1.52,6.25%,15.12%,11.47%,4.63%,30.57%,59.30%,2023/12,00098.HK,190.22億,N/A,11.58億,6.087%,8.82億,4.634%,2.094,70.274%,2023/12,0098.HK,3197000000.0
00486.HK,俄鋁,080401,4.380,-0.100,-2.232%,47.60萬,2.11百萬,10.68,0.76,0.00%,665.45億,00486.HK,2.14,1.17,1.31%,2.56%,14.48%,2.31%,N/A,71.41%,2023/12,00486.HK,953.96億,-12.000%,-6.17億,-0.647%,22.03億,2.309%,0.148,-83.892%,2023/12,0486.HK,66545000000.00001
01378.HK,中國宏橋,080401,33.520,-1.380,-3.954%,3.60千萬,12.23億,13.35,2.77,4.80%,"3,192.48億",01378.HK,1.18,0.72,5.72%,12.42%,15.68%,8.58%,47.52%,69.80%,2023/12,01378.HK,"1,464.78億",-1.000%,161.11億,10.999%,125.63億,8.577%,1.326,25.593%,2023/12,1378.HK,319248000000.0
02078.HK,榮陽實業,080401,0.142,0.000,0.000%,0.00,0.00,6.07,0.23,0.00%,1.70億,02078.HK,1.80,1.58,1.97%,3.91%,15.80%,2.72%,N/A,29.60%,2023/12,02078.HK,10.37億,-35.000%,-6.97百萬,0.254%,2.82千萬,2.717%,0.024,N/A,2023/12,2078.HK,170000000.0
02600.HK,中國鋁業,080401,11.460,-0.590,-4.896%,7.73千萬,8.94億,14.91,2.71,2.07%,451.98億,02600.HK,1.00,0.61,3.15%,11.40%,12.25%,2.96%,20.46%,132.83%,2023/12,02600.HK,"2,467.23億",-24.000%,193.41億,7.839%,73.02億,2.960%,0.429,58.972%,2023/12,2600.HK,45198000000.0
02610.HK,南山鋁業國際,080401,45.380,-0.800,-1.732%,1.21百萬,5.45千萬,N/A,N/A,0.00%,267.49億,02610.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02610.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2610.HK,26749000000.0
01936.HK,利特米,020703,0.650,0.000,0.000%,1.40萬,9.10千,21.31,1.30,16.92%,3.03億,01936.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01936.HK,2.00億,-15.000%,2.55千萬,12.754%,1.94千萬,9.693%,0.041,-3.191%,2023/12,1936.HK,303000000.0
03999.HK,大成食品,020703,0.610,-0.010,-1.613%,6.00千,3.66千,9.90,0.27,0.00%,6.20億,03999.HK,1.56,1.09,1.24%,2.22%,10.32%,0.73%,N/A,26.53%,2023/12,03999.HK,70.36億,N/A,1.11億,1.584%,5.15千萬,0.733%,0.050,-50.554%,2023/12,3999.HK,620000000.0
00113.HK,迪生創建,100301,5.310,-0.110,-2.030%,6.00萬,32.20萬,10.53,0.59,1.88%,20.50億,00113.HK,3.29,3.15,6.55%,9.82%,45.74%,14.61%,50.56%,36.70%,2024/03,00113.HK,24.00億,12.000%,4.22億,17.579%,3.51億,14.614%,0.890,38.846%,2024/03,0113.HK,2050000000.0
00128.HK,安寧控股,100301,0.300,+0.005,+1.695%,1.36百萬,40.80萬,無盈利,0.48,0.00%,4.95億,00128.HK,16.93,16.61,-1.79%,-1.85%,56.92%,-16.34%,N/A,1.26%,2023/12,00128.HK,1.21億,28.000%,-1.86千萬,-15.360%,-1.97千萬,-16.342%,-0.012,86.857%,2023/12,0128.HK,495000000.0
01150.HK,米蘭站,100301,0.159,-0.006,-3.636%,66.00萬,10.41萬,無盈利,2.33,0.00%,1.68億,01150.HK,5.12,2.71,-23.67%,-32.88%,14.57%,-16.16%,N/A,24.11%,2023/12,01150.HK,1.73億,-26.000%,-2.68千萬,-15.547%,-2.79千萬,-16.162%,-0.032,47.776%,2023/12,1150.HK,168000000.0
01223.HK,新灃集團,100301,1.450,-0.050,-3.333%,1.92百萬,2.82百萬,無盈利,1.86,0.35%,43.13億,01223.HK,1.23,1.19,-4.22%,-8.14%,90.44%,-67.57%,-7.23%,64.69%,2023/12,01223.HK,3.05億,9.000%,-2.13億,-69.937%,-2.06億,-67.573%,-0.069,-153.480%,2023/12,1223.HK,4313000000.0
01255.HK,ＴＡＴＡ健康,100301,0.300,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,7.29千萬,01255.HK,0.67,0.53,5.46%,28.57%,78.80%,6.65%,N/A,119.22%,2022/12,01255.HK,1.45億,-10.000%,4.50百萬,3.115%,9.61百萬,6.648%,0.040,N/A,2022/12,1255.HK,72900000.0
01657.HK,樺欣控股,100301,15.680,-0.120,-0.759%,2.50千,3.94萬,無盈利,6.04,0.00%,5.02億,01657.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01657.HK,1.23億,-17.000%,-1.74千萬,-14.124%,-1.71千萬,-13.951%,-0.536,-4.483%,2024/04,1657.HK,501999999.99999994
02528.HK,尚晉國際控股,100301,0.260,0.000,0.000%,0.00,0.00,無盈利,0.70,0.00%,1.04億,02528.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02528.HK,10.08億,4.000%,11.70萬,0.012%,-1.69千萬,-1.672%,-0.040,50.000%,2023/12,2528.HK,104000000.0
03813.HK,寶勝國際,100301,0.470,-0.005,-1.053%,2.31百萬,1.09百萬,4.66,0.27,12.77%,25.03億,03813.HK,2.73,1.38,3.70%,5.76%,33.67%,2.44%,29.38%,21.34%,2023/12,03813.HK,219.95億,4.000%,8.07億,3.667%,5.38億,2.444%,0.104,435.012%,2023/12,3813.HK,2503000000.0
06288.HK,FAST,100301,28.240,+0.240,+0.857%,600.00,1.69萬,37.75,7.46,0.91%,89.87億,06288.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,06288.HK,"1,655.74億",11.000%,267.21億,16.138%,198.44億,11.985%,0.647,24.599%,2024/08,6288.HK,8987000000.0
00130.HK,慕詩國際,020601,0.169,0.000,0.000%,4.40萬,7.68千,無盈利,0.15,0.00%,4.87千萬,00130.HK,0.76,0.50,-8.06%,-12.02%,80.46%,-35.03%,N/A,23.39%,2024/03,00130.HK,1.37億,7.000%,-2.93千萬,-21.328%,-4.81千萬,-35.030%,-0.170,-13.333%,2024/03,0130.HK,48700000.0
00311.HK,聯泰控股,020601,0.205,0.000,0.000%,0.00,0.00,無盈利,0.18,0.00%,2.12億,00311.HK,1.13,0.88,-1.26%,-3.15%,13.68%,-0.86%,N/A,87.06%,2023/12,00311.HK,54.41億,-18.000%,4.95千萬,0.909%,-4.69千萬,-0.862%,-0.047,N/A,2023/12,0311.HK,212000000.0
00330.HK,思捷環球,020601,1.160,-0.020,-1.695%,12.27萬,14.18萬,無盈利,1.86,0.00%,3.28億,00330.HK,1.04,0.52,-40.59%,-118.97%,42.42%,-39.56%,N/A,99.44%,2023/12,00330.HK,59.12億,-16.000%,-25.47億,-43.082%,-23.39億,-39.564%,-0.830,-260.870%,2023/12,0330.HK,328000000.0
00333.HK,黛麗斯國際,020601,0.270,0.000,0.000%,0.00,0.00,無盈利,0.23,0.00%,8.13千萬,00333.HK,1.34,0.84,-0.27%,-0.59%,22.61%,-0.20%,N/A,31.29%,2024/06,00333.HK,11.30億,12.000%,1.93千萬,1.705%,-2.21百萬,-0.195%,-0.007,97.509%,2024/06,0333.HK,81300000.00000001
00375.HK,ＹＧＭ貿易,020601,0.990,0.000,0.000%,4.20萬,4.17萬,無盈利,0.40,10.10%,1.64億,00375.HK,2.28,1.81,-0.90%,-1.13%,70.02%,-2.15%,-333.33%,14.38%,2024/03,00375.HK,2.38億,11.000%,-2.31百萬,-0.968%,-5.12百萬,-2.148%,-0.030,62.500%,2024/03,0375.HK,164000000.0
00458.HK,聯亞集團,020601,1.780,0.000,0.000%,0.00,0.00,3.11,0.40,12.92%,4.87億,00458.HK,1.67,1.00,5.49%,14.51%,42.29%,4.06%,39.68%,73.88%,2023/12,00458.HK,42.16億,12.000%,3.08億,7.311%,1.71億,4.062%,0.630,472.727%,2023/12,0458.HK,487000000.0
00483.HK,包浩斯國際,020601,0.320,+0.005,+1.587%,0.00,0.00,10.06,0.67,0.00%,1.18億,00483.HK,3.03,2.15,0.52%,0.74%,74.22%,0.63%,N/A,33.70%,2024/03,00483.HK,1.93億,-1.000%,1.37百萬,0.711%,1.21百萬,0.629%,0.003,-97.600%,2024/03,0483.HK,118000000.0
00518.HK,同得仕（集團）,020601,0.199,0.000,0.000%,0.00,0.00,無盈利,0.23,2.51%,8.98千萬,00518.HK,2.78,2.20,-2.29%,-3.20%,20.48%,-2.48%,-17.86%,14.41%,2024/03,00518.HK,5.17億,-31.000%,-1.33千萬,-2.579%,-1.28千萬,-2.476%,-0.028,N/A,2024/03,0518.HK,89800000.0
00533.HK,金利來集團,020601,0.960,-0.010,-1.031%,22.50萬,21.67萬,10.04,0.22,2.08%,9.35億,00533.HK,5.06,2.92,2.20%,2.64%,56.97%,8.72%,63.18%,1.00%,2023/12,00533.HK,13.31億,-5.000%,1.02億,7.644%,1.16億,8.725%,0.119,-24.539%,2023/12,0533.HK,935000000.0
00540.HK,迅捷環球控股,020601,0.140,0.000,0.000%,44.00萬,6.16萬,4.97,0.98,0.00%,8.40千萬,00540.HK,1.31,1.08,-1.90%,-7.12%,8.51%,-1.07%,N/A,139.11%,2023/12,00540.HK,4.62億,-17.000%,-1.37百萬,-0.297%,-4.95百萬,-1.071%,-0.008,85.540%,2023/12,0540.HK,84000000.0
00608.HK,達利國際,020601,1.450,0.000,0.000%,0.00,0.00,4.83,0.14,2.41%,4.43億,00608.HK,1.09,0.81,1.79%,3.64%,20.93%,3.44%,41.89%,52.87%,2023/12,00608.HK,33.07億,-5.000%,1.42億,4.301%,1.14億,3.437%,0.370,-26.000%,2023/12,0608.HK,443000000.0
00643.HK,恆富控股,020601,0.285,+0.010,+3.636%,3.44百萬,96.86萬,無盈利,1.73,0.00%,2.56億,00643.HK,2.59,1.83,-3.19%,-5.01%,12.77%,-1.81%,N/A,19.07%,2023/12,00643.HK,4.93億,-1.000%,-8.92百萬,-1.809%,-8.92百萬,-1.809%,-0.010,-8.602%,2023/12,0643.HK,256000000.0
00709.HK,佐丹奴國際,020601,1.510,+0.010,+0.667%,98.60萬,1.48百萬,11.29,1.22,9.27%,24.41億,00709.HK,1.58,1.15,8.95%,15.76%,58.43%,8.91%,141.20%,31.80%,2023/12,00709.HK,38.73億,1.000%,5.03億,12.987%,3.45億,8.908%,0.216,27.059%,2023/12,0709.HK,2441000000.0
00789.HK,雅天妮集團,020601,0.460,-0.015,-3.158%,4.00萬,1.84萬,73.02,3.44,0.00%,6.09億,00789.HK,3.77,3.01,4.54%,6.03%,22.28%,9.59%,N/A,7.94%,2024/03,00789.HK,7.12千萬,11.000%,6.80百萬,9.546%,6.83百萬,9.588%,0.006,N/A,2024/03,0789.HK,609000000.0
00844.HK,廣泰國際控股,020601,0.630,0.000,0.000%,0.00,0.00,無盈利,1.15,0.00%,3.11億,00844.HK,1.23,1.02,-0.25%,-0.58%,20.73%,-0.31%,N/A,62.40%,2023/12,00844.HK,5.58億,5.000%,-2.53百萬,-0.454%,-1.71百萬,-0.307%,-0.004,-936.504%,2023/12,0844.HK,311000000.0
00918.HK,龍翼航空科技,020601,0.600,+0.050,+9.091%,6.60萬,4.03萬,無盈利,2.55,0.00%,6.68億,00918.HK,1.81,1.33,-14.31%,-20.53%,22.50%,-23.73%,N/A,14.84%,2024/03,00918.HK,2.46億,19.000%,-6.72千萬,-27.338%,-5.84千萬,-23.727%,-0.059,-86.792%,2024/03,0918.HK,668000000.0
01025.HK,嘉藝控股,020601,0.236,+0.012,+5.357%,13.60萬,3.20萬,無盈利,1.75,0.00%,4.77千萬,01025.HK,1.18,1.02,-22.19%,-52.53%,13.72%,-45.01%,N/A,48.39%,2024/03,01025.HK,5.43千萬,-24.000%,-2.21千萬,-40.750%,-2.44千萬,-45.007%,-0.580,21.622%,2024/03,1025.HK,47699999.99999999
01100.HK,飛達控股,020601,1.280,-0.020,-1.538%,10.00萬,12.79萬,9.62,0.49,6.25%,5.49億,01100.HK,1.93,1.25,6.60%,10.62%,33.57%,8.31%,32.67%,19.40%,2023/12,01100.HK,14.19億,-24.000%,1.90億,13.404%,1.18億,8.312%,0.275,-39.949%,2023/12,1100.HK,549000000.0
01146.HK,匯成國際控股,020601,0.056,0.000,0.000%,0.00,0.00,無盈利,0.19,0.00%,1.93億,01146.HK,4.95,3.13,-10.76%,-12.64%,48.79%,-68.63%,-42.04%,0.96%,2023/12,01146.HK,2.28億,-2.000%,-1.37億,-60.209%,-1.56億,-68.632%,-0.048,45.088%,2023/12,1146.HK,193000000.0
01234.HK,中國利郎,020601,3.350,-0.060,-1.760%,2.86百萬,9.60百萬,8.18,0.94,8.96%,40.12億,01234.HK,1.65,1.14,8.16%,13.37%,48.16%,14.97%,74.13%,31.94%,2023/12,01234.HK,38.85億,11.000%,6.69億,17.231%,5.81億,14.968%,0.486,15.038%,2023/12,1234.HK,4011999999.9999995
01346.HK,利華控股集團,020601,1.500,-0.020,-1.316%,4.00萬,6.05萬,7.16,1.96,6.67%,9.59億,01346.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01346.HK,16.29億,-3.000%,1.43億,8.763%,1.22億,7.490%,0.191,7.497%,2023/12,1346.HK,959000000.0
01388.HK,安莉芳控股,020601,0.380,0.000,0.000%,0.00,0.00,無盈利,0.09,0.00%,1.61億,01388.HK,2.39,1.07,-2.52%,-3.34%,74.59%,-5.63%,N/A,15.86%,2023/12,01388.HK,12.82億,-3.000%,-9.33千萬,-7.276%,-7.22千萬,-5.630%,-0.171,-40.808%,2023/12,1388.HK,161000000.0
01425.HK,捷隆控股,020601,0.630,-0.010,-1.563%,3.80百萬,2.43百萬,4.62,0.95,8.89%,7.88億,01425.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01425.HK,11.14億,-8.000%,2.17億,19.438%,1.75億,15.744%,0.140,1.667%,2023/12,1425.HK,788000000.0
01520.HK,天機控股,020601,1.220,-0.050,-3.937%,2.35百萬,2.93百萬,無盈利,6.25,0.00%,11.58億,01520.HK,4.17,3.96,-43.77%,-63.30%,16.94%,-141.34%,N/A,22.22%,2023/12,01520.HK,6.63千萬,-25.000%,-8.15千萬,-122.918%,-9.37千萬,-141.342%,-0.191,-33.894%,2023/12,1520.HK,1158000000.0
01532.HK,中國派對文化,020601,0.103,0.000,0.000%,0.00,0.00,無盈利,0.50,0.00%,1.86億,01532.HK,3.26,2.69,-5.29%,-6.25%,24.47%,-6.73%,N/A,2.14%,2023/12,01532.HK,3.90億,14.000%,-1.35千萬,-3.455%,-2.62千萬,-6.729%,-0.018,-24.618%,2023/12,1532.HK,186000000.0
01682.HK,杭品生活科技,020601,0.199,0.000,0.000%,10.40萬,2.07萬,165.83,1.75,0.00%,1.56億,01682.HK,5.93,5.93,-3.46%,-4.15%,2.39%,-3.78%,N/A,N/A,2024/03,01682.HK,9.67千萬,-21.000%,-6.66百萬,-6.883%,-3.66百萬,-3.780%,-0.005,32.857%,2024/03,1682.HK,156000000.0
01749.HK,杉杉品牌,020601,0.820,+0.010,+1.235%,7.60萬,6.26萬,3.10,0.37,10.65%,2.74千萬,01749.HK,1.38,0.87,4.35%,12.45%,37.47%,2.98%,33.33%,57.50%,2023/12,01749.HK,11.62億,16.000%,4.74千萬,4.078%,3.46千萬,2.982%,0.263,94.344%,2023/12,1749.HK,27400000.000000004
01817.HK,慕尚集團控股,020601,0.330,0.000,0.000%,0.00,0.00,9.14,0.40,0.00%,3.14億,01817.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01817.HK,25.53億,-2.000%,5.68千萬,2.224%,4.34千萬,1.699%,0.048,210.094%,2023/12,1817.HK,314000000.0
01825.HK,STERLING,020601,0.131,-0.008,-5.755%,5.00千,673.00,無盈利,1.48,0.00%,4.53千萬,01825.HK,0.78,0.68,-5.71%,-67.18%,16.10%,-3.21%,N/A,710.23%,2024/03,01825.HK,5.71億,-8.000%,-1.77千萬,-3.090%,-1.84千萬,-3.213%,-0.077,N/A,2024/03,1825.HK,45300000.0
01906.HK,博尼控股,020601,0.540,0.000,0.000%,5.25百萬,2.88百萬,無盈利,2.11,0.00%,7.94億,01906.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01906.HK,1.95億,7.000%,-4.41千萬,-22.640%,-4.96千萬,-25.480%,-0.039,37.414%,2023/12,1906.HK,794000000.0
00020.HK,商湯－Ｗ,070203,2.170,-0.060,-2.691%,2.85億,6.21億,無盈利,3.22,0.00%,839.23億,00020.HK,5.15,5.00,-19.58%,-27.81%,44.07%,-189.09%,N/A,27.81%,2023/12,00020.HK,37.33億,-13.000%,-72.86億,-195.152%,-70.60億,-189.092%,-0.219,-2.287%,2023/12,0020.HK,83923000000.0
00268.HK,金蝶國際,070203,14.690,-0.230,-1.542%,1.22千萬,1.79億,無盈利,6.15,0.00%,521.42億,00268.HK,1.26,1.25,-1.48%,-2.44%,64.17%,-3.70%,N/A,9.79%,2023/12,00268.HK,62.25億,13.000%,-4.60億,-7.395%,-2.30億,-3.696%,-0.067,47.848%,2023/12,0268.HK,52141999999.99999
00465.HK,富通科技,070203,0.485,-0.065,-11.818%,2.00千,960.00,無盈利,0.58,0.00%,1.51億,00465.HK,4.96,4.96,-21.74%,-26.45%,16.90%,-57.23%,N/A,1.12%,2023/12,00465.HK,1.60億,-58.000%,-9.20千萬,-57.627%,-9.13千萬,-57.226%,-0.296,-9.319%,2023/12,0465.HK,151000000.0
00553.HK,南京熊貓電子股份,070203,4.890,-0.110,-2.200%,6.52百萬,3.23千萬,無盈利,1.35,0.00%,11.83億,00553.HK,2.05,1.75,-4.29%,-7.20%,17.66%,-8.17%,N/A,2.52%,2023/12,00553.HK,31.92億,-31.000%,-1.95億,-6.121%,-2.61億,-8.167%,-0.285,N/A,2023/12,0553.HK,1183000000.0
00596.HK,浪潮數字企業,070203,7.830,-0.320,-3.926%,2.70百萬,2.13千萬,21.85,3.35,1.02%,90.28億,00596.HK,1.17,1.17,3.19%,9.85%,23.12%,2.43%,15.50%,0.99%,2023/12,00596.HK,90.92億,15.000%,2.97億,3.267%,2.21億,2.431%,0.194,65.165%,2023/12,0596.HK,9028000000.0
00696.HK,中國民航信息網絡,070203,10.780,-0.360,-3.232%,1.02千萬,1.11億,14.30,1.33,2.42%,100.53億,00696.HK,2.93,2.91,5.09%,6.83%,52.51%,20.03%,33.33%,5.43%,2023/12,00696.HK,76.56億,30.000%,17.59億,22.975%,15.34億,20.031%,0.526,122.108%,2023/12,0696.HK,10053000000.0
00802.HK,中國錢包,070203,0.045,0.000,0.000%,0.00,0.00,無盈利,0.98,0.00%,2.72千萬,00802.HK,11.02,11.02,-8.42%,-9.67%,35.52%,-45.26%,N/A,5.33%,2023/12,00802.HK,7.10千萬,-20.000%,-3.05千萬,-42.956%,-3.21千萬,-45.263%,-0.053,-48.189%,2023/12,0802.HK,27200000.000000004
00909.HK,明源雲,070203,3.290,-0.080,-2.374%,5.42百萬,1.78千萬,無盈利,1.27,3.04%,63.25億,00909.HK,5.96,5.95,-10.01%,-11.87%,79.48%,-35.72%,-28.51%,2.69%,2023/12,00909.HK,17.97億,-12.000%,-8.37億,-46.548%,-6.42億,-35.717%,-0.351,49.847%,2023/12,0909.HK,6325000000.0
01059.HK,看通集團,070203,0.360,0.000,0.000%,0.00,0.00,4.47,0.61,0.00%,1.35億,01059.HK,2.32,2.05,2.36%,3.46%,61.41%,3.76%,N/A,3.79%,2024/06,01059.HK,1.52億,18.000%,3.81百萬,2.503%,5.72百萬,3.759%,0.022,-41.398%,2024/06,1059.HK,135000000.0
01075.HK,首都信息,070203,3.160,-0.010,-0.315%,3.10萬,9.82萬,無盈利,0.76,2.40%,2.45億,01075.HK,1.26,1.17,-2.92%,-6.37%,27.99%,-5.11%,N/A,2.45%,2023/12,01075.HK,15.63億,-2.000%,-9.91千萬,-6.343%,-7.99千萬,-5.114%,-0.274,N/A,2023/12,1075.HK,245000000.00000003
01402.HK,超智能控股,070203,0.235,0.000,0.000%,0.00,0.00,無盈利,2.11,0.00%,2.47億,01402.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01402.HK,1.30億,-17.000%,-1.12千萬,-8.600%,-1.29千萬,-9.895%,-0.012,N/A,2024/03,1402.HK,247000000.00000003
01561.HK,聯洋智能控股,070203,0.069,-0.001,-1.429%,1.63百萬,11.06萬,無盈利,N/A,0.00%,7.35千萬,01561.HK,0.98,0.98,-3.68%,-26.07%,71.40%,-10.63%,N/A,29.97%,2023/12,01561.HK,5.64億,27.000%,-1.46億,-25.857%,-5.99千萬,-10.629%,-0.066,40.541%,2023/12,1561.HK,73500000.0
01588.HK,暢捷通,070203,8.600,+0.060,+0.703%,29.50萬,2.54百萬,77.41,2.92,0.00%,11.67億,01588.HK,2.29,2.29,1.00%,1.83%,67.27%,1.98%,N/A,0.78%,2023/12,01588.HK,8.78億,14.000%,2.41千萬,2.744%,1.74千萬,1.983%,0.055,N/A,2023/12,1588.HK,1167000000.0
01632.HK,民商創科,070203,0.096,0.000,0.000%,0.00,0.00,無盈利,0.88,0.00%,9.15千萬,01632.HK,2.29,2.19,-21.94%,-27.07%,100.00%,-450.04%,N/A,0.79%,2024/03,01632.HK,7.95百萬,-86.000%,-1.18千萬,-148.089%,-3.58千萬,-450.038%,-0.040,"-2,573.333%",2024/03,1632.HK,91500000.0
01675.HK,亞信科技,070203,8.310,-0.370,-4.263%,3.98百萬,3.34千萬,13.09,1.09,4.96%,78.10億,01675.HK,1.96,1.93,4.72%,8.06%,37.71%,6.75%,159.17%,2.68%,2023/12,01675.HK,86.50億,N/A,7.15億,8.269%,5.84億,6.755%,0.636,-38.739%,2023/12,1675.HK,7809999999.999999
01679.HK,瑞斯康集團,070203,0.465,-0.035,-7.000%,1.32百萬,62.49萬,無盈利,N/A,0.00%,1.00億,01679.HK,0.90,0.76,-55.30%,479.49%,16.41%,-146.01%,N/A,-671.50%,2023/12,01679.HK,1.04億,-38.000%,-8.87千萬,-85.339%,-1.52億,-146.007%,-0.687,7.913%,2023/12,1679.HK,100000000.0
01739.HK,齊屹科技,070203,0.265,0.000,0.000%,25.85萬,6.47萬,無盈利,0.32,4.15%,3.03億,01739.HK,1.70,1.70,-5.18%,-9.39%,41.74%,-8.16%,-43.45%,23.82%,2023/12,01739.HK,13.01億,31.000%,-1.21億,-9.270%,-1.06億,-8.161%,-0.095,25.458%,2023/12,1739.HK,303000000.0
01745.HK,驢跡科技,070203,0.135,+0.001,+0.746%,9.61百萬,1.30百萬,2.61,0.22,0.00%,3.42億,01745.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01745.HK,6.42億,65.000%,1.99億,30.985%,1.59億,24.798%,0.101,249.213%,2023/12,1745.HK,342000000.0
01782.HK,國際商業數字技術,070203,3.990,-0.010,-0.250%,6.00萬,23.95萬,無盈利,17.37,0.00%,30.80億,01782.HK,5.42,5.29,-16.27%,-19.44%,45.88%,-39.23%,N/A,5.78%,2023/12,01782.HK,1.32億,12.000%,-5.26千萬,-39.894%,-5.17千萬,-39.229%,-0.077,-270.305%,2023/12,1782.HK,3080000000.0
01808.HK,企展控股,070203,3.000,+0.480,+19.048%,7.45萬,20.63萬,8.79,1.87,0.00%,7.35億,01808.HK,7.69,7.69,1.83%,2.61%,42.95%,9.15%,N/A,10.83%,2023/12,01808.HK,6.65千萬,23.000%,4.74百萬,7.127%,6.08百萬,9.151%,0.036,N/A,2023/12,1808.HK,735000000.0
01933.HK,元力控股,070203,0.161,-0.003,-1.829%,8.00千,1.28千,無盈利,0.32,0.00%,8.11千萬,01933.HK,1.71,1.55,1.27%,3.02%,15.71%,1.70%,N/A,51.38%,2024/03,01933.HK,5.29億,2.000%,1.32千萬,2.499%,9.01百萬,1.704%,0.018,-75.726%,2024/03,1933.HK,81100000.0
02013.HK,微盟集團,070203,2.100,-0.080,-3.670%,5.00千萬,1.06億,無盈利,3.86,0.00%,83.16億,02013.HK,1.09,1.09,-9.64%,-28.08%,66.59%,-34.04%,N/A,66.59%,2023/12,02013.HK,24.42億,17.000%,-6.62億,-27.126%,-8.31億,-34.038%,-0.307,62.728%,2023/12,2013.HK,8316000000.0
02121.HK,創新奇智,070203,6.260,-0.060,-0.949%,91.18萬,5.70百萬,無盈利,2.15,0.00%,34.82億,02121.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02121.HK,19.19億,9.000%,-6.58億,-34.266%,-6.38億,-33.257%,-1.151,-54.592%,2023/12,2121.HK,3482000000.0
02167.HK,天潤雲,070203,5.010,-0.420,-7.735%,41.30萬,2.10百萬,24.10,1.61,2.00%,8.70億,02167.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02167.HK,4.90億,13.000%,-9.91百萬,-2.022%,-9.46百萬,-1.932%,-0.054,-4.098%,2023/12,2167.HK,869999999.9999999
02280.HK,慧聰集團,070203,0.199,-0.003,-1.485%,16.15萬,3.20萬,無盈利,0.94,0.00%,2.61億,02280.HK,1.39,1.33,-59.46%,-326.46%,2.16%,-9.92%,N/A,73.35%,2023/12,02280.HK,202.23億,6.000%,-11.97億,-5.920%,-20.06億,-9.917%,-1.531,-692.760%,2023/12,2280.HK,261000000.0
02431.HK,佑駕創新,070203,20.180,-0.340,-1.657%,50.06萬,1.01千萬,無盈利,6.68,0.00%,64.00億,02431.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02431.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2431.HK,6400000000.0
02432.HK,越疆,070203,41.760,-1.420,-3.289%,3.15百萬,1.33億,無盈利,16.24,0.00%,157.49億,02432.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02432.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2432.HK,15749000000.0
02438.HK,出門問問,070203,0.680,+0.020,+3.030%,9.48百萬,6.37百萬,無盈利,3.20,0.00%,10.53億,02438.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,02438.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2438.HK,1052999999.9999999
