Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,classification,PATTERN,LLLow,LLDate,HHClose,HHDate,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,buy_price,tp1_price,tp2_price,tp3_price,T1_100,SNO
2025-10-30,1061.HK,4.360000133514404,4.360000133514404,4.260000228881836,4.260000228881836,4.260000228881836,359000,0.0,0.0,4.47500572302598,4.68922776599766,4.922994460966393,4.876584668226739,4.24423847147942,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/07/04,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1061.HK
2025-09-18,1066.HK,5.920000076293945,6.059999942779541,5.849999904632568,5.980000019073486,5.867303848266602,27817814,0.0,0.0,5.889090042001955,6.047855660455362,6.210465110657664,6.097502571740387,5.737691768540123,False,False,LH,LHLLHH,5.519999980926514,2025-09-26,6.28000020980835,2025-10-08,6.300000190734863,5.53000020980835,5.53000020980835,SB1-2025/09/18,False,False,False,False,False,False,True,0.83,5,3,2.0,0.0,True,5.91,6.300000190734863,6.690000381469726,7.08000057220459,False,1066.HK
2025-10-13,1066.HK,5.78000020980835,5.849999904632568,5.659999847412109,5.840000152587891,5.729942321777344,14288286,0.0,0.0,5.952420910991406,5.947220089086448,6.063425397937127,6.0392481071686985,5.752145942866795,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/09/18,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1066.HK
2025-10-30,1066.HK,5.639999866485596,5.650000095367432,5.329999923706055,5.360000133514404,5.360000133514404,21302273,0.0,0.0,5.614449850203428,5.718615367652492,5.891760008057811,5.949155258013386,5.739987368376124,False,False,LL,LLLLLH,5.28000020980835,2025-11-05,5.559999942779541,2025-11-12,5.659999847412109,5.329999923706055,5.329999923706055,CL1-2025/09/18,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1066.HK
2024-07-29,1083.HK,2.789999961853028,2.880000114440918,2.7699999809265137,2.819999933242798,2.637698173522949,2389000,0.0,0.0,2.822761618099669,2.8458200564326326,2.8959622800441296,2.957160802865063,,False,False,LH,LHLLHH,2.700000047683716,2024-08-05,2.9100000858306885,2024-08-09,2.950000047683716,2.759999990463257,2.759999990463257,SB1-2024/07/29,False,False,False,False,False,False,True,1.0,4,1,1.0,2.0,True,2.83,2.950000047683716,3.070000095367432,3.1900001430511478,False,1083.HK
2024-09-09,1083.HK,2.859999895095825,2.859999895095825,2.809999942779541,2.8399999141693115,2.656404972076416,1045000,0.0,0.0,2.883610233436104,2.8905723764693905,2.894030081507845,2.927961508214675,,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/07/29,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1083.HK
2024-09-20,1083.HK,2.900000095367432,3.009999990463257,2.869999885559082,3.009999990463257,2.815415382385254,5588594,0.0,0.0,2.870089113974174,2.869382063034756,2.879770531637853,2.914818487666378,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2024/07/29,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1083.HK
2024-09-25,1083.HK,3.0299999713897705,3.069999933242798,3.0,3.0199999809265137,2.8247690200805664,2515560,0.0,0.0,2.924233636320611,2.897313004328421,2.8916328071114457,2.918847331682547,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2024/07/29,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,1083.HK
2024-09-27,1083.HK,3.130000114440918,3.190000057220459,3.130000114440918,3.180000066757202,2.9744255542755127,4954910,0.0,0.0,2.9983712737384525,2.938780781802816,2.911168922108115,2.927728917805565,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2024/07/29,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,1083.HK
2025-07-29,1083.HK,4.070000171661377,4.139999866485596,4.039999961853027,4.139999866485596,4.088762283325195,5671102,0.0,0.0,4.061699151993913,4.021990492753202,3.8733935333179,3.6757757596625455,3.4069083296697804,True,True,LH,LHLLHH,3.869999885559082,2025-08-04,4.320000171661377,2025-08-14,4.360000133514404,3.910000085830689,3.910000085830689,SB1-2025/07/29,False,False,False,False,False,False,True,1.0,8,3,3.0,2.0,True,4.12,4.360000133514404,4.6000002670288085,4.840000400543213,False,1083.HK
2025-08-18,1083.HK,4.019999980926514,4.03000020980835,3.869999885559082,3.990000009536743,3.940618753433228,40313943,0.0,0.0,4.169945727618392,4.118671349158556,3.988399378332011,3.787976304329912,3.483656215567282,True,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/07/29,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1083.HK
2025-09-18,1083.HK,3.890000104904175,3.890000104904175,3.819999933242798,3.849999904632568,3.849999904632568,3036641,0.0,0.0,3.9095407393897417,3.960214208219508,3.969824806229429,3.853454889158088,3.5654503104149406,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/07/29,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1083.HK
2025-05-29,1091.HK,0.2599999904632568,0.2649999856948852,0.2549999952316284,0.2649999856948852,0.2649999856948852,1964000,0.0,0.0,0.2691075251297138,0.2726875835051503,0.2863582490715577,0.309797682232484,0.3232898979166709,False,False,LH,LHLLHH,0.2409999966621399,2025-06-02,0.3549999892711639,2025-06-11,0.3899999856948852,0.25,0.25,SB1-2025/05/29,False,False,False,False,False,False,True,0.71,5,2,2.0,1.0,True,0.32,0.3899999856948852,0.4599999713897704,0.5299999570846556,False,1091.HK
2025-06-13,1091.HK,0.3400000035762787,0.3700000047683716,0.3149999976158142,0.3300000131130218,0.3300000131130218,19091000,0.0,0.0,0.3120608684968305,0.2949613335889328,0.2922160793492855,0.308008303549109,0.321284063888934,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/05/29,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1091.HK
2025-06-26,1091.HK,0.3400000035762787,0.3549999892711639,0.324999988079071,0.3300000131130218,0.3300000131130218,4778000,0.0,0.0,0.3235585303970141,0.3115691837160782,0.3018878625290941,0.3106492955720489,0.3214691098389586,False,True,LH,LHLLHH,0.2599999904632568,2025-07-03,0.4000000059604645,2025-07-25,0.4099999964237213,0.2750000059604645,0.2409999966621399,SB1-2025/06/26,False,False,False,False,False,False,True,0.75,12,5,4.0,3.0,True,0.33,0.4099999964237213,0.4899999928474426,0.5699999892711639,False,1091.HK
2025-07-25,1091.HK,0.3449999988079071,0.4099999964237213,0.324999988079071,0.4000000059604645,0.4000000059604645,59955028,0.0,0.0,0.3326139597686811,0.3160218445239676,0.3058126882073316,0.3091354518720556,0.3189382429645696,False,True,HH,HHHLHH,0.2949999868869781,2025-08-01,0.4099999964237213,2025-08-21,0.4449999928474426,0.2800000011920929,0.2599999904632568,TP1-2025/05/29,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1091.HK
2025-07-31,1091.HK,0.3350000083446502,0.3350000083446502,0.3100000023841858,0.3199999928474426,0.3199999928474426,16626463,0.0,0.0,0.335377375721227,0.3230150836030034,0.310800708936261,0.3114910936266218,0.3195987110997557,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/06/26,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1091.HK
2025-08-18,1091.HK,0.3899999856948852,0.4149999916553497,0.375,0.4000000059604645,0.4000000059604645,30599000,0.0,0.0,0.3675393823957404,0.3494278767760642,0.3289890912323455,0.3211517379206978,0.3229040888273622,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/06/26,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1091.HK
2025-09-08,1091.HK,0.4399999976158142,0.4650000035762787,0.4350000023841858,0.4600000083446502,0.4600000083446502,17023000,0.0,0.0,0.4220117498005567,0.4010537103986627,0.3683283504094989,0.3455349419358896,0.3332826083252321,True,True,HH,HHLHHL,0.4550000131130218,2025-09-15,0.3899999856948852,2025-09-23,0.3799999952316284,0.375,0.3600000143051147,TP2-2025/05/29,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,1091.HK
2025-10-02,1091.HK,0.449999988079071,0.5600000023841858,0.4399999976158142,0.550000011920929,0.550000011920929,56894400,0.0,0.0,0.44103546046587,0.4239679621097928,0.3971000177268174,0.3686383324842479,0.3449762708884171,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2025/06/26,False,False,True,True,False,False,False,0.0,0,0,,,False,,,,,False,1091.HK
2025-10-03,1091.HK,0.5199999809265137,0.5799999833106995,0.5199999809265137,0.5400000214576721,0.5400000214576721,18198888,0.0,0.0,0.459029017009834,0.4340577064009128,0.402703939441753,0.3720316332559988,0.3465302449965387,True,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2025/06/26,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,1091.HK
2024-10-29,1099.HK,20.25,20.75,19.84000015258789,20.049999237060547,19.278284072875977,9562158,0.0,0.0,20.173271124444803,19.984383701542864,19.575614630666028,19.607958553053045,,False,True,LH,LHLLHH,19.1200008392334,2024-11-01,21.14999961853028,2024-11-12,22.25,19.15999984741211,19.15999984741211,SB1-2024/10/29,False,False,False,False,False,False,True,0.71,5,2,2.0,1.0,True,20.69,22.25,23.81,25.37,False,1099.HK
2024-11-13,1099.HK,20.89999961853028,21.350000381469727,20.450000762939453,20.799999237060547,19.99941635131836,11479616,0.0,0.0,20.40131957423961,20.15779572470978,19.787992559162507,19.7126100976026,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/10/29,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1099.HK
2024-12-16,1099.HK,21.950000762939453,22.350000381469727,21.89999961853028,22.14999961853028,21.29745483398437,10004889,0.0,0.0,21.33595732694151,20.94498985750609,20.462348181345423,20.133496786924415,20.010719670129703,True,True,HH,HHHLLH,21.299999237060547,2024-12-20,21.850000381469727,2024-12-27,22.25,19.8799991607666,19.799999237060547,TP1-2024/10/29,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1099.HK
2025-03-24,1099.HK,19.200000762939453,19.420000076293945,18.57999992370605,18.780000686645508,18.057167053222656,9990201,0.0,0.0,19.463175465695976,19.62237197464777,19.877993478398,20.01321872070115,20.03180085394877,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL2-2024/10/29,False,False,False,False,False,True,False,0.0,0,0,,,False,,,,,False,1099.HK
2024-01-29,1104.HK,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.8628440499305725,20000,0.0,0.0,0.9533062972034548,,,,,False,False,LH,LHLLHH,0.8399999737739563,2024-02-05,1.0,2024-03-19,1.0,0.8799999952316284,0.8799999952316284,SB1-2024/01/29,False,False,False,False,False,False,True,0.75,6,1,0.0,0.0,True,0.92,1.0,1.08,1.16,False,1104.HK
2023-12-15,1114.HK,4.019999980926514,4.110000133514404,3.990000009536743,4.03000020980835,0.9253554940223694,20498294,0.0,0.0,4.095834626997333,,,,,False,False,LH,LHLLHH,3.880000114440918,2023-12-18,4.349999904632568,2023-12-29,4.360000133514404,3.940000057220459,3.940000057220459,SB1-2023/12/15,False,False,False,False,False,False,True,0.86,6,3,0.0,3.0,True,4.12,4.360000133514404,4.6000002670288085,4.840000400543213,False,1114.HK
2024-01-03,1114.HK,4.179999828338623,4.230000019073486,4.059999942779541,4.130000114440918,0.9483171105384828,8204000,0.0,0.0,4.136976277564996,4.126659459144983,,,,False,True,HL,HLHLLL,4.179999828338623,2024-01-22,4.179999828338623,2024-01-31,4.159999847412109,4.059999942779541,3.920000076293945,BY1-2023/12/15,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1114.HK
2024-01-10,1114.HK,4.239999771118164,4.389999866485596,4.21999979019165,4.389999866485596,1.0080174207687378,9552000,0.0,0.0,4.198720088989078,4.160718342720342,,,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2023/12/15,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1114.HK
2024-01-11,1114.HK,4.380000114440918,4.619999885559082,4.369999885559082,4.5,1.0332752466201782,22276077,0.0,0.0,4.253498254627427,4.190221095527269,,,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP2-2023/12/15,False,False,True,False,False,False,False,0.0,0,0,,,False,,,,,False,1114.HK
2024-03-14,1114.HK,4.699999809265137,5.019999980926514,4.670000076293945,5.019999980926514,1.152675986289978,49866727,0.0,0.0,4.591066135860542,4.486694204305406,4.382842274285868,,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2023/12/15,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,1114.HK
2025-06-11,1114.HK,3.0899999141693115,3.180000066757202,3.0299999713897705,3.049999952316284,2.4353904724121094,27151569,0.0,0.0,3.0731130810303977,3.039175556543003,3.0225274746422537,3.132255369143089,3.5445488533467757,False,True,LH,LHLLHH,2.900000095367432,2025-06-19,3.220000028610229,2025-06-25,3.25,2.940000057220459,2.9100000858306885,SB1-2025/06/11,False,False,False,False,False,False,True,1.0,4,3,1.0,0.0,True,3.08,3.25,3.42,3.59,False,1114.HK
2025-07-17,1114.HK,3.2100000381469727,3.2300000190734863,3.0299999713897705,3.0799999237060547,2.4593451023101807,42355856,0.0,0.0,3.1603835385233023,3.14430178631144,3.100190457556409,3.134970970565456,3.470303195714676,False,True,HL,HLLHLL,3.190000057220459,2025-07-23,3.130000114440918,2025-07-31,2.9600000381469727,3.0299999713897705,2.9100000858306885,BY1-2025/06/11,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1114.HK
2025-08-05,1114.HK,3.200000047683716,3.400000095367432,3.200000047683716,3.259999990463257,2.6030731201171875,65582469,0.0,0.0,3.141241687465183,3.1300974800134425,3.107181134391433,3.1304382956033425,3.435099019001316,False,True,HH,HHHHHL,3.700000047683716,2025-08-12,3.5799999237060547,2025-08-22,3.549999952316284,2.9600000381469727,2.9600000381469727,TP2-2025/06/11,False,True,True,False,False,False,False,0.0,0,0,,,False,,,,,False,1114.HK
2025-08-12,1114.HK,3.4200000762939453,3.700000047683716,3.390000104904175,3.609999895095825,2.882544040679932,154859763,0.0,0.0,3.31760244193988,3.230671947298201,3.1600631172073723,3.155750568842457,3.433525258594352,False,True,HH,HHHLHH,3.549999952316284,2025-08-22,3.950000047683716,2025-08-26,4.110000133514404,2.9600000381469727,2.9600000381469727,TP3-2025/06/11,False,False,False,True,False,False,False,0.0,0,0,,,False,,,,,False,1114.HK
2025-08-19,1121.HK,1.4800000190734863,1.5199999809265137,1.4199999570846558,1.440000057220459,1.440000057220459,308000,0.0,0.0,1.4454060401633504,1.46719506566513,1.5179798431486315,1.6461901288850094,2.2401907302743336,False,False,LH,LHLLHH,1.2999999523162842,2025-08-21,1.8899999856948853,2025-09-04,2.240000009536743,1.3700000047683716,1.350000023841858,SB1-2025/08/19,False,False,False,False,False,False,True,0.7,7,5,2.0,0.0,True,1.77,2.240000009536743,2.7100000190734863,3.180000028610229,False,1121.HK
2025-09-05,1121.HK,1.8799999952316284,1.8799999952316284,1.649999976158142,1.75,1.75,1966000,0.0,0.0,1.796067797959957,1.670802402818526,1.601065662499769,1.660111556386889,2.1865658471130005,False,True,HL,HLHLLH,1.3600000143051147,2025-09-25,1.5099999904632568,2025-09-26,1.5800000429153442,1.3700000047683716,1.3700000047683716,BY1-2025/08/19,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1121.HK
2025-10-24,1121.HK,1.309999942779541,1.350000023841858,1.2599999904632568,1.2899999618530271,1.2899999618530271,1234000,0.0,0.0,1.356981765205056,1.413942273671088,1.482423634295107,1.5626747746430576,2.020531622475411,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2025/08/19,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,1121.HK
2024-09-16,0113.HK,4.769999980926514,4.769999980926514,4.619999885559082,4.619999885559082,4.527041912078857,30000,0.0,0.0,4.735403413372097,4.839724943224442,5.011074083340192,5.038699124241966,,False,False,LH,LHLLHH,4.559999942779541,2024-09-23,5.059999942779541,2024-10-08,5.199999809265137,4.570000171661377,4.570000171661377,SB1-2024/09/16,False,False,False,False,False,False,True,0.7,7,2,4.0,1.0,True,4.88,5.199999809265137,5.5199996185302735,5.83999942779541,False,113.HK
2024-10-16,0113.HK,4.920000076293945,4.949999809265137,4.75,4.940000057220459,4.840603828430176,158000,0.0,0.0,4.956006554635567,4.906469667559882,4.945752896347169,4.986489266162505,,False,True,HL,HLLHLH,4.980000019073486,2024-10-17,4.869999885559082,2024-10-25,5.0,4.690000057220459,4.559999942779541,BY1-2024/09/16,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,113.HK
2024-11-21,0113.HK,4.5,4.5,4.300000190734863,4.369999885559082,4.282072067260742,550000,0.0,0.0,4.6901999249535855,4.765517195721055,4.842871750133933,4.911986732584672,,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2024/09/16,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,113.HK
2025-03-06,1140.HK,0.0769999995827674,0.0810000002384185,0.0750000029802322,0.0769999995827674,0.0769999995827674,1208000,0.0,0.0,0.0809677388456158,0.0836984421226356,0.0868028381347836,0.0917142592524619,0.1040212908546148,False,False,LH,LHLLHH,0.0689999982714653,2025-03-12,0.0829999968409538,2025-03-18,0.0860000029206276,0.0710000023245811,0.0710000023245811,SB1-2025/03/06,False,False,False,False,False,False,True,1.0,4,3,0.0,1.0,True,0.08,0.0860000029206276,0.0920000058412551,0.0980000087618827,False,1140.HK
2025-03-20,1140.HK,0.0820000022649765,0.0850000008940696,0.0799999982118606,0.0829999968409538,0.0829999968409538,728000,0.0,0.0,0.0792404834962201,0.0802210412041488,0.0836944245861086,0.0890804668332737,0.1019494193234859,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2025/03/06,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1140.HK
2025-03-28,1140.HK,0.0860000029206276,0.0860000029206276,0.0810000002384185,0.0820000022649765,0.0820000022649765,996000,0.0,0.0,0.0819387277721756,0.0814486071107052,0.0835794786951413,0.0884111252006242,0.1010690427828698,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP1-2025/03/06,False,True,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1140.HK
2025-06-03,1140.HK,0.0860000029206276,0.1019999980926513,0.0860000029206276,0.0949999988079071,0.0949999988079071,13192000,0.0,0.0,0.0833521709760855,0.0807284974827471,0.0802819852613988,0.0833022583481497,0.0950907993833511,False,True,,,0.0,,0.0,,0.0,0.0,0.0,TP3-2025/03/06,False,False,True,True,False,False,False,0.0,0,0,,,False,,,,,False,1140.HK
2025-08-18,1140.HK,0.0939999967813491,0.0939999967813491,0.0920000001788139,0.0920000001788139,0.0920000001788139,1044000,0.0,0.0,0.0925949434211832,0.0928694661324608,0.0913849819113309,0.0895204963908412,0.0943432312667626,False,False,LH,LHLLHH,0.0869999974966049,2025-08-20,0.1000000014901161,2025-08-26,0.101000003516674,0.0890000015497207,0.0890000015497207,SB1-2025/08/18,False,False,False,False,False,False,True,1.0,4,2,2.0,0.0,True,0.09,0.101000003516674,0.112000007033348,0.123000010550022,False,1140.HK
2024-08-20,1157.HK,4.46999979019165,4.480000019073486,4.320000171661377,4.400000095367432,4.166116714477539,4542400,0.0,0.0,4.361032919368555,4.447476318541181,4.729662415867452,4.927740852693152,,False,False,LH,LHLLHH,3.619999885559082,2024-09-13,5.710000038146973,2024-09-30,6.369999885559082,3.650000095367432,3.650000095367432,SB1-2024/08/20,False,False,False,False,False,False,True,0.8,8,4,3.0,1.0,True,4.99,6.369999885559082,7.749999771118164,9.129999656677246,False,1157.HK
2024-10-09,1157.HK,5.389999866485596,5.460000038146973,4.699999809265137,4.75,4.497511863708496,63885220,0.0,0.0,5.205044224915354,4.835277535433651,4.633935582142124,4.719866323127476,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/08/20,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,1157.HK
2024-04-12,0116.HK,8.699999809265137,8.880000114440918,8.569999694824219,8.84000015258789,7.723562240600586,838000,0.0,0.0,8.656905798874078,8.84302707125537,8.998250937932884,,,False,False,LH,LHLLHH,8.029999732971191,2024-04-19,8.970000267028809,2024-05-14,8.989999771118164,8.119999885559082,8.119999885559082,SB1-2024/04/12,False,False,False,False,False,False,True,0.75,12,6,5.0,1.0,True,8.51,8.989999771118164,9.469999542236328,9.949999313354493,False,116.HK
2024-05-23,0116.HK,8.720000267028809,8.720000267028809,8.390000343322754,8.449999809265137,7.382816791534424,1339200,0.0,0.0,8.684310276121735,8.67457552792951,8.74248774643226,8.85317698785439,,False,True,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/04/12,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,116.HK
2024-06-03,0116.HK,7.880000114440918,7.889999866485596,7.599999904632568,7.650000095367432,7.0270538330078125,5069726,0.4,0.0,8.281983552807235,8.448513166043426,8.613247025697683,8.770500569256694,,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2024/04/12,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,116.HK
2024-08-19,0116.HK,6.519999980926514,6.599999904632568,6.380000114440918,6.380000114440918,5.860471248626709,249000,0.0,0.0,6.4426459226606685,6.582172220770484,6.979450739926975,7.528871826412881,,False,False,LH,LHLLHH,6.210000038146973,2024-08-21,6.639999866485596,2024-08-30,6.679999828338623,6.300000190734863,6.300000190734863,SB1-2024/08/19,False,False,False,False,False,False,True,0.71,5,1,2.0,2.0,True,6.44,6.679999828338623,6.919999656677246,7.159999485015868,False,116.HK
2024-09-03,0116.HK,6.460000038146973,6.519999980926514,6.380000114440918,6.389999866485596,5.869656562805176,546000,0.0,0.0,6.454947119963139,6.487506849388019,6.779829153164608,7.308509699347038,,False,False,,,0.0,,0.0,,0.0,0.0,0.0,BY1-2024/08/19,True,False,False,False,False,False,False,0.0,0,0,,,False,,,,,False,116.HK
2024-09-09,0116.HK,6.210000038146973,6.210000038146973,6.0,6.0,5.646277904510498,563000,0.15,0.0,6.334648019252076,6.419396831808747,6.715217237189478,7.244589512753678,,False,False,,,0.0,,0.0,,0.0,0.0,0.0,CL1-2024/08/19,False,False,False,False,True,False,False,0.0,0,0,,,False,,,,,False,116.HK
