Date,sno,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,T1_22,T1_10,Capital Gains
2025-10-06,3399.HK,1.840000033378601,1.870000004768372,1.809999942779541,1.809999942779541,167000,0.0,0.0,1.814581226119624,1.8116217641838877,1.776720589804144,1.6883291882726557,1.500004571587452,True,True,True,True,
2025-10-06,3326.HK,0.2409999966621399,0.2409999966621399,0.2409999966621399,0.2409999966621399,582000,0.0,0.0,0.2399083656047845,0.2373356416953974,0.2275751628662436,0.2123539603656398,0.19326013347774,True,True,True,True,
2025-10-06,2321.HK,0.4149999916553497,0.4300000071525574,0.4099999964237213,0.4149999916553497,405000,0.0,0.0,0.4184649089035082,0.4154202464090553,0.4104292706337138,0.4060204615782182,0.4052447435026493,True,True,True,True,
2025-10-06,1319.HK,0.2430000007152557,0.2450000047683715,0.2430000007152557,0.2450000047683715,552000,0.0,0.0,0.2433477555451782,0.2398605407731485,0.2304105064850775,0.2210270440240066,0.2138571319787877,True,True,True,True,
2025-10-06,1203.HK,0.9200000166893004,0.9200000166893004,0.8999999761581421,0.9100000262260436,107000,0.025,0.0,0.8932373769950934,0.8894389604188238,0.8797031636379458,0.8377045401497835,0.7328660157312304,True,True,True,True,
2025-10-06,1045.HK,2.130000114440918,2.140000104904175,2.0999999046325684,2.109999895095825,334000,0.0,0.0,2.1042247004645613,2.100653070633973,2.083091541643032,2.046702080340825,2.0115116817817595,True,True,True,True,
2025-10-06,829.HK,0.2899999916553497,0.2949999868869781,0.2899999916553497,0.2949999868869781,258000,0.0,0.0,0.292662687037088,0.2914334997028308,0.2907371122750055,0.2867386549053373,0.2722254463897306,True,True,True,True,
2025-10-06,818.HK,0.5299999713897705,0.5299999713897705,0.5199999809265137,0.5299999713897705,936000,0.0,0.0,0.5257120834235443,0.5217354678295496,0.5129853710697937,0.4876305770905568,0.4539416563077787,True,True,True,True,
2025-10-06,536.HK,1.0299999713897705,1.0299999713897705,1.0199999809265137,1.0199999809265137,154000,0.0,0.0,1.0217509880399809,1.0190709343364377,0.9952248640583196,0.9580695874225974,0.892377335530268,True,True,True,True,
2025-10-06,450.HK,0.9300000071525574,0.9300000071525574,0.9200000166893004,0.9300000071525574,136000,0.0,0.0,0.9267413634929214,0.9242993217861076,0.9221352742809292,0.9171583542271686,0.9034104551992804,True,True,True,True,
2025-10-06,398.HK,3.4100000858306885,3.450000047683716,3.4100000858306885,3.430000066757202,302000,0.0,0.0,3.394483669543789,3.375627199688413,3.345464534590278,3.3307309490059125,3.270480806717804,True,True,True,True,
2025-10-06,393.HK,1.2899999618530271,1.309999942779541,1.2799999713897705,1.309999942779541,184000,0.0,0.0,1.2971255810669595,1.2933190413959152,1.2855992067146265,1.2594019698121215,1.1569058917079726,True,True,True,True,
2025-10-06,320.HK,0.6000000238418579,0.6100000143051147,0.5899999737739563,0.5899999737739563,204000,0.0,0.0,0.6072791137426571,0.6072241021944962,0.5855067395575764,0.5403448557926608,0.4735974932943416,True,True,True,True,
2025-10-06,280.HK,0.5,0.5,0.4950000047683716,0.4950000047683716,290000,0.0,0.0,0.4946448374628326,0.4897256071394128,0.4696078415983994,0.4376942830243854,0.3887175654971142,True,True,True,True,
2025-10-06,240.HK,1.3899999856948853,1.3899999856948853,1.350000023841858,1.3799999952316284,240000,0.0,0.0,1.3554794241853083,1.3363078644369322,1.2785862769945435,1.1887373686844445,1.037555628030514,True,True,True,True,
2025-10-06,194.HK,4.480000019073486,4.480000019073486,4.460000038146973,4.460000038146973,56000,0.0,0.0,4.490515664324736,4.489544324087909,4.386451846381906,4.229969830353653,4.226087715447998,True,True,True,True,
2025-10-06,40.HK,0.699999988079071,0.699999988079071,0.6800000071525574,0.699999988079071,38000,0.0,0.0,0.6848155984707677,0.6815959276546574,0.6638745218854801,0.6318619735928308,0.5810363458586204,True,True,True,True,
