sno,TP123,TP12,TP1,TP2,TP3,TP1C,CL1,TU1,TU2,BY1,TOTAL,WR
0540.HK,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,75.0
0543.HK,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,71.43
0544.HK,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,9.0,22.22
0550.HK,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,50.0
0553.HK,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,50.0
0554.HK,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,50.0
0556.HK,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,40.0
0557.HK,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,60.0
0559.HK,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,80.0
0560.HK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,100.0
0567.HK,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,66.67
0568.HK,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,20.0
0571.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,25.0
0572.HK,2.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,10.0,50.0
0573.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0574.HK,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,75.0
0575.HK,2.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,10.0,50.0
0582.HK,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,75.0
0585.HK,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,8.0,62.5
0587.HK,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,33.33
0595.HK,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,25.0
0599.HK,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,75.0
0601.HK,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,33.33
0602.HK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,33.33
0603.HK,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,50.0
0605.HK,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,60.0
0608.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
0609.HK,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
0610.HK,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,100.0
0611.HK,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,20.0
0612.HK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,50.0
0613.HK,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,7.0,42.86
0617.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,50.0
0618.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
0619.HK,1.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,8.0,50.0
0620.HK,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,10.0,40.0
0621.HK,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,7.0,42.86
0623.HK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,100.0
0626.HK,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,62.5
0628.HK,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0629.HK,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,50.0
0630.HK,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,9.0,66.67
0632.HK,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,66.67
0635.HK,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0
0637.HK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0640.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
0641.HK,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,66.67
0643.HK,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,0.0,11.0,27.27
0646.HK,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,20.0
0648.HK,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,60.0
0650.HK,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,50.0
0653.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
0657.HK,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,20.0
0660.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
0661.HK,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,6.0,33.33
0663.HK,0.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,9.0,44.44
0673.HK,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,50.0
0675.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,25.0
0677.HK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0679.HK,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,100.0
0681.HK,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,66.67
0682.HK,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,13.0,76.92
0684.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0685.HK,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,60.0
0687.HK,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,100.0
0689.HK,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,7.0,42.86
0690.HK,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,8.0,62.5
0698.HK,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,7.0,14.29
0701.HK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0702.HK,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,33.33
0703.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
0704.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0
0707.HK,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,33.33
0708.HK,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,50.0
0711.HK,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0,50.0
0712.HK,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,60.0
0713.HK,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,7.0,71.43
0716.HK,2.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,12.0,66.67
0717.HK,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,8.0,50.0
0719.HK,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
0721.HK,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,66.67
0722.HK,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,33.33
0723.HK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,66.67
0724.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,25.0
0725.HK,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,66.67
0726.HK,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,66.67
0730.HK,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,87.5
0731.HK,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,75.0
0733.HK,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,57.14
0738.HK,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,66.67
0745.HK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0750.HK,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,66.67
0755.HK,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,60.0
0756.HK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,66.67
0757.HK,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,25.0
0759.HK,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,50.0
0764.HK,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0,50.0
0765.HK,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,6.0,50.0
0767.HK,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,6.0,33.33
0768.HK,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,40.0
0769.HK,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,88.89
0770.HK,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,66.67
0771.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0776.HK,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,60.0
0784.HK,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,100.0
0789.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,50.0
0794.HK,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
0797.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0802.HK,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,50.0
0804.HK,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,33.33
0809.HK,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,42.86
0810.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,25.0
0814.HK,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0
0818.HK,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,40.0
0821.HK,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,9.0,55.56
0822.HK,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,6.0,50.0
0825.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
0827.HK,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,50.0
0828.HK,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,33.33
0829.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,25.0
0831.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0833.HK,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,50.0
0834.HK,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,33.33
0837.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0838.HK,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,85.71
0840.HK,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,25.0
0841.HK,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,6.0,50.0
0848.HK,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0851.HK,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,20.0
0852.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0854.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
0858.HK,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0,87.5
0859.HK,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,83.33
0860.HK,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,42.86
0862.HK,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,50.0
0869.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
0871.HK,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,60.0
0873.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0875.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0
0876.HK,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,60.0
0887.HK,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,57.14
0888.HK,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,50.0
0889.HK,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0
0893.HK,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,33.33
0894.HK,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,83.33
0895.HK,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,6.0,50.0
0896.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0897.HK,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,60.0
0899.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,33.33
0905.HK,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,8.0,37.5
0907.HK,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,25.0
0911.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0912.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0913.HK,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,6.0,33.33
0915.HK,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,8.0,62.5
0918.HK,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,6.0,16.67
0919.HK,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,83.33
0922.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,50.0
0923.HK,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,33.33
0924.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,100.0
0926.HK,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,7.0,28.57
0927.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
0928.HK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
0929.HK,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,60.0
0932.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0
0936.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0938.HK,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,7.0,57.14
0943.HK,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,5.0,40.0
0947.HK,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,25.0
0948.HK,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,25.0
0950.HK,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,66.67
0951.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,50.0
0952.HK,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,7.0,28.57
0953.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0
0954.HK,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,50.0
0959.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
0969.HK,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,37.5
0970.HK,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,6.0,50.0
0976.HK,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,60.0
0979.HK,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,7.0,28.57
0980.HK,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,7.0,57.14
0983.HK,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,40.0
0984.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
0986.HK,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,33.33
0987.HK,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,40.0
0993.HK,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0
0994.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
1000.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,50.0
1001.HK,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,66.67
1002.HK,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,16.67
1003.HK,0.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,11.0,72.73
1004.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1005.HK,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,60.0
1007.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
1008.HK,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,80.0
1009.HK,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,6.0,66.67
1010.HK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,100.0
1011.HK,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,7.0,57.14
1013.HK,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,66.67
1020.HK,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,50.0
1022.HK,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,71.43
1023.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,25.0
1025.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,33.33
1026.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0
1027.HK,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,100.0
1028.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
1029.HK,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,5.0,20.0
1037.HK,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,75.0
1039.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,50.0
1045.HK,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,7.0,28.57
1046.HK,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,7.0,14.29
1047.HK,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,8.0,50.0
1049.HK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,50.0
1053.HK,4.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,11.0,81.82
1057.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,33.33
1058.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,25.0
1059.HK,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,50.0
1062.HK,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,87.5
1063.HK,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,83.33
1065.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1068.HK,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,8.0,62.5
1069.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,20.0
1073.HK,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,60.0
1075.HK,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,75.0
1079.HK,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,14.29
1080.HK,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,40.0
1082.HK,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,66.67
1084.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1085.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,33.33
1086.HK,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,66.67
1087.HK,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,85.71
1090.HK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,50.0
1094.HK,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,100.0
1097.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,50.0
1098.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0
1100.HK,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,80.0
1102.HK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,33.33
1105.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1108.HK,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,40.0
1110.HK,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,50.0
1116.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1118.HK,3.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,10.0,70.0
1119.HK,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,80.0
1120.HK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1122.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
1123.HK,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,20.0
1129.HK,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,9.0,33.33
1130.HK,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,7.0,57.14
1132.HK,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,40.0
1137.HK,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,40.0
1140.HK,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,66.67
1141.HK,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,9.0,22.22
1145.HK,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,25.0
1146.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1147.HK,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
1148.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
1150.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,50.0
1152.HK,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,100.0
