index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,WLow,WHigh,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,DT,XGB,LGBM,LR,MLP,RF,SVM,VOTING,classification,BOSS_PATTERN,LLDate,HHDate,HHHL_PATTERN,WLDate,WHDate,SNO
2026-02-26,1009.HK,1.0499999523162842,1.0800000429153442,1.0499999523162842,1.059999942779541,1.059999942779541,200000,0.0,0.0,-0.09433959399563,1.0490723639897903,1.0729721152267313,1.1203459350208924,1.1552575848529618,1.116262035581806,False,False,False,False,0.03000009059906,0.0175000031789143,0.0262500047683715,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,76.94169596355745,23.076925428190588,43.58972086082528,41.17644171400558,1.0686342789186205,1.1326342774881089,1.0046342803491322,11.977904851461746,0.0522582114871158,0.1795423891137648,1,1.1390000128746032,1.0614999890327457,False,-11.666674945089223,-10.169492381566323,1.149999976158142,False,-7.826090021259681,-51.7%,-51.68645715934998,False,1,False,False,False,False,False,True,False,41.2,True,False,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,1009.HK
2026-02-25,1029.HK,0.5600000023841858,0.5600000023841858,0.5600000023841858,0.5600000023841858,0.5600000023841858,16000,0.0,0.0,0.0,0.5627447149246064,0.5512254859895473,0.5418586239482306,0.5653098563346055,0.6734923318516108,False,False,False,False,0.0,0.01307691519077,0.0196153727861551,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,62.558168010845215,36.363634721634455,18.18182639182773,47.61904761904762,0.5530776684915665,0.600077653471196,0.5060776835119369,16.995799200432266,0.2732973261887855,1.0018988534802646,1,0.521599999666214,0.5545000016689301,True,12.000000476837158,12.000000476837158,0.6299999952316284,False,-11.1111100598828,-49.5%,-49.54518550146592,False,1,False,False,False,False,False,True,True,47.6,True,False,False,False,True,False,True,False,True,False,False,False,False,False,,,,,,,,1029.HK
2026-02-26,1029.HK,0.5600000023841858,0.5600000023841858,0.550000011920929,0.550000011920929,0.550000011920929,245000,0.0,0.0,0.0181818004482052,0.560427496196665,0.5511189230270588,0.542177894064807,0.5650066910986911,0.6725083293023624,False,False,False,False,0.0099999904632568,0.0133333255847295,0.0199999883770942,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.550000011920929,0.5799999833106995,False,58.31541623114497,37.49999767169265,21.87500640284523,50.0,0.5527845583419819,0.5987845442752857,0.5067845724086781,16.643006842041977,0.3767675458306271,0.5501218362537618,1,0.5225999999046326,0.5565000027418137,True,10.000002384185793,10.000002384185793,0.6299999952316284,False,-12.69841014542966,-51.1%,-51.05299858171619,False,1,False,False,False,False,False,True,True,50.0,True,False,False,False,True,False,True,False,True,False,False,False,False,False,LL,,,,HLLHLLLHLL,2026-02-20,2026-02-23,1029.HK
2026-02-27,1029.HK,0.550000011920929,0.5699999928474426,0.550000011920929,0.5699999928474426,0.5699999928474426,128000,0.0,0.0,-0.0175438431381406,0.56216795013317,0.5527607551853531,0.5432689567621652,0.5651055683610425,0.6716915298086976,False,False,False,False,0.0199999809265136,0.0149999956289927,0.022499993443489,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,57.20430870472266,40.62500349246168,15.624994179230525,57.14285714285714,0.5544241235329782,0.6014241085126077,0.5074241385533487,16.95452379673876,0.7244900584126607,0.7529744794038843,1,0.5239999997615814,0.5590000033378602,True,13.999998569488524,11.76470656983444,0.6299999952316284,False,-9.523809974335942,-52.3%,-52.28562195899803,False,1,False,False,False,False,False,True,True,57.1,True,False,False,False,True,False,True,False,True,False,False,False,False,False,,,,,,,,1029.HK
2026-03-02,1029.HK,0.5600000023841858,0.5600000023841858,0.5600000023841858,0.5600000023841858,0.5600000023841858,156000,0.0,0.0,0.0,0.5617737778151728,0.5533902549417733,0.5439250761983229,0.5650044680446691,0.6708015574786218,False,False,False,False,0.0,0.0124999930461247,0.0187499895691871,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,56.29728271248103,40.62500349246168,15.624994179230525,54.54545454545455,0.5549551596140456,0.5999551405405593,0.5099551786875319,16.21751961286739,0.0,0.6347857209721007,1,0.5251999998092651,0.5600000023841858,True,12.000000476837158,12.000000476837158,0.6299999952316284,False,-11.1111100598828,-52.5%,-52.53783459383571,False,1,False,False,False,False,False,True,True,54.5,True,False,False,False,True,False,True,False,True,False,False,False,False,False,,,,,,,,1029.HK
2026-02-26,1033.HK,1.0199999809265137,1.0199999809265137,0.959999978542328,0.959999978542328,0.959999978542328,100333251,0.0,0.0,0.3958333993020171,0.9540202226133592,0.9133111849707662,0.8544141409257059,0.8137244315645497,0.7531323274977941,True,True,True,False,0.0600000023841856,0.0562499947845935,0.0843749921768903,1.350000023841858,1.340000033378601,1.090000033378601,-0.19,0.8899999856948853,0.8399999737739563,True,True,True,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.8399999737739563,1.059999942779541,False,37.58227962712808,34.28571063645001,15.71429787850015,62.962965415829736,0.9196093274701216,1.0556093229401686,0.7836093320000745,29.577776433431342,0.5160064815476118,0.3679600902810213,1,0.8129999947547912,0.9329999953508376,True,26.315788235360564,29.72972515815369,1.1100000143051147,False,-13.513516561230873,-56.2%,-56.19530751542643,True,2,False,True,False,False,False,True,True,63.0,True,True,False,False,True,False,True,False,True,True,False,False,False,False,HL,HLHHHL,2026-03-02,2026-03-03,HLLHLLHHHL,2026-02-06,2026-02-25,1033.HK
2026-02-25,1086.HK,1.100000023841858,1.100000023841858,1.0800000429153442,1.0800000429153442,1.0800000429153442,816000,0.0,0.0,-0.0462963606840273,1.0843047585443786,1.08875962761103,1.109692048276726,1.1407956002646311,1.1171389173066837,False,False,False,False,0.0199999809265136,0.0294736811989232,0.0442105217983848,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,10.690369700814424,16.666633553009326,16.666718702413945,50.0,1.087676984919746,1.1506770082847668,1.024676961554725,11.58432590529976,0.2662603402148287,0.8401571428598245,1,1.1050000071525574,1.0850000143051148,False,-4.424774559935741,1.8868020014566025,1.159999966621399,False,-6.8965453455194,2.0%,2.0189658143709543,False,1,False,False,False,False,False,False,True,50.0,True,False,False,False,False,False,True,False,True,True,False,False,False,False,,,,,,,,1086.HK
2026-02-26,1086.HK,1.0800000429153442,1.0800000429153442,1.0399999618530271,1.0499999523162842,1.0499999523162842,3974000,0.0,0.0,-0.0190476017474039,1.0780675210483617,1.0853892210636609,1.1073511817684731,1.1389976666418915,1.1166039454740908,False,False,False,False,0.0400000810623171,0.0277777777777777,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,11.058024477676629,16.279038176044207,23.25585199211009,48.14815305387191,1.0840886961003688,1.1450887332936672,1.0230886589070705,11.253698597305693,1.708989683347608,1.3646529590747043,1,1.1034000062942504,1.0815000116825104,False,-7.079649845391881,-5.405410920322552,1.159999966621399,False,-9.482760126752364,2.9%,2.886685814584089,True,2,True,True,True,True,False,False,False,48.1,True,False,True,True,False,False,True,False,True,False,False,False,False,False,,,,,,,,1086.HK
2026-02-27,1086.HK,1.0499999523162842,1.0800000429153442,1.0299999713897705,1.059999942779541,1.059999942779541,2672000,0.0,0.0,-0.028301861329449,1.0747825068176668,1.083181457734607,1.105494270435574,1.1374333552782805,1.116152917564174,False,False,False,False,0.0500000715255737,0.0283333394262525,0.0425000091393788,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,10.363590323752762,15.909060737346682,20.454587941287304,51.8518469461281,1.081794529117433,1.1437945772779858,1.01979448095688,11.462444390643167,1.112404756109289,0.4052668917149158,1,1.1014000058174134,1.078500008583069,False,-8.620691958562439,-5.357148369051949,1.1399999856948853,False,-7.017547712211622,4.0%,3.996835304491153,True,2,True,True,False,False,False,False,False,51.9,True,False,True,False,False,False,True,False,True,True,False,False,False,False,,,,,,,,1086.HK
2026-03-02,1086.HK,1.0399999618530271,1.059999942779541,1.0299999713897705,1.0299999713897705,1.0299999713897705,1526000,0.0,0.0,0.0,1.0666402276489584,1.078556980661143,1.1025337096886798,1.135305961537914,1.1154664399054135,False,False,False,False,0.0299999713897705,0.0277777844005161,0.0416666766007741,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,9.669156169828897,15.90906504758885,20.45459348304925,42.857136775043394,1.0768617140957508,1.137861763209978,1.0158616649815235,11.329226086461716,2.3220692307507838,0.3515379514205491,1,1.1000000047683716,1.0755000054836272,False,-6.363640994079741,-8.035717231734662,1.1200000047683716,False,-8.035717231734662,4.9%,4.942244016709596,False,1,False,False,False,False,False,False,False,42.9,True,False,False,False,False,False,True,False,True,False,False,False,False,False,,,,,,,,1086.HK
