sno,TP12,TP1,TP2,TP1C,CL1,BY1,,,
1326.HK,0,0,0,0,1,0,1,0.00%,
1327.HK,0,0,1,0,0,0,1,100.00%,
1328.HK,1,0,0,0,0,0,1,100.00%,
1332.HK,0,0,1,1,1,1,4,25.00%,
1335.HK,0,0,0,0,0,1,1,0.00%,
1338.HK,0,0,0,1,1,0,2,0.00%,
1348.HK,0,0,0,0,1,0,1,0.00%,
1349.HK,1,0,1,2,5,0,9,22.22%,
1351.HK,0,0,0,0,0,1,1,0.00%,
1355.HK,1,0,0,0,1,0,2,50.00%,
1362.HK,0,2,0,1,0,0,3,66.67%,
1370.HK,0,0,0,0,1,0,1,0.00%,
1371.HK,1,0,0,2,0,0,3,33.33%,
1372.HK,1,1,0,0,3,1,6,33.33%,
1380.HK,0,0,0,0,1,1,2,0.00%,
1388.HK,2,0,0,0,1,0,3,66.67%,
1389.HK,1,1,0,0,1,0,3,66.67%,
1393.HK,0,0,0,0,1,1,2,0.00%,
1397.HK,0,0,0,1,1,0,2,0.00%,
1399.HK,0,0,1,1,1,0,3,33.33%,
1400.HK,0,0,0,0,3,0,3,0.00%,
1402.HK,1,0,0,0,0,0,1,100.00%,
1408.HK,0,0,0,0,1,0,1,0.00%,
1410.HK,0,0,0,0,1,0,1,0.00%,
1413.HK,0,0,0,0,1,1,2,0.00%,
1416.HK,0,0,1,0,0,0,1,100.00%,
1419.HK,1,0,0,0,2,0,3,33.33%,
1420.HK,0,0,0,0,2,0,2,0.00%,
1421.HK,0,1,0,0,0,0,1,100.00%,
1427.HK,0,0,0,0,1,0,1,0.00%,
1429.HK,1,0,0,0,0,0,1,100.00%,
1431.HK,0,0,0,1,3,0,4,0.00%,
1442.HK,0,0,0,0,1,0,1,0.00%,
1443.HK,0,0,1,0,0,0,1,100.00%,
1447.HK,0,1,0,0,0,0,1,100.00%,
1451.HK,0,1,0,0,0,0,1,100.00%,
1459.HK,0,0,0,0,1,0,1,0.00%,
1463.HK,0,2,0,0,1,0,3,66.67%,
1468.HK,0,0,0,1,0,0,1,0.00%,
1470.HK,1,0,0,0,0,1,2,50.00%,
1472.HK,0,0,0,0,1,0,1,0.00%,
1473.HK,0,0,0,0,1,1,2,0.00%,
1476.HK,2,1,0,0,0,0,3,100.00%,
1480.HK,2,0,0,0,1,0,3,66.67%,
1483.HK,2,0,0,0,0,0,2,100.00%,
1488.HK,2,0,0,0,1,0,3,66.67%,
1496.HK,1,0,0,0,0,0,1,100.00%,
1498.HK,0,1,0,0,0,0,1,100.00%,
1520.HK,0,1,0,0,2,0,3,33.33%,
1522.HK,0,0,0,0,2,0,2,0.00%,
1526.HK,1,1,1,0,0,0,3,100.00%,
1527.HK,0,0,0,0,1,0,1,0.00%,
1529.HK,1,0,1,0,0,0,2,100.00%,
1536.HK,0,0,0,0,0,1,1,0.00%,
1538.HK,0,1,0,0,2,0,3,33.33%,
1539.HK,0,0,0,0,3,0,3,0.00%,
1540.HK,1,0,0,0,0,0,1,100.00%,
1542.HK,0,0,0,0,0,1,1,0.00%,
1543.HK,0,0,0,0,2,0,2,0.00%,
1545.HK,1,0,0,0,1,1,3,33.33%,
1549.HK,0,1,1,0,0,0,2,100.00%,
1555.HK,0,0,0,0,1,0,1,0.00%,
1557.HK,0,0,1,0,1,1,3,33.33%,
1559.HK,0,0,0,0,2,1,3,0.00%,
1561.HK,0,0,1,0,0,1,2,50.00%,
1563.HK,0,0,0,0,1,0,1,0.00%,
1565.HK,1,0,0,1,1,0,3,33.33%,
1566.HK,0,0,0,2,2,0,4,0.00%,
1569.HK,0,0,0,2,1,0,3,0.00%,
1572.HK,0,0,0,0,0,1,1,0.00%,
1581.HK,0,0,1,0,0,0,1,100.00%,
1583.HK,0,0,0,0,2,0,2,0.00%,
1586.HK,2,0,0,0,0,0,2,100.00%,
1587.HK,0,0,0,0,1,0,1,0.00%,
1588.HK,2,1,0,0,2,0,5,60.00%,
1593.HK,0,0,0,1,0,0,1,0.00%,
1596.HK,0,1,0,0,2,0,3,33.33%,
1597.HK,0,0,0,1,0,0,1,0.00%,
1599.HK,0,0,1,0,0,0,1,100.00%,
1601.HK,0,0,0,0,1,0,1,0.00%,
1608.HK,0,0,0,1,3,0,4,0.00%,
1613.HK,0,0,0,0,1,0,1,0.00%,
1616.HK,0,0,0,0,1,0,1,0.00%,
1617.HK,0,0,0,0,4,0,4,0.00%,
1620.HK,0,0,0,0,1,0,1,0.00%,
1621.HK,0,0,0,0,1,0,1,0.00%,
1623.HK,0,0,0,0,1,0,1,0.00%,
1626.HK,2,0,0,1,3,0,6,33.33%,
1632.HK,0,0,0,0,1,1,2,0.00%,
1636.HK,0,0,0,0,2,0,2,0.00%,
1652.HK,1,0,0,0,0,0,1,100.00%,
1653.HK,0,0,0,0,1,0,1,0.00%,
1655.HK,1,0,0,1,0,0,2,50.00%,
1656.HK,0,0,0,0,1,0,1,0.00%,
1657.HK,0,0,0,0,0,1,1,0.00%,
1661.HK,2,0,0,0,1,1,4,50.00%,
1662.HK,0,0,0,0,1,0,1,0.00%,
1669.HK,0,1,0,0,3,0,4,25.00%,
1671.HK,0,0,0,1,1,0,2,0.00%,
1673.HK,0,0,0,0,2,0,2,0.00%,
1676.HK,0,0,0,0,2,0,2,0.00%,
1679.HK,0,0,0,0,1,0,1,0.00%,
1680.HK,0,0,0,1,3,0,4,0.00%,
1682.HK,0,0,0,0,0,1,1,0.00%,
1685.HK,1,0,1,1,1,0,4,50.00%,
1689.HK,0,0,0,0,1,0,1,0.00%,
1692.HK,0,0,0,2,0,0,2,0.00%,
1697.HK,0,0,1,0,1,0,2,50.00%,
1701.HK,0,0,0,0,0,1,1,0.00%,
1710.HK,0,0,0,0,3,0,3,0.00%,
1711.HK,0,0,0,0,3,1,4,0.00%,
1713.HK,0,0,0,0,1,0,1,0.00%,
1715.HK,0,0,0,0,2,0,2,0.00%,
1716.HK,1,0,0,0,0,0,1,100.00%,
1718.HK,0,0,0,0,2,0,2,0.00%,
1719.HK,1,0,0,0,0,1,2,50.00%,
1720.HK,0,0,0,0,1,0,1,0.00%,
1723.HK,1,0,0,0,1,0,2,50.00%,
1725.HK,0,1,0,0,1,0,2,50.00%,
1728.HK,0,0,0,2,1,0,3,0.00%,
1731.HK,0,0,0,1,0,1,2,0.00%,
1732.HK,0,0,0,0,2,0,2,0.00%,
1736.HK,0,0,0,0,3,0,3,0.00%,
1737.HK,0,0,0,0,1,0,1,0.00%,
1738.HK,1,0,0,0,0,0,1,100.00%,
1739.HK,0,0,0,0,3,0,3,0.00%,
1740.HK,0,0,0,0,2,1,3,0.00%,
1745.HK,0,0,0,0,1,0,1,0.00%,
1752.HK,0,0,0,1,0,0,1,0.00%,
1753.HK,0,0,0,0,0,1,1,0.00%,
1760.HK,1,0,0,0,0,0,1,100.00%,
1762.HK,0,0,1,0,0,0,1,100.00%,
1763.HK,1,0,0,0,1,1,3,33.33%,
1765.HK,0,0,0,0,1,0,1,0.00%,
1769.HK,1,0,0,0,1,0,2,50.00%,
1771.HK,0,0,0,0,1,0,1,0.00%,
1775.HK,0,1,0,0,0,0,1,100.00%,
1778.HK,2,0,0,0,1,0,3,66.67%,
1785.HK,1,1,0,0,1,0,3,66.67%,
1786.HK,0,0,0,0,1,0,1,0.00%,
1792.HK,0,0,0,1,0,0,1,0.00%,
1795.HK,0,0,0,0,1,0,1,0.00%,
1803.HK,0,0,0,1,4,0,5,0.00%,
1808.HK,0,0,0,0,2,0,2,0.00%,
1812.HK,3,0,0,0,3,0,6,50.00%,
1817.HK,1,0,0,0,0,0,1,100.00%,
1822.HK,1,0,0,0,0,0,1,100.00%,
1823.HK,0,0,0,0,0,1,1,0.00%,
1826.HK,0,0,0,0,1,0,1,0.00%,
1827.HK,0,0,0,0,1,0,1,0.00%,
1830.HK,1,0,1,0,0,0,2,100.00%,
1831.HK,0,0,0,0,3,0,3,0.00%,
1841.HK,0,0,0,0,1,0,1,0.00%,
1842.HK,0,0,2,0,1,0,3,66.67%,
1846.HK,0,0,0,0,1,0,1,0.00%,
1849.HK,0,0,0,0,1,0,1,0.00%,
1851.HK,0,0,0,0,1,0,1,0.00%,
1854.HK,0,0,0,1,0,0,1,0.00%,
1858.HK,0,0,0,0,1,0,1,0.00%,
1861.HK,1,0,0,0,1,0,2,50.00%,
1868.HK,1,0,1,0,1,0,3,66.67%,
1869.HK,0,0,0,1,1,0,2,0.00%,
1871.HK,0,0,1,1,1,0,3,33.33%,
1875.HK,0,0,0,0,1,0,1,0.00%,
1878.HK,0,0,0,0,3,0,3,0.00%,
1884.HK,1,0,0,0,1,0,2,50.00%,
1889.HK,0,0,0,1,0,0,1,0.00%,
1891.HK,0,0,1,0,1,0,2,50.00%,
1895.HK,0,0,0,0,1,0,1,0.00%,
1900.HK,0,0,0,0,1,0,1,0.00%,
1906.HK,1,0,0,0,1,0,2,50.00%,
1909.HK,0,0,0,0,2,0,2,0.00%,
1915.HK,0,0,0,0,1,0,1,0.00%,
1916.HK,0,0,0,1,0,0,1,0.00%,
1917.HK,1,0,1,0,2,0,4,50.00%,
1930.HK,0,0,0,0,0,1,1,0.00%,
1933.HK,0,0,0,0,0,1,1,0.00%,
1935.HK,1,1,0,0,0,0,2,100.00%,
1937.HK,0,0,0,1,0,1,2,0.00%,
1941.HK,0,0,0,0,2,0,2,0.00%,
1942.HK,0,0,1,0,1,0,2,50.00%,
1945.HK,2,0,0,0,1,0,3,66.67%,
1949.HK,0,0,0,0,0,1,1,0.00%,
1950.HK,2,0,0,1,0,0,3,66.67%,
1959.HK,0,0,1,0,0,0,1,100.00%,
1960.HK,0,0,0,0,1,0,1,0.00%,
1961.HK,0,0,0,0,1,0,1,0.00%,
1962.HK,0,0,0,0,1,0,1,0.00%,
1967.HK,0,0,0,0,1,0,1,0.00%,
1968.HK,0,0,0,0,0,1,1,0.00%,
1971.HK,0,1,0,0,0,0,1,100.00%,
1975.HK,1,1,1,0,0,0,3,100.00%,
1980.HK,0,0,0,0,1,0,1,0.00%,
1986.HK,1,0,0,0,0,0,1,100.00%,
1987.HK,0,0,0,0,1,0,1,0.00%,
1991.HK,0,0,0,0,0,2,2,0.00%,
1993.HK,0,0,0,0,2,0,2,0.00%,
2000.HK,1,0,0,1,0,0,2,50.00%,
2002.HK,1,0,0,0,1,0,2,50.00%,
2008.HK,2,1,0,0,5,0,8,37.50%,
2009.HK,1,0,0,0,2,0,3,33.33%,
2012.HK,0,0,0,1,1,0,2,0.00%,
2022.HK,0,0,0,0,1,0,1,0.00%,
2023.HK,1,0,1,0,1,0,3,66.67%,
2028.HK,1,0,0,0,2,0,3,33.33%,
2031.HK,1,0,0,0,1,0,2,50.00%,
2033.HK,1,0,0,0,0,0,1,100.00%,
2051.HK,0,0,0,1,2,0,3,0.00%,
2060.HK,0,0,0,1,1,0,2,0.00%,
2098.HK,4,0,0,0,2,0,6,66.67%,
2100.HK,0,0,0,0,1,0,1,0.00%,
2101.HK,0,0,0,0,2,0,2,0.00%,
2102.HK,0,0,0,0,1,0,1,0.00%,
2108.HK,0,0,0,1,0,0,1,0.00%,
2112.HK,0,0,0,0,2,0,2,0.00%,
2119.HK,0,0,0,0,1,1,2,0.00%,
2120.HK,0,0,0,1,1,0,2,0.00%,
2127.HK,0,0,0,0,1,0,1,0.00%,
2131.HK,0,0,0,0,1,0,1,0.00%,
2135.HK,0,0,0,0,1,0,1,0.00%,
2136.HK,0,0,0,0,2,0,2,0.00%,
2137.HK,0,0,0,0,1,0,1,0.00%,
2138.HK,0,0,0,1,1,0,2,0.00%,
2139.HK,0,0,0,0,1,0,1,0.00%,
2150.HK,1,0,0,0,1,0,2,50.00%,
2159.HK,1,0,0,0,0,0,1,100.00%,
2163.HK,0,0,0,0,2,0,2,0.00%,
2166.HK,0,0,0,0,1,0,1,0.00%,
2170.HK,1,0,1,0,0,0,2,100.00%,
2175.HK,0,0,0,0,1,0,1,0.00%,
2176.HK,1,0,0,1,0,0,2,50.00%,
2177.HK,0,0,0,0,1,0,1,0.00%,
2178.HK,1,0,1,0,0,0,2,100.00%,
2185.HK,0,1,0,0,2,0,3,33.33%,
2187.HK,0,0,0,0,1,0,1,0.00%,
2188.HK,0,0,0,1,0,0,1,0.00%,
2203.HK,0,1,0,0,0,1,2,50.00%,
2211.HK,1,0,0,0,1,0,2,50.00%,
2212.HK,1,0,0,1,0,0,2,50.00%,
2216.HK,0,0,0,0,1,0,1,0.00%,
2218.HK,2,0,0,1,1,0,4,50.00%,
2219.HK,0,0,0,0,1,0,1,0.00%,
2222.HK,0,0,0,0,1,1,2,0.00%,
2223.HK,0,0,0,1,1,0,2,0.00%,
2226.HK,1,0,0,0,0,0,1,100.00%,
2230.HK,0,0,0,1,1,0,2,0.00%,
2246.HK,0,0,1,0,0,0,1,100.00%,
2257.HK,0,0,0,1,0,0,1,0.00%,
2260.HK,3,0,0,0,0,0,3,100.00%,
2265.HK,0,0,0,0,1,0,1,0.00%,
2280.HK,0,0,0,2,1,1,4,0.00%,
2289.HK,1,0,0,0,0,0,1,100.00%,
2297.HK,0,0,0,0,1,0,1,0.00%,
2307.HK,0,0,0,1,1,0,2,0.00%,
2312.HK,0,0,0,0,1,0,1,0.00%,
2320.HK,1,0,0,0,0,0,1,100.00%,
2322.HK,1,0,0,0,1,1,3,33.33%,
2323.HK,1,0,1,0,1,0,3,66.67%,
2326.HK,0,0,0,0,1,0,1,0.00%,
2327.HK,0,0,0,0,0,1,1,0.00%,
2336.HK,0,0,0,0,1,0,1,0.00%,
2337.HK,0,0,0,1,1,0,2,0.00%,
2339.HK,0,0,0,0,4,0,4,0.00%,
2348.HK,0,0,1,0,3,0,4,25.00%,
2349.HK,0,0,0,2,0,0,2,0.00%,
2358.HK,0,0,0,0,1,0,1,0.00%,
2369.HK,0,0,0,0,3,0,3,0.00%,
2371.HK,0,0,0,0,3,0,3,0.00%,
2383.HK,2,0,0,1,1,0,4,50.00%,
2392.HK,0,0,0,0,1,0,1,0.00%,
2393.HK,0,0,0,1,0,0,1,0.00%,
2399.HK,2,0,0,0,4,0,6,33.33%,
2405.HK,0,0,0,1,0,0,1,0.00%,
2416.HK,0,0,1,0,2,0,3,33.33%,
2422.HK,0,0,0,0,0,1,1,0.00%,
2425.HK,0,0,0,0,1,0,1,0.00%,
2436.HK,0,0,0,0,1,0,1,0.00%,
2438.HK,0,0,0,0,1,0,1,0.00%,
2439.HK,0,0,0,0,1,0,1,0.00%,
2488.HK,1,0,0,0,3,0,4,25.00%,
2495.HK,0,0,1,0,0,0,1,100.00%,
2500.HK,0,0,0,1,2,0,3,0.00%,
2502.HK,0,0,0,0,1,0,1,0.00%,
2516.HK,0,0,0,0,2,0,2,0.00%,
2560.HK,0,0,0,0,1,0,1,0.00%,
2563.HK,0,0,0,1,0,0,1,0.00%,
2625.HK,0,0,0,0,1,0,1,0.00%,
2683.HK,1,0,0,0,0,0,1,100.00%,
2722.HK,0,0,2,0,1,0,3,66.67%,
2728.HK,0,0,0,0,2,0,2,0.00%,
2738.HK,0,0,0,0,0,1,1,0.00%,
2779.HK,0,0,0,1,0,0,1,0.00%,
2798.HK,0,0,0,0,1,0,1,0.00%,
2878.HK,1,0,1,0,3,0,5,40.00%,
2882.HK,0,1,0,0,0,1,2,50.00%,
2886.HK,0,0,0,1,0,0,1,0.00%,
3300.HK,0,0,0,1,2,0,3,0.00%,
3303.HK,1,0,0,1,3,1,6,16.67%,
3313.HK,0,0,0,0,3,0,3,0.00%,
3318.HK,2,0,1,0,1,0,4,75.00%,
3322.HK,1,0,0,0,2,0,3,33.33%,
3332.HK,1,0,0,0,1,0,2,50.00%,
3348.HK,1,0,0,0,0,0,1,100.00%,
3368.HK,3,0,0,0,4,0,7,42.86%,
3389.HK,2,0,0,0,1,0,3,66.67%,
3390.HK,0,0,0,0,1,0,1,0.00%,
3395.HK,1,0,0,0,0,0,1,100.00%,
3399.HK,0,0,0,1,4,0,5,0.00%,
3626.HK,0,0,0,0,0,1,1,0.00%,
3638.HK,0,0,0,1,1,0,2,0.00%,
3666.HK,0,0,0,1,1,0,2,0.00%,
3683.HK,1,0,1,0,1,0,3,66.67%,
3768.HK,1,0,0,0,0,0,1,100.00%,
3773.HK,0,0,0,0,2,0,2,0.00%,
3816.HK,1,0,0,0,0,0,1,100.00%,
3828.HK,0,0,0,0,1,1,2,0.00%,
3836.HK,0,0,0,0,4,0,4,0.00%,
3838.HK,0,0,1,0,1,0,2,50.00%,
3882.HK,2,0,0,0,0,0,2,100.00%,
3889.HK,1,0,0,0,2,0,3,33.33%,
3893.HK,0,0,0,0,1,0,1,0.00%,
3919.HK,0,0,0,0,1,0,1,0.00%,
3991.HK,1,0,0,0,1,1,3,33.33%,
3999.HK,0,0,0,1,1,0,2,0.00%,
6033.HK,0,0,0,0,2,0,2,0.00%,
6083.HK,1,0,0,0,2,0,3,33.33%,
6100.HK,0,0,0,1,0,0,1,0.00%,
6123.HK,1,0,1,0,1,0,3,66.67%,
6133.HK,0,0,0,0,1,0,1,0.00%,
6136.HK,0,1,0,0,0,0,1,100.00%,
6162.HK,0,0,0,1,0,0,1,0.00%,
6689.HK,0,0,0,1,0,0,1,0.00%,
6698.HK,0,0,0,1,0,0,1,0.00%,
6812.HK,2,0,0,0,0,0,2,100.00%,
6820.HK,0,1,0,0,0,0,1,100.00%,
6826.HK,0,0,0,1,1,0,2,0.00%,
6828.HK,0,0,0,0,1,0,1,0.00%,
6830.HK,0,0,0,2,1,0,3,0.00%,
6838.HK,0,1,0,0,1,0,2,50.00%,
6839.HK,1,0,0,0,1,0,2,50.00%,
6858.HK,1,0,0,0,0,0,1,100.00%,
6860.HK,0,0,0,0,1,0,1,0.00%,
6877.HK,0,0,1,0,1,0,2,50.00%,
6878.HK,0,0,0,0,1,0,1,0.00%,
6882.HK,0,0,0,0,3,0,3,0.00%,
6885.HK,0,0,1,0,1,0,2,50.00%,
6890.HK,0,0,0,1,0,0,1,0.00%,
6898.HK,1,0,0,0,1,0,2,50.00%,
6899.HK,0,0,0,1,0,0,1,0.00%,
6908.HK,0,0,0,0,1,0,1,0.00%,
6909.HK,0,0,0,0,1,0,1,0.00%,
6911.HK,0,0,0,0,0,1,1,0.00%,
6918.HK,0,0,0,0,0,1,1,0.00%,
6919.HK,0,0,0,0,1,0,1,0.00%,
6922.HK,1,0,0,0,0,0,1,100.00%,
6928.HK,0,0,0,0,1,0,1,0.00%,
6933.HK,0,0,0,0,1,0,1,0.00%,
6988.HK,1,0,0,0,0,0,1,100.00%,
8005.HK,2,0,1,3,1,0,7,42.86%,
8006.HK,0,1,1,1,0,1,4,50.00%,
8007.HK,0,0,1,0,2,0,3,33.33%,
8017.HK,0,0,0,1,0,0,1,0.00%,
8020.HK,0,0,0,0,1,0,1,0.00%,
8026.HK,1,0,1,0,1,0,3,66.67%,
8028.HK,3,0,0,0,5,1,9,33.33%,
8029.HK,3,0,0,0,1,0,4,75.00%,
8031.HK,0,0,0,1,0,0,1,0.00%,
8033.HK,1,0,1,0,0,0,2,100.00%,
8036.HK,0,0,0,0,1,0,1,0.00%,
8041.HK,0,0,0,0,3,0,3,0.00%,
8042.HK,0,0,0,0,1,0,1,0.00%,
8043.HK,0,0,0,1,0,0,1,0.00%,
8047.HK,0,1,0,1,2,0,4,25.00%,
8048.HK,0,0,0,0,1,0,1,0.00%,
8050.HK,1,0,0,0,2,0,3,33.33%,
8052.HK,0,0,0,0,2,0,2,0.00%,
8060.HK,0,1,0,0,1,0,2,50.00%,
8063.HK,0,1,1,0,0,0,2,100.00%,
8069.HK,0,0,0,0,1,0,1,0.00%,
8071.HK,1,0,0,0,0,0,1,100.00%,
8072.HK,1,0,0,0,0,0,1,100.00%,
8079.HK,0,0,1,0,1,0,2,50.00%,
8081.HK,0,0,0,1,0,0,1,0.00%,
8082.HK,0,0,0,0,2,0,2,0.00%,
8087.HK,1,0,0,1,0,0,2,50.00%,
8092.HK,0,0,1,0,0,0,1,100.00%,
8095.HK,2,0,0,0,1,1,4,50.00%,
8096.HK,0,0,0,1,0,0,1,0.00%,
8103.HK,0,0,0,1,0,0,1,0.00%,
8111.HK,0,0,0,0,1,0,1,0.00%,
8117.HK,0,0,0,0,2,1,3,0.00%,
8118.HK,1,0,0,0,1,0,2,50.00%,
8120.HK,1,0,0,1,1,0,3,33.33%,
8126.HK,0,0,0,1,0,0,1,0.00%,
8128.HK,0,0,0,1,3,0,4,0.00%,
8130.HK,1,0,0,1,3,0,5,20.00%,
8132.HK,1,0,0,0,1,0,2,50.00%,
8133.HK,0,0,1,0,0,0,1,100.00%,
8136.HK,1,0,0,0,0,0,1,100.00%,
8139.HK,1,0,0,0,0,0,1,100.00%,
8147.HK,1,0,0,0,0,2,3,33.33%,
8156.HK,1,0,0,0,2,1,4,25.00%,
8162.HK,0,0,0,0,1,0,1,0.00%,
8168.HK,0,0,0,1,1,0,2,0.00%,
8169.HK,1,0,0,0,0,0,1,100.00%,
8172.HK,1,1,0,0,2,1,5,40.00%,
8178.HK,1,1,0,1,1,1,5,40.00%,
8179.HK,1,0,0,1,1,0,3,33.33%,
8186.HK,0,0,0,0,1,0,1,0.00%,
8187.HK,0,0,0,0,0,1,1,0.00%,
8189.HK,0,0,0,0,1,0,1,0.00%,
8191.HK,0,0,0,0,0,1,1,0.00%,
8193.HK,0,0,0,0,1,0,1,0.00%,
8196.HK,0,0,0,0,1,2,3,0.00%,
8200.HK,2,0,0,1,0,1,4,50.00%,
8203.HK,1,0,0,1,1,0,3,33.33%,
8219.HK,0,0,1,0,1,1,3,33.33%,
8222.HK,1,0,1,0,0,0,2,100.00%,
8223.HK,0,0,1,0,0,0,1,100.00%,
8227.HK,0,0,1,0,0,0,1,100.00%,
8237.HK,0,0,0,0,1,0,1,0.00%,
8245.HK,0,0,0,0,0,1,1,0.00%,
8246.HK,0,0,1,0,0,0,1,100.00%,
8250.HK,0,0,0,2,0,0,2,0.00%,
8257.HK,0,0,0,0,1,0,1,0.00%,
8267.HK,1,0,0,0,1,0,2,50.00%,
8270.HK,0,0,0,0,1,0,1,0.00%,
8282.HK,0,0,0,0,1,0,1,0.00%,
8283.HK,0,0,0,0,1,0,1,0.00%,
8286.HK,0,0,0,0,0,2,2,0.00%,
8292.HK,1,0,0,0,0,0,1,100.00%,
8293.HK,0,1,0,1,0,1,3,33.33%,
8295.HK,0,1,0,0,0,1,2,50.00%,
8296.HK,0,0,1,0,1,1,3,33.33%,
8309.HK,0,0,0,0,1,1,2,0.00%,
8310.HK,0,0,0,0,1,0,1,0.00%,
8313.HK,0,0,0,0,1,0,1,0.00%,
8317.HK,0,1,0,1,1,0,3,33.33%,
8320.HK,0,2,0,0,1,0,3,66.67%,
8326.HK,1,0,0,0,0,0,1,100.00%,
8328.HK,1,0,0,0,3,0,4,25.00%,
8337.HK,0,0,0,0,1,0,1,0.00%,
8340.HK,1,0,0,0,0,0,1,100.00%,
8347.HK,1,0,0,1,0,0,2,50.00%,
8348.HK,1,0,0,0,0,0,1,100.00%,
8365.HK,0,0,0,0,2,0,2,0.00%,
8367.HK,0,0,0,1,0,0,1,0.00%,
8372.HK,0,0,0,0,2,0,2,0.00%,
8379.HK,0,0,0,0,1,1,2,0.00%,
8385.HK,0,0,1,0,0,0,1,100.00%,
8391.HK,0,0,0,0,0,1,1,0.00%,
8395.HK,0,0,0,0,0,2,2,0.00%,
8403.HK,1,0,0,0,3,2,6,16.67%,
8413.HK,0,0,0,0,1,0,1,0.00%,
8416.HK,0,0,0,0,3,0,3,0.00%,
8418.HK,0,0,0,0,1,0,1,0.00%,
8450.HK,0,1,0,0,0,0,1,100.00%,
8452.HK,0,0,0,0,1,1,2,0.00%,
8456.HK,0,0,0,0,1,0,1,0.00%,
8472.HK,0,0,0,0,1,1,2,0.00%,
8473.HK,0,0,0,0,0,1,1,0.00%,
8476.HK,1,0,0,0,0,0,1,100.00%,
8481.HK,0,0,0,1,0,0,1,0.00%,
8482.HK,0,0,0,1,1,0,2,0.00%,
8483.HK,0,0,0,0,1,0,1,0.00%,
8489.HK,0,1,0,1,0,1,3,33.33%,
8490.HK,0,0,0,1,0,2,3,0.00%,
8502.HK,0,0,0,0,1,0,1,0.00%,
8525.HK,0,0,0,0,1,0,1,0.00%,
8529.HK,0,1,0,0,0,0,1,100.00%,
8536.HK,0,0,0,0,3,0,3,0.00%,
8537.HK,0,0,0,0,1,0,1,0.00%,
8545.HK,0,0,0,0,1,0,1,0.00%,
8547.HK,0,0,0,0,2,0,2,0.00%,
8613.HK,0,0,0,1,0,0,1,0.00%,
8620.HK,0,0,1,0,0,0,1,100.00%,
8646.HK,1,1,0,0,0,0,2,100.00%,
8657.HK,0,0,1,0,0,1,2,50.00%,
8659.HK,1,0,0,0,1,0,2,50.00%,
9990.HK,1,0,0,0,0,0,1,100.00%,
9991.HK,0,0,0,0,2,0,2,0.00%,
,488,119,192,307,1211,177,2494,32.04%,91
