index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,classification,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,HHHL_PATTERN,WLow,WLDate,WHigh,WHDate,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,XGB,DT,RF,LR,MLP,VOTING,LGBM,SVM,SNO
2026-02-23,1858.HK,13.739999771118164,14.0600004196167,13.739999771118164,14.0600004196167,14.0600004196167,63500,0.0,0.0,-0.036273130416858,13.979997710460475,14.347932115920123,14.994237548173665,15.262151989491532,14.015964444495443,False,False,False,False,0.3200006484985351,0.4688889715406633,0.703333457310995,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,48.59225016042182,9.441500778728146,22.207418291241652,42.67016713260212,14.288723420833149,15.405723523829971,13.17172331783632,15.634708155498696,0.4734156352360382,1.322653308323774,1,15.041999969482422,14.346999979019165,False,-13.102594842850037,-7.37812821503834,15.829999923706056,False,-11.181298247757493,-14.5%,-14.5214199280581,False,1,False,False,False,False,False,True,False,42.7,True,False,False,False,False,False,True,True,False,True,False,True,True,True,1858.HK
2026-02-24,1858.HK,14.029999732971191,14.239999771118164,13.710000038146973,14.140000343322754,14.140000343322754,387750,0.0,0.0,-0.0417256109096562,14.009089098253618,14.329851092216009,14.960738049944217,15.239931164814925,14.01695277835064,False,False,False,False,0.5299997329711914,0.4505883385153379,0.675882507773007,LH,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,LHHLHHLLLH,17.06999969482422,2026-01-15,13.470000267028809,2026-02-12,False,50.36749831852245,12.0433042912239,20.56831236325613,43.95887973459914,14.27455931821311,15.366559421209937,13.182559215216283,15.299948371835589,0.2566817676223695,0.6631151782791229,1,14.998799991607664,14.280000019073489,False,-13.251527575698926,-8.774191333401587,15.829999923706056,False,-10.675929175795265,-12.7%,-12.671221329182616,False,1,False,False,False,False,False,True,False,44.0,True,False,False,False,False,False,True,True,False,True,False,True,True,False,1858.HK
2026-02-25,1858.HK,14.06999969482422,14.15999984741211,13.59000015258789,13.600000381469728,13.600000381469728,578750,0.0,0.0,-0.0036764845097351,13.93470933156564,14.26638581302068,14.907375788435417,15.207457287916998,14.013630448495016,False,False,False,False,0.5699996948242188,0.4488235922420728,0.6732353883631093,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,51.47623894515461,13.403618935317416,19.277074690361037,42.6434036792792,14.210315609951834,15.29931564428411,13.121315575619558,15.32689440858896,1.154852967683997,0.3140939862465201,1,14.94260000228882,14.199500036239623,False,-17.12370196265129,-12.427555600042606,15.760000228881836,False,-13.705582589102274,-10.2%,-10.21403015533362,False,1,False,False,False,False,False,True,False,42.6,True,False,False,False,False,False,True,True,False,True,False,True,True,True,1858.HK
2026-02-26,1858.HK,13.600000381469728,13.779999732971191,13.3100004196167,13.31999969482422,13.31999969482422,645100,0.0,0.0,0.0172673048934088,13.822943943067198,14.18409136796012,14.8451257455487,15.170081890033972,14.008103510218756,False,False,False,False,0.4699993133544922,0.4517647238338697,0.6776470857508046,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,52.54675260058928,13.755802747702504,19.938148244339907,41.50485077321642,14.12552361803492,15.206523564629158,13.04452367144068,15.305626549858456,1.696735500164276,0.2026700613155431,1,14.884999980926514,14.089499998092652,False,-17.77778353383647,-12.48357778495295,15.760000228881836,False,-15.482236666380633,-7.6%,-7.5754806663496765,True,2,False,True,False,False,False,True,False,41.5,True,False,False,False,False,False,True,True,False,True,False,True,True,False,1858.HK
2026-02-27,1858.HK,13.449999809265137,13.609999656677246,13.210000038146973,13.550000190734863,13.550000190734863,809250,0.0,0.0,0.0,13.7733178062795,14.128953004723142,14.79433650810502,15.138001064305278,14.004453284565498,False,False,False,False,0.3999996185302734,0.4661110772026912,0.6991666158040368,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,52.161376020453176,11.580607127932632,21.7527162557459,40.49384268439507,14.070711863053962,15.14571176768653,12.995711958421394,15.279964725242351,1.1636688427046873,0.0910115744125803,1,14.832799987792969,14.009999990463257,False,-16.150988126990708,-7.508528712888548,15.56999969482422,False,-12.973664378174943,-4.8%,-4.839238547441715,True,2,False,True,False,False,False,True,False,40.5,True,False,False,False,False,False,True,True,False,True,False,True,True,False,1858.HK
2026-02-23,0410.HK,0.5,0.5199999809265137,0.5,0.5199999809265137,0.5199999809265137,3357000,0.0,0.0,-0.0192307515962583,0.5277485580560327,0.5308265162612149,0.5332686395952024,0.5400357925157938,0.5746605153008293,False,False,False,False,0.0199999809265136,0.0140000263849894,0.0210000395774841,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,20.476304197946764,11.999995231635236,11.999971389811432,37.49999068678619,0.5306113115808925,0.5646113626024684,0.4966112605593165,12.81542638820754,1.446476410952506,0.8294350820373422,1,0.531999990940094,0.5334999978542327,False,-1.886790755296604,0.0,0.550000011920929,False,-5.454550971669479,3.4%,3.361230358683964,False,1,False,False,False,True,False,True,True,37.5,True,False,False,True,True,False,True,True,False,True,False,True,True,False,410.HK
2026-02-24,0410.HK,0.5099999904632568,0.5199999809265137,0.5,0.5199999809265137,0.5199999809265137,1561000,0.0,0.0,-0.0192307515962583,0.5263397258506656,0.5298850784060235,0.5327483000395675,0.5396390437714517,0.5742249731942611,False,False,False,False,0.0199999809265136,0.0146666924158732,0.0220000386238098,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,21.90485831279076,8.33333954214254,12.499972060358564,28.57144073562232,0.5296007086614278,0.5646007587293295,0.4946006585935262,13.217523879967866,1.3282637384301317,0.226961297048177,1,0.5317999911308289,0.5329999983310699,False,-1.886790755296604,-1.886790755296604,0.550000011920929,False,-5.454550971669479,3.0%,3.007230129106442,False,1,False,False,False,False,False,True,False,28.6,True,False,False,False,False,False,True,True,False,True,False,True,True,True,410.HK
2026-02-25,0410.HK,0.5,0.5199999809265137,0.5,0.5099999904632568,0.5099999904632568,1217500,0.0,0.0,0.0,0.5233688648711367,0.5281559403240439,0.5318562094679475,0.5390521318247548,0.5737132203438149,False,False,False,False,0.0199999809265136,0.015333358446757,0.0230000376701355,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,23.33341242763476,8.695660061097284,13.043451219095026,33.33336644699067,0.5277339735949353,0.5637340227091626,0.4917339244807081,13.643256229646978,1.99092579275788,0.4194799111754558,1,0.5313999915122986,0.5319999992847443,False,-3.773581510593208,-3.773581510593208,0.550000011920929,False,-7.272731016490004,1.9%,1.8536976382531825,False,1,False,False,False,False,False,True,False,33.3,True,False,False,False,False,False,True,True,False,True,False,True,True,True,410.HK
2026-02-26,0410.HK,0.5199999809265137,0.5199999809265137,0.5099999904632568,0.5199999809265137,0.5199999809265137,2174000,0.0,0.0,-0.0192307515962583,0.5227563405175688,0.5274467264633891,0.5313912593290677,0.5386748615099382,0.5732852264042348,False,False,False,False,0.0099999904632568,0.0156250223517417,0.0234375335276126,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,24.761966542478756,8.695660061097284,13.043451219095026,42.85715502134696,0.5269974028646095,0.5629974460183723,0.4909973597108467,13.662322796308564,0.9828360466053055,0.0868326207458595,1,0.5311999917030334,0.5309999972581864,False,-1.886790755296604,-1.886790755296604,0.550000011920929,False,-5.454550971669479,-0.1%,-0.0618412950732838,False,1,False,False,False,False,False,True,False,42.9,True,False,False,False,False,False,True,True,False,True,False,True,True,True,410.HK
2026-02-27,0410.HK,0.5099999904632568,0.5199999809265137,0.5099999904632568,0.5099999904632568,0.5099999904632568,379000,0.0,0.0,0.0,0.5204370041440575,0.5259296189851168,0.5305523860402124,0.538107042281291,0.5727809615760199,False,False,False,False,0.0099999904632568,0.0150000192224979,0.0225000288337469,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,,0.0,,0.0,,False,25.952433271909992,4.545445924956198,13.636337774868592,28.571404242999648,0.5253786016835283,0.560378639830501,0.4903785635365557,13.323739503214702,1.6475076445081398,0.9327345166860888,1,0.5307999920845031,0.5299999982118606,False,-3.773581510593208,-3.773581510593208,0.550000011920929,False,-7.272731016490004,-2.3%,-2.3357316889007884,False,1,False,False,False,False,False,True,False,28.6,True,False,False,False,False,False,True,True,False,True,False,True,True,True,410.HK
