Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,LLLow,HHClose,HHHigh,22DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,classification,PATTERN,LLDate,HHDate,SNO
2023-05-29,9868.HK,31.450000762939453,31.950000762939453,30.350000381469727,30.549999237060547,30.549999237060547,13946500,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2023/03/06,False,False,False,True,False,False,0.0,,,,,9868.HK
2022-09-19,9866.HK,157.39999389648438,157.39999389648438,153.10000610351562,155.39999389648438,155.39999389648438,607990,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2022/08/31,True,False,False,False,False,False,0.0,,,,,9866.HK
2022-09-28,9866.HK,136.0,136.0,127.5,130.60000610351562,130.60000610351562,861246,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2022/08/31,False,False,False,True,False,False,0.0,,,,,9866.HK
2024-06-06,9863.HK,28.14999961853028,28.450000762939453,27.14999961853028,27.39999961853028,27.39999961853028,3161000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/04/11,True,False,False,False,False,False,0.0,,,,,9863.HK
2024-08-21,9863.HK,21.299999237060547,21.299999237060547,20.25,20.950000762939453,20.950000762939453,3796883,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2024/04/11,False,False,False,True,False,False,0.0,,,,,9863.HK
2024-04-16,9633.HK,42.84999847412109,43.29999923706055,42.45000076293945,42.75,41.08991241455078,4664510,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/03/13,True,False,False,False,False,False,0.0,,,,,9633.HK
2024-04-26,9633.HK,44.650001525878906,44.95000076293945,44.59999847412109,44.84999847412109,43.108360290527344,4656377,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2024/03/13,False,True,False,False,False,False,0.0,,,,,9633.HK
2024-05-02,9633.HK,46.20000076293945,48.20000076293945,46.09999847412109,47.95000076293945,46.08798599243164,3125632,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2024/03/13,False,False,True,False,False,False,0.0,,,,,9633.HK
2022-01-25,9618.HK,280.0,283.20001220703125,275.20001220703125,280.6000061035156,277.3739318847656,8266102,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2021/12/31,True,False,False,False,False,False,0.0,,,,,9618.HK
2022-03-07,9618.HK,246.0,253.1999969482422,240.1999969482422,247.0,244.1602325439453,15717918,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2021/12/31,False,False,False,True,False,False,0.0,,,,,9618.HK
2024-06-03,6979.HK,10.399999618530272,10.520000457763672,9.989999771118164,10.140000343322754,9.617742538452148,7050400,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2024/04/18,True,True,False,False,False,False,0.0,,,,,6979.HK
2024-06-06,6979.HK,9.789999961853027,9.84000015258789,9.5,9.649999618530272,9.152979850769045,6319398,0.0,0.0,0.0,0.0,0.0,0.0,CL2-2024/04/18,False,False,False,False,True,False,0.0,,,,,6979.HK
2024-10-09,6979.HK,8.399999618530273,8.600000381469727,7.550000190734863,7.800000190734863,7.562264442443848,27598600,0.0,0.0,7.079999923706055,7.909999847412109,8.180000305175781,6.630000114440918,BY1-2024/08/30,True,False,False,False,False,False,0.0,HL,HLLLLH,2024-10-18,2024-10-23,6979.HK
2025-02-20,6979.HK,6.760000228881836,6.900000095367432,6.599999904632568,6.679999828338623,6.476400375366211,8285800,0.0,0.0,6.46999979019165,7.25,7.46999979019165,6.260000228881836,BY1-2025/02/07,True,False,False,False,False,False,0.0,LH,LHHLHH,2025-02-25,2025-02-28,6979.HK
2025-02-27,6979.HK,6.739999771118164,7.21999979019165,6.699999809265137,7.179999828338623,6.961161136627197,21438200,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2025/02/07,False,True,False,False,False,False,0.0,,,,,6979.HK
2025-02-28,6979.HK,7.079999923706055,7.46999979019165,7.059999942779541,7.25,7.029027462005615,25887355,0.0,0.0,6.820000171661377,7.900000095367432,8.460000038146973,6.46999979019165,TP2-2025/02/07,False,False,True,False,False,False,0.0,HH,HHHLHH,2025-03-10,2025-03-17,6979.HK
2025-10-17,6979.HK,9.4399995803833,9.479999542236328,8.8100004196167,9.130000114440918,9.130000114440918,9748400,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/09,True,False,False,False,False,False,0.0,,,,,6979.HK
2021-01-07,6969.HK,64.19999694824219,64.19999694824219,57.45000076293945,60.20000076293945,56.19868087768555,66632291,0.0,0.0,90.0,74.25,72.30000305175781,57.45000076293945,BY1-2020/12/08,True,False,False,False,False,False,0.0,HL,HLHHHL,2021-01-25,2021-02-01,6969.HK
2021-01-15,6969.HK,67.5999984741211,73.3499984741211,67.0,73.0,68.14790344238281,36680029,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2020/12/08,False,True,False,False,False,False,0.0,,,,,6969.HK
2021-01-21,6969.HK,76.0,81.55000305175781,75.05000305175781,78.44999694824219,73.23564147949219,27964015,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2020/12/08,False,False,True,False,False,False,0.0,,,,,6969.HK
2024-11-21,6969.HK,11.600000381469728,11.600000381469728,10.800000190734863,11.140000343322754,10.993936538696287,27827000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/11/08,True,False,False,False,False,False,0.0,,,,,6969.HK
2024-12-30,6969.HK,12.920000076293944,13.359999656677246,12.18000030517578,13.100000381469728,12.928236961364746,156927646,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2024/11/08,False,True,False,False,False,False,0.0,,,,,6969.HK
2025-01-03,6969.HK,13.0,14.720000267028809,12.920000076293944,14.119999885559082,13.934863090515137,93944656,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2024/11/08,False,False,True,False,False,False,0.0,,,,,6969.HK
2025-01-10,6969.HK,13.0,13.260000228881836,12.34000015258789,12.68000030517578,12.513744354248049,30845152,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/12/02,True,False,False,False,False,False,0.0,,,,,6969.HK
2025-03-18,6969.HK,12.640000343322754,15.0600004196167,12.640000343322754,14.800000190734863,14.605947494506836,120319784,0.0,0.0,12.640000343322754,13.600000381469728,13.880000114440918,11.4399995803833,TP1-2024/12/02,False,True,False,False,False,False,0.0,HH,HHHLLH,2025-03-21,2025-04-02,6969.HK
2025-04-07,6969.HK,11.380000114440918,11.380000114440918,9.630000114440918,9.789999961853027,9.661636352539062,117028687,0.0,0.0,0.0,0.0,0.0,0.0,CL2-2024/12/02,False,False,False,False,True,False,0.0,,,,,6969.HK
2025-08-01,6969.HK,21.200000762939453,21.200000762939453,19.239999771118164,19.979999542236328,19.769350051879883,59575566,0.0,0.0,22.200000762939453,22.07999992370605,19.89999961853028,19.239999771118164,BY1-2025/06/17,True,False,False,False,False,False,0.0,HL,HLLHHL,2025-08-11,2025-08-20,6969.HK
2025-08-21,6969.HK,22.21999931335449,24.1200008392334,21.86000061035156,23.459999084472656,23.21265983581543,60411472,0.0,0.0,17.729999542236328,18.34000015258789,19.14999961853028,18.010000228881836,TP1-2025/06/17,False,True,False,False,False,False,0.0,HH,HHLLLH,2025-09-16,2025-09-18,6969.HK
2025-09-23,6969.HK,18.040000915527344,18.040000915527344,17.25,17.59000015258789,17.59000015258789,15398966,0.0,0.0,0.0,0.0,0.0,0.0,CL2-2025/06/17,False,False,False,False,True,False,0.0,,,,,6969.HK
2020-07-10,6862.HK,35.400001525878906,35.79999923706055,33.599998474121094,34.29999923706055,29.780982971191406,9402471,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2020/06/19,True,False,False,False,False,False,0.0,,,,,6862.HK
2020-08-05,6862.HK,36.400001525878906,38.20000076293945,36.5,37.79999923706055,32.819862365722656,6340777,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2020/06/19,False,True,False,False,False,False,0.0,,,,,6862.HK
2020-08-11,6862.HK,38.04999923706055,43.650001525878906,37.75,42.75,37.117706298828125,19502879,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2020/06/19,False,False,True,False,False,False,0.0,,,,,6862.HK
2006-01-17,6823.HK,0.6244950294494629,0.6307410001754761,0.6120129823684692,0.6182489991188049,0.2653723359107971,15490448,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2005/12/19,True,False,False,False,False,False,0.0,,,,,6823.HK
2006-01-27,6823.HK,0.6242049932479858,0.6616510152816772,0.6304410099983215,0.6554149985313416,0.2813251912593841,112169660,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2005/12/19,False,True,False,False,False,False,0.0,,,,,6823.HK
2006-02-06,6823.HK,0.6490430235862732,0.6802440285682678,0.6490430235862732,0.6802440285682678,0.2919825613498688,50545622,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2005/12/19,False,False,True,False,False,False,0.0,,,,,6823.HK
2007-11-22,6823.HK,0.5788859724998474,0.5888500213623047,0.5664420127868652,0.5726590156555176,0.245803564786911,20903991,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2007/08/09,True,False,False,False,False,False,0.0,,,,,6823.HK
2008-01-16,6823.HK,0.5600510239601135,0.5612900257110596,0.5513550043106079,0.5563229918479919,0.2387916594743728,29134331,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2007/08/09,False,False,False,True,False,False,0.0,,,,,6823.HK
2011-09-26,6823.HK,0.4061110019683838,0.4098289906978607,0.3688479959964752,0.3849909901618957,0.1652505248785019,25173249,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2011/07/27,True,False,False,False,False,False,0.0,,,,,6823.HK
2011-10-03,6823.HK,0.3531610071659088,0.3631060123443603,0.3419660031795501,0.3494319915771484,0.1499873846769333,16192887,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2011/07/27,False,False,False,True,False,False,0.0,,,,,6823.HK
2013-12-16,6823.HK,6.584846019744873,6.642948150634766,6.439591884613037,6.546112060546875,3.073626518249512,1684108,0.0,0.0,7.417635917663574,7.262698173522949,7.078710079193115,6.313704967498779,BY1-2013/11/15,True,False,False,False,False,False,0.0,HL,HLHHHL,2013-12-20,2014-01-06,6823.HK
2013-12-20,6823.HK,6.59453010559082,7.417635917663574,6.59453010559082,7.340167045593262,3.446461677551269,20428467,0.0,0.0,7.078710079193115,7.524155139923096,7.591939926147461,6.439591884613037,TP2-2013/11/15,False,True,True,False,False,False,0.0,HH,HHHLHH,2014-01-06,2014-01-23,6823.HK
2016-12-02,6823.HK,9.970000267028809,10.020000457763672,9.81999969482422,9.829999923706056,5.369985103607178,9227130,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2016/11/21,True,False,False,False,False,False,0.0,,,,,6823.HK
2016-12-13,6823.HK,9.710000038146973,9.739999771118164,9.619999885559082,9.65999984741211,5.2771172523498535,6582627,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2016/11/21,False,False,False,True,False,False,0.0,,,,,6823.HK
2018-03-07,6823.HK,9.800000190734863,9.800000190734863,9.710000038146973,9.710000038146973,5.640086174011231,14537094,0.0,0.0,9.979999542236328,9.789999961853027,9.779999732971191,9.710000038146973,BY1-2018/02/01,True,False,False,False,False,False,0.0,HL,HLLHHL,2018-03-16,2018-03-26,6823.HK
2018-04-11,6823.HK,10.100000381469728,10.100000381469728,9.960000038146973,10.0,5.808533191680908,5461987,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2018/02/01,False,True,False,False,False,False,0.0,,,,,6823.HK
2018-04-18,6823.HK,10.380000114440918,10.380000114440918,10.18000030517578,10.220000267028809,5.936320781707764,9653534,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2018/02/01,False,False,True,False,False,False,0.0,,,,,6823.HK
2021-08-19,6823.HK,10.539999961853027,10.539999961853027,10.399999618530272,10.420000076293944,7.7269816398620605,8521791,0.307,0.0,0.0,0.0,0.0,0.0,CL1-2021/07/20,True,False,False,True,False,False,0.0,,,,,6823.HK
2021-05-03,6690.HK,33.79999923706055,33.95000076293945,30.5,31.5,26.93226623535156,8589629,0.0,0.0,29.299999237060547,33.650001525878906,33.79999923706055,30.5,BY1-2021/03/15,True,False,False,False,False,False,0.0,LL,LLLLLH,2021-05-13,2021-05-26,6690.HK
2021-06-18,6690.HK,28.700000762939453,28.89999961853028,27.39999961853028,28.049999237060547,23.982540130615234,32681779,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2021/03/15,False,False,False,True,False,False,0.0,,,,,6690.HK
2021-07-19,6690.HK,27.799999237060547,28.39999961853028,27.600000381469727,27.950000762939453,24.30203628540039,11427774,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2021/06/28,True,False,False,False,False,False,0.0,,,,,6690.HK
2021-07-27,6690.HK,26.950000762939453,27.75,24.75,25.39999961853028,22.084857940673828,17653673,0.0,0.0,30.200000762939453,27.64999961853028,27.0,24.75,CL1-2021/06/28,False,False,False,True,False,False,0.0,LL,LLHHHL,2021-08-12,2021-08-20,6690.HK
2023-06-23,6690.HK,24.25,24.549999237060547,23.549999237060547,23.75,21.059818267822266,4755596,0.0,0.0,24.75,23.14999961853028,22.799999237060547,23.299999237060547,BY1-2023/05/23,True,False,False,False,False,False,0.0,HL,HLLHLL,2023-06-28,2023-07-06,6690.HK
2023-07-31,6690.HK,25.64999961853028,26.0,25.200000762939453,25.450000762939453,23.16684341430664,18319669,0.0,0.0,22.0,25.549999237060547,25.64999961853028,22.350000381469727,TP1-2023/05/23,False,True,False,False,False,False,0.0,HH,HHLLLH,2023-08-21,2023-09-04,6690.HK
2023-08-21,6690.HK,22.39999961853028,22.600000381469727,22.0,22.350000381469727,20.344947814941406,10231763,0.0,0.0,25.64999961853028,23.950000762939453,23.75,22.0,CL2-2023/05/23,False,False,False,False,True,False,0.0,LL,LLLHHL,2023-09-04,2023-09-18,6690.HK
2024-03-22,6690.HK,22.549999237060547,22.950000762939453,22.450000762939453,22.700000762939453,20.663549423217773,10585009,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/01/16,True,False,False,False,False,False,0.0,,,,,6690.HK
2024-03-28,6690.HK,22.64999961853028,24.450000762939453,22.64999961853028,24.350000381469727,22.165525436401367,24298777,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2024/01/16,False,True,False,False,False,False,0.0,,,,,6690.HK
2024-04-05,6690.HK,25.14999961853028,25.850000381469727,24.700000762939453,25.64999961853028,23.3488998413086,10156777,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2024/01/16,False,False,True,False,False,False,0.0,,,,,6690.HK
2021-10-26,6186.HK,13.779999732971191,13.779999732971191,13.020000457763672,13.15999984741211,10.228559494018556,13467391,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2021/10/07,True,False,False,False,False,False,0.0,,,,,6186.HK
2021-11-02,6186.HK,12.859999656677246,12.920000076293944,12.34000015258789,12.460000038146973,9.684487342834473,13255063,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2021/10/07,False,False,False,True,False,False,0.0,,,,,6186.HK
2024-06-12,6186.HK,3.930000066757202,3.9600000381469727,3.7799999713897705,3.819999933242798,3.4736366271972656,24964958,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/03/14,True,False,False,False,False,False,0.0,,,,,6186.HK
2024-07-30,6186.HK,3.4600000381469727,3.4600000381469727,3.390000104904175,3.430000066757202,3.1189985275268555,9619668,0.0,0.0,3.900000095367432,3.5199999809265137,3.450000047683716,3.390000104904175,CL1-2024/03/14,False,False,False,True,False,False,0.0,LL,LLHHHL,2024-08-09,2024-08-22,6186.HK
2017-12-06,6088.HK,6.449999809265137,6.489999771118164,5.599999904632568,5.880000114440918,5.65966796875,81640000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2017/11/01,True,False,False,False,False,False,0.0,,,,,6088.HK
2018-02-06,6088.HK,4.659999847412109,4.769999980926514,4.260000228881836,4.349999904632568,4.186999320983887,23640000,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2017/11/01,False,False,False,True,False,False,0.0,,,,,6088.HK
2021-06-07,6088.HK,2.2100000381469727,2.2100000381469727,2.130000114440918,2.1600000858306885,2.1600000858306885,9012533,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2021/05/20,True,False,False,False,False,False,0.0,,,,,6088.HK
2021-07-07,6088.HK,2.049999952316284,2.049999952316284,1.899999976158142,1.919999957084656,1.919999957084656,33671000,0.0,0.0,0.0,0.0,0.0,0.0,CL1-2021/05/20,False,False,False,True,False,False,0.0,,,,,6088.HK
2023-10-19,6088.HK,1.2799999713897705,1.2899999618530271,1.1399999856948853,1.1799999475479126,1.1799999475479126,46165000,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2023/09/25,True,False,False,False,False,False,0.0,,,,,6088.HK
2024-11-01,6088.HK,2.619999885559082,2.640000104904175,2.509999990463257,2.5299999713897705,2.5299999713897705,19712500,0.0,0.0,0.0,0.0,0.0,0.0,BY1-2024/08/30,True,False,False,False,False,False,0.0,,,,,6088.HK
2024-11-19,6088.HK,3.009999990463257,3.3299999237060547,2.990000009536743,3.180000066757202,3.180000066757202,69272600,0.0,0.0,0.0,0.0,0.0,0.0,TP1-2024/08/30,False,True,False,False,False,False,0.0,,,,,6088.HK
2025-01-22,6088.HK,3.670000076293945,4.050000190734863,3.670000076293945,3.990000009536743,3.990000009536743,123180552,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2024/08/30,False,False,True,False,False,False,0.0,,,,,6088.HK
