Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,T1_22,T1_50,LLLow,HHClose,HHHigh,BOSS1,bullish_count,bullish_ratio,strong_bullish,medium_bullish,weak_bullish,buy_price,tp1,tp2
2025-10-21,80883.HK,17.489999771118164,17.829999923706055,17.489999771118164,17.700000762939453,17.700000762939453,153000,0.0,0.0,17.364021424771842,17.35386691345896,17.21397023052832,16.970600888245873,False,True,True,True,0.0,0.0,0.0,False,0,0.0,0,0,0,0.0,0.0,0.0
