股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值,type
01425.HK,捷隆控股,020601,0.660,0.000,0.000%,95.50萬,63.03萬,4.84,0.99,8.49%,8.25億,01425.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01425.HK,11.14億,-8.000%,2.17億,19.438%,1.75億,15.744%,0.140,1.667%,2023/12,1425.HK,825000000.0,S
01427.HK,中國天保集團,090102,0.245,+0.017,+7.456%,4.10萬,1.01萬,無盈利,0.22,0.00%,2.15億,01427.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01427.HK,29.78億,37.000%,4.85千萬,1.630%,1.20千萬,0.405%,0.011,N/A,2023/12,1427.HK,215000000.0,S
01429.HK,天任集團,090102,0.100,+0.020,+25.000%,3.87千萬,3.94百萬,無盈利,0.63,0.00%,1.60億,01429.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01429.HK,6.08億,N/A,-3.23千萬,-5.308%,-3.24千萬,-5.328%,-0.020,N/A,2024/03,1429.HK,160000000.0,S
01431.HK,原生態牧業,020206,0.255,+0.005,+2.000%,31.20萬,7.96萬,3.79,0.22,0.00%,11.96億,01431.HK,0.90,0.54,-4.07%,-7.13%,26.75%,-15.38%,N/A,32.62%,2023/12,01431.HK,24.21億,2.000%,-3.70億,-15.270%,-3.72億,-15.381%,-0.079,N/A,2023/12,1431.HK,1196000000.0,S
01433.HK,常達控股,100102,0.093,-0.001,-1.064%,3.00萬,2.85千,3.00,0.75,8.07%,1.85億,01433.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01433.HK,3.72億,-8.000%,-1.91千萬,-5.136%,-2.57千萬,-6.896%,-0.013,N/A,2023/12,1433.HK,185000000.0,S
01442.HK,鷹輝物流,100508,0.320,0.000,0.000%,2.00萬,6.40千,12.85,1.07,0.00%,6.60億,01442.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01442.HK,6.31億,N/A,4.16千萬,6.602%,3.13千萬,4.956%,0.015,-51.173%,2023/12,1442.HK,660000000.0,S
01443.HK,富臨集團控股,100402,0.087,-0.005,-5.435%,1.31百萬,11.20萬,無盈利,0.89,0.00%,1.13億,01443.HK,0.45,0.34,3.97%,25.81%,100.00%,2.75%,7.71%,448.31%,2024/03,01443.HK,18.63億,12.000%,1.20千萬,0.652%,5.06千萬,2.747%,0.039,138.650%,2024/03,1443.HK,112999999.99999999,S
01446.HK,鴻福堂,020205,0.425,+0.010,+2.410%,3.00萬,1.28萬,無盈利,1.07,0.00%,2.79億,01446.HK,0.62,0.51,-4.85%,-12.45%,58.49%,-5.15%,N/A,69.01%,2023/12,01446.HK,6.73億,-2.000%,-3.64千萬,-5.408%,-3.46千萬,-5.146%,-0.053,N/A,2023/12,1446.HK,279000000.0,S
01447.HK,新福港,090102,0.480,0.000,0.000%,5.80萬,2.84萬,6.92,0.52,14.58%,1.92億,01447.HK,1.20,1.20,1.30%,6.82%,2.54%,0.66%,111.11%,72.88%,2023/12,01447.HK,38.52億,5.000%,4.09千萬,1.062%,2.53千萬,0.657%,0.063,34.043%,2023/12,1447.HK,192000000.0,S
01449.HK,立德教育,100104,0.247,-0.003,-1.200%,2.00千,494.00,7.51,0.16,0.00%,1.65億,01449.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01449.HK,2.96億,9.000%,6.19千萬,20.883%,6.19千萬,20.888%,0.093,-2.739%,2023/08,1449.HK,165000000.0,S
01450.HK,交個朋友控股,100202,1.140,+0.080,+7.547%,1.44百萬,1.55百萬,17.67,3.54,0.00%,15.79億,01450.HK,1.29,1.13,15.83%,40.15%,52.77%,11.12%,N/A,58.09%,2023/12,01450.HK,11.78億,145.000%,1.60億,13.569%,1.31億,11.120%,0.099,N/A,2023/12,1450.HK,1579000000.0,S
01451.HK,萬成集團股份,020304,0.960,0.000,0.000%,5.60萬,5.27萬,3.89,0.86,31.25%,1.94億,01451.HK,5.40,4.44,6.38%,7.77%,32.11%,6.96%,73.71%,0.84%,2023/12,01451.HK,2.34億,-10.000%,2.86千萬,12.218%,1.63千萬,6.958%,0.081,17.971%,2023/12,1451.HK,194000000.0,S
01452.HK,迪諾斯環保,060106,0.106,+0.004,+3.922%,15.90萬,1.65萬,無盈利,0.45,0.00%,6.28千萬,01452.HK,1.60,0.52,-6.85%,-15.51%,19.41%,-20.12%,N/A,3.83%,2023/12,01452.HK,1.39億,95.000%,-2.79千萬,-20.129%,-2.79千萬,-20.123%,-0.055,2.828%,2023/12,1452.HK,62800000.0,S
01455.HK,科利實業控股,020302,0.211,+0.004,+1.932%,82.00萬,17.21萬,6.47,0.59,16.59%,2.70億,01455.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01455.HK,2.68億,-26.000%,3.97千萬,14.815%,3.87千萬,14.445%,0.030,-40.000%,2024/03,1455.HK,270000000.0,S
01459.HK,巨匠建設,090102,0.265,0.000,0.000%,0.00,0.00,26.50,0.08,0.00%,3.53千萬,01459.HK,1.25,1.25,0.15%,0.66%,4.14%,0.13%,91.22%,41.37%,2023/12,01459.HK,91.15億,-5.000%,1.15千萬,0.127%,1.16千萬,0.127%,0.022,-80.566%,2023/12,1459.HK,35300000.0,S
01460.HK,揚科集團,070205,0.310,0.000,0.000%,6.40萬,1.98萬,10.58,0.48,3.39%,2.72億,01460.HK,1.86,1.85,1.75%,3.10%,19.45%,1.55%,52.63%,11.63%,2024/03,01460.HK,10.77億,22.000%,4.33千萬,4.025%,1.67千萬,1.550%,0.019,58.333%,2024/03,1460.HK,272000000.0,S
01461.HK,中泰期貨,040202,0.720,0.000,0.000%,6.10萬,4.52萬,150.00,0.27,0.00%,2.00億,01461.HK,1.09,1.08,0.44%,5.22%,8.57%,6.21%,10.77%,1.96%,2023/12,01461.HK,23.60億,-14.000%,2.02億,8.569%,1.47億,6.210%,0.143,-25.692%,2023/12,1461.HK,200000000.0,S
01463.HK,C-LINK,100105,0.250,0.000,0.000%,0.00,0.00,無盈利,1.43,0.00%,7.19億,01463.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01463.HK,1.59億,-14.000%,-2.49百萬,-1.562%,-7.22百萬,-4.532%,-0.003,-475.092%,2023/12,1463.HK,719000000.0,S
01466.HK,佰金生命科學,020604,0.560,+0.050,+9.804%,73.70萬,38.06萬,無盈利,2.84,0.00%,5.00億,01466.HK,2.96,1.88,-3.78%,-7.73%,33.72%,-13.88%,N/A,53.16%,2024/03,01466.HK,5.37千萬,-38.000%,-9.58百萬,-17.840%,-7.45百萬,-13.876%,-0.010,N/A,2024/03,1466.HK,500000000.0,S
01468.HK,京基金融國際,040205,0.149,-0.004,-2.614%,1.01千萬,1.47百萬,無盈利,0.29,0.00%,2.59億,01468.HK,1.53,1.46,-63.61%,-135.74%,28.55%,-166.84%,N/A,39.29%,2024/03,01468.HK,3.30億,N/A,-1.09億,-32.894%,-5.51億,-166.835%,-0.747,56.469%,2024/03,1468.HK,259000000.0,S
01470.HK,富一國際控股,080102,0.110,+0.002,+1.852%,1.20萬,1.30千,16.18,4.31,0.00%,8.80千萬,01470.HK,1.09,1.06,0.74%,8.33%,57.70%,1.78%,N/A,6.12%,2024/04,01470.HK,7.19千萬,102.000%,4.54百萬,6.324%,1.28百萬,1.783%,0.002,N/A,2024/04,1470.HK,88000000.0,S
01471.HK,眾淼控股,040205,14.320,0.000,0.000%,0.00,0.00,34.67,3.17,1.03%,5.05億,01471.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01471.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1471.HK,505000000.0,S
01472.HK,生興控股,090101,0.070,+0.004,+6.061%,2.00萬,1.37千,無盈利,0.24,0.00%,7.00千萬,01472.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01472.HK,1.16億,-64.000%,-8.25百萬,-7.080%,-6.36百萬,-5.457%,-0.006,23.810%,2024/03,1472.HK,70000000.0,S
01473.HK,環聯連訊,070301,0.430,0.000,0.000%,28.80萬,12.03萬,13.92,1.72,2.33%,5.04億,01473.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01473.HK,13.84億,15.000%,-3.30千萬,-2.382%,-2.93千萬,-2.114%,-0.029,6.688%,2024/03,1473.HK,504000000.0,S
01476.HK,金融街證券,040202,2.020,0.000,0.000%,14.30萬,28.75萬,28.06,0.60,0.00%,9.11億,01476.HK,1.52,1.52,0.21%,0.80%,100.00%,2.82%,N/A,126.48%,2023/12,01476.HK,27.55億,-10.000%,1.83千萬,0.731%,7.03千萬,2.815%,0.022,N/A,2023/12,1476.HK,911000000.0,S
01480.HK,恩達集團控股,060102,1.250,0.000,0.000%,2.00千,2.50千,4.97,0.40,4.80%,3.00億,01480.HK,3.59,3.32,7.03%,10.42%,26.54%,11.93%,31.95%,4.90%,2023/12,01480.HK,6.29億,-15.000%,8.93千萬,14.186%,7.51千萬,11.929%,0.313,-20.356%,2023/12,1480.HK,300000000.0,S
01481.HK,竣球控股,100102,1.170,-0.060,-4.878%,36.00萬,42.33萬,無盈利,10.55,0.00%,11.93億,01481.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01481.HK,9.72千萬,-26.000%,-3.67百萬,-3.770%,-3.69百萬,-3.795%,-0.004,78.049%,2023/12,1481.HK,1193000000.0,S
01483.HK,網譽科技,100201,1.100,0.000,0.000%,0.00,0.00,無盈利,2.75,0.00%,8.13億,01483.HK,3.42,3.39,-5.92%,-10.08%,11.18%,-16.97%,N/A,1.08%,2023/12,01483.HK,2.05億,-21.000%,-4.93千萬,-24.027%,-3.48千萬,-16.972%,-0.050,75.000%,2023/12,1483.HK,813000000.0000001,S
01486.HK,思城控股,090102,0.425,+0.005,+1.190%,3.00萬,1.26萬,無盈利,0.39,0.00%,1.84億,01486.HK,2.10,2.10,-3.11%,-5.11%,12.89%,-4.68%,N/A,28.58%,2023/12,01486.HK,4.54億,-14.000%,-3.77千萬,-8.298%,-2.12千萬,-4.676%,-0.074,-13.037%,2023/12,1486.HK,184000000.0,S
01488.HK,百福控股,100402,0.740,+0.240,+48.000%,3.26百萬,1.76百萬,無盈利,N/A,0.00%,11.68億,01488.HK,0.68,0.60,-13.68%,"892,100.00%",100.00%,-24.84%,N/A,"-4,373,452.94%",2023/12,01488.HK,7.02億,13.000%,-7.05千萬,-10.534%,-1.66億,-24.837%,-0.105,5.674%,2023/12,1488.HK,1168000000.0,S
01489.HK,GC,090102,0.465,+0.015,+3.333%,42.50萬,19.46萬,無盈利,1.71,0.00%,4.65億,01489.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01489.HK,5.85億,8.000%,2.06千萬,3.518%,1.91千萬,3.259%,0.019,-66.667%,2024/03,1489.HK,465000000.00000006,S
01490.HK,車市科技,100201,0.175,-0.003,-1.685%,20.40萬,3.59萬,67.31,0.38,0.00%,2.16億,01490.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01490.HK,1.70億,-11.000%,4.66千萬,27.369%,4.70千萬,27.603%,0.044,288.689%,2023/12,1490.HK,216000000.0,S
01495.HK,集一控股,090102,0.098,0.000,0.000%,0.00,0.00,無盈利,0.53,0.00%,2.58千萬,01495.HK,1.60,1.60,-55.27%,-130.35%,0.10%,-79.21%,N/A,79.68%,2023/12,01495.HK,6.90億,9.000%,-4.47億,-64.802%,-5.47億,-79.206%,-2.072,-927.319%,2023/12,1495.HK,25800000.0,S
01496.HK,亞積邦租賃,090101,0.155,0.000,0.000%,0.00,0.00,10.99,0.57,5.55%,1.34億,01496.HK,1.86,1.60,3.05%,4.54%,29.90%,5.95%,50.00%,18.69%,2024/03,01496.HK,1.74億,8.000%,1.35千萬,7.736%,1.04千萬,5.954%,0.012,-18.919%,2024/03,1496.HK,134000000.00000001,S
01498.HK,培力農本方,050202,0.410,-0.010,-2.381%,5.85萬,2.45萬,無盈利,1.46,0.00%,1.62億,01498.HK,0.61,0.30,-12.57%,-69.23%,53.24%,-26.07%,N/A,277.20%,2023/12,01498.HK,4.07億,-9.000%,-9.93千萬,-24.397%,-1.06億,-26.073%,-0.269,11.881%,2023/12,1498.HK,162000000.0,S
01502.HK,金融街物業,090203,2.190,-0.020,-0.905%,31.90萬,70.10萬,6.63,0.59,7.82%,2.27億,01502.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01502.HK,16.60億,6.000%,1.89億,11.413%,1.40億,8.458%,0.376,2.871%,2023/12,1502.HK,227000000.0,S
01518.HK,新世紀醫療,050102,0.820,0.000,0.000%,0.00,0.00,7.86,0.68,2.70%,4.02億,01518.HK,1.32,1.25,8.91%,16.11%,43.63%,9.02%,20.28%,39.46%,2023/12,01518.HK,10.23億,42.000%,1.88億,18.413%,9.23千萬,9.020%,0.186,N/A,2023/12,1518.HK,401999999.99999994,S
01520.HK,天機控股,020601,1.250,+0.010,+0.806%,2.06百萬,2.58百萬,無盈利,6.40,0.00%,11.86億,01520.HK,4.17,3.96,-43.77%,-63.30%,16.94%,-141.34%,N/A,22.22%,2023/12,01520.HK,6.63千萬,-25.000%,-8.15千萬,-122.918%,-9.37千萬,-141.342%,-0.191,-33.894%,2023/12,1520.HK,1186000000.0,S
01522.HK,京投交通科技,070205,0.365,-0.005,-1.351%,7.80百萬,2.80百萬,4.57,0.28,6.58%,7.65億,01522.HK,1.87,1.64,3.87%,6.44%,36.10%,10.65%,30.12%,13.68%,2023/12,01522.HK,16.37億,N/A,1.85億,11.313%,1.74億,10.647%,0.083,-2.353%,2023/12,1522.HK,765000000.0,S
01525.HK,建橋教育,100104,2.680,0.000,0.000%,94.10萬,2.52百萬,4.46,0.45,7.46%,11.12億,01525.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01525.HK,10.19億,14.000%,4.16億,40.793%,3.11億,30.473%,0.789,24.936%,2023/12,1525.HK,1112000000.0,S
01526.HK,瑞慈醫療,050102,1.020,+0.010,+0.990%,43.80萬,44.45萬,5.13,1.13,4.41%,16.22億,01526.HK,0.66,0.65,7.84%,32.28%,41.75%,12.16%,51.56%,201.12%,2023/12,01526.HK,32.81億,22.000%,7.20億,21.951%,3.99億,12.156%,0.252,24.165%,2023/12,1526.HK,1622000000.0,S
01527.HK,天潔環境,060106,1.980,-0.010,-0.503%,1.30萬,2.56萬,2.97,0.26,0.00%,6.93千萬,01527.HK,1.63,1.23,2.38%,4.91%,22.71%,6.89%,N/A,10.29%,2023/12,01527.HK,6.80億,27.000%,8.97千萬,13.195%,4.68千萬,6.887%,0.351,-22.262%,2023/12,1527.HK,69300000.0,S
01529.HK,樂氏國際控股,100508,0.480,-0.010,-2.041%,26.00萬,12.06萬,無盈利,0.55,0.00%,3.20億,01529.HK,1.97,1.97,-12.17%,-24.87%,100.00%,-25.72%,N/A,56.40%,2023/12,01529.HK,1.57億,-25.000%,-3.55千萬,-24.163%,-3.77千萬,-25.718%,-0.360,"-15,836.247%",2023/12,1529.HK,320000000.0,S
01532.HK,中國派對文化,020601,0.113,0.000,0.000%,0.00,0.00,無盈利,0.55,0.00%,2.04億,01532.HK,3.26,2.69,-5.29%,-6.25%,24.47%,-6.73%,N/A,2.14%,2023/12,01532.HK,3.90億,14.000%,-1.35千萬,-3.455%,-2.62千萬,-6.729%,-0.018,-24.618%,2023/12,1532.HK,204000000.0,S
01536.HK,煜榮集團,060202,0.173,-0.016,-8.466%,12.20萬,2.09萬,無盈利,0.69,0.00%,7.89千萬,01536.HK,4.46,3.38,-9.26%,-15.22%,23.04%,-12.60%,N/A,27.26%,2024/03,01536.HK,1.48億,-5.000%,-2.13千萬,-14.388%,-1.87千萬,-12.598%,-0.049,-433.696%,2024/03,1536.HK,78900000.0,S
01538.HK,中奧到家,090203,0.400,0.000,0.000%,5.60萬,2.24萬,3.62,0.31,6.25%,3.42億,01538.HK,1.40,1.39,3.87%,8.25%,20.50%,4.68%,24.26%,6.31%,2023/12,01538.HK,18.74億,-2.000%,1.37億,7.285%,8.78千萬,4.683%,0.103,1.491%,2023/12,1538.HK,342000000.0,S
01539.HK,知行集團控股,060106,0.395,+0.005,+1.282%,47.00萬,18.19萬,37.98,7.03,0.00%,13.60億,01539.HK,2.54,2.50,1.79%,2.61%,61.27%,9.06%,N/A,31.89%,2024/03,01539.HK,9.26千萬,98.000%,1.25千萬,13.475%,8.39百萬,9.055%,0.003,N/A,2024/03,1539.HK,1360000000.0,S
01540.HK,澳獅環球,100102,0.430,0.000,0.000%,16.20萬,6.97萬,6.26,0.77,9.30%,2.14億,01540.HK,3.01,2.06,8.28%,11.59%,20.36%,5.97%,59.88%,6.45%,2023/12,01540.HK,5.58億,10.000%,4.71千萬,8.445%,3.33千萬,5.973%,0.067,196.889%,2023/12,1540.HK,214000000.0,S
01542.HK,台州水務,120103,1.350,0.000,0.000%,0.00,0.00,無盈利,0.33,0.00%,6.75千萬,01542.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01542.HK,6.65億,8.000%,-6.42千萬,-9.662%,-9.21千萬,-13.853%,-0.460,N/A,2023/12,1542.HK,67500000.0,S
01543.HK,中盈盛達融資擔保,040201,0.270,-0.025,-8.475%,10.80萬,2.97萬,9.41,0.20,7.67%,1.50億,01543.HK,4.73,4.73,1.01%,1.90%,100.00%,10.66%,100.00%,36.44%,2023/12,01543.HK,4.26億,4.000%,9.97千萬,25.250%,4.21千萬,10.657%,0.022,-35.219%,2023/12,1543.HK,150000000.0,S
01545.HK,設計都會,020404,0.073,-0.001,-1.351%,8.00萬,5.76千,81.11,0.48,0.00%,1.46億,01545.HK,3.82,2.06,3.33%,5.35%,30.85%,3.23%,45.86%,26.15%,2023/12,01545.HK,5.30億,-5.000%,2.78千萬,5.247%,1.71千萬,3.231%,0.008,-38.095%,2023/12,1545.HK,146000000.0,S
01549.HK,永豐集團控股,100507,0.111,0.000,0.000%,0.00,0.00,無盈利,0.84,0.00%,1.72億,01549.HK,1.37,1.37,0.14%,0.24%,17.43%,0.13%,N/A,23.83%,2023/12,01549.HK,3.92億,-40.000%,68.50萬,0.175%,51.30萬,0.131%,0.000,-98.315%,2023/12,1549.HK,172000000.0,S
01553.HK,邁科管業,080403,1.450,0.000,0.000%,0.00,0.00,4.16,0.52,8.28%,6.29億,01553.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01553.HK,24.02億,1.000%,1.90億,7.911%,1.69億,7.017%,0.384,5.622%,2023/12,1553.HK,629000000.0,S
01555.HK,ＭＩ能源,030204,0.032,0.000,0.000%,4.00萬,1.28千,無盈利,N/A,0.00%,1.08億,01555.HK,0.33,0.28,-9.13%,8.28%,100.00%,-15.21%,N/A,-145.64%,2023/12,01555.HK,11.36億,-29.000%,-8.08千萬,-7.115%,-1.73億,-15.206%,-0.055,N/A,2023/12,1555.HK,108000000.0,S
01556.HK,建業建榮,090101,0.345,0.000,0.000%,0.00,0.00,4.07,0.64,11.59%,5.18億,01556.HK,1.29,1.29,6.86%,16.50%,16.05%,5.68%,49.81%,N/A,2023/12,01556.HK,21.22億,17.000%,1.43億,6.716%,1.20億,5.676%,0.080,25.469%,2023/12,1556.HK,518000000.0,S
01557.HK,劍虹集團控股,090101,0.199,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,9.55千萬,01557.HK,0.83,0.83,-25.53%,200.12%,-17.72%,-29.43%,N/A,-99.62%,2024/03,01557.HK,1.75億,-28.000%,-4.24千萬,-24.194%,-5.16千萬,-29.434%,-0.122,34.054%,2024/03,1557.HK,95500000.0,S
01559.HK,均安控股,090101,0.083,-0.001,-1.190%,0.00,0.00,無盈利,2.05,0.00%,1.55億,01559.HK,1.15,1.15,-23.88%,-91.41%,-18.07%,-23.75%,N/A,52.03%,2024/03,01559.HK,6.54億,4.000%,-1.90億,-28.973%,-1.55億,-23.746%,-0.083,-29.037%,2024/03,1559.HK,155000000.0,S
01561.HK,聯洋智能控股,070203,0.087,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,9.27千萬,01561.HK,0.98,0.98,-3.68%,-26.07%,71.40%,-10.63%,N/A,29.97%,2023/12,01561.HK,5.64億,27.000%,-1.46億,-25.857%,-5.99千萬,-10.629%,-0.066,40.541%,2023/12,1561.HK,92700000.0,S
01563.HK,友聯國際教育租賃,100104,0.197,-0.001,-0.505%,6.30萬,1.24萬,11.80,0.13,0.00%,3.33億,01563.HK,1.60,1.60,3.81%,5.88%,54.37%,17.26%,N/A,7.75%,2024/03,01563.HK,8.76億,110.000%,3.30億,37.691%,1.51億,17.260%,0.089,N/A,2024/03,1563.HK,333000000.0,S
01565.HK,成實外教育,100104,0.227,+0.002,+0.889%,14.30萬,3.24萬,13.93,0.76,5.73%,7.01億,01565.HK,0.58,0.58,0.71%,3.84%,33.03%,4.23%,93.03%,252.80%,2023/08,01565.HK,8.19億,30.000%,5.84千萬,7.125%,3.47千萬,4.233%,0.012,160.038%,2023/08,1565.HK,701000000.0,S
01566.HK,華夏文化科技,100401,0.051,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,6.03千萬,01566.HK,0.09,0.09,-41.84%,16.44%,15.21%,-46.89%,N/A,-101.65%,2024/03,01566.HK,3.64億,1.000%,-1.86億,-51.197%,-1.71億,-46.886%,-0.140,83.908%,2024/03,1566.HK,60300000.0,S
01569.HK,民生教育,100104,0.202,+0.009,+4.663%,1.20萬,2.33千,673.33,0.16,0.00%,8.52億,01569.HK,1.14,1.14,1.22%,2.73%,53.58%,5.90%,27.05%,42.00%,2023/12,01569.HK,25.79億,-2.000%,3.55億,13.765%,1.52億,5.903%,0.036,-72.487%,2023/12,1569.HK,852000000.0,S
01572.HK,中國藝術金融,040205,0.102,+0.003,+3.030%,26.80萬,2.66萬,35.17,0.15,0.00%,1.72億,01572.HK,42.77,42.37,0.97%,1.00%,100.00%,18.44%,N/A,0.10%,2023/12,01572.HK,6.78千萬,99.000%,1.81千萬,27.607%,1.21千萬,18.444%,0.007,-26.283%,2023/12,1572.HK,172000000.0,S
01575.HK,皇庭智家,020404,0.051,0.000,0.000%,10.00萬,5.10千,無盈利,N/A,0.00%,1.68億,01575.HK,0.68,0.61,-8.71%,16.91%,36.95%,-13.15%,N/A,-164.99%,2023/12,01575.HK,2.06億,38.000%,-2.86千萬,-13.901%,-2.71千萬,-13.155%,-0.010,93.610%,2023/12,1575.HK,168000000.0,S
01577.HK,匯鑫小貸,040201,0.930,0.000,0.000%,0.00,0.00,6.49,0.49,5.87%,1.67億,01577.HK,50.89,50.89,4.97%,5.59%,99.43%,46.24%,50.00%,1.00%,2023/12,01577.HK,1.54億,-1.000%,1.09億,71.030%,7.11千萬,46.237%,0.110,7.969%,2023/12,1577.HK,167000000.0,S
01580.HK,大森控股,080501,0.170,0.000,0.000%,9.00萬,1.43萬,無盈利,22.08,0.00%,1.86億,01580.HK,0.44,0.44,-64.39%,724.44%,90.51%,-456.27%,N/A,-406.22%,2024/03,01580.HK,1.25千萬,-81.000%,-5.86千萬,-468.151%,-5.71千萬,-456.274%,-0.062,21.566%,2024/03,1580.HK,186000000.0,S
01581.HK,進昇集團控股,090101,0.190,0.000,0.000%,10.00萬,1.81萬,2.31,0.27,0.00%,7.89千萬,01581.HK,1.30,1.30,3.72%,8.66%,7.93%,3.05%,N/A,72.73%,2024/03,01581.HK,7.29億,42.000%,2.39千萬,3.279%,2.22千萬,3.051%,0.054,N/A,2024/03,1581.HK,78900000.0,S
01583.HK,親親食品,020203,1.310,+0.010,+0.769%,5.30萬,6.62萬,43.96,0.76,1.66%,9.88億,01583.HK,1.29,1.03,-0.10%,-0.17%,26.37%,-0.20%,N/A,24.93%,2023/12,01583.HK,10.76億,N/A,-3.03百萬,-0.282%,-2.19百萬,-0.204%,-0.003,-45.758%,2023/12,1583.HK,988000000.0000001,S
01586.HK,力鴻檢驗,100105,2.890,-0.010,-0.345%,4.11萬,11.68萬,20.22,3.70,0.00%,16.99億,01586.HK,1.89,1.88,8.95%,18.86%,42.93%,7.16%,29.34%,37.41%,2023/12,01586.HK,11.19億,18.000%,1.57億,14.055%,8.00千萬,7.157%,0.137,15.091%,2023/12,1586.HK,1698999999.9999998,S
01587.HK,欣融國際,020207,0.620,0.000,0.000%,0.00,0.00,9.08,0.79,3.63%,4.22億,01587.HK,3.24,2.69,3.41%,4.38%,16.74%,2.96%,45.61%,10.44%,2023/12,01587.HK,7.49億,-8.000%,3.18千萬,4.244%,2.22千萬,2.963%,0.033,-58.355%,2023/12,1587.HK,422000000.0,S
01588.HK,暢捷通,070203,8.970,+0.080,+0.900%,22.95萬,2.07百萬,80.74,3.04,0.00%,12.18億,01588.HK,2.29,2.29,1.00%,1.83%,67.27%,1.98%,N/A,0.78%,2023/12,01588.HK,8.78億,14.000%,2.41千萬,2.744%,1.74千萬,1.983%,0.055,N/A,2023/12,1588.HK,1218000000.0,S
01593.HK,辰林教育,100104,1.600,0.000,0.000%,63.60萬,1.02百萬,90.91,1.69,0.00%,15.88億,01593.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01593.HK,6.06億,3.000%,1.19億,19.688%,3.62千萬,5.977%,0.043,N/A,2023/08,1593.HK,1588000000.0,S
01596.HK,翼辰實業,060202,0.650,0.000,0.000%,0.00,0.00,無盈利,0.23,2.82%,1.46億,01596.HK,2.42,1.98,1.44%,2.01%,24.36%,4.13%,16.71%,20.55%,2023/12,01596.HK,13.11億,-7.000%,5.36千萬,4.089%,5.42千萬,4.134%,0.066,-67.609%,2023/12,1596.HK,146000000.0,S
01597.HK,納泉能源科技,060201,2.560,0.000,0.000%,0.00,0.00,無盈利,2.70,0.00%,6.40億,01597.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01597.HK,3.11億,25.000%,-9.47百萬,-3.041%,-1.11千萬,-3.571%,-0.045,N/A,2023/12,1597.HK,640000000.0,S
01598.HK,２１世紀教育,100104,0.111,0.000,0.000%,0.00,0.00,2.88,0.15,0.00%,1.29億,01598.HK,0.68,0.68,1.72%,5.13%,39.27%,9.50%,N/A,122.29%,2023/12,01598.HK,4.60億,30.000%,4.29千萬,9.323%,4.38千萬,9.502%,0.038,42.302%,2023/12,1598.HK,129000000.0,S
01599.HK,城建設計,090101,1.440,0.000,0.000%,1.20萬,1.71萬,3.53,0.24,8.17%,5.59億,01599.HK,1.12,1.11,3.51%,11.79%,18.21%,8.42%,26.52%,93.42%,2023/12,01599.HK,113.58億,-3.000%,10.59億,9.323%,9.57億,8.424%,0.713,-11.040%,2023/12,1599.HK,559000000.0,S
01601.HK,中關村科技租賃,040201,0.860,+0.010,+1.176%,8.80萬,7.55萬,3.98,0.42,7.51%,4.24億,01601.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,01601.HK,9.50億,11.000%,3.55億,38.902%,2.85億,31.174%,0.208,8.604%,2023/12,1601.HK,424000000.0,S
01608.HK,偉能集團,120101,0.228,-0.016,-6.557%,70.90萬,16.22萬,無盈利,0.96,0.00%,15.24億,01608.HK,0.69,0.45,-45.77%,-151.52%,3.08%,-190.56%,N/A,149.86%,2023/12,01608.HK,14.98億,-55.000%,-28.55億,-190.633%,-28.54億,-190.564%,-0.762,-546.689%,2023/12,1608.HK,1524000000.0,S
