股票編號,股票名稱,行業編號,現價#,升跌,升跌(%),成交量,成交額,市盈率,市賬率,收益率,市值,股票編號_df4,流動比率,速動比率,資產回報率,股本回報率,毛利率,邊際利潤率,派息比率,債務股本比率,截至,股票編號_df6,收入,年度收入增長,經營溢利,經營利益率,股東應佔溢利,邊際利潤率_df6,每股盈利,每股盈利年度增長,截至_df6,sno,數字市值,type
00648.HK,京玖康療－新,050101,0.380,0.000,0.000%,0.00,0.00,0.38,50.67,0.00%,1.24億,00648.HK,0.09,0.09,22.31%,-3.86%,41.15%,24.37%,N/A,-89.86%,2023/12,00648.HK,5.13千萬,52.000%,1.91千萬,37.191%,1.25千萬,24.369%,0.038,N/A,2023/12,0648.HK,124000000.0,S
00650.HK,普達特科技,070101,0.207,+0.004,+1.970%,89.20萬,18.76萬,無盈利,1.04,0.00%,15.35億,00650.HK,1.88,1.27,-13.25%,-19.61%,15.12%,-63.92%,N/A,16.15%,2024/03,00650.HK,5.44億,-4.000%,-3.45億,-63.387%,-3.47億,-63.918%,-0.047,-60.308%,2024/03,0650.HK,1535000000.0,S
00653.HK,卓悅控股,100308,0.074,+0.001,+1.370%,67.85萬,5.04萬,無盈利,0.80,0.00%,1.24億,00653.HK,0.64,0.57,10.71%,19.12%,6.64%,5.68%,N/A,52.67%,2023/12,00653.HK,9.50億,411.000%,6.80千萬,7.155%,5.40千萬,5.680%,0.300,-68.750%,2023/12,0653.HK,124000000.0,S
00657.HK,環科國際,100402,0.032,-0.002,-5.882%,32.80萬,1.03萬,無盈利,53.33,0.00%,6.23千萬,00657.HK,1.21,1.19,-12.52%,-99.35%,72.13%,-12.58%,N/A,127.16%,2024/03,00657.HK,4.95千萬,9.000%,-5.73百萬,-11.566%,-6.23百萬,-12.577%,-0.003,71.171%,2024/03,0657.HK,62300000.00000001,S
00660.HK,瑋俊生物科技,080102,0.215,+0.002,+0.939%,29.44萬,6.01萬,無盈利,N/A,0.00%,3.84千萬,00660.HK,0.81,0.58,-6.42%,44.09%,6.52%,-1.99%,N/A,-383.76%,2023/06,00660.HK,7.74億,-23.000%,-5.70百萬,-0.737%,-1.54千萬,-1.995%,-0.091,29.457%,2023/06,0660.HK,38400000.0,S
00661.HK,中國大冶有色金屬,080402,0.095,-0.005,-5.000%,7.55千萬,7.30百萬,39.58,0.52,0.00%,17.00億,00661.HK,1.19,0.20,-0.22%,-1.85%,4.05%,-0.13%,N/A,515.06%,2023/12,00661.HK,490.93億,29.000%,3.17億,0.645%,-6.17千萬,-0.126%,-0.003,N/A,2023/12,0661.HK,1700000000.0,S
00663.HK,金山能源,010101,0.102,0.000,0.000%,0.00,0.00,1.07,0.29,0.00%,1.21億,00663.HK,1.68,1.62,20.02%,26.07%,7.30%,73.41%,N/A,29.99%,2022/12,00663.HK,1.48億,71.000%,2.09億,141.738%,1.08億,73.405%,0.095,N/A,2022/12,0663.HK,121000000.0,S
00673.HK,中國衛生集團,050102,0.520,+0.020,+4.000%,1.20百萬,61.21萬,無盈利,N/A,0.00%,6.96億,00673.HK,1.15,0.98,-20.90%,-77.23%,22.76%,-67.06%,N/A,10.87%,2024/03,00673.HK,5.99千萬,-21.000%,-4.23千萬,-70.572%,-4.02千萬,-67.057%,-0.085,14.300%,2024/03,0673.HK,696000000.0,S
00675.HK,堅寶國際,060101,0.375,0.000,0.000%,0.00,0.00,無盈利,0.39,16.00%,1.00億,00675.HK,3.40,2.54,-6.80%,-8.71%,13.81%,-14.05%,-102.35%,2.48%,2023/12,00675.HK,1.86億,-31.000%,-2.66千萬,-14.300%,-2.61千萬,-14.047%,-0.098,"-5,042.105%",2023/12,0675.HK,100000000.0,S
00677.HK,金源發展國際實業,100305,0.350,0.000,0.000%,22.20萬,7.80萬,無盈利,0.47,6.57%,5.94億,00677.HK,1.86,1.35,5.13%,8.10%,38.82%,5.16%,36.51%,32.27%,2024/03,00677.HK,20.72億,N/A,1.49億,7.185%,1.07億,5.156%,0.063,-17.105%,2024/03,0677.HK,594000000.0,S
00679.HK,亞洲聯網科技,060203,0.940,0.000,0.000%,0.00,0.00,無盈利,0.26,3.19%,3.59億,00679.HK,1.36,1.32,14.24%,20.71%,19.19%,77.33%,3.90%,2.53%,2023/12,00679.HK,3.93億,23.000%,4.15億,105.542%,3.04億,77.335%,0.770,N/A,2023/12,0679.HK,359000000.0,S
00681.HK,中民控股,120102,0.030,0.000,0.000%,4.32百萬,12.97萬,16.67,0.10,0.00%,2.68億,00681.HK,1.50,1.42,-6.91%,-9.27%,12.44%,-9.22%,N/A,4.07%,2023/12,00681.HK,27.55億,-14.000%,-2.45億,-8.898%,-2.54億,-9.220%,-0.028,N/A,2023/12,0681.HK,268000000.00000003,S
00682.HK,超大現代,020702,0.270,0.000,0.000%,1.26千,290.00,無盈利,0.23,0.00%,4.45千萬,00682.HK,3.89,3.89,-7.16%,-8.71%,32.26%,-22.54%,N/A,2.41%,2024/06,00682.HK,7.97千萬,-15.000%,-1.43千萬,-17.903%,-1.80千萬,-22.540%,-0.005,-148.041%,2024/06,0682.HK,44500000.0,S
00684.HK,亞倫國際,020402,0.550,-0.010,-1.786%,0.00,0.00,無盈利,0.26,3.64%,1.83億,00684.HK,3.48,3.28,-6.33%,-7.94%,8.16%,-14.26%,-144.23%,1.22%,2024/03,00684.HK,4.85億,17.000%,-7.21千萬,-14.878%,-6.91千萬,-14.261%,-0.208,-11.828%,2024/03,0684.HK,183000000.0,S
00685.HK,世界華文媒體,100203,0.219,0.000,0.000%,0.00,0.00,無盈利,0.37,3.56%,3.55億,00685.HK,2.08,1.94,-6.57%,-10.06%,20.29%,-8.78%,-19.74%,21.37%,2024/03,00685.HK,11.50億,10.000%,-9.61千萬,-8.355%,-1.01億,-8.779%,-0.059,"-7,473.867%",2024/03,0685.HK,355000000.0,S
00687.HK,泰昇集團,090101,0.330,0.000,0.000%,4.00千,1.32千,27.27,0.90,10.61%,11.11億,00687.HK,3.22,3.04,-0.68%,-1.02%,2.34%,-0.48%,-384.62%,11.05%,2023/12,00687.HK,27.03億,9.000%,2.38百萬,0.088%,-1.30千萬,-0.482%,-0.004,N/A,2023/12,0687.HK,1111000000.0,S
00689.HK,長盈集團（控股）,030203,0.188,+0.008,+4.444%,16.50萬,2.97萬,N/A,2.48,0.00%,1.16億,00689.HK,19.46,19.45,4.83%,5.33%,100.00%,25.88%,N/A,0.97%,2023/12,00689.HK,8.31千萬,84.000%,2.23千萬,26.882%,2.15千萬,25.878%,0.004,N/A,2023/12,0689.HK,115999999.99999999,S
00690.HK,聯康生物科技集團,050201,0.127,+0.002,+1.600%,7.46百萬,95.20萬,9.41,2.33,2.21%,7.58億,00690.HK,2.07,1.76,17.29%,27.56%,81.04%,14.62%,N/A,20.56%,2023/12,00690.HK,4.85億,10.000%,7.59千萬,15.659%,7.09千萬,14.622%,0.011,81.967%,2023/12,0690.HK,758000000.0,S
00698.HK,通達集團（新）,070304,4.610,-0.090,-1.915%,7.74萬,35.66萬,無盈利,0.35,0.00%,8.98億,00698.HK,1.58,1.33,-9.24%,-18.40%,5.30%,-18.85%,N/A,44.50%,2023/12,00698.HK,65.22億,-18.000%,-11.54億,-17.689%,-12.30億,-18.854%,-0.126,N/A,2023/12,0698.HK,898000000.0,S
00701.HK,北海集團,080101,0.209,0.000,0.000%,0.00,0.00,無盈利,0.33,0.00%,3.98億,00701.HK,1.38,1.32,-3.51%,-5.18%,35.22%,-13.84%,N/A,13.52%,2023/12,00701.HK,4.96億,-25.000%,-8.80千萬,-17.754%,-6.86千萬,-13.836%,-0.036,27.126%,2023/12,0701.HK,398000000.0,S
00702.HK,中國油氣控股,030203,0.034,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,1.14億,00702.HK,0.06,0.06,-29.13%,611.51%,49.21%,-293.64%,N/A,"-1,217.71%",2023/12,00702.HK,3.70億,-31.000%,-7.75億,-209.464%,-10.87億,-293.637%,-0.325,-97.029%,2023/12,0702.HK,113999999.99999999,S
00703.HK,FUTUREBR,100402,0.140,0.000,0.000%,0.00,0.00,16.09,0.26,0.00%,9.72千萬,00703.HK,0.44,0.35,4.84%,13.02%,73.08%,9.89%,N/A,121.07%,2023/12,00703.HK,4.91億,72.000%,1.27億,25.883%,4.86千萬,9.893%,0.070,N/A,2023/12,0703.HK,97200000.0,S
00704.HK,和嘉控股,030103,0.054,-0.001,-1.818%,11.50萬,6.21千,無盈利,0.02,0.00%,1.57千萬,00704.HK,0.29,0.29,-1.96%,-3.90%,0.12%,"-1,486.97%",N/A,30.45%,2024/03,00704.HK,2.40百萬,-93.000%,-3.57千萬,"-1,487.266%",-3.57千萬,"-1,486.975%",-0.120,N/A,2024/03,0704.HK,15700000.0,S
00707.HK,亞洲電視控股,020603,0.060,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,1.34億,00707.HK,0.13,0.08,-104.29%,33.93%,-21.40%,-125.71%,N/A,-91.27%,2023/12,00707.HK,1.15億,32.000%,-1.59億,-137.962%,-1.45億,-125.709%,-0.126,34.932%,2023/12,0707.HK,134000000.00000001,S
00708.HK,恆大汽車,020101,0.170,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,18.43億,00708.HK,0.34,0.33,-34.24%,31.70%,-3.82%,-890.51%,N/A,-71.23%,2023/12,00708.HK,14.69億,871.000%,-98.24億,-668.744%,-130.82億,-890.514%,-1.206,58.074%,2023/12,0708.HK,1843000000.0,S
00711.HK,亞洲聯合基建控股,090101,0.430,0.000,0.000%,12.80萬,5.56萬,無盈利,0.36,0.00%,7.99億,00711.HK,1.42,1.41,0.80%,2.93%,6.56%,0.82%,27.97%,130.17%,2024/03,00711.HK,87.79億,7.000%,8.20千萬,0.934%,7.21千萬,0.821%,0.040,-31.293%,2024/03,0711.HK,799000000.0,S
00712.HK,卡姆丹克太陽能,060107,0.135,-0.008,-5.594%,62.35萬,8.52萬,無盈利,N/A,0.00%,1.43億,00712.HK,0.46,0.45,21.47%,-33.27%,14.23%,30.73%,N/A,-64.35%,2023/12,00712.HK,1.59億,278.000%,4.15千萬,26.151%,4.87千萬,30.735%,0.058,N/A,2023/12,0712.HK,143000000.0,S
00713.HK,世界（集團）,020301,0.480,0.000,0.000%,6.20萬,2.99萬,無盈利,0.34,0.00%,3.80億,00713.HK,1.03,0.91,-5.63%,-11.86%,11.43%,-45.22%,N/A,4.23%,2023/12,00713.HK,3.81億,-39.000%,-1.69億,-44.274%,-1.72億,-45.223%,-0.218,20.583%,2023/12,0713.HK,380000000.0,S
00716.HK,勝獅貨櫃,100507,0.650,0.000,0.000%,6.27百萬,4.07百萬,5.85,0.36,12.31%,15.48億,00716.HK,4.16,3.29,2.57%,3.52%,14.78%,5.08%,343.48%,1.94%,2023/12,00716.HK,29.87億,-50.000%,2.06億,6.883%,1.52億,5.082%,0.064,-57.275%,2023/12,0716.HK,1548000000.0,S
00717.HK,英皇資本,040202,0.102,-0.002,-1.923%,2.26千萬,2.28百萬,10.41,0.20,0.00%,6.88億,00717.HK,2.63,2.63,-3.09%,-4.74%,100.00%,-36.42%,N/A,6.85%,2023/09,00717.HK,4.50億,-13.000%,-1.61億,-36.458%,-1.61億,-36.422%,-0.024,46.396%,2023/09,0717.HK,688000000.0,S
00719.HK,山東新華製藥股份,050202,6.950,+0.050,+0.725%,1.16百萬,8.06百萬,9.48,0.89,4.32%,13.55億,00719.HK,1.33,0.81,5.99%,10.90%,29.52%,6.13%,33.78%,29.84%,2023/12,00719.HK,88.80億,4.000%,5.86億,6.599%,5.44億,6.129%,0.811,15.980%,2023/12,0719.HK,1355000000.0,S
00721.HK,中國金融國際,040204,0.060,+0.002,+3.448%,2.36千萬,1.39百萬,無盈利,4.20,0.00%,6.58億,00721.HK,1.93,1.93,-243.11%,-299.09%,100.00%,"-509,435.53%",N/A,8.91%,2023/06,00721.HK,8.80萬,-96.000%,-3.87億,"-509,098.684%",-3.87億,"-509,435.526%",-0.035,-79.959%,2023/06,0721.HK,658000000.0,S
00722.HK,聯合醫務,050102,0.475,0.000,0.000%,0.00,0.00,11.94,0.52,6.95%,3.85億,00722.HK,1.81,1.75,3.67%,5.60%,100.00%,5.43%,64.96%,16.63%,2024/06,00722.HK,7.84億,5.000%,4.04千萬,5.396%,4.06千萬,5.430%,0.051,-33.595%,2024/06,0722.HK,385000000.0,S
00723.HK,信保環球控股,080501,0.199,+0.001,+0.505%,4.38百萬,86.26萬,無盈利,0.96,0.00%,2.18億,00723.HK,5.43,5.07,-1.61%,-1.85%,8.02%,-1.46%,N/A,10.50%,2024/03,00723.HK,3.06億,-39.000%,-7.49百萬,-2.449%,-4.45百萬,-1.457%,-0.005,N/A,2024/03,0723.HK,218000000.00000003,S
00724.HK,瑞鑫國際集團,070101,0.105,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,8.82百萬,00724.HK,0.34,0.34,-630.07%,42.60%,-13.94%,-101.19%,N/A,-94.78%,2023/12,00724.HK,7.40千萬,-61.000%,-7.49千萬,-101.194%,-7.49千萬,-101.194%,-0.892,-28.765%,2023/12,0724.HK,8820000.0,S
00725.HK,恆都集團,060101,0.800,0.000,0.000%,0.00,0.00,6.17,0.37,6.25%,1.59億,00725.HK,5.92,3.10,3.46%,3.84%,28.47%,5.19%,N/A,0.12%,2023/12,00725.HK,3.04億,-6.000%,1.83千萬,6.029%,1.57千萬,5.188%,0.079,-15.054%,2023/12,0725.HK,159000000.0,S
00726.HK,築友智造科技,090102,0.040,-0.003,-6.977%,5.00萬,2.03千,無盈利,0.09,0.00%,1.24億,00726.HK,0.82,0.77,-4.98%,-16.79%,5.75%,-36.41%,N/A,92.13%,2023/12,00726.HK,8.67億,-44.000%,-3.00億,-34.621%,-3.16億,-36.410%,-0.102,-112.971%,2023/12,0726.HK,124000000.0,S
00730.HK,首惠產業金融,040201,0.121,0.000,0.000%,15.00萬,1.86萬,16.81,0.34,2.48%,4.78億,00730.HK,10.81,10.81,1.68%,2.27%,54.89%,14.63%,49.38%,1.36%,2023/12,00730.HK,2.19億,-40.000%,5.32千萬,24.257%,3.21千萬,14.630%,0.008,118.919%,2023/12,0730.HK,478000000.0,S
00731.HK,建發新勝,080502,0.201,+0.001,+0.500%,6.00萬,1.21萬,11.55,1.44,0.00%,2.84億,00731.HK,0.70,0.17,-10.98%,-71.78%,-1.47%,-9.39%,N/A,315.39%,2023/12,00731.HK,13.72億,31.000%,-1.08億,-7.879%,-1.29億,-9.387%,-0.091,14.953%,2023/12,0731.HK,284000000.0,S
00733.HK,合富輝煌,090203,0.320,0.000,0.000%,1.60萬,5.12千,無盈利,0.17,0.00%,2.16億,00733.HK,4.26,4.26,-24.75%,-33.10%,100.00%,-41.02%,N/A,14.35%,2023/12,00733.HK,13.15億,-14.000%,-5.94億,-45.898%,-5.31億,-41.015%,-0.788,8.479%,2023/12,0733.HK,216000000.0,S
00736.HK,中國置業投資,040201,0.750,+0.070,+10.294%,1.78百萬,1.24百萬,無盈利,0.45,0.00%,2.00億,00736.HK,3.58,3.58,-18.32%,-25.55%,100.00%,-197.03%,N/A,19.80%,2024/03,00736.HK,6.64千萬,-2.000%,-1.23億,-185.691%,-1.31億,-197.031%,-0.490,-128.972%,2024/03,0736.HK,200000000.0,S
00738.HK,萊爾斯丹,020602,0.229,0.000,0.000%,0.00,0.00,無盈利,0.31,0.00%,1.62億,00738.HK,5.92,4.30,-3.16%,-3.84%,62.48%,-5.86%,-275.74%,3.33%,2024/02,00738.HK,4.36億,-6.000%,-3.49千萬,-8.003%,-2.56千萬,-5.865%,-0.036,54.837%,2024/02,0738.HK,162000000.0,S
00745.HK,中國國家文化產業,100201,0.560,0.000,0.000%,4.20萬,2.20萬,無盈利,2.94,0.00%,1.31億,00745.HK,1.95,1.95,-136.30%,-260.70%,19.51%,-156.61%,N/A,N/A,2024/03,00745.HK,2.79千萬,-35.000%,-4.44千萬,-159.359%,-4.37千萬,-156.612%,-0.499,"-2,752.041%",2024/03,0745.HK,131000000.0,S
00750.HK,水發興業能源,090102,0.265,-0.015,-5.357%,28.40萬,7.68萬,無盈利,0.15,0.00%,6.68億,00750.HK,1.21,1.21,-0.11%,-0.53%,22.82%,-0.52%,N/A,209.76%,2023/12,00750.HK,47.80億,-17.000%,6.01億,12.564%,-2.49千萬,-0.522%,-0.010,N/A,2023/12,0750.HK,668000000.0,S
00755.HK,大方廣瑞德,090203,0.390,0.000,0.000%,2.05萬,8.06千,無盈利,0.15,0.00%,6.96千萬,00755.HK,0.37,0.31,1.83%,7.97%,67.75%,23.55%,N/A,162.64%,2023/12,00755.HK,3.80億,-4.000%,-5.19千萬,-13.662%,8.95千萬,23.547%,0.006,-96.904%,2023/12,0755.HK,69600000.0,S
00756.HK,森美控股,020205,0.500,0.000,0.000%,0.00,0.00,無盈利,N/A,0.00%,1.70億,00756.HK,0.13,0.04,-18.42%,9.73%,26.35%,-30.44%,N/A,-100.10%,2024/06,00756.HK,8.63千萬,274.000%,-2.63千萬,-30.442%,-2.63千萬,-30.436%,-0.085,33.073%,2024/06,0756.HK,170000000.0,S
00757.HK,陽光能源,060107,0.099,-0.005,-4.808%,4.01百萬,39.96萬,無盈利,0.33,0.00%,3.29億,00757.HK,1.15,1.07,1.97%,9.51%,6.37%,1.56%,N/A,123.91%,2023/12,00757.HK,78.85億,1.000%,1.72億,2.185%,1.23億,1.556%,0.037,-88.629%,2023/12,0757.HK,329000000.0,S
00759.HK,ＣＥＣ國際控股,100305,0.260,0.000,0.000%,20.60萬,5.42萬,無盈利,0.39,0.00%,1.73億,00759.HK,1.03,0.51,-3.36%,-6.07%,39.42%,-2.03%,N/A,51.42%,2024/04,00759.HK,14.70億,-13.000%,-1.98千萬,-1.348%,-2.98千萬,-2.029%,-0.045,N/A,2024/04,0759.HK,173000000.0,S
00764.HK,永恒策略,010101,1.100,0.000,0.000%,46.00萬,48.75萬,無盈利,0.40,0.00%,4.20億,00764.HK,0.66,0.62,-8.95%,-18.26%,49.77%,-139.89%,N/A,62.03%,2023/12,00764.HK,1.97億,26.000%,-1.89億,-96.308%,-2.75億,-139.888%,-0.075,-1.499%,2023/12,0764.HK,420000000.0,S
00765.HK,威發國際,020502,0.360,+0.020,+5.882%,40.80萬,14.58萬,無盈利,3.59,0.00%,1.77億,00765.HK,3.03,2.30,-26.34%,-48.93%,32.20%,-19.58%,N/A,19.48%,2023/12,00765.HK,1.56億,-12.000%,-2.76千萬,-17.707%,-3.05千萬,-19.584%,-0.093,-346.890%,2023/12,0765.HK,177000000.0,S
00767.HK,中基長壽科學,050204,0.520,+0.010,+1.961%,19.00萬,9.75萬,無盈利,0.76,0.00%,3.31億,00767.HK,4.41,4.38,0.45%,0.57%,86.60%,3.56%,N/A,5.01%,2023/12,00767.HK,6.50千萬,-27.000%,4.75百萬,7.301%,2.31百萬,3.559%,0.002,N/A,2023/12,0767.HK,331000000.0,S
00768.HK,開明投資,040204,0.039,0.000,0.000%,0.00,0.00,4.82,0.53,0.00%,4.96千萬,00768.HK,247.91,247.91,-8.92%,-8.96%,100.00%,-147.88%,N/A,N/A,2024/03,00768.HK,5.01百萬,9.000%,-7.41百萬,-147.884%,-7.41百萬,-147.884%,-0.006,48.673%,2024/03,0768.HK,49600000.0,S
00769.HK,中國稀土,080402,0.700,0.000,0.000%,0.00,0.00,無盈利,0.86,0.00%,19.53億,00769.HK,17.74,15.88,-9.31%,-9.71%,-22.06%,-29.23%,N/A,0.05%,2023/12,00769.HK,6.86億,-15.000%,-2.10億,-30.588%,-2.01億,-29.231%,-0.086,46.299%,2023/12,0769.HK,1953000000.0,S
00770.HK,SHANGHAI,040204,0.390,-0.005,-1.266%,0.00,0.00,無盈利,3.48,0.00%,5.00百萬,00770.HK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,00770.HK,3.33萬,3.000%,-45.53萬,"-1,366.459%",-45.53萬,"-1,366.459%",-0.043,53.084%,2023/12,0770.HK,5000000.0,S
00771.HK,自動系統,070205,0.900,-0.020,-2.174%,13.00萬,11.72萬,5.03,0.33,3.33%,7.50億,00771.HK,1.92,1.53,4.22%,6.03%,10.42%,5.56%,19.05%,1.03%,2023/12,00771.HK,23.60億,6.000%,1.51億,6.380%,1.31億,5.563%,0.158,29.204%,2023/12,0771.HK,750000000.0,S
00776.HK,帝國科技集團,070204,1.960,+0.240,+13.953%,4.79百萬,9.00百萬,無盈利,N/A,0.00%,8.78億,00776.HK,0.20,0.20,-126.56%,50.57%,14.67%,-176.05%,N/A,-121.11%,2023/12,00776.HK,7.26千萬,-45.000%,-1.06億,-146.183%,-1.28億,-176.045%,-0.410,29.310%,2023/12,0776.HK,877999999.9999999,S
00784.HK,凌銳控股,090102,0.160,+0.012,+8.108%,27.00萬,4.16萬,無盈利,2.25,0.00%,1.28億,00784.HK,1.65,1.65,0.46%,0.85%,14.76%,0.34%,N/A,39.77%,2024/03,00784.HK,1.94億,-18.000%,65.50萬,0.338%,65.50萬,0.338%,0.001,N/A,2024/03,0784.HK,128000000.0,S
00789.HK,雅天妮集團,020601,0.460,-0.010,-2.128%,1.46百萬,65.92萬,73.02,3.44,0.00%,6.09億,00789.HK,3.77,3.01,4.54%,6.03%,22.28%,9.59%,N/A,7.94%,2024/03,00789.HK,7.12千萬,11.000%,6.80百萬,9.546%,6.83百萬,9.588%,0.006,N/A,2024/03,0789.HK,609000000.0,S
00794.HK,錦勝集團（控股）,080302,0.184,+0.001,+0.546%,2.40萬,4.39千,27.06,0.12,0.00%,6.09千萬,00794.HK,1.13,1.00,-1.44%,-3.08%,17.23%,-2.07%,N/A,61.24%,2024/03,00794.HK,7.65億,-2.000%,-1.46千萬,-1.916%,-1.58千萬,-2.072%,-0.048,75.907%,2024/03,0794.HK,60900000.0,S
00798.HK,中電光谷,090203,0.243,0.000,0.000%,10.40萬,2.52萬,17.61,0.22,0.00%,18.08億,00798.HK,1.40,0.73,2.16%,6.28%,29.83%,9.71%,34.04%,99.48%,2023/12,00798.HK,57.23億,-8.000%,13.74億,24.015%,5.55億,9.706%,0.073,-8.043%,2023/12,0798.HK,1807999999.9999998,S
00802.HK,中國錢包,070203,0.045,0.000,0.000%,0.00,0.00,無盈利,0.98,0.00%,2.72千萬,00802.HK,11.02,11.02,-8.42%,-9.67%,35.52%,-45.26%,N/A,5.33%,2023/12,00802.HK,7.10千萬,-20.000%,-3.05千萬,-42.956%,-3.21千萬,-45.263%,-0.053,-48.189%,2023/12,0802.HK,27200000.000000004,S
00804.HK,鼎石資本,040202,4.900,+0.100,+2.083%,5.00萬,23.90萬,無盈利,1.20,0.00%,2.98億,00804.HK,27.11,27.11,-13.86%,-14.34%,100.00%,-120.59%,N/A,0.37%,2023/12,00804.HK,2.03千萬,3.000%,-2.35千萬,-116.144%,-2.44千萬,-120.589%,-0.071,57.117%,2023/12,0804.HK,298000000.0,S
00805.HK,新吉奧房車,020101,1.120,+0.020,+1.818%,5.04百萬,5.73百萬,N/A,N/A,0.00%,10.75億,00805.HK,1.00,0.58,1.11%,3.12%,2.08%,0.90%,70.00%,75.08%,2016/12,00805.HK,"11,859.59億",3.000%,-43.42億,-0.366%,106.93億,0.902%,0.775,N/A,2016/12,0805.HK,1075000000.0,S
00809.HK,大成生化科技,080102,0.080,-0.002,-2.439%,7.52百萬,62.30萬,0.93,N/A,0.00%,13.43億,00809.HK,0.12,0.10,81.10%,-104.65%,3.18%,307.48%,N/A,-114.62%,2023/12,00809.HK,13.74億,"10,709.000%",-10.06億,-73.195%,42.25億,307.481%,0.474,N/A,2023/12,0809.HK,1343000000.0,S
00810.HK,中國鑄晨８１,040204,0.138,-0.003,-2.128%,70.27萬,9.93萬,無盈利,0.74,0.00%,2.81千萬,00810.HK,10.72,10.72,-12.01%,-12.80%,100.00%,"-2,868.64%",N/A,1.21%,2023/12,00810.HK,28.30萬,-64.000%,-6.28百萬,"-2,855.455%",-6.31百萬,"-2,868.636%",-0.045,77.463%,2023/12,0810.HK,28100000.0,S
00814.HK,北京京客隆,100305,0.315,0.000,0.000%,0.00,0.00,無盈利,0.09,0.00%,5.74千萬,00814.HK,1.03,0.69,-1.06%,-5.09%,20.40%,-0.80%,N/A,252.36%,2023/12,00814.HK,103.79億,-3.000%,1.48千萬,0.142%,-8.30千萬,-0.799%,-0.197,20.495%,2023/12,0814.HK,57400000.0,S
00815.HK,中國白銀集團,080601,0.630,0.000,0.000%,4.94千萬,3.16千萬,116.67,2.51,0.00%,17.09億,00815.HK,2.39,1.00,0.72%,3.22%,1.97%,0.26%,N/A,94.67%,2023/12,00815.HK,60.79億,66.000%,-2.35千萬,-0.387%,1.59千萬,0.262%,0.008,N/A,2023/12,0815.HK,1709000000.0,S
00818.HK,高陽科技,040205,0.590,+0.010,+1.724%,1.59百萬,93.03萬,10.32,0.23,0.00%,16.38億,00818.HK,1.76,1.75,3.56%,6.44%,36.62%,17.11%,N/A,1.20%,2023/12,00818.HK,27.09億,-21.000%,7.45千萬,2.752%,4.63億,17.106%,0.169,-50.294%,2023/12,0818.HK,1638000000.0,S
00821.HK,匯盈控股,040202,0.455,-0.015,-3.191%,15.24萬,7.03萬,無盈利,0.33,0.00%,1.35億,00821.HK,9.49,9.46,-50.56%,-56.01%,100.00%,-377.94%,N/A,5.59%,2023/12,00821.HK,7.86千萬,2.000%,-2.93億,-384.780%,-2.88億,-377.937%,-0.121,-40.607%,2023/12,0821.HK,135000000.0,S
00822.HK,嘉瑞國際,060101,0.345,-0.010,-2.817%,32.00萬,11.20萬,無盈利,0.26,0.00%,3.08億,00822.HK,2.10,1.70,-1.65%,-2.29%,18.59%,-2.22%,N/A,8.34%,2023/12,00822.HK,12.82億,-14.000%,-2.34千萬,-1.827%,-2.84千萬,-2.217%,-0.032,N/A,2023/12,0822.HK,308000000.0,S
00825.HK,新世界百貨中國,100304,0.305,0.000,0.000%,1.72百萬,52.58萬,20.33,0.15,0.00%,5.14億,00825.HK,0.31,0.29,0.13%,0.39%,100.00%,0.98%,N/A,122.58%,2024/06,00825.HK,18.81億,3.000%,2.55億,18.736%,1.33千萬,0.979%,0.008,N/A,2024/06,0825.HK,513999999.99999994,S
00827.HK,玖源集團,080102,0.027,-0.001,-3.571%,8.80萬,2.46千,無盈利,0.38,0.00%,1.63億,00827.HK,0.33,0.28,-2.43%,-16.78%,10.89%,-5.24%,N/A,406.39%,2023/12,00827.HK,31.84億,-11.000%,1.44億,4.519%,-1.67億,-5.244%,-0.028,N/A,2023/12,0827.HK,163000000.0,S
00828.HK,王朝酒業,020204,0.280,0.000,0.000%,1.00萬,2.80千,11.81,1.27,1.25%,3.94億,00828.HK,1.72,0.87,3.69%,7.48%,34.50%,8.12%,N/A,0.81%,2023/12,00828.HK,2.63億,8.000%,1.92千萬,7.319%,2.13千萬,8.119%,0.016,23.664%,2023/12,0828.HK,394000000.0,S
00829.HK,神冠控股,020203,0.270,0.000,0.000%,58.00萬,15.61萬,30.68,0.36,14.82%,8.72億,00829.HK,2.94,2.03,1.06%,1.31%,15.39%,2.81%,364.90%,11.64%,2023/12,00829.HK,12.17億,4.000%,7.70千萬,6.326%,3.42千萬,2.814%,0.011,38.817%,2023/12,0829.HK,872000000.0000001,S
00831.HK,利亞零售,100305,0.330,0.000,0.000%,24.00萬,7.88萬,10.71,0.40,9.09%,2.57億,00831.HK,0.76,0.69,4.49%,8.74%,53.43%,3.88%,81.08%,41.59%,2023/12,00831.HK,14.87億,1.000%,7.30千萬,4.907%,5.77千萬,3.881%,0.074,-14.943%,2023/12,0831.HK,256999999.99999997,S
