Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,LLLow,HHClose,HHHigh,22DLow,33DLow,BOSS_STATUS,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,T1_100,classification,PATTERN,LLDate,HHDate,medium_bullish,weak_bullish,buy_price,tp1_price,tp2_price,tp3_price,SNO
2025-11-04,ABEV,2.3499999046325684,2.400000095367432,2.3499999046325684,2.390000104904175,2.390000104904175,25447800,0.0,0.0,2.281626467580512,2.2493279353704576,2.24745637573778,2.265455178216617,2.280415693244082,False,True,0.0,0.0,0.0,0.0,0.0,TP1-2025/08/29,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,ABEV
2025-11-11,ABEV,2.509999990463257,2.539999961853028,2.5,2.5299999713897705,2.5299999713897705,21363300,0.0,0.0,2.3914663408267645,2.322256471547933,2.283470677477394,2.2825462284588736,2.2868463227919387,False,True,0.0,0.0,0.0,0.0,0.0,TP2-2025/08/29,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,ABEV
2025-10-29,ADC,73.80000305175781,73.97000122070312,72.02999877929688,73.08999633789062,72.82720184326172,1216800,0.0,0.0,74.12809522260646,73.46912088106683,72.94413537913874,73.03228320061984,72.45713989522142,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/01,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,ADC
2025-11-04,AESI,10.850000381469728,11.510000228881836,10.449999809265137,10.640000343322754,10.640000343322754,13988100,0.0,0.0,11.382548656711249,11.201475435221258,11.370205125915982,12.198757242586217,14.780210702899629,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/06,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,AESI
2025-10-15,AIZ,220.91000366210932,220.91000366210932,214.16000366210932,214.8500061035156,214.8500061035156,355100,0.0,0.0,217.66573881325093,216.09711069019724,211.8522820453952,207.32470658636257,200.8141026877376,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/09/15,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,AIZ
2025-11-05,AIZ,220.6300048828125,225.0,217.8699951171875,218.3099975585937,218.3099975585937,433500,0.0,0.0,213.1408322678112,213.01638744132296,211.7012009968024,208.36774471366985,201.9941739589214,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2025/09/15,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,AIZ
2025-10-13,ALL,204.4900054931641,206.69000244140625,203.27999877929688,205.63999938964844,205.63999938964844,773500,0.0,0.0,208.6384263144494,207.8180162407908,205.58769821196253,203.12370112685127,195.50456542561395,True,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/09/04,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,ALL
2025-10-20,ALL,196.1199951171875,196.57000732421875,193.02999877929688,193.7899932861328,193.7899932861328,1139700,0.0,0.0,201.61810634068524,204.32488032632995,204.3229488137295,202.70774168020336,195.63529217707645,False,False,0.0,0.0,0.0,0.0,0.0,CL1-2025/09/04,False,False,False,False,True,False,False,0.0,0,0,False,False,,,,,,,,,,,ALL
2025-10-22,APLE,11.56999969482422,11.875,11.56999969482422,11.739999771118164,11.65761375427246,2961800,0.0,0.0,11.633996611362765,11.79200508284242,12.019602927443964,12.220342393551686,12.994994671031936,False,False,10.850000381469728,11.890000343322754,12.029999732971191,10.925000190734863,10.925000190734863,SB1-2025/10/22,False,False,False,False,False,False,True,0.8,4,2,True,False,LH,LHLLHH,2025-11-04,2025-11-16,1.0,1.0,11.44,12.029999732971191,12.619999465942383,13.209999198913575,APLE
2025-11-10,ATUS,2.0899999141693115,2.140000104904175,1.919999957084656,1.919999957084656,1.919999957084656,9561300,0.0,0.0,2.1099879316784165,2.211359149151516,2.310349551091307,2.3646933655011715,2.4365374413406045,False,False,0.0,0.0,0.0,0.0,0.0,CL2-2025/06/09,False,False,False,False,False,True,False,0.0,0,0,False,False,,,,,,,,,,,ATUS
2025-11-03,AVY,174.25,174.33999633789062,171.4199981689453,174.27000427246094,174.27000427246094,805200,0.0,0.0,174.45575036334878,170.8311988908745,169.22515795192385,171.2116995574692,179.55876520570845,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/03,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,AVY
2025-10-29,AWR,74.19000244140625,75.05000305175781,72.2300033569336,72.6500015258789,72.6500015258789,343200,0.0,0.0,75.0564261763057,74.48259904060765,74.17301461238209,74.80777344933986,76.39513572332397,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/01,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,AWR
2025-11-06,AWR,76.0,77.0199966430664,74.56999969482422,74.93000030517578,74.93000030517578,463800,0.0,0.0,73.95746839183718,73.9597480498542,73.94861443569602,74.61181285695916,76.2382179446851,False,False,76.51000213623047,75.86000061035156,75.01000213623047,69.44999694824219,69.44999694824219,TP1-2025/10/01,False,True,False,False,False,False,False,0.0,0,0,False,False,LH,LHLHHL,2025-11-17,2025-11-18,,,,,,,AWR
2025-11-07,BBY,78.55000305175781,79.37000274658203,77.4800033569336,79.02999877929688,79.02999877929688,3130900,0.0,0.0,80.57204471917376,79.9949496136058,77.72747170747596,75.68779128279287,76.4448495871533,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/10/02,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,BBY
2025-10-27,BCH,34.150001525878906,34.29999923706055,33.86000061035156,34.08000183105469,34.08000183105469,179500,0.0,0.0,32.888539607949205,31.943526557171456,30.86002845898745,29.9646487527509,28.07366988424329,True,True,0.0,0.0,0.0,0.0,0.0,TP2-2025/04/03,False,False,True,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,BCH
2025-10-28,BEPH,15.6899995803833,15.829999923706056,15.609999656677246,15.800000190734863,15.800000190734863,37500,0.0,0.0,15.666143205481056,15.74563371393308,15.832569901958188,15.750763028986007,15.746335154643178,False,False,15.279999732971191,15.850000381469728,15.850000381469728,15.359999656677246,15.359999656677246,SB1-2025/10/28,False,False,False,False,False,False,True,1.0,6,2,True,False,LH,LHLLHH,2025-11-03,2025-11-15,1.0,3.0,15.57,15.850000381469728,16.130000762939456,16.410001144409186,BEPH
2025-10-14,BHP,55.040000915527344,57.130001068115234,54.84000015258789,56.41999816894531,56.41999816894531,4448700,0.0,0.0,55.4661874800136,55.06278156538159,54.21216157726192,52.96870697435824,52.52910150432376,True,True,0.0,0.0,0.0,0.0,0.0,TP1-2025/09/15,False,True,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,BHP
2025-10-29,BHP,58.31999969482422,58.91999816894531,57.68999862670898,57.959999084472656,57.959999084472656,3730900,0.0,0.0,56.446634628193095,55.91647009726648,54.97505171383297,53.63363971148584,52.84886154488554,True,True,54.150001525878906,55.77000045776367,56.060001373291016,54.2599983215332,53.470001220703125,TP2-2025/09/15,False,False,True,False,False,False,False,0.0,0,0,False,False,HH,HHLLLH,2025-11-07,2025-11-16,,,,,,,BHP
2025-10-22,BMY,44.59000015258789,45.22999954223633,44.33000183105469,44.38999938964844,44.38999938964844,14316500,0.0,0.0,44.12471105756639,44.55854809535916,45.4524706402844,46.83152602723976,49.43528416275434,False,False,42.52000045776367,48.720001220703125,48.7400016784668,42.75,42.75,SB1-2025/10/22,False,False,False,False,False,False,True,0.78,7,4,True,False,LH,LHLLHH,2025-10-29,2025-11-16,1.0,2.0,45.63,48.7400016784668,51.85000335693359,54.96000503540039,BMY
2025-10-13,BSM,12.75,12.800000190734863,12.550000190734863,12.649999618530272,12.365516662597656,338900,0.0,0.0,13.072165012257734,13.002267274542412,12.857267940227018,13.031803853407242,13.780670967015086,False,True,0.0,0.0,0.0,0.0,0.0,BY1-2025/08/25,True,False,False,False,False,False,False,0.0,0,0,False,False,,,,,,,,,,,BSM
