index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,BOSS_STATUS,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,BOSS2,SNO
2025-12-23,2601.HK,36.27999877929688,36.63999938964844,35.68000030517578,35.97999954223633,35.97999954223633,9476187,0.0,0.0,35.064806526449715,34.0028685232313,33.05746656175961,31.99618027079576,28.89715687614957,True,True,True,False,0.9599990844726562,1.06000006198883,1.5900000929832452,0.0,0.0,0.0,0.0,0.0,0.0,TP2-2025/11/27,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,False,2601.HK
