Date,sno,Open,High,Low,Close,Adj Close,Volume
2/3/2026,0001.HK,63.79999924,63.90000153,62.20000076,62.65000153,62.65000153,9928058
3/3/2026,0001.HK,63,63.70000076,61.75,62.65000153,62.65000153,9277633
4/3/2026,0001.HK,61.95000076,62.29999924,59.04999924,59.84999847,59.84999847,13529763
5/3/2026,0001.HK,61,62.09999847,60.04999924,61.15000153,61.15000153,10132701
6/3/2026,0001.HK,60.90000153,61.54999924,60.59999847,61.54999924,61.54999924,10260134
9/3/2026,0001.HK,60.25,60.25,57.59999847,58.79999924,58.79999924,16042296
10/3/2026,0001.HK,59.09999847,60.09999847,58.65000153,60,60,13679050
11/3/2026,0001.HK,60.20000076,60.65000153,59.84999847,60.04999924,60.04999924,6494671
