Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,T1_22,T1_50,EMA250
2025-10-14,2596.HK,2.609999895095825,2.619999885559082,2.5899999141693115,2.619999885559082,2.619999885559082,13000,0.0,0.0,2.6138465054161704,2.6069979445845792,2.59430304000432,2.581794830651164,False,True,True,True,
2025-10-14,34.HK,3.7100000381469727,3.7100000381469727,3.650000095367432,3.680000066757202,3.680000066757202,98562,0.0,0.0,3.6686592849235087,3.621288317983083,3.4964412191791823,3.375011473409186,False,True,True,False,3.5273733382895625
