index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,T1_50,Daily_Range,Avg_Range,Turn_Threshold,LLLow,HHClose,HHHigh,VOLATILITY,22DLow,33DLow,HHEMA1,HHEMA2,HHEMA3,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,BOSS1,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS2,WLow,WHigh,HHHL,ADX,DIplus,DIminus,RSI,KC_middle,KC_upper,KC_lower,KC_Width,Price_zscore,Volume_zscore,Anomaly_Score,MA_50,MA_20,Price_Above_MA50,Price_Increase_50D,Price_Increase_30D,Resistance,Above_Resistance,Breakout_Percentage,Volatility_Decrease,Volatility_Decrease_Pct,Contraction_Structure,Contraction_Count,Valid_Contractions,KC_Contraction,Volume_Contraction,Volume_Spike,Breakout_Detected,ADX_Strength,DI_Bullish,RSI_Value,Anomaly_Free,Uptrend_Requirement,Contraction_Pattern,Volume_Signature,Momentum_Confirmation,VCP,SVM,MLP,RF,LR,DT,classification,HHHL_PATTERN,WLDate,WHDate,BOSS_PATTERN,LLDate,HHDate,SNO
2026-03-05,1833.HK,12.199999809265137,12.399999618530272,12.050000190734863,12.079999923706056,12.079999923706056,5056916,0.0,0.0,0.0,12.725351799825871,13.47352851347578,14.271714202714731,14.549227597270017,13.554566404548016,False,False,False,False,0.3499994277954084,0.4388234755572148,0.6582352133358222,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,52.898876950174376,9.43660685382856,38.16901257103872,18.18183343653145,13.37357153830714,14.395571755744882,12.351571320869397,15.283878573653034,1.7059469782607593,0.9717709639157784,1,14.756399955749512,13.432000017166136,False,-10.914457596694366,-29.93039394383609,14.93000030517578,False,-19.089084549326596,48.8%,48.77072084237126,True,2,True,True,False,False,False,True,False,18.2,True,False,True,False,False,False,False,False,False,True,True,,,,,,,,1833.HK
2026-03-04,1866.HK,11.300000190734863,11.600000381469728,11.109999656677246,11.3100004196167,11.3100004196167,3458000,0.0,0.0,-0.0132626495702352,11.38534598591618,11.061263365045011,10.292220453439995,9.280245945842928,7.486570866609621,False,True,True,False,0.4900007247924822,0.5470588347491099,0.8205882521236648,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,25.93180301617815,34.62017993683186,12.702346988729056,56.87831515464667,11.118651503231462,12.372651594784196,9.864651411678729,22.55669387943816,0.5074308387765933,0.2548273426509944,1,10.123400039672852,11.0760000705719,True,35.125454889552095,14.357937583416366,12.880000114440918,False,-12.18943851610647,-31.2%,-31.153521777783745,True,2,True,True,False,False,False,True,True,56.9,True,True,True,False,True,False,False,False,False,True,False,,,,,,,,1866.HK
2026-03-04,1876.HK,7.639999866485596,7.639999866485596,7.409999847412109,7.46999979019165,7.46999979019165,18371917,0.0,0.0,0.0053548112200361,7.753768247167958,7.819850839053571,7.859090471283072,7.944605925359401,8.322372041744742,False,False,False,False,0.2300000190734863,0.1813332875569661,0.2719999313354492,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,7.730000019073486,8.079999923706055,False,32.418661871265336,12.323922851781557,32.04224642674371,28.654976630803503,7.815251130932446,8.231251115673658,7.399251146191236,10.64585072883199,1.979667698372316,0.5558413693742189,1,7.821799974441529,7.889999985694885,False,-4.961836344758113,-3.2383420569211405,8.300000190734863,False,-10.000004596020696,-25.7%,-25.72402488166441,True,2,True,True,False,False,False,True,False,28.7,True,False,True,False,False,False,False,False,False,True,False,LL,HLLHLLLHLL,2026-02-20,2026-02-25,,,,1876.HK
2026-03-05,1876.HK,7.519999980926514,7.579999923706055,7.5,7.510000228881836,7.510000228881836,5297737,0.0,0.0,0.0,7.709446789297754,7.79290730773429,7.845400657855573,7.935999871963806,8.315898959570537,False,False,False,False,0.0799999237060546,0.1686666170756022,0.2529999256134033,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,32.154115506147804,9.55879761995129,33.45587932372565,32.12122403118339,7.786179616451435,8.186179616451435,7.386179616451435,10.274615272291925,1.6468194775736595,1.4124173809470482,1,7.8157999801635745,7.88050000667572,False,-3.8412255582032255,-1.8300635913766152,8.300000190734863,False,-9.51807161082827,-26.8%,-26.804540905500808,True,2,True,True,False,False,False,True,False,32.1,True,False,True,False,False,False,False,False,False,True,False,,,,,,,,1876.HK
2026-03-04,2128.HK,6.119999885559082,6.230000019073486,5.949999809265137,6.059999942779541,6.059999942779541,20265000,0.0,0.0,-0.0099009807501782,6.440669582266594,6.2373331138106645,5.7347906511502496,5.292829712937544,4.736919021280525,False,True,True,False,0.2800002098083496,0.3082353087032543,0.4623529630548814,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,42.09238438926428,24.46807301816364,19.57446653090675,47.63948348537881,6.280325330371767,6.947325385684877,5.613325275058656,21.2409396082552,1.026013924696587,1.0706551731697234,1,5.493399991989135,6.369500041007996,True,33.77482697811886,24.94845488535409,7.139999866485596,False,-15.126049634474924,-40.3%,-40.297387982381984,True,2,True,True,False,True,False,True,True,47.6,True,True,True,True,True,False,False,False,False,True,False,,,,,,,,2128.HK
2026-03-05,2128.HK,6.099999904632568,6.150000095367432,6.0,6.0,6.0,3363000,0.0,0.0,0.0,6.360547840036303,6.216695451740172,5.745191017771808,5.306833084958583,4.7469834115492064,False,True,True,False,0.1500000953674316,0.2994118017308852,0.4491177025963278,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,38.03033961492393,19.86454813228946,20.7674924128548,43.362831111540594,6.25362767986017,6.905627773320253,5.601627586400086,20.85189994792469,1.2249178252936297,1.5238067085559706,1,5.520399990081788,6.369500041007996,True,29.03225541817746,24.74012622405141,7.139999866485596,False,-15.966384983235567,-39.5%,-39.45514469950943,True,2,True,True,False,False,False,True,True,43.4,True,True,True,False,True,False,False,False,False,True,False,,,,,,,,2128.HK
2026-03-05,2208.HK,13.979999542236328,14.399999618530272,13.800000190734863,14.130000114440918,14.130000114440918,15956178,0.0,0.0,0.0,14.228784862055123,14.329377708828162,14.228791304767894,13.41506859088773,10.88474738023857,False,False,True,False,0.5999994277954084,0.7062498927116393,1.0593748390674589,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,24.36264163068556,23.31511855529253,22.31330865823556,50.74875355842804,14.317250845213774,15.9762506697377,12.658251020689848,23.17483771793418,0.0561022318599964,0.8491273659850894,1,14.592799987792969,14.09049997329712,False,1.435748778776604,-3.942895460244456,15.880000114440918,False,-11.020151054083364,36.3%,36.34306084527141,True,3,False,False,False,False,False,True,True,50.7,True,False,False,False,True,False,False,False,False,True,False,,,,,,,,2208.HK
2026-03-05,2318.HK,64.9000015258789,65.6500015258789,64.4000015258789,64.44999694824219,64.44999694824219,18110654,0.0,0.0,0.0,67.39812336916786,68.69132747422391,67.60149012686534,64.19227452397445,57.29320584194709,False,False,True,False,1.25,1.657693129319411,3.315386258638822,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,30.80945370484326,6.913211361172031,42.76525019993427,25.36023042082581,68.61936426519631,73.30436487554788,63.934363654844745,13.655039391636551,1.9576607664330905,1.2586020002229936,1,68.89199996948243,69.87750053405762,False,1.0980344286151962,-6.117996335445744,74.69999694824219,False,-13.721553438753118,-12.4%,-12.372915777524208,False,1,False,False,False,False,False,True,False,25.4,True,False,False,False,False,False,False,False,False,True,False,,,,,,,,2318.HK
2026-03-04,2899.HK,41.79999923706055,42.97999954223633,40.93999862670898,41.93999862670898,41.93999862670898,75829511,0.0,0.0,-0.0081068231693113,43.64143753858877,42.77566445402692,40.266735002954746,36.52889708550897,29.390361293709702,False,True,True,False,2.040000915527351,1.988888634575739,2.9833329518636087,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,13.557707236098684,28.53503969350244,18.280271382895723,56.90661469574915,42.94803237297535,47.85803222038746,38.03803252556324,22.864841885057725,0.3798453338941658,0.145342487229986,1,39.95839973449707,42.70500011444092,True,26.78354384895089,4.849996566772443,46.97999954223633,False,-10.727971401949992,-27.1%,-27.135890083587554,True,2,True,True,False,False,False,False,True,56.9,True,True,True,False,False,False,False,False,False,True,False,,,,,,,,2899.HK
2026-03-05,2899.HK,42.959999084472656,42.959999084472656,41.27999877929688,41.59999847412109,41.59999847412109,25022981,0.0,0.0,0.0,43.27026679959464,42.67343262968729,40.31901984496127,36.62931493478842,29.48764923937036,False,True,True,False,1.680000305175774,1.889999601576064,2.834999402364096,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,13.956315896212349,22.816179090833817,18.709274563454663,50.85469998386086,42.819648192132085,47.459647963250255,38.17964842101392,21.672292823604973,0.5392319614270539,1.3557094791419346,1,40.10399971008301,42.68999996185303,True,21.212117843913504,5.423211959704558,46.5,False,-10.53763769006218,-26.9%,-26.94317903219836,True,2,True,True,False,False,False,False,True,50.9,True,True,True,False,False,False,False,False,False,True,False,,,,,,,,2899.HK
2026-03-04,0316.HK,157.8000030517578,157.8000030517578,149.3000030517578,153.0,153.0,2950964,0.0,0.0,0.0241829865898182,147.90020918658954,141.1080757731685,134.94282340569953,132.26560724547306,128.09441092828234,True,True,True,False,8.5,3.5066650390625,7.013330078125,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,125.8000030517578,159.3000030517578,True,83.20331976189493,43.89068230095682,2.893895723589231,80.8383099487232,141.96201639180745,149.8520157814559,134.072017002159,11.11564852371844,1.457137972700769,2.070558369571644,1,130.81799942016602,139.59999961853026,True,20.28302175373152,21.044302336242502,159.3000030517578,False,-3.9548040998535914,-9.0%,-8.970698820304845,True,2,True,True,False,True,False,True,True,80.8,True,True,True,True,False,False,False,False,False,True,False,HL,LLHHHLHHHL,2026-02-02,2026-03-03,,,,316.HK
2026-03-05,0316.HK,153.0,157.6999969482422,153.0,156.6999969482422,156.6999969482422,1159595,0.0,0.0,0.0,149.5001705977991,142.46389500578363,135.79604589756394,132.749456546518,128.32234388461669,True,True,True,False,4.699996948242188,3.5999979654947927,7.199995930989585,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,84.50347128962845,41.489364415809874,2.735566821086533,82.56128875606402,143.36563358765838,151.37563267213105,135.3556345031857,11.174224790176224,1.645497462329642,0.4144037499020148,1,131.417999420166,141.03999938964844,True,23.67798004940378,30.474603612928096,159.3000030517578,False,-1.632144415383886,-11.8%,-11.811603977619376,True,2,True,True,False,False,False,True,True,82.6,True,True,True,False,False,False,False,False,False,True,False,,,,,,,,316.HK
2026-03-04,3868.HK,1.2799999713897705,1.2699999809265137,1.2100000381469729,1.2300000190734863,1.2300000190734863,19536250,0.0,0.0,0.008130073421291,1.2655391894362664,1.2507981890437003,1.2286703798821046,1.2193042352515926,1.1717999833621575,False,True,True,False,0.0599999427795407,0.0441176400465123,0.0661764600697684,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,29.02694934289166,19.67215869928157,22.95080621662992,46.42857446962504,1.2536405203277643,1.351640510314184,1.1556405303413446,15.634464329662476,0.6432433918448998,2.141562928867005,1,1.19939998626709,1.254999989271164,True,9.821429806856472,6.956525615122539,1.3300000429153442,False,-7.518798542491702,-22.8%,-22.76496957553113,True,2,True,True,False,True,False,True,False,46.4,True,False,True,True,False,False,False,False,False,True,True,,,,,,,,3868.HK
2026-03-05,3868.HK,1.2400000095367432,1.2599999904632568,1.2200000286102295,1.2400000095367432,1.2400000095367432,10962000,0.0,0.0,0.0,1.2608957021818077,1.2498592169126606,1.229114679084247,1.2197140525641696,1.172343409865541,False,True,True,False,0.0399999618530273,0.0411764593685374,0.0617646890528061,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,26.988333540837097,18.03281539809372,22.95080621662992,50.0,1.2523414240619526,1.345341406895815,1.1593414412280902,14.852177057629884,0.4388817818769675,0.3492465317409767,1,1.201199986934662,1.2564999878406524,True,7.826090021259681,6.896555622182589,1.3300000429153442,False,-6.766919584552951,-22.2%,-22.229354091460973,True,2,True,True,False,False,False,True,False,50.0,True,False,True,False,False,False,False,False,False,True,True,,,,,,,,3868.HK
2026-03-04,3939.HK,16.09000015258789,16.979999542236328,16.079999923706055,16.530000686645508,16.530000686645508,25244494,0.0,0.0,-0.0078645530983105,17.018112017659266,15.916549241335751,13.599105077598956,11.496634382873044,8.65510948011409,False,True,True,False,0.8999996185302734,1.194375097751618,1.7915626466274268,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,31.480144817312105,29.994032854049,15.50387125204461,58.51163274291572,16.118546623958842,18.87354673839976,13.363546509517924,34.18422490208696,0.212826961574875,0.7714691752211192,1,12.55640007019043,16.180000019073486,True,123.9837456682446,32.24000549316406,18.690000534057617,False,-11.556981196849495,-28.7%,-28.706007129700428,True,3,False,True,False,False,False,True,True,58.5,True,True,False,False,True,False,False,False,False,True,False,,,,,,,,3939.HK
2026-03-05,3939.HK,16.65999984741211,16.899999618530273,16.170000076293945,16.399999618530273,16.399999618530273,9734828,0.0,0.0,0.0,16.90572794509036,15.95858840457006,13.708944079204109,11.593730724173186,8.716821752133344,False,True,True,False,0.7299995422363281,1.2194118499755864,1.82911777496338,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,31.2559414665328,25.65216809261705,16.149064386283342,52.23724956744764,16.145351671060883,18.838351796945894,13.452351545175873,33.35944835084609,0.0161800106438409,1.1473317588631435,1,12.733200063705445,16.377500009536742,True,116.93121352723954,34.75759667804756,18.690000534057617,False,-12.25254601440176,-26.5%,-26.459076296738704,True,3,False,False,False,False,False,True,True,52.2,True,True,False,False,True,False,False,False,False,True,False,,,,,,,,3939.HK
2026-03-04,0467.HK,0.9200000166893004,0.9200000166893004,0.7599999904632568,0.800000011920929,0.800000011920929,703215067,0.0,0.0,-0.0124999878928067,0.7172311032701524,0.6489895752491446,0.5812068918856683,0.5442055701046693,0.5121897720292649,True,True,True,False,0.1600000262260436,0.0484615380947406,0.0726923071421109,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,42.92835888222157,47.00000041723245,12.999991238118785,65.62499796273201,0.6575021693526142,0.7905021796046131,0.5245021591006153,40.45614340191534,1.7915298838195466,0.9853534426648708,1,0.5382999974489212,0.6394999980926513,True,79.77528646729426,64.94845120100285,0.9800000190734864,False,-18.367347311149388,-53.5%,-53.462328234009824,True,2,True,True,False,True,False,True,True,65.6,True,True,True,True,True,False,False,True,False,True,False,,,,,,,,467.HK
2026-03-05,0467.HK,0.800000011920929,0.800000011920929,0.7400000095367432,0.7900000214576721,0.7900000214576721,261865506,0.0,0.0,0.0,0.7304618156678832,0.6612513531803209,0.5893948577512371,0.5490727869631445,0.5144033995147502,True,True,True,False,0.0600000023841857,0.0469230780234703,0.0703846170352055,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,0.0,0.0,False,42.7847677810276,45.63106987138998,14.563096570794826,67.74193765469568,0.6701210124102388,0.8011210245695863,0.5391210002508913,39.09741964012648,1.4942157143905213,0.0083390833106142,1,0.5452999979257583,0.6469999998807907,True,79.54546039508396,62.88659755805309,0.9800000190734864,False,-19.387754481417712,-54.6%,-54.63007461924796,True,2,True,True,False,False,False,True,True,67.7,True,True,True,False,True,False,False,False,False,True,False,,,,,,,,467.HK
