Date,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,EMA10,EMA22,EMA50,EMA100,EMA1,EMA2,T1_22,T1_50
2025-10-13,80700.HK,575.5,594.0,572.0,585.0,585.0,10300,0.0,0.0,603.5480032316248,594.5145297399405,571.7546081900499,549.4779766546366,False,True,True,False
