code,Stock Code,Name of Securities
01186,1186,CHINA RAIL CONS
01187,1187,COFOE MEDICAL
01188,1188,HYBRID KINETIC
01193,1193,CHINA RES GAS
01195,1195,KINGWELL GROUP
01196,1196,REALORD GROUP
01198,1198,ROYALE HOME
01199,1199,COSCO SHIP PORT
01200,1200,MIDLAND HOLDING
01201,1201,TESSON HOLDINGS
01202,1202,SIWI SCI & TECH
01203,1203,GUANGNAN (HOLD)
01204,1204,BOARDWARE INTEL
01205,1205,CITIC RESOURCES
01206,1206,TECHNOVATOR
01208,1208,MMG
01209,1209,CHINA RES MIXC
01211,1211,BYD COMPANY
01213,1213,MOBICON GROUP
01215,1215,KAI YUAN HLDGS
01216,1216,ZYBANK
01217,1217,CH INNOVATION
01218,1218,EASYKNIT INT'L
01220,1220,ZHIDAO INT'L
01221,1221,SINO HOTELS
01222,1222,WANG ON GROUP
01223,1223,SYMPHONY HOLD
01224,1224,C C LAND
01225,1225,LERADO FIN
01226,1226,CH INV FIN GP
01228,1228,CANBRIDGE-B
01229,1229,NAN NAN RES
01231,1231,NEWTON RES
01232,1232,GW TIANDI
01233,1233,TIMES CHINA
01234,1234,CHINA LILANG
01235,1235,TRAVEL EXPERT
01236,1236,LDROBOT
01237,1237,CH ENV TECH&BIO
01238,1238,POWERLONG
01239,1239,TEAMWAY INTL GP
01240,1240,CNQC INT'L
01241,1241,SHUANGHUA H
01243,1243,WANG ON PPT
01244,1244,3D MEDICINES
01245,1245,NIRAKU
01246,1246,BOILLHEALTHCARE
01247,1247,MIKO INTL
01250,1250,SDHS NEW ENERGY
01251,1251,SPT ENERGY
01252,1252,CHINA TIANRUI
01253,1253,GREEN BROAD
01255,1255,TATA HEALTH
01257,1257,CEB GREENTECH
01258,1258,CHINFMINING
01259,1259,PROSPER FUTURE
01260,1260,WONDERFUL SKY
01262,1262,LABIXIAOXIN
01265,1265,TIANJINJINRAN
01268,1268,MEIDONG AUTO
01269,1269,FIRST CAP GP
01270,1270,LANGHAM-SS
01271,1271,GRAND MING
01272,1272,DATANG ENVIRO
01273,1273,HK FINANCE GP
01274,1274,IMOTIONTECH
01276,1276,HENGRUI PHARMA
01277,1277,KINETIC DEV
01278,1278,CHINANEWTOWN
01280,1280,QIDIAN GUOFENG
01281,1281,XINDA INV HLDGS
01282,1282,RENZE HARVEST
01283,1283,ACCEL GROUP
01284,1284,NEW MEDIA LAB
01285,1285,JIASHILI GP
01286,1286,IMPRO PRECISION
01288,1288,ABC
01289,1289,SUNLIT SCI
01290,1290,CHINA HUIRONG
01292,1292,CMA LOGISTICS
01293,1293,GRAND BAOXIN
01298,1298,YUNNAN ENERGY
01299,1299,AIA
01300,1300,TRIGIANT
01301,1301,D&G TECH
01302,1302,LIFETECH SCI
01303,1303,HUILI RES
01304,1304,FORTIOR
01305,1305,WAI CHI HOLD
01308,1308,SITC
01310,1310,HKBN
01312,1312,KONTA CHINA
01313,1313,CR BLDG MAT TEC
01314,1314,TSUI WAH HLDG
01315,1315,GREEN ECONOMY
01316,1316,NEXTEER
01317,1317,MAPLELEAF EDU
01318,1318,MAO GEPING
01319,1319,OIWAHPAWN
01321,1321,CHINA NEWCITY
01323,1323,HUASHENG INTL
01326,1326,TRANSMIT ENT
01327,1327,LUXXU GROUP
01328,1328,GOLDSTREAM INV
01330,1330,DYNAGREEN ENV
01332,1332,TOUYUN BIOTECH
01333,1333,BRETON
01334,1334,RUICHANG INTL
01335,1335,SHEEN TAI
01336,1336,NCI
01338,1338,BAWANG GROUP
01339,1339,PICC GROUP
01340,1340,HUISHENG INTL
01341,1341,HAO TIAN INTL
01343,1343,WEI YUAN HLDG
01345,1345,SH PIONEER HLDG
01346,1346,LEVER STYLE
01347,1347,HUA HONG SEMI
01348,1348,QUALI-SMART
01349,1349,FUDANZHANGJIANG
01351,1351,BRIGHT FUTURE
01354,1354,KINGFARPROPERTY
01355,1355,BIOSYSEN
01357,1357,MEITU
01358,1358,PW MEDTECH
01359,1359,CHINA CINDA
01361,1361,361 DEGREES
01362,1362,SIS MOBILE
01364,1364,GUMING
01368,1368,XTEP INT'L
01370,1370,AOWEI HOLDING
01371,1371,CHINA ECOTOUR
01372,1372,C CARBONNEUTRAL
01373,1373,IH RETAIL
01375,1375,CC SECURITIES
01376,1376,RAFFLESINTERIOR
01378,1378,CHINAHONGQIAO
01379,1379,WENLING MCT
01380,1380,CHI KINGSTONE
01382,1382,PACIFICTEXTILES
01384,1384,DEEPEXI TECH
01385,1385,SHANGHAI FUDAN
01388,1388,EMBRY HOLDINGS
01389,1389,MAJOR HLDGS
01393,1393,HIDILI INDUSTRY
01395,1395,ELL ENV
01396,1396,GD-HKGBA HLDGS
01397,1397,BAGUIO GREEN
01398,1398,ICBC
01399,1399,VESON HLDG
01400,1400,MOODY TECH HLDG
01401,1401,FUTURE MACH LTD
01402,1402,I-CONTROL
01405,1405,DPC DASH
01406,1406,CLARITY MEDICAL
01407,1407,JY GAS
01408,1408,MACAU E&M
01410,1410,EDVANCE INTL
01412,1412,Q P GROUP
01413,1413,FEG HOLDINGS
01415,1415,COWELL
01416,1416,CTR HOLDINGS
01417,1417,RIVERINE CHINA
01418,1418,SINOMAX GROUP
01419,1419,HUMAN HEALTH
01420,1420,CHUAN HOLDING
01421,1421,PROSP GP INTL
01425,1425,JUSTIN ALLEN H
01427,1427,CH TIANBAO GP
01428,1428,BRIGHT SMART
01429,1429,SKYMISSION GP
01431,1431,YST DAIRY
01432,1432,CHINA SHENGMU
01433,1433,CIRTEK HLDGS
01440,1440,STAR SHINE HLDG
01442,1442,INFINITY L&T
01443,1443,FULUM GP HLDG
01446,1446,HUNGFOOKTONG
01447,1447,SFK
01448,1448,FU SHOU YUAN
01449,1449,LEADER EDU
01450,1450,BE FRIENDS HLDG
01451,1451,MS GROUP HLDGS
01452,1452,DENOX ENV
01455,1455,FOURACE IND GP
01456,1456,GLMS SEC
01458,1458,ZHOU HEI YA
01459,1459,JUJIANG CONS
01460,1460,ICO GROUP
01461,1461,ZHONGTAIFUTURES
01463,1463,C-LINK SQ
01466,1466,BAIJIN LIFE SCI
01468,1468,JAKOTA CAPITAL
01470,1470,PROSPER ONE
01471,1471,ZHONGMIAO
01472,1472,SANG HING HLDGS
01473,1473,PANGAEA CONNECT
01475,1475,NISSIN FOODS
01476,1476,FIN STREET SEC
01477,1477,OCUMENSION-B
01478,1478,Q TECH
01480,1480,YAN TAT GROUP
01481,1481,SMART GLOBE
01483,1483,NET-A-GO TECH
01486,1486,C CHENG HLDGS
01488,1488,BEST FOOD HLDG
01489,1489,GC CONSTRUCTION
01490,1490,AI X TECH
01496,1496,AP RENTALS
01497,1497,YAN PALACE
01498,1498,PURAPHARM
01499,1499,OKG TECH
01500,1500,INCON
01501,1501,INT MEDICAL
01502,1502,FIN STREET PPT
01508,1508,CHINA RE
01513,1513,LIVZON PHARMA
01515,1515,CR MEDICAL
01516,1516,SUNAC SERVICES
01518,1518,NC HEALTHCARE
01519,1519,J&T EXPRESS-W
01520,1520,VIRTUAL MIND
01521,1521,FRONTAGE
01522,1522,BII TRANS TECH
01523,1523,PLOVER BAY TECH
01525,1525,GENCH EDU
01526,1526,RICI HEALTH
01527,1527,TENGY ENV
01528,1528,RS MACALLINE
01529,1529,YUES INTL HLDG
01530,1530,3SBIO
01532,1532,CHINA PARTYTIME
01536,1536,YUK WING GP
01538,1538,ZHONG AO HOME
01539,1539,UNITY GP HLDGS
01540,1540,LEFTFIELD PRINT
01541,1541,IMMUNEONCO-B
01542,1542,TAIZHOU WATER
01543,1543,JOIN-SHARE
01545,1545,DESIGN CAPITAL
01546,1546,THELLOY DEV
01547,1547,IBI GROUP HLDGS
01548,1548,GENSCRIPT BIO
01549,1549,EVER HARVEST GP
01551,1551,GRCB
01552,1552,BHCC HOLDING
01553,1553,MAIKE TUBE
01555,1555,MIE HOLDINGS
01556,1556,CHINNEY KW
01557,1557,K.H. GP HLDGS
01559,1559,KWAN ON HLDGS
01560,1560,STAR GROUP ASIA
01561,1561,PAN ASIA DATA H
01563,1563,ALLI INTL ED LE
01565,1565,VIRSCEND EDU
01566,1566,CA CULTURAL
01568,1568,SUNDART HLDGS
01569,1569,MINSHENG EDU
01570,1570,WEIYE HOLDINGS
01571,1571,XIN POINT HOLD
01572,1572,CHINA ART FIN
01575,1575,REGAL PARTNERS
01576,1576,QILU EXPRESSWAY
01577,1577,HUIXIN CREDIT
01578,1578,BANK OF TIANJIN
01579,1579,YIHAI INTL
01580,1580,DA SEN HLDGS
01581,1581,PROGRESSIVE P
01582,1582,CR CONSTRUCTION
01583,1583,QINQIN FOODS
01585,1585,YADEA
01586,1586,LEON INSPECTION
01587,1587,SHINEROAD INTL
01588,1588,CHANJET
01591,1591,SHUN WO GROUP
01592,1592,ANCHORSTONE
01593,1593,CHEN LIN EDU
01596,1596,YICHEN IND
01597,1597,NATURE ENERGY T
01598,1598,21CENTURY EDU
01599,1599,UCD
01600,1600,TIAN LUN GAS
01601,1601,ZGC TEC LEASING
01606,1606,CDB LEASING
01608,1608,VPOWER GROUP
01609,1609,STAR SPORTS MED
01610,1610,COFCO JOYCOME
01611,1611,BITFIRE GROUP
01612,1612,VINCENT MED
01613,1613,SYNERTONE
01615,1615,AB BUILDERS
01616,1616,A METAVERSE
01617,1617,NANFANG COMM
01618,1618,MCC
01620,1620,CINESE INTL
01621,1621,VICO INTL HLDGS
01622,1622,REDCO GROUP
01623,1623,HILONG
01626,1626,JIA YAO HLDGS
01627,1627,ABLE ENG HLDGS
01628,1628,YUZHOU GROUP
01629,1629,CHAMP ALLI INTL
01630,1630,KIN SHING HLDGS
01631,1631,REF HOLDINGS
01632,1632,MSCTECH
01633,1633,SHEUNG YUE GP
01635,1635,DZUG
01636,1636,CMRU
01637,1637,SH GROUP HLDG
01638,1638,KAISA GROUP
01640,1640,QIAN XUN TECH
01641,1641,HX COLDCHAIN
01643,1643,MODERN CHI MED
01645,1645,HAINA INTEL
01647,1647,GRANDSHORES
01650,1650,HYGIEIA GROUP
01651,1651,TSUGAMI CHINA
01652,1652,FUSEN PHARM
01653,1653,MOS HOUSE
01655,1655,OKURA HOLDINGS
01656,1656,ISDN HOLDINGS
01657,1657,SG GROUP HLDGS
01658,1658,PSBC
01660,1660,SEVEN ELEMENTS
01661,1661,CH FRONTIER TEC
01662,1662,YEE HOP HLDGS
01663,1663,S HARBOURHOLD
01666,1666,TONG REN TANG
01667,1667,DIMMI LIFE HLDG
01668,1668,CHINASOUTHCITY
01669,1669,GIC GROUP
01671,1671,TIANBAO ENERGY
01672,1672,ASCLETIS-B
01673,1673,HUAZHANG TECH
01675,1675,ASIAINFO TECH
01676,1676,GAODI HOLDINGS
01679,1679,RISECOMM GP
01680,1680,MACAU LEGEND
01681,1681,CONSUN PHARMA
01682,1682,HP LIVING TECH
01683,1683,HOPE LIFE INT
01685,1685,BOER POWER
01686,1686,SUNEVISION
01689,1689,HUAXIHOLDINGS
01690,1690,LAP KEI ENGRG
01691,1691,JS GLOBAL LIFE
01692,1692,TOWNRAY HLDGS
01693,1693,BGMC
01695,1695,S&P INTL HLDG
01696,1696,SISRAM MED
01697,1697,SDITC
01698,1698,TME-SW
01701,1701,TU YI HLDG
01702,1702,DONGGUANG CHEM
01703,1703,EASYHOLD GROUP
01705,1705,B & S INTL HLDG
01707,1707,GEOTECH HLDGS
01708,1708,SAMPLE TECH
01709,1709,DL HOLDINGS GP
01710,1710,TRIO IND ELEC
01711,1711,ULFERTS
01712,1712,DRAGON MINING
01713,1713,SICHUAN EN INV
01715,1715,AI HEALTH TECH
01716,1716,MOST KWAI CHUNG
01717,1717,AUSNUTRIA
01718,1718,WAN KEI GROUP
01719,1719,CIL GROUP
01720,1720,PUTIAN COMM
01721,1721,FSM HOLDINGS
01722,1722,KIN PANG HLDGS
01723,1723,MOON INC
01725,1725,C STRATEGIC TEC
01726,1726,HKE HOLDINGS
01727,1727,HEBEI CONS
01728,1728,ZHENGTONGAUTO
01729,1729,TIME INTERCON
01731,1731,PROSPEROUS IND
01732,1732,XIANGXING INT
01733,1733,E-COMMODITIES
01735,1735,CENTRAL NEW EGY
01736,1736,PARENTING NET
01737,1737,A & S GROUP
01738,1738,FS ANTHRACITE
01739,1739,QEEKA HOME
01740,1740,VALUES CULTURAL
01741,1741,SHING CHI HLDGS
01742,1742,HPC HOLDINGS
01745,1745,LVJI TECH
01746,1746,MAN SHUN GP
01747,1747,HOME CONTROL
01748,1748,XIN YUAN ENT
01749,1749,SHANSHAN
01750,1750,REM GROUP HLDGS
01751,1751,AI ENERGY ENG
01752,1752,TOP EDUCATION
01753,1753,DUIBA
01755,1755,S-ENJOY SERVICE
01756,1756,CHI SCI&EDU IND
01757,1757,GLOBAL CHI BC
01758,1758,BOJUN EDU
01759,1759,SINO GAS HLDGS
01760,1760,INTRON TECH
01762,1762,WANKA ONLINE
01763,1763,CIRC
01765,1765,XJ INTL HLDGS
01766,1766,CRRC
01767,1767,TS WONDERS
01768,1768,BUSYMING
01769,1769,SCHOLAR EDU
01771,1771,SUNFONDA GP
01772,1772,GANFENGLITHIUM
01773,1773,TIANLI INT HLDG
01775,1775,BEXCELLENT GP
01776,1776,GF SEC
01777,1777,FANTASIA
01778,1778,COLOUR LIFE
01780,1780,RONGZUN INT'L H
01782,1782,IB DIGITAL TECH
01783,1783,ENVISION GREEN
01785,1785,CHENGDU EXPWAY
01786,1786,CRCCE
01787,1787,SD GOLD
01788,1788,GUOTAI JUNAN I
01789,1789,AK MEDICAL
01790,1790,TIL ENVIRO
01792,1792,CMON
01793,1793,WECON HOLDINGS
01795,1795,YADONG GROUP
01796,1796,METASPACEX
01797,1797,EAST BUY
01798,1798,DATANG RENEW
01799,1799,XINTE ENERGY
01800,1800,CHINA COMM CONS
01801,1801,INNOVENT BIO
01802,1802,WENYE GROUP
01803,1803,BJ SPORTS & ENT
01808,1808,ENTERPRISE DEV
01809,1809,PRINX CHENGSHAN
01810,1810,XIAOMI-W
01811,1811,CGN NEW ENERGY
01812,1812,CHENMING PAPER
01813,1813,KWG GROUP
01815,1815,EVEREST GOLD
01816,1816,CGN POWER
01817,1817,MULSANNE GROUP
01818,1818,ZHAOJIN MINING
01820,1820,PM PACKAGING
01822,1822,CHINA WOOD INT
01823,1823,HUAYUEXPRESSWAY
01825,1825,STERLING GP
01826,1826,FDB HOLDINGS
01827,1827,MIRICOR
01828,1828,FWD
01830,1830,PERFECT MEDICAL
01831,1831,SHIFANG HLDG
01832,1832,SAI LEISURE
01833,1833,PA GOODDOCTOR
01835,1835,REALWAY CAPITAL
01836,1836,STELLA HOLDINGS
01837,1837,NATURAL FOOD IH
01841,1841,A.PLUS GROUP
01842,1842,GROWN UP GROUP
01843,1843,SNACK EMPIRE
01845,1845,WG ENV TECH
01846,1846,EUROEYES
01847,1847,GHPC
01848,1848,CALC
01849,1849,AM GROUP
01850,1850,HSC RESOURCES
01851,1851,GINGKO EDU
01853,1853,CHUNCHENG HEAT
01854,1854,CHINA WANTIAN
01855,1855,ZONQING LTD
01856,1856,ERNEST BOREL
01857,1857,CEB WATER
01858,1858,CHUNLI MEDICAL
01860,1860,MOBVISTA
01861,1861,PRECIOUS DRAGON
01862,1862,JINGRUI HLDGS
01863,1863,CHI LONGEVITY
01865,1865,PENGO HLDG GP
01866,1866,CHINA XLX FERT
01867,1867,STD DEV GROUP
01868,1868,NEO-NEON
01869,1869,KAFELAKU COFFEE
01870,1870,ACME INTL HLDGS
01871,1871,CHINA ORIENTED
01872,1872,GUAN CHAO HLDGS
01873,1873,VIVA BIOTECH
01875,1875,BIODLINK-B
01876,1876,BUD APAC
01877,1877,JUNSHI BIO
01878,1878,SOUTHGOBI
01879,1879,XIZHI TECH-P
01880,1880,CTG DUTY-FREE
01882,1882,HAITIAN INT'L
01883,1883,CITIC TELECOM
01884,1884,EPRINT GROUP
01888,1888,KB LAMINATES
01889,1889,SANAI HEALTH GP
01890,1890,CHINA KEPEI
01891,1891,HENG HUP
01894,1894,HANG YICK HLDGS
01895,1895,XINYUAN PM
01896,1896,MAOYAN ENT
01897,1897,MILLIONHOPE IND
01898,1898,CHINA COAL
01899,1899,XINGDA INT'L
01900,1900,CHINA ITS
01901,1901,FEIYANG GROUP
01903,1903,JBB BUILDERS
01905,1905,HAITONG UT
01906,1906,BONNY HLDG
01907,1907,CHINA RISUN GP
01908,1908,C&D INTL GROUP
01909,1909,FIRE ROCK
01910,1910,SAMSONITE
01911,1911,CR HOLDINGS
01912,1912,CONTEL
01913,1913,PRADA
01915,1915,TAIHE M-FIN
01916,1916,JIANGXI BANK
01917,1917,DOUMOB
01918,1918,SUNAC
01919,1919,COSCO SHIP HOLD
01920,1920,CHINA WACAN
01921,1921,DALIPAL HLDG
01925,1925,KWUNGS AROMA
01927,1927,JIUJIUWANG
01928,1928,SANDS CHINA LTD
01929,1929,CHOW TAI FOOK
01930,1930,SHINELONG
01931,1931,ETHK LABS INC.
01932,1932,CPM GROUP
01933,1933,ONEFORCE HLDGS
01935,1935,JH EDUCATION
01936,1936,RITAMIX
01937,1937,JIACHEN HOLDING
01938,1938,CHU KONG PIPE
01939,1939,SHANGSHAN GOLD
01940,1940,CGII HLDGS
01941,1941,YE XING GROUP
01942,1942,MOG DIGITECH
01943,1943,KING'S STONE
01945,1945,ZERO2IPO
01947,1947,MEIHAO GROUP
01948,1948,UJU HOLDING
01949,1949,PLATT NERA
01950,1950,DIWANG IND H
01951,1951,JXR
01952,1952,EVEREST MED
01953,1953,RIMBACO
01955,1955,JOHNSON HLDGS
01957,1957,MBV INTL
01958,1958,BAIC MOTOR
01959,1959,ZHONG JU INVEST
01960,1960,TBKS HLDGS
01961,1961,INFINITIES TECH
01962,1962,EVERGREEN PG
01963,1963,BCQ
01965,1965,LANDSEA LIFE
01966,1966,CHINA SCE GROUP
01967,1967,CONFIDENCE IN
01968,1968,HINGTEX HLDGS
01969,1969,CHINA CHUNLAI
01970,1970,IMAX CHINA
01971,1971,RSUN SER
01972,1972,SWIREPROPERTIES
01973,1973,TIAN TU CAPITAL
01975,1975,SUN HING PRINT
01977,1977,ANALOGUE HLDGS
01978,1978,LH GROUP
01979,1979,TEN PAO GROUP
01980,1980,TIANGE
01981,1981,CATHAY GP HLDGS
01982,1982,NAMESON HLDGS
01983,1983,LUZHOU BANK
01985,1985,MICROWARE
01986,1986,TSAKER NE
01987,1987,BENG SOON MACH
01988,1988,MINSHENG BANK
01989,1989,DELTON
01991,1991,TA YANG GROUP
01993,1993,ASIARAY
01995,1995,ES SERVICES
01996,1996,RSUN PPT
01997,1997,WHARF REIC
01999,1999,MAN WAH HLDGS
02000,2000,SIM TECH
02001,2001,NEW HIGHER EDU
02002,2002,SUNSHINE PAPER
02003,2003,VCREDIT
02005,2005,SSY GROUP
02007,2007,COUNTRY GARDEN
02008,2008,PHOENIX TV
02009,2009,BBMG
02011,2011,GILSTON GROUP
02012,2012,SUNSHINE OIL
02013,2013,WEIMOB INC
02015,2015,LI AUTO-W
02016,2016,CZBANK
02017,2017,CHANHIGH
02018,2018,AAC TECH
02020,2020,ANTA SPORTS
02022,2022,DIGIT HOLLYWOOD
02023,2023,CHINA LUDAO
02025,2025,RUIFENG POWER
02026,2026,PONY-W
02028,2028,JOLIMARK
02030,2030,CABBEEN
02031,2031,AUSUPREME
02033,2033,TIME WATCH
02038,2038,FIH
02039,2039,CIMC
02048,2048,E-HOUSE ENT
02050,2050,SANHUA
02051,2051,VALA
02057,2057,ZTO EXPRESS-W
02068,2068,CHALIECO
02076,2076,BOSS ZHIPIN-W
02078,2078,PANASIALUM
02080,2080,AUX INTL
02086,2086,LEADWAY TECH
02088,2088,XIWANG PROPERTY
02096,2096,SIMCERE PHARMA
02097,2097,MIXUE GROUP
02098,2098,ZALL SMARTCOM
02099,2099,CHINAGOLDINTL
02100,2100,BAIOO
02101,2101,FULU HOLDINGS
02102,2102,TAK LEE MACH
02105,2105,LAEKNA-B
02107,2107,FIRST SERVICE
02108,2108,K2 F&B
02110,2110,TIAN CHENG HLDG
02111,2111,BEST PACIFIC
02112,2112,GRACE LIFE-TECH
02113,2113,CENTURY GP INTL
02116,2116,JS INNOV
02119,2119,TSIT WING INTL
02120,2120,KN HOSPITAL
02121,2121,AINNOVATION
02122,2122,KIDSLAND INTL
02125,2125,STRAWBEAR ENT
02126,2126,JW THERAP-B
02127,2127,HUISEN SHARES
02128,2128,CHINA LESSO
02129,2129,LEGION CONSO
02130,2130,CN LOGISTICS
02131,2131,NETJOY
02132,2132,LANDRICH HLDG
02135,2135,RAILY AESMED
02136,2136,LIFESTYLE CHI
02137,2137,BRII-B
02138,2138,EC HEALTHCARE
02139,2139,BANK OF GANSU
02142,2142,HBM HOLDINGS-B
02145,2145,CHICMAX
02146,2146,ROISERV
02147,2147,ZHENGWEI GROUP
02149,2149,BATELAB
02150,2150,NAYUKI
02152,2152,SUXIN SERVICES
02153,2153,TAT HONG EQUIP
02155,2155,MORIMATSU INTL
02156,2156,C&D PROPERTY
02157,2157,LEPU BIO
02158,2158,YIDU TECH
02159,2159,MEDIWELCOME
02160,2160,MP CARDIOFLOW-B
02161,2161,JBM HEALTHCARE
02162,2162,KEYMED BIO-B
02163,2163,BROAD HOMES
02165,2165,LING YUE SER GP
02166,2166,SMART-CORE
02167,2167,TI CLOUD
02168,2168,KAISA PROSPER
02169,2169,CANGGANGRAILWAY
02170,2170,BASECARE-B
02171,2171,CARSGEN-B
02172,2172,MICROPORT NEURO
02175,2175,CH GENERAL EDU
02176,2176,CCID CONSULTING
02177,2177,UNQ HOLDINGS
02178,2178,PETRO-KING
02179,2179,RECBIO-B
02180,2180,MANPOWER GRC
02181,2181,MABPHARM-B
02182,2182,TIAN CHANG GP
02185,2185,BIOHEART-B
02186,2186,LUYE PHARMA
02187,2187,ZHIXIN GP HLDG
02188,2188,TITANS ENERGY
02189,2189,KATO (HK) HLDGS
02190,2190,ZYLOXTB
02192,2192,MEDLIVE
02193,2193,MAN KING HOLD
02195,2195,UNITY ENT
02196,2196,FOSUN PHARMA
02197,2197,CLOVER BIO-B
02198,2198,CHINA SANJIANG
02199,2199,REGINA MIRACLE
02202,2202,CHINA VANKE
02203,2203,BRAINHOLE TECH
02205,2205,KANGQIAO SER
02208,2208,GOLDWIND
02209,2209,YESASIA HLDGS
02210,2210,BEIJING JIAYE
02211,2211,UNI HEALTH
02212,2212,FB MINING
02215,2215,DEXIN SER GROUP
02216,2216,BRONCUS-B
02218,2218,ANDRE JUICE
02219,2219,CHAOJU EYE CARE
02221,2221,NEW CONCEPTS
02222,2222,NVC INTL
02223,2223,CASABLANCA
02225,2225,JINHAI MED TECH
02226,2226,HONWORLD GP
02227,2227,SOLIS HOLDINGS
02228,2228,XTALPI
02230,2230,MEDIALINK GROUP
02231,2231,JY GRANDMARK
02232,2232,CRYSTAL INTL
02233,2233,WESTCHINACEMENT
02235,2235,MICROTECH MED-B
02236,2236,WISON ENGRG
02237,2237,CHINA GRAPHITE
02238,2238,GAC GROUP
02239,2239,SMIT
02245,2245,LYGEND RESOURCE
02246,2246,GOGOX
02250,2250,B.DUCK SEMK
02251,2251,AIRDOC-B
02252,2252,MEDBOT-B
02255,2255,HAICHANG HLDG
02256,2256,ABBISKO-B
02257,2257,SIRNAOMICS-B
02258,2258,WATTS INT'L
02259,2259,ZIJIN GOLD INTL
02260,2260,VANOV HOLDINGS
02262,2262,SLD GROUP
02263,2263,FU SHEK FIN
02265,2265,HC ENV TECH
02266,2266,LAI SI ENT
02268,2268,WUXI XDC
02269,2269,WUXI BIO
02270,2270,DESUN SERVICES
02271,2271,ZHONGAN SERVICE
02273,2273,GUSHENGTANG
02276,2276,CONANT OPTICAL
02279,2279,YONGHE MEDICAL
02280,2280,HC GROUP
02281,2281,XINGLU WATER
02282,2282,MGM CHINA
02283,2283,TK GROUP HLDG
02285,2285,CHERVON
02286,2286,CHEN XING
02288,2288,RYKADAN CAPITAL
02289,2289,CHARMACY PHAR
02291,2291,SCIENTECH
02293,2293,BAMBOOSHEALTH
02295,2295,MAXICITY
02297,2297,RAINMED-B
02298,2298,COSMO LADY
02299,2299,BILLION IND
02302,2302,CNNC INT'L
02306,2306,YH ENT
02307,2307,KAM HING INT'L
02309,2309,ZO FUTURE GROUP
02310,2310,TIMES UNI GP
02312,2312,LONG INV CORP
02313,2313,SHENZHOU INTL
02314,2314,LEE & MAN PAPER
02315,2315,BIOCYTOGEN-B
02317,2317,VEDAN INT'L
02318,2318,PING AN
02319,2319,MENGNIU DAIRY
02320,2320,HOP FUNG GROUP
02321,2321,SWANGCHAICHUAN
02322,2322,MODERN INNO DT
02323,2323,RENCO HOLDINGS
02324,2324,CAPITAL VC
02325,2325,YUNKANG GROUP
02326,2326,NPE HOLDINGS
02327,2327,MEILLEUREHEALTH
02328,2328,PICC P&C
02329,2329,GLORY HEALTH
02330,2330,CHINA UPTOWN
02331,2331,LI NING
02333,2333,GWMOTOR
02336,2336,SHUOAO INTL
02337,2337,UNITED STRENGTH
02338,2338,WEICHAI POWER
02339,2339,BWI INT'L
02340,2340,ISP HOLDINGS
02342,2342,COMBA
02343,2343,PACIFIC BASIN
02347,2347,YOHO GROUP
02348,2348,DAWNRAYS PHARMA
02349,2349,CH CITY INFRA
02350,2350,MTT GROUP
02352,2352,DOWELL SERVICE
02355,2355,BAOYE GROUP
02356,2356,DAHSING BANKING
02357,2357,AVICHINA
02358,2358,JIU RONG HOLD
02359,2359,WUXI APPTEC
02360,2360,BEST MART 360
02361,2361,SINOHEALTH TECH
02362,2362,JINCHUAN INTL
02363,2363,TONGDA HONG TAI
02367,2367,GIANT BIOGENE
02368,2368,EAGLE NICE
02369,2369,COOLPAD GROUP
02370,2370,REDCO HEALTHY
02371,2371,CHUANGLIAN HOLD
02372,2372,WEILI HOLDINGS
02373,2373,BEAUTYFARM MED
02376,2376,LUSHANGSERVICES
02377,2377,BOQI ENV
02378,2378,PRU
02380,2380,CHINA POWER
02381,2381,SMC ELECTRIC
02382,2382,SUNNY OPTICAL
02383,2383,TOM GROUP
02385,2385,READBOY
02386,2386,SINOPEC SEG
02388,2388,BOC HONG KONG
02389,2389,BJ HEALTH
02390,2390,ZHIHU-W
02391,2391,TUYA-W
02392,2392,XUANWU CLOUD
02393,2393,YESTAR HEALTH
02396,2396,B&K CORP-B
02399,2399,CN ANCHU ENERGY
02400,2400,XD INC
02402,2402,SINOHYTEC
02405,2405,POWERWIN TECH
02407,2407,GAUSH MEDITECH
02408,2408,XIAO NOODLES
02409,2409,SEACON
02410,2410,TYK MEDICINES-B
02411,2411,PAGODA GP
02415,2415,MEDSCI
02416,2416,EDIANYUN
02418,2418,DEEWIN
02419,2419,DEKON AGR
02420,2420,ZIBUYU
02421,2421,KRP DEVELOPMENT
02422,2422,REGO INTERACT
02423,2423,BEKE-W
02425,2425,AUSTASIA GROUP
02427,2427,GUANZE MEDICAL
02429,2429,UBOX ONLINE
02431,2431,MINIEYE
02432,2432,DOBOT
02433,2433,ZT HN GROUP
02436,2436,LX TECHNOLOGY
02438,2438,MOBVOI
02439,2439,CH TREASURES NM
02440,2440,MEMESTRATEGY
02442,2442,EASY SMART GP
02443,2443,AUTOSTREETS
02450,2450,HUAIBEI GD CO
02451,2451,LUYUAN GP HLDG
02453,2453,CONCORD HC GP
02455,2455,RUNHUA SERVICE
02457,2457,BUYANG INTL
02458,2458,GALA TECH HOLD
02459,2459,SANERGY GROUP
02460,2460,CR BEVERAGE
02465,2465,LOPAL TECH
02469,2469,FENBI
02473,2473,XXF
02476,2476,VGT
02477,2477,WELLCELL H-NEW
02479,2479,TIANJUDIHE
02480,2480,LUZHU BIOTECH-B
02481,2481,WISE LIVING TEC
02482,2482,LOGORY
02483,2483,K CASH
