index,sno,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,F10D,EMA10,EMA22,EMA50,EMA100,EMA250,EMA1,EMA2,EMA3,HFH,FlatCount,PreHighCount,BreakoutQuality,FalseBreakout,BOSSB,BOSSTP1,BOSSTP2,BOSSTP3,BOSSCL1,BOSSCL2,BOSSTU1,BOSSTU2,bullish_ratio,bullish_count,strong_bullish,medium_bullish,weak_bullish,BOSS1,BOSS2,rolling_22_low,rolling_33_low,MA150,WLow,WHigh,HHHL,MA_20,MA_50,MA_150,MA_200,High_52W,Low_52W,Trend_Template,Depth_60D,Depth_20D,Depth_5D,Contraction_Structure,Vol_MA50,Vol_MA10,Volume_Contraction,Resistance,Breakout_Detected,VCP,ICHIMOKU,ICHIMOKU_SIGNAL,ICHIMOKU_STRENGTH,tenkan_sen,kijun_sen,senkou_a,senkou_b,cloud_top,cloud_bottom,tk_cross,tk_golden,tk_death,volume_ma20,volume_ratio,GBS22C,GBS22C_SIGNAL,GBS22C_STRENGTH,gbs_ma,gann_angle,volatility,gann_support,gann_resistance,trend,period_high,period_low,breakout_up,breakout_down,atr,BREAKOUT200,BREAKOUT200_SIGNAL,BREAKOUT200_STRENGTH,highest_200,lowest_200,ma200,price_vs_ma200,new_high_200,new_low_200,breakout_strength,FISHER,FISHER_SIGNAL,FISHER_STRENGTH,fisher,fisher_trigger_bull,fisher_trigger_bear,SVM,MLP,RF,SNO
2026-05-04,6060.HK,11.739999771118164,12.079999923706056,11.739999771118164,11.93000030517578,11.93000030517578,2704799,0.0,0.0,0.0,12.204109925805325,12.642236454508772,13.53729271063831,14.52981418408657,15.251738561701806,False,False,False,False,0,0,0.0,False,False,False,False,False,False,False,False,False,0.0,0,0,0,0,False,False,11.720000267028809,11.720000267028809,15.543066679636638,0.0,0.0,False,12.600500059127809,13.692799987792968,15.543066679636638,16.395850014686584,22.75,10.9399995803833,False,0.3134153206468761,0.1604584358880487,0.044824789748631,True,10752146.58,6630132.1,True,13.960000038146973,False,False,False,neutral,weak,12.385000228881836,12.84000015258789,14.547500371932983,15.445000171661375,15.445000171661375,14.547500371932983,-1,False,False,10182101,0.2656425230902738,False,neutral,neutral,12.622272794896906,-0.0703267234303859,3.3691792361627235,11.818386608584644,13.42615898120917,-1,13.960000038146973,11.720000267028809,False,False,0.4019430931561318,False,neutral,neutral,22.200000762939453,11.720000267028809,16.395850014686584,-27.237683349814247,False,False,-10.270000457763674,False,neutral,neutral,-14.582858084240884,False,False,True,False,False,6060.HK
